var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260626,249,89.02048192771083,88.9,85.0,86.7,91.7,93.5,80.4,95.3,8.5,89.45833333333333
tmax2m,20260627,249,82.39076305220885,81.8,78.03999999999999,79.6,84.7,88.02,73.3,96.2,9.980000000000004,82.28333333333335
tmax2m,20260628,249,83.46987951807229,83.7,79.25999999999999,81.5,85.5,87.5,70.8,91.8,8.240000000000009,83.825
tmax2m,20260629,249,86.73935742971886,86.6,83.3,84.8,88.6,90.92,70.4,99.2,7.6200000000000045,86.86666666666667
tmax2m,20260630,249,91.83815261044177,91.5,86.78,89.0,94.7,97.14,76.4,103.2,10.36,91.86666666666667
tmax2m,20260701,249,98.02851405622489,98.7,91.3,95.3,101.6,104.3,77.6,107.7,13.0,98.60000000000001
tmax2m,20260702,249,100.05983935742971,100.7,93.06,97.8,103.9,106.14,75.1,110.8,13.079999999999998,101.13333333333333
tmax2m,20260703,249,97.60562248995986,98.1,90.75999999999999,95.2,101.0,103.72,77.6,110.2,12.960000000000008,98.61666666666666
tmax2m,20260704,249,93.12811244979919,93.8,84.16,89.3,97.3,100.92,73.1,106.4,16.760000000000005,94.08333333333333
tmax2m,20260705,249,89.5261044176707,89.2,81.18,85.2,94.5,98.62,70.0,107.9,17.439999999999998,89.59166666666665
tmax2m,20260706,249,88.32530120481928,88.1,80.28,84.3,92.4,96.5,70.1,106.4,16.22,88.52500000000002
tmax2m,20260707,249,87.9140562248996,87.8,80.12,84.1,91.7,96.2,70.7,106.1,16.08,87.81666666666666
tmax2m,20260708,249,88.98795180722891,89.2,81.58,84.7,93.3,97.1,67.6,110.9,15.519999999999996,88.89999999999999
tmax2m,20260709,249,89.28674698795182,89.2,81.68,85.5,93.1,97.4,67.0,107.0,15.719999999999999,89.68333333333332
tmax2m,20260710,83,89.1855421686747,88.6,81.67999999999999,85.4,94.1,96.9,73.3,105.2,15.220000000000013,89.56666666666666
tmin2m,20260626,249,69.69156626506023,69.7,67.78,68.6,70.7,71.52,65.0,76.0,3.739999999999995,69.75
tmin2m,20260627,249,68.54136546184739,68.6,66.1,67.2,69.7,70.84,63.6,76.0,4.740000000000009,68.675
tmin2m,20260628,249,68.59236947791165,68.6,66.2,67.2,70.1,70.9,62.3,73.1,4.700000000000003,68.66666666666667
tmin2m,20260629,249,68.33855421686746,68.6,65.38000000000001,66.8,69.9,71.3,60.0,73.8,5.9199999999999875,68.325
tmin2m,20260630,249,69.3269076305221,69.7,64.94,67.2,71.4,73.2,58.2,76.4,8.260000000000005,69.38333333333334
tmin2m,20260701,249,74.88955823293173,75.3,68.25999999999999,71.6,78.8,80.6,61.4,84.8,12.340000000000003,74.50833333333334
tmin2m,20260702,249,77.75783132530121,78.7,72.1,74.8,81.4,82.82000000000001,60.4,86.8,10.720000000000013,77.425
tmin2m,20260703,249,76.39598393574296,76.8,71.68,73.9,79.4,80.74000000000001,60.5,84.3,9.060000000000002,76.35
tmin2m,20260704,249,73.14658634538152,73.3,67.84,70.4,76.2,78.26,60.5,83.2,10.420000000000002,73.49166666666667
tmin2m,20260705,249,70.9855421686747,71.2,65.38000000000001,67.9,74.2,76.2,61.8,82.8,10.819999999999993,71.21666666666668
tmin2m,20260706,249,70.51927710843373,70.6,64.7,67.4,73.8,76.08000000000001,60.7,81.4,11.38000000000001,70.34166666666667
tmin2m,20260707,249,70.25180722891567,69.9,65.56,67.6,73.0,75.26,59.8,82.7,9.700000000000003,70.19166666666668
tmin2m,20260708,249,70.285140562249,70.3,65.56,67.7,73.1,75.3,56.6,80.0,9.739999999999995,69.83333333333333
tmin2m,20260709,249,70.53614457831326,70.8,65.2,67.6,73.5,75.7,58.0,81.2,10.5,70.175
tmin2m,20260710,83,69.80481927710844,69.3,63.7,66.4,73.65,77.58,57.5,80.7,13.879999999999995,69.3
