utc,load,ens_p10,ens_p50,ens_p90,q10,q50,q90
2026-07-04 00:00:00+00:00,134890.4941153583,131148.54952506052,134890.4941153583,136693.56309828194,131755.6338028617,135497.5783931595,137300.64737608313
2026-07-04 00:05:00+00:00,134538.5295029199,130992.29930938999,134538.5295029199,136496.8717120656,131681.47839133508,135231.74518701073,137186.55612078065
2026-07-04 00:10:00+00:00,134195.498612444,130836.78237242314,134195.498612444,136302.42993552316,131599.04108674687,134972.43588002506,137066.5262017376
2026-07-04 00:15:00+00:00,133863.7786079593,130682.0044370749,133863.7786079593,136110.28905349816,131508.78805564542,134720.28629687586,136940.79371464733
2026-07-04 00:20:00+00:00,133545.74665349445,130527.9712262602,133545.74665349445,135920.50035083416,131411.185464579,134475.93226223666,136809.59475520317
2026-07-04 00:25:00+00:00,133243.7799130782,130374.688462894,133243.7799130782,135733.11511237483,131306.69948009597,134240.00960078085,136673.1654190985
2026-07-04 00:30:00+00:00,132960.2555507392,130222.16186989125,132960.2555507392,135548.1846229637,131195.79626874457,134013.15413718202,136531.7418020267
2026-07-04 00:35:00+00:00,132697.55073050622,130070.39717016686,132697.55073050622,135365.76016744427,131078.9419970732,133796.00169611358,136385.55999968105
2026-07-04 00:40:00+00:00,132458.0426164079,129919.4000866358,132458.0426164079,135185.89303066017,130956.60283163012,133589.18810224897,136234.8561077549
2026-07-04 00:45:00+00:00,132244.10837247293,129769.176342213,132244.10837247293,135008.63449745506,130829.24493896369,133393.34918026172,136079.86622194166
2026-07-04 00:50:00+00:00,132058.12516273,129619.7316598134,132058.12516273,134834.03585267242,130697.33448562217,133209.1207548253,135920.82643793462
2026-07-04 00:55:00+00:00,131902.47015120785,129471.07176235194,131902.47015120785,134662.14838115583,130561.33763815393,133037.13865061314,135757.97285142713
2026-07-04 01:00:00+00:00,131779.5205019351,129323.20237274357,131779.5205019351,134493.02336774892,130421.72056310723,132878.03869229875,135591.54155811257
2026-07-04 01:05:00+00:00,131684.00627308263,129182.17846946752,131684.00627308263,134332.6875910044,130278.97250561762,132737.39913555438,135423.7280890588
2026-07-04 01:10:00+00:00,131606.52290232247,129051.8386532271,131606.52290232247,134184.84573039942,130132.21819773925,132617.15131663892,135255.3286295442
2026-07-04 01:15:00+00:00,131543.24562293512,128928.86408027333,131543.24562293512,134046.06592216427,129979.87703639842,132512.46068110596,135084.48025657766
2026-07-04 01:20:00+00:00,131490.34966820106,128809.93590685727,131490.34966820106,133912.91630252922,129820.36841852141,132418.49267450903,134909.32004716824
2026-07-04 01:25:00+00:00,131444.01027140077,128691.73528922991,131444.01027140077,133781.9650077244,129652.1117410345,132330.41274240162,134727.98507832488
2026-07-04 01:30:00+00:00,131400.4026658148,128570.94338364233,131400.4026658148,133649.78017398014,129473.526400864,132243.38633033735,134538.6124270566
2026-07-04 01:35:00+00:00,131355.70208472363,128444.24134634556,131355.70208472363,133512.92993752667,129283.03179493616,132152.57888386975,134339.33917037243
2026-07-04 01:40:00+00:00,131306.08376140776,128308.3103335906,131306.08376140776,133367.98243459422,129079.04732017733,132053.15584855224,134128.30238528128
2026-07-04 01:45:00+00:00,131247.7229291477,128159.83150162855,131247.7229291477,133211.50580141306,128859.99237351374,131940.2826699385,133903.6391487922
2026-07-04 01:50:00+00:00,131176.79482122394,127995.48600671037,131176.79482122394,133040.0681742134,128624.28635187169,131809.12479358198,133663.48653791414
2026-07-04 01:55:00+00:00,131089.474670917,127811.95500508715,131089.474670917,132850.2376892255,128370.34865217748,131654.84766503627,133405.98162965613
2026-07-04 02:00:00+00:00,130981.93771150739,127605.9196530099,130981.93771150739,132638.58248267963,128096.59867135738,131472.61672985487,133129.2615010271
