time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2026-09-15 10:55:06,145.4162,85.1805, 986.8,   10, -0.1, -0.1, -0.1,100,100, 3.85,276,14.3
2026-09-15 10:55:32,145.4675,85.1782, 970.0,  147, -0.7, -0.7, -0.6,100,101, 3.74,283,17.0
2026-09-15 10:55:57,145.5133,85.1773, 955.3,  269, -1.5, -1.5, -1.3,100,101, 3.59,286,17.9
2026-09-15 10:56:22,145.5596,85.1759, 939.9,  398, -2.3, -2.3, -2.0,100,102, 3.43,292,18.9
2026-09-15 10:56:47,145.6050,85.1741, 925.6,  520, -2.7, -2.7, -2.4,100,103, 3.38,297,18.3
2026-09-15 10:57:11,145.6467,85.1723, 912.7,  631, -1.8, -1.8, -1.6, 99,101, 3.66,295,18.9
2026-09-15 10:57:36,145.6950,85.1707, 899.7,  746, -2.3, -2.3, -2.1,100,102, 3.57,293,19.3
2026-09-15 10:58:01,145.7403,85.1690, 885.0,  876, -3.2, -3.2, -2.9,100,103, 3.40,294,18.9
2026-09-15 10:58:26,145.7872,85.1673, 870.8, 1004, -4.1, -4.1, -3.6,100,104, 3.25,292,19.9
2026-09-15 10:58:51,145.8394,85.1655, 856.3, 1138, -1.4, -2.1, -1.9, 95, 97, 3.83,291,21.3
2026-09-15 10:59:16,145.8920,85.1639, 843.0, 1262, -1.6, -3.0, -2.6, 91, 92, 3.64,290,21.3
2026-09-15 10:59:41,145.9478,85.1623, 830.3, 1383, -2.2, -3.3, -3.0, 92, 94, 3.60,288,23.0
2026-09-15 11:00:06,146.0062,85.1605, 817.2, 1510, -2.5, -4.0, -3.6, 89, 92, 3.47,290,22.9
2026-09-15 11:00:31,146.0633,85.1589, 804.5, 1634, -2.9, -4.6, -4.1, 88, 90, 3.37,287,22.5
2026-09-15 11:00:56,146.1181,85.1576, 791.0, 1767, -3.6, -5.3, -4.7, 88, 91, 3.24,286,20.9
