time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2026-09-14 22:48:21,-19.3052,45.6668,1024.9,   40, 19.0, 14.4, 14.4, 75, 75,10.12,346, 9.4
2026-09-14 22:48:41,-19.3046,45.6652,1014.4,  127, 16.4,  8.5,  8.5, 60, 60, 6.87,345, 9.4
2026-09-14 22:49:01,-19.3038,45.6635,1006.7,  192, 15.7,  8.4,  8.4, 62, 62, 6.90,345, 9.2
2026-09-14 22:49:21,-19.3032,45.6620, 998.0,  266, 15.0,  8.4,  8.4, 64, 64, 6.92,342, 9.0
2026-09-14 22:49:41,-19.3024,45.6604, 994.0,  300, 14.4,  8.2,  8.2, 66, 66, 6.88,342, 9.0
2026-09-14 22:50:01,-19.3018,45.6590, 982.3,  400, 13.8,  8.3,  8.3, 69, 69, 6.98,341, 8.8
2026-09-14 22:50:21,-19.3007,45.6576, 971.4,  494, 12.9,  8.0,  8.0, 72, 72, 6.95,339, 8.5
2026-09-14 22:50:41,-19.2998,45.6561, 959.5,  597, 12.0,  7.9,  7.9, 76, 76, 6.98,336, 8.7
2026-09-14 22:51:01,-19.2989,45.6548, 949.3,  687, 11.1,  7.8,  7.8, 80, 80, 7.00,335, 8.7
2026-09-14 22:51:21,-19.2978,45.6536, 940.5,  764, 10.4,  7.7,  7.7, 84, 84, 7.03,333, 8.3
2026-09-14 22:51:41,-19.2971,45.6523, 930.1,  857,  9.6,  7.4,  7.4, 87, 87, 6.98,333, 7.7
2026-09-14 22:52:01,-19.2961,45.6512, 925.0,  903,  8.9,  7.2,  7.2, 89, 89, 6.91,333, 7.4
2026-09-14 22:52:21,-19.2952,45.6499, 912.7, 1013,  8.1,  6.7,  6.7, 91, 91, 6.74,330, 7.5
2026-09-14 22:52:41,-19.2941,45.6489, 902.9, 1103,  7.4,  6.2,  6.2, 92, 92, 6.58,327, 7.5
2026-09-14 22:53:01,-19.2927,45.6479, 893.1, 1193,  6.7,  5.8,  5.8, 94, 94, 6.48,318, 7.3
2026-09-14 22:53:21,-19.2910,45.6474, 883.4, 1282,  6.1,  5.8,  5.8, 98, 98, 6.57,305, 7.3
2026-09-14 22:53:41,-19.2893,45.6467, 881.9, 1296,  8.5,  2.1,  2.1, 64, 64, 5.03,299, 7.5
2026-09-14 22:54:01,-19.2873,45.6461, 868.1, 1427, 11.2,-15.2,-13.6, 14, 14, 1.35,298, 8.0
2026-09-14 22:54:21,-19.2856,45.6454, 858.7, 1517, 11.7,-22.7,-20.4,  7,  7, 0.72,299, 8.1
2026-09-14 22:54:41,-19.2838,45.6447, 858.0, 1524, 11.1,-24.9,-22.4,  6,  6, 0.59,300, 7.9
2026-09-14 22:55:01,-19.2820,45.6439, 850.0, 1602, 10.8,-26.6,-24.0,  5,  5, 0.51,302, 8.0
2026-09-14 22:55:21,-19.2802,45.6431, 843.3, 1668, 10.4,-25.9,-23.4,  6,  6, 0.55,301, 8.4
