year,date,u_mean,west_frac,n
2015,2015-12-25,-1.833650429925625,25.0,12
2015,2015-12-26,-3.6744482921820736,11.11111111111111,9
2015,2015-12-27,-2.21407032203449,50.0,6
2015,2015-12-28,-0.4381489228290455,50.0,12
2015,2015-12-29,-0.5188920743149755,36.36363636363637,11
2015,2015-12-30,-0.1084362442529125,58.333333333333336,12
2023,2023-01-01,-5.538283533961994,0.0,24
2023,2023-01-02,-3.577281427703623,0.0,24
2023,2023-01-03,-2.998794014759832,0.0,24
2023,2023-01-04,-4.508018557553949,0.0,24
2023,2023-01-05,-3.893648294937449,0.0,24
2023,2023-01-06,-3.858247783602607,0.0,24
2023,2023-01-07,-4.344059500273642,0.0,24
2023,2023-01-08,-4.651765721470696,0.0,24
2023,2023-01-09,-3.9362019380039226,0.0,24
2023,2023-01-10,-4.087175315684792,0.0,24
2023,2023-01-11,-4.41882969021827,0.0,24
2023,2023-01-12,-4.062214933840683,0.0,24
2023,2023-01-13,-4.580176894795052,0.0,24
2023,2023-01-14,-4.757836793305604,0.0,24
2023,2023-01-15,-3.890062966167112,0.0,24
2023,2023-01-16,-4.5925426522962125,0.0,24
2023,2023-01-17,-3.452875957329155,0.0,24
2023,2023-01-18,-3.410360936542751,0.0,24
2023,2023-01-19,-4.023021059337247,0.0,27
2023,2023-01-20,-5.282504824495069,0.0,24
2023,2023-01-21,-4.252467526263858,0.0,24
2023,2023-01-22,-3.6250743771443976,0.0,24
2023,2023-01-23,-4.0441776356531465,0.0,24
2023,2023-01-24,-5.915753501758052,0.0,24
2023,2023-01-25,-5.070786713320403,0.0,25
2023,2023-01-26,-4.706769704429001,0.0,30
2023,2023-01-27,-4.792819204607726,0.0,24
2023,2023-01-28,-4.190160251086136,0.0,28
2023,2023-01-29,-4.705027324774829,0.0,27
2023,2023-01-30,-4.493720614626226,0.0,24
2023,2023-01-31,-3.714453649426847,0.0,24
2023,2023-02-01,-3.406862011841393,0.0,24
2023,2023-02-02,-3.3861083913609047,0.0,24
2023,2023-02-03,-5.293726644722582,0.0,24
2023,2023-02-04,-4.802327382128186,0.0,24
2023,2023-02-05,-5.6115894811502445,0.0,24
2023,2023-02-06,-5.817709857802839,0.0,24
2023,2023-02-07,-5.446010111050409,0.0,24
2023,2023-02-08,-7.14414437232766,0.0,24
2023,2023-02-09,-6.042315806102185,0.0,24
2023,2023-02-10,-6.848918718644401,0.0,24
2023,2023-02-11,-4.1435185706076005,0.0,25
2023,2023-02-12,-3.6655723175974297,0.0,25
2023,2023-02-13,-5.033385145020563,0.0,24
2023,2023-02-14,-4.015928227294906,0.0,23
2023,2023-02-15,-3.6560806154098615,0.0,24
2023,2023-02-16,-3.307417446346262,0.0,24
2023,2023-02-17,-3.0234274958549743,0.0,24
2023,2023-02-18,-3.2672943102646843,0.0,24
2023,2023-02-19,-0.2445037541116683,25.0,20
2023,2023-02-20,-2.90971100315528,5.0,20
2023,2023-02-21,-2.2929806256127976,0.0,17
2023,2023-02-22,-1.9509577591327896,0.0,23
2023,2023-02-23,-2.510294678600169,6.25,16
2023,2023-02-24,-1.8713741186606112,0.0,19
2023,2023-02-25,-2.77770830436482,0.0,24
2023,2023-02-26,-4.193258959160789,0.0,24
2023,2023-02-27,-3.786192524852341,0.0,24
2023,2023-02-28,-4.545188036402341,0.0,24
2023,2023-03-01,-5.199913547300207,0.0,23
2023,2023-03-02,-3.665283495393581,0.0,24
2023,2023-03-03,-2.670451503424541,0.0,23
2023,2023-03-04,-2.6840635175874,0.0,21
2023,2023-03-05,-2.294788203549559,0.0,24
2023,2023-03-06,-3.0313727141214177,0.0,24
2023,2023-03-07,-3.32344116058649,0.0,24
2023,2023-03-08,-3.2773638170919823,0.0,24
2023,2023-03-09,-2.2863912164439144,0.0,23
2023,2023-03-10,-2.977344281632438,0.0,23
2023,2023-03-11,-3.719353746413909,0.0,24
2023,2023-03-12,-3.551657515941413,0.0,24
2023,2023-03-13,-4.999612925758599,0.0,24
2023,2023-03-14,-5.513137604904075,0.0,24
2023,2023-03-15,-4.525785917094733,0.0,24
2023,2023-03-16,-3.29260177052017,0.0,24
2023,2023-03-17,-3.6285863306924,0.0,24
2023,2023-03-18,-1.918407602164424,6.25,16
2023,2023-03-19,-2.082813028643718,0.0,21
2023,2023-03-20,-3.403329016722074,0.0,24
2023,2023-03-21,-5.498293949385462,0.0,24
2023,2023-03-22,-4.343014674855112,0.0,24
2023,2023-03-23,-3.029095871284952,0.0,25
2023,2023-03-24,-3.9298779764149945,0.0,24
2023,2023-03-25,-3.2554395486188823,0.0,22
2023,2023-03-26,-5.678380372758257,0.0,26
2023,2023-03-27,-3.993675944635625,0.0,24
2023,2023-03-28,-2.6211465112898584,0.0,24
2023,2023-03-29,-3.0466138272504866,0.0,22
2023,2023-03-30,-3.831422181671338,0.0,24
2023,2023-03-31,-3.095728264597799,0.0,17
2023,2023-04-01,-2.041397043766648,0.0,23
2023,2023-04-02,-2.1172133331056098,0.0,23
2023,2023-04-03,-3.497325469459042,0.0,24
2023,2023-04-04,-4.925211672753367,0.0,24
2023,2023-04-05,-3.9672044169262186,0.0,25
2023,2023-04-06,-4.322959960541305,0.0,26
2023,2023-04-07,-4.97551407980169,0.0,24
2023,2023-04-08,-5.377439686883537,0.0,25
2023,2023-04-09,-3.0106195786218453,0.0,23
2023,2023-04-10,-1.4573496401945314,0.0,16
2023,2023-04-11,-1.9605583866678729,0.0,22
2023,2023-04-12,-1.9174483835918208,0.0,17
2023,2023-04-13,-2.867868267765172,0.0,24
2023,2023-04-14,-2.907229038004542,0.0,21
2023,2023-04-15,-1.6366419969696662,5.0,20
2023,2023-04-16,-2.6804582402764483,0.0,23
2023,2023-04-17,-2.1843409293664675,0.0,18
2023,2023-04-18,-1.7787899413546486,0.0,20
2023,2023-04-19,-2.680354509983601,0.0,23
2023,2023-04-20,-2.881964001803011,0.0,22
2023,2023-04-21,-2.7365023940433466,0.0,24
2023,2023-04-22,-3.4841518703688608,0.0,22
2023,2023-04-23,-3.3201930829729105,0.0,24
2023,2023-04-24,-3.4510437120545405,0.0,24
2023,2023-04-25,-2.407749552875704,0.0,14
2023,2023-04-26,-3.5063197986555816,0.0,24
2023,2023-04-27,-4.235396518228413,0.0,24
2023,2023-04-28,-3.424760981607212,0.0,24
2023,2023-04-29,-3.743135181487893,0.0,24
2023,2023-04-30,-4.136411874140904,0.0,24
2023,2023-05-01,-4.961284713233977,0.0,24
2023,2023-05-02,-2.440004094226824,0.0,22
2023,2023-05-03,-3.121368053090834,0.0,28
2023,2023-05-04,-1.64056426759586,0.0,21
2023,2023-05-05,-2.198490894758163,0.0,24
2023,2023-05-06,-3.511356017747707,0.0,24
2023,2023-05-07,-3.904771555787286,0.0,24
2023,2023-05-08,-3.433801147368095,0.0,25
2023,2023-05-09,-1.924404283321677,0.0,21
2023,2023-05-10,-3.71524229928201,0.0,24
2023,2023-05-11,-3.901259898804593,0.0,24
2023,2023-05-12,-3.587320427996706,0.0,24
2023,2023-05-13,-3.368302641306128,0.0,24
2023,2023-05-14,-3.226180676411719,0.0,17
2023,2023-05-15,-1.6068517638720572,10.0,20
2023,2023-05-16,-3.403119476398586,0.0,24
2023,2023-05-17,-2.1148315993406896,0.0,23
2023,2023-05-18,-3.008692297470489,0.0,24
2023,2023-05-19,-2.5226624481696573,0.0,23
2023,2023-05-20,-2.7320785158119234,0.0,23
2023,2023-05-21,-1.6359268036160437,0.0,18
2023,2023-05-22,0.9992168367918044,58.333333333333336,12
2023,2023-05-23,1.2708354981300374,83.33333333333334,24
2023,2023-05-24,0.8625681703200998,65.21739130434783,23
2023,2023-05-25,-0.3928283909171293,16.666666666666664,18
2023,2023-05-26,-0.764793530632283,12.5,16
2023,2023-05-27,-1.7953092665915122,0.0,20
2023,2023-05-28,-3.317359204426696,0.0,24
2023,2023-05-29,-3.022145665820108,0.0,20
2023,2023-05-30,-0.7927930242195736,13.043478260869565,23
2023,2023-05-31,1.0015534816593477,86.95652173913044,23
2023,2023-06-01,-1.670686013168772,4.3478260869565215,23
2023,2023-06-02,-2.9449891870138987,0.0,24
2023,2023-06-03,-3.112121131259772,0.0,24
2023,2023-06-04,-2.611442614029766,0.0,24
2023,2023-06-05,-1.954563590350057,0.0,17
2023,2023-06-06,-3.0008864896245924,0.0,24
2023,2023-06-07,-2.426947731609701,0.0,23
2023,2023-06-08,-3.4431990894830284,0.0,25
2023,2023-06-09,-2.3533763575517628,4.0,25
2023,2023-06-10,-2.389000139500949,0.0,24
2023,2023-06-11,-1.5200885995031657,0.0,18
2023,2023-06-12,-1.8609770454292724,0.0,21
2023,2023-06-13,-2.061583108909571,4.761904761904762,21
2023,2023-06-14,-2.958716313406448,0.0,24
2023,2023-06-15,-3.655932712847635,0.0,24
2023,2023-06-16,-1.9473387642189728,0.0,22
2023,2023-06-17,0.1156517524460107,53.84615384615385,13
2023,2023-06-18,-0.9849641021217832,18.75,16
2023,2023-06-19,-0.7787132110348783,26.31578947368421,19
2023,2023-06-20,-1.4235998383247832,6.666666666666667,15
2023,2023-06-21,-2.2329732795806763,8.695652173913043,23
2023,2023-06-22,-1.7957715153473863,0.0,22
2023,2023-06-23,-2.856157604354719,0.0,24
2023,2023-06-24,-4.118529009780453,0.0,23
2023,2023-06-25,-1.4931405625652885,13.636363636363637,22
2023,2023-06-26,-0.6282634490062483,44.44444444444444,18
2023,2023-06-27,0.2278131271835625,68.42105263157895,19
2023,2023-06-28,1.0801890126310674,62.5,24
2023,2023-06-29,0.522362179221767,57.14285714285714,28
2023,2023-06-30,-2.662398143616554,0.0,19
2023,2023-07-01,0.2276844581634307,71.42857142857143,7
2023,2023-07-02,-1.3488550092913694,22.727272727272727,22
2023,2023-07-03,-2.090049863984573,8.0,25
2023,2023-07-04,-1.073320608909322,8.333333333333332,12
2023,2023-07-05,-3.70814126385592,0.0,24
2023,2023-07-06,-4.165345384836026,0.0,24
2023,2023-07-07,-4.141361746933682,0.0,24
2023,2023-07-08,-3.6487340064461646,0.0,25
2023,2023-07-09,-1.4770531487041814,4.166666666666666,24
2023,2023-07-10,-1.2426162895831907,20.0,15
2023,2023-07-11,0.0308767785808073,66.66666666666666,18
2023,2023-07-12,-1.2113897233939537,9.523809523809524,21
2023,2023-07-13,-1.401826281376905,23.809523809523807,21
2023,2023-07-14,-1.3490085313316802,0.0,11
2023,2023-07-15,-1.7268638083158103,0.0,18
2023,2023-07-16,-1.5534271387229155,0.0,15
2023,2023-07-17,-0.8749069754989721,22.22222222222222,18
2023,2023-07-18,-1.2147046233654253,20.0,20
2023,2023-07-19,-2.93847508529878,0.0,24
2023,2023-07-20,-1.68764244177373,0.0,18
2023,2023-07-21,0.2331124376667015,52.63157894736842,19
2023,2023-07-22,1.715129303933682,82.35294117647058,17
2023,2023-07-23,-1.7280586819631676,9.523809523809524,21
2023,2023-07-24,-1.2574384684043372,0.0,18
2023,2023-07-25,-0.5980228509719943,20.0,15
2023,2023-07-26,0.0722759815171363,65.0,20
2023,2023-07-27,-0.633924266055189,15.384615384615383,13
2023,2023-07-28,-1.5250364032201948,4.761904761904762,21
2023,2023-07-29,-2.846394472757334,0.0,24
2023,2023-07-30,-0.7357556534410338,36.36363636363637,22
2023,2023-07-31,1.4800658466542995,69.23076923076923,26
2023,2023-08-01,-0.0830916468657555,31.25,16
2023,2023-08-02,-0.3517579163538345,38.095238095238095,21
2023,2023-08-03,-1.0259409243106297,13.333333333333334,15
2023,2023-08-04,-1.1153581732124953,0.0,15
2023,2023-08-05,-2.260974054058723,0.0,23
2023,2023-08-06,-2.0240124897711333,0.0,23
2023,2023-08-07,-0.5019016244473978,6.666666666666667,15
2023,2023-08-08,1.0542713290907564,89.47368421052632,19
2023,2023-08-09,0.2287092198878154,33.33333333333333,12
2023,2023-08-10,0.4277374450424547,66.66666666666666,18
2023,2023-08-11,0.8463156226812513,53.84615384615385,13
2023,2023-08-12,-1.561500334683932,15.789473684210526,19
2023,2023-08-13,-2.6459986162907008,0.0,21
2023,2023-08-14,-1.1713781236580434,7.142857142857142,14
2023,2023-08-15,-0.6516943611005442,25.0,12
2023,2023-08-16,-0.7538527095598643,25.0,24
2023,2023-08-17,-0.447975056067122,40.0,15
2023,2023-08-18,1.029495475213534,88.88888888888889,18
2023,2023-08-19,-0.087564673806624,33.33333333333333,15
2023,2023-08-20,-1.1067093835320134,8.333333333333332,12
2023,2023-08-21,-1.480783434726172,0.0,14
2023,2023-08-22,-2.157377959245899,0.0,20
2023,2023-08-23,-1.9846520762842703,0.0,13
2023,2023-08-24,-1.1479297204372854,0.0,13
2023,2023-08-25,-1.36974612866984,0.0,13
2023,2023-08-26,-1.5916885263812288,0.0,22
2023,2023-08-27,-0.2169305549920978,60.0,20
2023,2023-08-28,1.3970314236244168,100.0,16
2023,2023-08-29,-0.3967746607935872,44.44444444444444,18
2023,2023-08-30,-1.7796376606782671,0.0,21
2023,2023-08-31,-1.7385444461490367,21.428571428571427,14
2023,2023-09-01,-2.28945493217603,0.0,17
2023,2023-09-02,-0.7260553684264345,21.052631578947366,19
2023,2023-09-03,-1.8791663057558987,9.090909090909092,22
2023,2023-09-04,-2.4239775109353103,0.0,22
2023,2023-09-05,-3.2768564046355344,0.0,24
2023,2023-09-06,-3.70681217993258,0.0,24
2023,2023-09-07,-3.087925539471096,0.0,24
2023,2023-09-08,-2.0787827574489595,0.0,22
2023,2023-09-09,-0.9520143755216584,12.5,16
2023,2023-09-10,-0.1196983160922518,35.714285714285715,14
2023,2023-09-11,0.2564488342847366,40.0,15
2023,2023-09-12,-0.4957102743834575,22.22222222222222,18
2023,2023-09-13,0.2368237823904021,57.14285714285714,14
2023,2023-09-14,-0.2713672559630325,33.33333333333333,9
2023,2023-09-15,0.406120841474042,57.14285714285714,14
2023,2023-09-16,-0.4053617018728389,18.75,16
2023,2023-09-17,-1.244536951623903,10.0,30
2023,2023-09-18,-2.265202210478144,0.0,18
2023,2023-09-19,-0.0983617281595859,35.0,20
2023,2023-09-20,2.002440295510751,100.0,24
2023,2023-09-21,0.9586124381836156,76.47058823529412,17
2023,2023-09-22,-0.7607539251560252,30.434782608695656,23
2023,2023-09-23,0.1814318116046035,44.44444444444444,9
2023,2023-09-24,0.9810797616241118,86.66666666666667,15
2023,2023-09-25,0.2204377271860748,58.82352941176471,17
2023,2023-09-26,-1.3405111299967165,6.666666666666667,15
2023,2023-09-27,-1.8904977396795803,0.0,14
2023,2023-09-28,0.7018704467221334,69.23076923076923,26
2023,2023-09-29,2.072820549974688,87.5,24
2023,2023-09-30,1.843420994351178,88.88888888888889,18
2023,2023-10-01,0.5980659678387179,80.0,20
2023,2023-10-02,-1.7075265490603346,0.0,21
2023,2023-10-03,-1.7599514844977533,4.545454545454546,22
2023,2023-10-04,-0.1063494197543094,35.714285714285715,14
