case_id,p_name,p_state,p_cap_ac,p_axis,p_sys_type,ylat,xlong,eia_id,BA
400011,Mustang,OK,2.5,single-axis,ground,35.4774,-97.6764,2953,SWPP
407013,Comfort CSG,NY,4.0,single-axis,ground,43.0168,-78.9779,67406,NYIS
404351,Viking Solar (CSG),IL,2.0,single-axis,ground,39.4045,-90.0025,64787,MISO
404352,Freehold (CSG),NY,2.0,single-axis,ground,42.3708,-74.0406,64788,NYIS
404336,Dodds (CSG),IL,2.0,single-axis,ground,42.3804,-89.8412,64734,PJM
404988,Pivot Energy Minnesota Solar 10,MN,1.0,fixed-tilt,ground,45.5976,-94.8633,66479,MISO
406923,Dynamic - Enfield Hammett Road CSG,ME,4.9,single-axis,ground,45.2466,-68.6177,67016,ISNE
407041,RB Inyokern Solar WDAT 1281 (CSG),CA,11.9,single-axis,ground,35.6608,-117.8126,67534,CISO
406921,Dynamic - Gray Solar,ME,4.9,single-axis,ground,43.8906,-70.3193,67014,ISNE
406924,Dynamic - Glenburn Broadway One (CSG),ME,4.9,single-axis,ground,44.8738,-68.8482,67017,ISNE
407037,Brewer (CSG),ME,5.0,fixed-tilt,ground,44.798,-68.7135,67499,ISNE
406910,"MN East Regal, LLC (CSG)",MN,1.0,single-axis,ground,45.3954,-94.7412,66973,MISO
407046,"USS Rosewood Solar, LLC (CSG)",MN,1.0,single-axis,ground,44.9847,-95.7144,67547,MISO
407047,"USS Slayton Solar, LLC (CSG)",MN,1.0,single-axis,ground,43.982,-95.7658,67548,MISO
407056,DSI Don Solar,MN,1.0,single-axis,ground,44.8066,-95.2071,67588,MISO
407002,Ver Plank North (CSG),NY,4.0,single-axis,ground,43.1993,-76.178,67337,NYIS
407053,Collins (NY) (CSG),NY,5.0,fixed-tilt,ground,43.2618,-75.1949,67582,NYIS
406918,Dynamic - Wales Leeds Junction Road (CSG),ME,4.5,single-axis,ground,44.1998,-70.0705,67011,ISNE
406922,Dynamic - Exeter Solar CSG,ME,4.0,single-axis,ground,44.974,-69.0921,67015,ISNE
406917,Preston Garden (CSG),MN,1.0,single-axis,ground,44.5352,-94.9102,67009,MISO
406932,NY Avon I CSG,NY,5.0,single-axis,ground,42.8978,-77.7288,67045,NYIS
407026,BNRG Masardis (CSG),ME,5.0,fixed-tilt,ground,46.537,-68.3448,67427,ISNE
405467,"USS Reindeer Solar, LLC CSG",MN,1.0,fixed-tilt,ground,45.653,-94.0301,63165,MISO
403022,Burritt Rd Community Solar Farm,NY,2.0,fixed-tilt,ground,43.2793,-77.7626,62480,NYIS
404731,Townline Community Solar,NY,5.0,fixed-tilt,ground,43.0419,-78.1359,64724,NYIS
402533,Johnson 1 Community Solar,MN,1.0,fixed-tilt,ground,45.48,-92.8128,61686,MISO
404478,Grimm Community Solar,MN,1.0,fixed-tilt,ground,44.7326,-94.6082,61689,MISO
407012,Beech Road (CSG),MD,3.0,fixed-tilt,ground,38.8237,-76.9352,67405,PJM
407009,Mechanic Street (CSG),ME,3.0,fixed-tilt,ground,46.6829,-68.0371,67396,ISNE
407010,Missile Street (CSG),ME,3.0,fixed-tilt,ground,46.7058,-68.0438,67398,ISNE
407028,BNRG Norridgewock (CSG),ME,2.0,fixed-tilt,ground,44.7165,-69.8112,67429,ISNE
407029,BNRG North Anson (CSG),ME,2.0,fixed-tilt,ground,44.8535,-69.9043,67431,ISNE
407003,Ver Plank South (CSG),NY,5.0,single-axis,ground,43.1946,-76.1748,67338,NYIS
407025,Wolcott Hill (Camden) (CSG),NY,5.0,single-axis,ground,43.3504,-75.7352,67426,NYIS
406894,Big Spring Solar (CSG),MD,2.0,single-axis,ground,39.6307,-77.9091,66868,PJM
403744,"Brooten (CSG) 1, LLC",MN,1.0,single-axis,ground,45.4975,-95.1616,63593,MISO
406225,USS Martha Solar (CSG),MN,1.0,single-axis,ground,44.7275,-93.9626,66477,MISO
404088,Kent School Road Solar 1,IL,2.0,single-axis,ground,42.3121,-89.9094,64254,MISO
403021,Woodoak Drive Community Solar Farm (CSG),NY,2.0,fixed-tilt,ground,41.593,-75.0272,62479,NYIS
403446,"USS Bush Solar, LLC (CSG)",MN,1.0,single-axis,ground,44.1213,-93.2688,63166,MISO
405534,USS Bluff Country Solar CSG,MN,1.0,fixed-tilt,ground,44.0986,-91.7938,63741,MISO
404569,Villa Roma Rd #3 CSG,NY,2.0,fixed-tilt,ground,41.7534,-74.9609,62527,NYIS
404555,Sacket Lake Rd #1 Community Solar Farm,NY,2.0,fixed-tilt,ground,41.392,-74.4548,62158,NYIS
403722,"Barton Acres Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.5696,-72.1619,63558,ISNE
404719,"Pivot Solar 3, LLC (CSG)",CO,2.0,single-axis,ground,39.4138,-108.0899,64654,WACM
404720,"Pivot Solar 8, LLC (CSG)",CO,2.0,single-axis,ground,40.2404,-104.7709,64655,WACM
407055,SV CSG AFTON I,MN,1.0,fixed-tilt,ground,44.9429,-92.854,67587,MISO
405526,"Flodquist Community Solar, LLC CSG",MN,1.0,single-axis,ground,45.4882,-92.8506,63650,MISO
402344,Taylors Falls (CSG),MN,5.0,fixed-tilt,ground,45.3916,-92.6851,61428,MISO
403708,"Houston/Winona Community Solar One, LLC",MN,1.0,fixed-tilt,ground,43.8658,-91.3271,63534,MISO
405855,"SolarClub 20, LLC",MN,1.0,single-axis,ground,44.3681,-92.028,65451,MISO
404089,Schulte 2 Community Solar,IL,2.0,single-axis,ground,41.0329,-89.3984,64257,MISO
403726,"JH Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.2438,-72.1006,63564,ISNE
404675,"NSE Camber Solar PS6, LLC CSG",CO,2.0,single-axis,ground,40.2585,-104.8249,64357,WACM
402316,Lindstrom Solar (CSG),MN,3.0,fixed-tilt,ground,45.3197,-92.798,61382,MISO
403706,"Winona Community Solar One, LLC",MN,1.0,fixed-tilt,ground,43.8581,-91.3254,63532,MISO
404471,"Buffalo Lake (CSG) 1, LLC",MN,1.0,single-axis,ground,44.7322,-94.6227,63594,MISO
403427,"USS Midtown Solar, LLC (CSG)",MN,1.0,single-axis,ground,45.674,-94.7509,63146,MISO
403426,"USS Cheyenne Solar, LLC (CSG)",MN,1.0,single-axis,ground,45.3483,-92.9232,63145,MISO
403419,"USS Haven Solar, LLC (CSG)",MN,1.0,single-axis,ground,45.5173,-94.1107,63138,MISO
405464,"USS Milkweed Solar, LLC CSG",MN,1.0,fixed-tilt,ground,45.4283,-94.7059,63142,MISO
403677,Clear Garden (CSG),MN,1.0,fixed-tilt,ground,44.0355,-93.4953,63481,MISO
403404,"Dakota Community Solar One, LLC (CSG)",MN,1.0,fixed-tilt,ground,44.6564,-93.108,63116,MISO
403421,"USS Westeros Solar, LLC (CSG)",MN,1.0,single-axis,ground,44.6819,-93.7627,63140,MISO
403019,Big Tree Community Solar Farm,NY,2.0,fixed-tilt,ground,42.7606,-78.5596,62476,NYIS
403365,Guildlerland (CSG),NY,2.0,single-axis,ground,42.7266,-74.0008,63052,NYIS
403367,Howland (CSG),NY,2.0,single-axis,ground,43.6352,-76.0848,63055,NYIS
403370,Mereand (CSG),NY,2.0,single-axis,ground,43.9643,-75.9836,63058,NYIS
403935,Nostrand,IL,2.0,single-axis,ground,41.208,-87.8351,63991,PJM
403936,Vulcan,IL,2.0,single-axis,ground,41.1027,-87.9773,63992,PJM
403727,"Woodchuck Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.2562,-71.9741,63565,ISNE
404350,Hurricane Creek (CSG),IL,2.0,single-axis,ground,37.7896,-89.063,64786,MISO
405592,"Sullivan B Community Solar, LLC",IL,2.0,single-axis,ground,40.472,-90.6494,64243,MISO
403742,"Palombo B Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.0279,-71.5957,63589,ISNE
403301,Syncarpha Leicester Hybrid (CSG),MA,2.6,fixed-tilt,ground,42.2547,-71.888,62972,ISNE
403302,Syncarpha Halifax Hybrid (CSG),MA,1.7,fixed-tilt,ground,41.9847,-70.8554,62973,ISNE
404591,Syncarpha Westminster Hybrid CSG,MA,4.7,fixed-tilt,ground,42.5931,-71.8681,62971,ISNE
403300,Syncarpha Puddon II Hybrid (CSG),MA,5.0,fixed-tilt,ground,42.1345,-71.6301,62970,ISNE
403299,Syncarpha Puddon I Hybrid (CSG),MA,5.0,fixed-tilt,ground,42.1393,-71.6334,62969,ISNE
404592,Syncarpha Millbury Hybrid (CSG),MA,5.0,fixed-tilt,ground,42.1743,-71.796,62974,ISNE
403672,Annese Solar Project Hybrid (CSG),MA,4.3,fixed-tilt,ground,42.0752,-71.9982,63474,ISNE
403326,"Finchville Solar, LLC Hybrid (CSG)",NY,5.0,fixed-tilt,ground,41.4553,-74.5495,62999,NYIS
403670,Cycz Solar Project (CSG) Hybrid,MA,2.0,fixed-tilt,ground,42.2199,-71.9722,63472,ISNE
404051,"ZPD-PT Solar Project 2017-023, LLC Hybrid (CSG)",MA,2.8,fixed-tilt,ground,42.0752,-72.0112,64185,ISNE
404295,Blodgett Solar (CSG),MA,5.0,fixed-tilt,ground,42.6772,-71.4508,64627,ISNE
404293,Kearsarge Montague BD(CSG),MA,2.5,fixed-tilt,ground,42.5856,-72.5576,64620,ISNE
407033,NY Finchville Tpke CSG,NY,1.8,single-axis,ground,41.4491,-74.5548,67480,NYIS
407040,RB Inyokern Solar WDAT 1203 (CSG),CA,19.9,single-axis,ground,35.6562,-117.8103,67533,CISO
407027,BRNG Nicolin (CSG),ME,3.3,fixed-tilt,ground,44.6203,-68.509,67428,ISNE
401995,Depot Hill Solar (CSG),MA,1.9,fixed-tilt,ground,42.1537,-71.9885,60852,ISNE
403447,"USS Hancock Solar, LLC (CSG)",MN,3.0,single-axis,ground,44.7036,-93.7872,63167,MISO
403015,Washington St Community Solar Farm #4,NY,2.5,fixed-tilt,ground,43.1721,-77.8465,62471,NYIS
403035,Frey Rd #1 Community Solar Farm,NY,2.0,fixed-tilt,ground,43.1035,-77.3472,62504,NYIS
404563,Washington St Community Solar Farm #1,NY,2.2,fixed-tilt,ground,43.1742,-77.847,62472,NYIS
405404,Yellow Mills Rd #1 Community Solar Farm,NY,2.3,single-axis,ground,43.0181,-77.2606,62517,NYIS
403721,"Blair Wire Village Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.2576,-71.9741,63557,ISNE
401820,Wye Mills VNEM (CSG),MD,10.0,single-axis,ground,38.9384,-76.0451,60604,PJM
404226,"Novel Huneke Solar, LLC (CSG)",MN,1.0,single-axis,ground,44.2671,-92.6643,64487,MISO
403732,"Ledeaux Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.2416,-72.1044,63572,ISNE
403841,NY-(CSG)-Ellsworth II,NY,2.0,single-axis,ground,42.8968,-73.7017,63800,NYIS
406839,USS Cogburn Solar LLC (CSG),CO,2.4,single-axis,ground,40.4654,-104.6089,66436,PSCO
406786,Honeybell,FL,74.5,single-axis,ground,27.5231,-80.7462,65921,FPL
402535,Foreman's Hill Community Solar,MN,5.0,fixed-tilt,ground,44.5522,-92.637,61690,MISO
405772,West Village Solar - Array 1Community Solar,CA,1.2,fixed-tilt,canopy,38.5435,-121.7748,65189,CISO
405798,Bomber CSG,MD,6.0,single-axis,rooftop,39.5989,-76.8528,65281,PJM
407017,Exeter Ten (CSG),RI,2.8,fixed-tilt,ground,41.5779,-71.5655,67410,ISNE
406919,Dynamic - Norridgewock Martin Stream (CSG),ME,4.9,single-axis,ground,44.6929,-69.7887,67012,ISNE
406920,Dynamic - Leeds Solar (CSG),ME,4.9,fixed-tilt,ground,44.2897,-70.1163,67013,ISNE
407011,Altamont (NY) (CSG),NY,2.3,fixed-tilt,ground,42.6787,-73.9471,67403,NYIS
407001,Sheesley (CSG),NY,4.4,single-axis,ground,44.6054,-75.1591,67329,NYIS
406241,NY Lancaster Shisler Rd Site 2 Solar CSG,NY,5.2,single-axis,ground,44.6784,-74.9638,66529,NYIS
406240,NY Lancaster Gunnville Rd Site 1 Solar CSG,NY,5.0,fixed-tilt,ground,42.9523,-78.6165,66528,NYIS
404936,Andresen Solar,MN,1.0,single-axis,ground,44.9358,-95.375,66017,MISO
404893,Cosper Creek Solar (CSG),OR,2.5,single-axis,ground,45.0589,-123.4974,65746,PGE
402358,Northfield Holdco (CSG),MN,5.0,fixed-tilt,ground,44.4686,-93.1234,61451,MISO
404140,"NSE Camber BH (CSG) 2, LLC",CO,2.0,single-axis,ground,38.21,-103.7459,64355,WACM
402885,Dudley Solar (CSG),MA,1.9,fixed-tilt,ground,42.0576,-71.9257,62201,ISNE
405381,Sacket Lake Rd #2 Community Solar Farm,NY,1.7,fixed-tilt,ground,41.3628,-74.4833,62159,NYIS
406775,Georges Lake,FL,74.5,single-axis,ground,29.7613,-81.7634,65907,FPL
403731,"Dudley River Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.0716,-72.0003,63571,ISNE
406197,"Auburn Solar, LLC (CSG)",OR,2.9,single-axis,ground,45.3911,-122.344,66378,PGE
402164,Armstrong Solar,MN,3.0,fixed-tilt,ground,45.6422,-95.3581,61138,MISO
406904,Mannys Corners Solar 1 (CSG),NY,4.9,single-axis,ground,42.964,-74.1425,66947,NYIS
403730,"Dudley River 2 Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.0724,-71.9974,63570,ISNE
403892,Severson Garden,MN,1.0,fixed-tilt,ground,44.0,-93.5011,63934,MISO
403482,NY 26 Carthage (CSG),NY,5.0,single-axis,ground,43.9559,-75.6178,63224,NYIS
406777,Hendry Isles,FL,74.5,single-axis,ground,26.7532,-81.1911,65909,FPL
402432,"LeSun (CSG), LLC",MN,5.0,fixed-tilt,ground,44.2129,-93.5489,61544,MISO
402822,Hammer (CSG),MN,4.8,single-axis,ground,45.4179,-94.0088,62099,MISO
402827,Monticello Project (CSG),MN,5.0,single-axis,ground,45.2722,-93.8282,62105,MISO
402167,"CF Novel Solar (CSG) Gardens Eleven, LLC",MN,3.0,fixed-tilt,ground,44.2412,-93.963,61141,MISO
402433,"CGSun, LLC Community Solar",MN,4.0,fixed-tilt,ground,44.846,-92.8749,61545,MISO
402431,"CF Novel Solar (CSG) Gardens Five, LLC",MN,3.4,fixed-tilt,ground,44.0934,-93.4051,61543,MISO
406851,Pickerel Garden,MN,0.9,single-axis,ground,45.4307,-94.0239,66578,MISO
403269,Magnolia Springs Solar Center,FL,74.5,single-axis,ground,29.8804,-81.6949,62915,FPL
403272,Orange Blossom Solar Center,FL,74.5,fixed-tilt,ground,27.5998,-80.566,62919,FPL
403271,Rodeo Solar Center,FL,74.5,single-axis,ground,27.3238,-81.7912,62917,FPL
403173,"MSC-Empire 01, LLC",MN,1.0,single-axis,ground,44.6626,-93.1143,62740,MISO
404253,"River Valley, LLC (NY) (CSG)",NY,5.0,fixed-tilt,ground,42.064,-78.4779,64557,NYIS
406061,"Courtland CSG, LLC",MN,1.0,single-axis,ground,44.2618,-94.2932,66029,MISO
403759,Dunn Road Solar,OR,1.8,single-axis,ground,45.4315,-122.2865,63642,PGE
403270,Trailside Solar Center,FL,74.5,single-axis,ground,29.7609,-81.4338,62916,FPL
403273,Palm Bay Solar,FL,74.5,fixed-tilt,ground,27.8552,-80.669,62921,FPL
403277,Egret Solar Center,FL,74.5,single-axis,ground,30.2946,-82.186,62925,FPL
403275,Union Springs Solar Center,FL,74.5,single-axis,ground,30.0002,-82.299,62923,FPL
402991,Waynesboro Community Solar,GA,2.4,fixed-tilt,ground,33.1022,-82.01,62409,SOCO
403074,"Plainfield Community Solar, LLC",MA,2.0,single-axis,ground,42.5196,-72.9195,62579,ISNE
402506,"DG Tufts Knoll, LLC (CSG)",MA,2.0,fixed-tilt,ground,42.2432,-71.6722,61635,ISNE
402507,"DG Webster, LLC (CSG)",MA,1.3,fixed-tilt,ground,42.0713,-71.8608,61636,ISNE
401979,Hwy 14 Holdco Solar (CSG),MN,5.0,fixed-tilt,ground,44.0241,-92.5916,60834,MISO
402751,Gibbon Solar,MN,3.3,fixed-tilt,ground,44.5204,-94.5242,62010,MISO
402994,Lady Slipper Solar Array (CSG),MN,4.5,single-axis,ground,44.5504,-92.6602,62414,MISO
404250,"Bright Field Solar, LLC (CSG)",NY,4.0,fixed-tilt,ground,42.4611,-77.7359,64554,NYIS
404252,"Bright Hill Solar, LLC (CSG)",NY,5.0,fixed-tilt,ground,42.469,-77.7068,64556,NYIS
406071,TPE RI WA2 Solar,RI,3.4,fixed-tilt,ground,41.7388,-71.2661,66044,ISNE
404673,"NSE Camber Solar PS11, LLC (CSG)",CO,2.0,single-axis,ground,40.6152,-103.2339,64353,WACM
405533,"Pipestone City Solar, LLC CSG",MN,1.0,single-axis,ground,44.0161,-96.3139,63726,MISO
404963,Summit - Lysander (CSG),NY,3.5,single-axis,ground,43.1609,-76.2852,66274,NYIS
403993,Moore Road Community Solar,NY,5.0,single-axis,ground,43.2158,-78.9024,64091,NYIS
405976,East Fishkill CSG,NY,2.0,single-axis,ground,41.5668,-73.8327,65752,NYIS
405979,ELP Myer CSG,NY,1.9,single-axis,ground,42.0399,-73.9786,65755,NYIS
406868,Tulare CSG LLC,CA,3.0,single-axis,ground,35.9873,-119.4806,66679,CISO
406867,Kings CSG 3 LLC Community Solar,CA,3.0,single-axis,ground,36.2492,-119.885,66676,CISO
406870,Fresno Community Solar,CA,10.0,single-axis,ground,36.6968,-119.8858,66715,CISO
404892,Carnes Creek Solar (CSG),OR,2.5,single-axis,ground,45.0761,-122.9333,65745,PGE
402434,"WrightSun (CSG), LLC",MN,5.0,fixed-tilt,ground,45.2128,-93.7187,61547,MISO
403179,Greenville (CSG),NY,2.0,fixed-tilt,ground,41.3558,-74.6219,62759,NYIS
402347,SCE&G Curie (CSG),SC,2.0,single-axis,ground,32.889,-81.105,61432,SCEG
402148,Manteca Land PV,CA,1.0,fixed-tilt,ground,37.8402,-121.2152,61115,CISO
405434,GSPP Imholte CSG,MN,1.0,fixed-tilt,rooftop,45.5569,-94.1662,62830,MISO
406776,Norton Creek,FL,74.5,single-axis,ground,30.3793,-83.3128,65908,FPL
406909,ME Novel Lighthouse - Penobscot CSG,ME,3.0,single-axis,ground,46.0003,-68.4573,66961,ISNE
406845,Greene Community Solar,NY,5.0,fixed-tilt,ground,42.2524,-75.8263,66524,NYIS
404432,Mtn. Solar 4 (CSG),CO,1.5,fixed-tilt,ground,39.7278,-105.1131,65178,PSCO
404657,Bay Trail Solar Power Plant,FL,74.9,single-axis,ground,29.0,-82.6706,64145,FPC
405844,Chautauqua Solar Energy Center,FL,74.5,single-axis,ground,30.8761,-86.2077,65421,FPL
406785,Buttonwood,FL,74.5,single-axis,ground,27.5467,-80.6675,65920,FPL
405695,Mt. Morris Solar CSG,IL,2.0,dual-axis,ground,42.0646,-89.4973,64905,PJM
405653,"Pivot Solar 1, LLC (CSG)",CO,1.0,fixed-tilt,ground,39.4148,-108.0893,64649,WACM
402166,"CF Novel Solar (CSG) Gardens Two, LLC",MN,1.8,fixed-tilt,ground,43.847,-93.8376,61140,MISO
403020,Dryden Rd #2 Community Solar Farm (CSG),NY,1.3,fixed-tilt,ground,42.4855,-76.3205,62477,NYIS
404915,Dynamic Corinth (CSG),ME,5.0,single-axis,ground,45.0108,-69.032,65858,ISNE
404213,"Clendenin A Community Solar, LLC (CSG)",IL,2.0,fixed-tilt,ground,37.8269,-89.0129,64464,MISO
404037,"Novel Novak Solar, LLC (CSG)",MN,1.0,single-axis,ground,45.6592,-93.9317,64153,MISO
405969,Rockford CS 1,IL,2.0,single-axis,ground,42.1736,-89.0892,65731,MISO
402770,Nautilus Saint Cloud Solar (CSG),MN,5.0,fixed-tilt,ground,45.4952,-94.1168,62031,MISO
402877,Winegar (CSG),MN,1.0,fixed-tilt,ground,44.1103,-93.5029,62193,MISO
403297,Novel Herber Solar (CSG),MN,1.0,fixed-tilt,ground,44.1046,-91.8685,62966,MISO
404266,Minisink (CSG),NY,1.0,single-axis,ground,41.3532,-74.5163,64577,NYIS
403279,Oberon IB,TX,30.0,single-axis,ground,31.6943,-102.6884,62932,ERCO
403634,Straight Garden Solar,MN,1.0,fixed-tilt,ground,44.2519,-93.2741,63424,MISO
404729,Redman North Community Solar,NY,1.5,fixed-tilt,ground,43.276,-77.955,64718,NYIS
403596,Mtn. Solar 3 (CSG),CO,1.5,single-axis,ground,40.2802,-103.618,63379,PSCO
402378,San Luis Solar Garden,CO,1.2,single-axis,ground,37.0711,-106.0052,61472,PSCO
403274,Lakeside Solar Center,FL,74.5,fixed-tilt,ground,27.2197,-80.741,62922,FPL
404700,Fort Green Solar Power Plant,FL,74.9,fixed-tilt,ground,27.6396,-81.9374,64533,FPC
401934,Deerfield (CSG) Solar,MA,4.5,single-axis,ground,42.5624,-72.5887,60775,ISNE
403346,FastSun 19 (CSG),MN,1.0,fixed-tilt,ground,44.6563,-93.1114,63033,MISO
404235,Cokato (CSG),MN,4.0,single-axis,ground,45.0854,-94.2137,64506,MISO
403332,Novel Peter Solar (CSG),MN,1.0,single-axis,ground,44.1975,-93.6136,63009,MISO
404477,Novel Benedix Solar (CSG),MN,1.0,single-axis,ground,44.1114,-92.747,63010,MISO
402858,Kelly Bridge Road Community Solar Farm,NY,2.0,fixed-tilt,ground,41.7754,-74.7747,62154,NYIS
402859,Hospital Rd Community Solar Farm (CSG),NY,1.4,fixed-tilt,ground,41.7748,-75.0339,62155,NYIS
403046,Boas Rd #2 Community Solar Farm,NY,2.0,fixed-tilt,ground,44.9327,-73.6712,62531,NYIS
403368,Gifford (CSG),NY,2.0,single-axis,ground,42.8263,-74.0593,63056,NYIS
403369,Czub (CSG),NY,2.0,single-axis,ground,42.9132,-73.601,63057,NYIS
403371,Aegis (CSG),NY,2.0,single-axis,ground,42.7662,-77.3433,63059,NYIS
403372,Pearl (CSG),NY,4.0,single-axis,ground,42.9855,-78.2895,63060,NYIS
403417,Hopkins Hill (CSG),RI,6.7,fixed-tilt,ground,41.6154,-71.566,63136,ISNE
406726,Woodville Solar (CSG),RI,4.5,single-axis,ground,41.4585,-71.7057,64530,ISNE
401893,Conejos 1 Community Solar Array,CO,1.5,single-axis,ground,37.1907,-105.9847,60723,PSCO
405728,Enfield Solar One,CT,4.0,single-axis,ground,41.9948,-72.5254,65047,ISNE
406766,Limestone CSG 1 LLC,ME,3.8,single-axis,ground,46.9167,-67.8564,65801,ISNE
406767,Limestone CSG 2 LLC,ME,2.9,single-axis,ground,46.9261,-67.8329,65802,ISNE
403893,Marion Garden,MN,1.0,single-axis,ground,44.2502,-93.2696,63935,MISO
405913,Hormel CSG Solar,MN,1.0,single-axis,ground,44.9533,-95.7005,65595,MISO
403861,Fort Calhoun Community Solar,NE,5.0,single-axis,ground,41.4567,-96.0048,63844,SWPP
404784,Cortlandville III Solar CSG,NY,5.0,single-axis,ground,42.6081,-76.1327,65090,NYIS
402527,Sherburne Community Solar,MN,5.0,single-axis,ground,45.4381,-94.0452,61672,MISO
402050,Centaurus Community Solar,MN,1.8,fixed-tilt,ground,44.9499,-95.497,60939,MISO
402257,Pleasantdale Road Community Solar,MA,1.0,fixed-tilt,ground,42.3336,-71.9918,61298,ISNE
402149,Delano Land 1,CA,1.0,single-axis,ground,35.7592,-119.3484,61116,CISO
405455,Clover Creek Solar Community Solar,UT,80.0,single-axis,ground,39.8432,-111.8893,63061,PACE
406692,State Route 64N Community Solar Farm,NY,1.2,,ground,42.9144,-77.4534,62520,NYIS
406793,WMATA - Cheverly Metro (CSG),MD,1.9,fixed-tilt,canopy,38.9157,-76.9171,65959,PJM
406831,Green Solar LLC (CSG),OR,2.9,single-axis,ground,44.4863,-121.2482,66349,BPAT
406832,Marble Solar LLC (CSG),OR,2.9,single-axis,ground,44.6288,-123.0201,66351,BPAT
406833,Wallace Solar LLC (CSG),OR,3.0,single-axis,ground,45.0278,-123.0939,66355,PGE
403767,Mt. Hope Solar,OR,2.5,single-axis,ground,45.1265,-122.6077,63663,PGE
405307,Caelum Community Solar,MN,2.0,fixed-tilt,ground,45.6613,-93.9422,61180,MISO
403960,"Monte Vista Solar 2 (CSG), LLC",CO,1.6,single-axis,ground,37.5719,-106.0998,64024,PSCO
406693,Route 5 & 20 Community Solar Farm,NY,2.3,,ground,42.8981,-77.4595,62523,NYIS
406703,Spencer Solar CSG,MA,2.3,,ground,42.259,-72.0174,63676,ISNE
405819,Shepherds Mill CSG,MD,2.0,fixed-tilt,ground,39.5631,-77.1618,65359,PJM
406738,Novel Swenson Solar LLC CSG,MN,1.0,,ground,45.4927,-92.8663,65025,MISO
407471,Apollo,MA,2.5,fixed-tilt,ground,41.6792,-70.8948,68773,ISNE
407510,Marston Mills Solar,MA,5.0,fixed-tilt,ground,41.6635,-70.3998,68950,ISNE
407362,Visalia Solar,CA,2.5,fixed-tilt,rooftop,36.3614,-119.392,68575,CISO
400004,Big Bend,FL,19.0,single-axis,ground,27.7858,-82.3903,645,TEC
406516,Ganado Solar,TX,150.5,single-axis,ground,29.1121,-96.5242,67284,ERCO
407459,Veolia (Gum Springs),AR,5.0,single-axis,ground,34.0609,-93.0839,68727,MISO
406601,"CBEP Solar 5, LLC",CO,5.0,single-axis,ground,40.3363,-104.8843,67467,PSCO
406611,Sand Road,CT,2.0,fixed-tilt,ground,42.012,-73.3466,67478,ISNE
407374,Gordon Thompson,GA,3.0,single-axis,ground,34.4431,-84.7094,68618,SOCO
407534,N Solon Road (North),IL,2.0,single-axis,ground,42.4641,-88.2797,68999,PJM
407077,"9521 US 14 SOLAR 1, LLC",IL,2.0,single-axis,ground,42.4666,-88.5981,67622,PJM
407078,"Goodenow Road West Solar 1, LLC",IL,2.0,single-axis,ground,41.3902,-87.5958,67625,PJM
407079,Trenton East,IL,2.0,single-axis,ground,38.5803,-89.6896,67626,PJM
407080,Trenton West,IL,2.0,single-axis,ground,38.578,-89.6998,67627,PJM
407092,Skyline,IL,5.0,single-axis,ground,39.5597,-89.2712,67642,MISO
407519,Clinton Solar 2b,IL,2.0,fixed-tilt,ground,38.5049,-89.1471,68963,MISO
407469,Boomtown Renewable Energy Center,IL,150.0,single-axis,ground,38.1792,-88.1707,68770,MISO
407470,Cass County Renewable Energy Center,IL,150.0,single-axis,ground,39.9801,-90.4812,68771,MISO
407088,Galt,IL,5.0,single-axis,ground,41.7744,-89.7869,67636,PJM
405017,General Electric Aircraft Engines,MA,1.5,fixed-tilt,"canopy,ground",42.4521,-70.9682,10029,ISNE
406610,Pulpit Hill,MA,5.0,fixed-tilt,ground,42.4254,-72.5185,67477,ISNE
407405,New Marlborough,MA,5.0,fixed-tilt,ground,42.1582,-73.2894,68651,ISNE
407409,Russell (MA),MA,3.0,fixed-tilt,ground,42.1623,-72.8513,68655,ISNE
407095,MD JESSUP 7950 OCEANO AVE,MD,1.5,fixed-tilt,rooftop,39.16,-76.7862,67670,PJM
406585,Ryans Ranch,ME,5.0,single-axis,ground,44.1823,-70.5098,67449,ISNE
407182,ISM Solar Shepherd Acres,ME,4.0,fixed-tilt,ground,44.2814,-70.5253,67903,ISNE
407331,Walden Solar Maine V,ME,20.0,single-axis,ground,44.3474,-70.1306,68454,ISNE
407287,DIVOCSG 2 LLC,MN,1.0,single-axis,ground,45.0861,-94.1821,68330,SWPP
407366,Davidson III,NC,4.5,single-axis,ground,35.742,-80.2924,68601,DUK
406434,Edison 0308 Solar,NJ,2.5,fixed-tilt,rooftop,40.5294,-74.3882,67067,PJM
407576,NJ - CS Energy - Berkeley 1,NJ,4.0,fixed-tilt,ground,39.9078,-74.23,69097,PJM
407577,NJ - CS Energy - Berkeley II,NJ,4.0,fixed-tilt,ground,39.9065,-74.2275,69098,PJM
406606,"GSPP 126 Little Bow Rd S, LLC",NY,5.0,single-axis,ground,44.3488,-75.4855,67472,ISNE
