case_id,p_name,p_state,p_cap_ac,p_axis,p_sys_type,ylat,xlong,eia_id,BA
405684,Daggett 2,CA,182.0,single-axis,ground,34.8578,-116.7473,64851,CISO
404746,Edwards Sanborn E1A,CA,149.3,single-axis,ground,34.9627,-118.1336,64878,CISO
404384,Edwards Sanborn E3,CA,27.4,single-axis,ground,34.9398,-118.1359,64877,CISO
406674,Desert Quartzite,CA,300.0,single-axis,ground,33.5609,-114.7456,59871,CISO
400845,Gila Bend Hybrid,AZ,37.1,single-axis,ground,32.9486,-112.7698,59020,AZPS
401726,Red Rock,AZ,40.0,single-axis,ground,32.5531,-111.2831,60467,AZPS
402067,Apache Solar 1,AZ,20.0,single-axis,ground,32.0683,-109.8887,60964,WALC
404536,Iron Horse Battery Storage Hybrid,AZ,2.0,fixed-tilt,ground,32.1018,-110.819,60996,TEPC
401525,Castle Gap Solar Hybrid,TX,180.0,single-axis,ground,31.262,-102.2807,60123,ERCO
403070,"Roadrunner, LLC",TX,410.0,single-axis,ground,31.2162,-102.1963,62561,ERCO
404709,"Rabbitbrush Solar, LLC",CA,100.0,single-axis,ground,34.8764,-118.3536,64630,CISO
406331,Raceway Solar & Storage,CA,125.0,single-axis,ground,34.8324,-118.2842,66773,CISO
404767,"ASD Wallum MA Solar, LLC(CSG)",MA,5.0,fixed-tilt,ground,42.0116,-71.7607,65015,ISNE
403567,"Owlville Creek Solar, LLC",NY,5.0,single-axis,ground,43.0785,-75.7827,63341,NYIS
406323,SCH - (2A) 156 Barhydt Rd Glenville,NY,5.0,fixed-tilt,ground,42.8578,-74.0039,66764,NYIS
406324,SCH County - (2B) 4982 Rynex Corners Rd,NY,2.5,fixed-tilt,ground,42.8814,-74.0752,66765,NYIS
406794,Paris Solar,WI,200.0,single-axis,ground,42.6495,-87.9927,65967,MISO
400349,Foothills Solar Plant Hybrid,AZ,37.4,single-axis,ground,32.6395,-114.4314,57997,AZPS
405553,Dodge Flat,NV,200.0,single-axis,ground,39.6561,-119.3459,63913,NEVP
406798,Second Division Solar,TX,100.0,single-axis,ground,29.1681,-95.7396,65981,ERCO
404747,Edwards Sanborn E2,CA,137.8,single-axis,ground,34.9437,-118.1253,64879,CISO
406038,"Mesquite Solar 4, LLC",AZ,52.5,single-axis,ground,33.3268,-112.9187,65962,CISO
406863,McFarland B Solar and Storage,AZ,300.0,single-axis,ground,32.9237,-113.5948,66637,CISO
400204,Hyder Solar Hybrid,AZ,16.0,single-axis,ground,33.0269,-113.3486,57563,AZPS
405834,Gilead Oceanside Solar Project,CA,1.5,single-axis,"canopy,rooftop",33.2131,-117.3043,65408,CISO
404410,77 Farm to Market Rd Hybrid,MA,5.0,fixed-tilt,ground,41.7917,-70.7247,65055,ISNE
405332,Hopewell Valley High School Hybrid,NJ,0.9,single-axis,canopy,40.3293,-74.8052,61473,PJM
405901,Amazon Bakersfield 1 Solar Project,CA,4.3,fixed-tilt,rooftop,35.4469,-119.0502,65562,CISO
405707,UMass Boston,MA,0.7,fixed-tilt,rooftop,42.3132,-71.0353,64980,ISNE
405729,71 Charlotte Furnace Rd Hybrid(CSG),MA,1.0,fixed-tilt,ground,41.8013,-70.7433,65054,ISNE
405835,Gilead Foster City Solar Project,CA,1.1,single-axis,rooftop,37.5687,-122.2779,65409,CISO
401444,Manatee Solar Energy Center,FL,74.5,fixed-tilt,ground,27.6281,-82.3553,60014,FPL
405367,UC Merced Solar Hybrid,CA,4.5,fixed-tilt,canopy,37.3683,-120.4179,61995,CISO
405366,Gavilan Community College Solar Project,CA,1.4,fixed-tilt,canopy,36.9758,-121.5696,61993,CISO
405508,Fresno Hoover High School Hybrid,CA,1.2,fixed-tilt,canopy,36.8188,-119.7713,63421,CISO
405509,Fresno Sunnyside High School Hybrid,CA,1.6,fixed-tilt,canopy,36.7343,-119.7178,63422,CISO
403667,Hurteau Solar Project Hybrid,MA,2.0,fixed-tilt,ground,42.0255,-71.5927,63468,ISNE
403843,Partridgeville Hybrid (CSG),MA,3.3,fixed-tilt,ground,42.5709,-72.2562,63804,ISNE
406115,"South 49th 013445 SCS Norfolk, LLC",NE,8.5,fixed-tilt,ground,42.0289,-97.4824,66178,WACM
406002,NY - Mines Press,NY,1.0,single-axis,rooftop,41.2763,-73.8672,65815,NYIS
406206,Five Wells Solar Center - Hybrid,TX,355.4,single-axis,ground,31.0119,-97.2221,66420,ERCO
404766,Wood County,WI,150.0,single-axis,ground,44.2786,-89.8465,65011,MISO
405507,Fresno Bullard High School Hybrid,CA,1.2,fixed-tilt,canopy,36.8188,-119.8099,63420,CISO
402523,Wimauma Solar,FL,74.5,single-axis,ground,27.7356,-82.2703,61667,TEC
402280,Volkman Road Solar Array Hybrid,IN,2.0,fixed-tilt,ground,38.1495,-87.5483,61334,MISO
405349,MA Solar Storage 1 Hybrid,MA,1.1,fixed-tilt,rooftop,42.4509,-71.7426,61730,ISNE
402977,GMP Solar/Storage-Ferrisburgh Hybrid,VT,5.0,single-axis,ground,44.2251,-73.2498,62382,ISNE
405020,University of California Santa Cruz,CA,2.0,fixed-tilt,"canopy,rooftop",36.9909,-122.0527,50064,CISO
403668,Alicea Solar Project Hybrid (CSG),MA,2.0,fixed-tilt,ground,42.0687,-72.0024,63469,ISNE
403673,Randall Solar Project Hybrid,MA,5.0,fixed-tilt,ground,42.3931,-71.6545,63475,ISNE
403669,McDougle-Mitchell Solar Project Hybrid (CSG),MA,4.5,fixed-tilt,ground,42.1647,-72.0014,63470,ISNE
406080,Electric Avenue Lunenburg Solar 1,MA,1.0,fixed-tilt,ground,42.5868,-71.7566,66076,ISNE
406031,Brookville Smart Bus Depot Microgrid,MD,1.7,"fixed-tilt,single-axis",canopy,38.999,-77.0593,65945,PJM
404343,Redwood Coast Airport Microgrid,CA,1.8,fixed-tilt,ground,40.9674,-124.1044,64766,CISO
404997,BCE Los Alamitos 1,CA,10.0,single-axis,ground,33.788,-118.0656,66533,CISO
406056,Grossmont-Cuyamaca-Cuyamaca Col. Solar &,CA,1.4,fixed-tilt,canopy,32.7454,-116.9387,66023,CISO
405512,Walnut Unified School District Walnut HS Hybrid,CA,1.8,single-axis,canopy,34.0228,-117.8508,63510,CISO
405751,University of the Pacific,CA,4.5,single-axis,canopy,37.9847,-121.3129,65132,CISO
405904,Google Moffett Park Solar Project,CA,1.6,single-axis,rooftop,37.4056,-122.0188,65568,CISO
406842,CA Manteca 730 Spreckels Ave,CA,1.5,fixed-tilt,rooftop,37.7888,-121.1944,66509,CISO
406880,Bishop Ranch - BR 8-P,CA,1.0,single-axis,rooftop,37.7671,-121.964,66800,CISO
404775,Blythe Mesa Solar II,CA,223.6,single-axis,ground,33.5755,-114.7401,65053,CISO
403844,Williamsville Hybrid (CSG),MA,5.0,fixed-tilt,ground,42.468,-72.0696,63805,ISNE
404049,"BWC Lake Lashaway, LLC Hybrid",MA,4.2,fixed-tilt,ground,42.2468,-72.0488,64182,ISNE
404164,"ZPD-PT Solar Project 2017-006, LLC Hybrid",MA,4.0,fixed-tilt,ground,42.2278,-72.207,64395,ISNE
401069,Desert Star Hybrid,AZ,11.2,single-axis,ground,33.144,-112.6627,59444,AZPS
403564,"Granby Solar, LLC (CSG)",MA,3.0,fixed-tilt,ground,42.2284,-72.5367,63338,ISNE
405666,Maple(CSG),MA,4.0,fixed-tilt,ground,42.1063,-71.4449,64731,ISNE
404712,Hot Springs Energy Storage & Microgrid,NC,1.9,fixed-tilt,ground,35.8863,-82.8255,64640,CPLW
404433,South Goshen,NY,5.0,fixed-tilt,ground,41.3915,-74.347,65217,NYIS
403874,Lily Solar Hybrid,TX,146.0,single-axis,ground,32.5273,-96.4286,63892,ERCO
403679,D'Arrigo Brothers-Phase 4,CA,1.7,single-axis,ground,36.6156,-121.6352,63486,CISO
406761,Vikings Energy Farm,CA,136.8,single-axis,ground,32.8033,-115.2708,65711,IID
406896,Baldy Mesa 2_Silver Peak Hybrid,CA,50.0,single-axis,ground,34.6109,-117.4415,66885,CISO
406034,Storey Solar and Storage,AZ,122.0,single-axis,ground,32.8913,-111.4996,65956,SRP
404031,"BWC Stony Brook, LLC Hybrid",MA,1.6,fixed-tilt,ground,42.6376,-71.4034,64140,ISNE
404885,Walnut Grove Demonstration Plant,MS,1.3,single-axis,ground,32.5955,-89.454,65697,SOCO
406744,Golden Triangle II,MS,150.0,,ground,33.4102,-88.6252,65291,TVA
406881,"Fence Post Solar Hybrid Project, LLC",TX,236.0,single-axis,ground,32.0854,-96.2647,66801,ERCO
406109,"Jicarilla Solar 1, LLC",NM,50.0,single-axis,ground,36.2329,-107.2733,66163,PNM
403566,"Owlville Creek Solar 2, LLC",NY,5.0,single-axis,ground,43.0785,-75.7776,63340,NYIS
404319,"Dunstable Solar 1, LLC",MA,4.5,fixed-tilt,ground,42.6619,-71.5162,64696,ISNE
400540,McCoy Solar Energy Project Hybrid,CA,270.6,single-axis,ground,33.7017,-114.7558,58462,CISO
404187,"Wilmot Energy Center, LLC",AZ,130.0,single-axis,ground,32.0346,-110.8919,64426,TEPC
404724,Angel Fire Energy Facility,NM,9.8,single-axis,ground,36.4167,-105.2833,64695,PNM
406639,UADA,AR,2.8,single-axis,ground,33.9266,-93.8589,67526,SWPP
406628,City of Green Forest (Carroll),AR,1.2,single-axis,ground,36.368,-93.5424,67514,SWPP
406637,Searcy Water II,AR,2.8,single-axis,ground,35.2082,-91.7205,67523,MISO
406640,White River Medical Center,AR,2.9,single-axis,ground,35.61,-91.2588,67527,MISO
407442,Ozark Solar Park,AR,2.4,single-axis,ground,35.9665,-94.401,68710,SWPP
407461,Zeuber,AR,4.6,single-axis,ground,34.6905,-92.2148,68740,MISO
407317,Banner Solar Ironwood,AZ,1.4,single-axis,ground,33.2126,-111.5668,68433,AZPS
407542,CTGB Osborn,MA,1.8,fixed-tilt,ground,42.0329,-72.5056,69012,ISNE
407283,NCS Paradise LLC,DC,1.3,fixed-tilt,rooftop,38.9041,-76.9508,68280,PJM
406619,Mount Dora Solar Farm F,FL,2.1,single-axis,ground,28.8171,-81.683,67491,FPC
406620,Mount Dora Solar Farm W,FL,1.9,single-axis,ground,28.7949,-81.6237,67492,FPC
407371,Whitfield Cooper,GA,1.1,fixed-tilt,ground,34.9528,-84.9545,68610,TVA
407375,Polk Cedartown 2,GA,2.4,single-axis,ground,34.0492,-85.2122,68619,SOCO
407377,Pierce Eunice,GA,1.9,single-axis,ground,31.2542,-82.2996,68621,SOCO
407378,Bulloch Rushing,GA,2.9,single-axis,ground,32.4037,-81.7513,68622,SOCO
407337,Machesney Park,IL,1.7,single-axis,ground,42.3754,-89.0035,68467,PJM
407110,Osage City Solar,KS,1.8,fixed-tilt,ground,38.6508,-95.828,67699,SWPP
405015,Stony Brook,MA,6.9,single-axis,ground,42.1961,-72.5057,6081,ISNE
407406,Peru (MA),MA,3.3,fixed-tilt,ground,42.4439,-73.0586,68652,ISNE
407195,Plympton Lake Street Solar,MA,2.4,fixed-tilt,ground,41.999,-70.7953,67924,ISNE
407376,Overlook,MA,4.9,fixed-tilt,ground,42.5662,-71.9259,68620,ISNE
407569,Cromwell,MD,1.8,fixed-tilt,rooftop,39.1738,-76.6328,69088,PJM
406586,Sabattus SB01,ME,4.9,fixed-tilt,ground,44.0657,-70.1024,67450,ISNE
407191,"Augusta Road Bowdoin Solar, LLC",ME,3.8,fixed-tilt,ground,44.0122,-69.9495,67920,ISNE
407193,"Church Hill Road Augusta Solar, LLC",ME,3.8,fixed-tilt,ground,44.3708,-69.7043,67922,ISNE
407196,"Mariaville Road Elsworth Solar, LLC",ME,1.6,fixed-tilt,ground,44.5742,-68.4488,67925,ISNE
407198,"Market Street Gardiner Solar, LLC",ME,3.3,fixed-tilt,ground,44.1805,-69.8124,67927,ISNE
407296,Waterboro,ME,4.9,fixed-tilt,ground,43.59,-70.7236,68394,ISNE
407388,Wymans Deblois,ME,4.9,fixed-tilt,ground,44.7115,-67.9627,68632,NBSO
407559,SP-231 Clifton,ME,4.9,fixed-tilt,ground,44.7895,-68.5608,69074,ISNE
407186,Sherco Solar I,MN,222.9,single-axis,ground,45.4059,-93.939,67909,MISO
407419,Museum Drive East Solar,NE,9.9,single-axis,ground,40.9259,-98.3094,68678,SWPP
407307,Newark Solar 1 LLC,NJ,2.2,fixed-tilt,rooftop,40.7292,-74.1432,68408,PJM
407563,Crowne Plaza,NJ,1.8,fixed-tilt,"canopy,rooftop",39.9256,-75.0526,69081,PJM
406604,"GSPP 4643 Twelve Corners Road, LLC",NY,4.7,single-axis,ground,42.8389,-76.4498,67470,ISNE
406605,"GSPP 126 Little Bow Rd N, LLC",NY,4.8,single-axis,ground,44.352,-75.4886,67471,ISNE
406590,700 Binnewater,NY,1.1,fixed-tilt,ground,41.8487,-74.09,67456,ISNE
407067,Glen Mary 1,NY,4.9,fixed-tilt,ground,42.1086,-76.2974,67611,NYIS
407068,Glen Mary 2,NY,2.2,fixed-tilt,ground,42.1057,-76.2908,67612,NYIS
407072,"Krumkill Road Solar South, LLC",NY,3.8,fixed-tilt,ground,42.67,-73.8584,67616,NYIS
407073,Eddy,NY,2.3,fixed-tilt,ground,43.201,-77.2082,67618,NYIS
407076,Rivard 2,NY,4.6,single-axis,ground,42.504,-79.2778,67621,NYIS
407084,Acer,NY,4.3,single-axis,ground,44.7594,-75.1592,67632,NYIS
407089,Grass River,NY,4.1,single-axis,ground,44.6224,-75.2063,67638,NYIS
407091,Niagara (NY),NY,4.2,single-axis,ground,43.2969,-78.8172,67641,NYIS
407298,TJA-NY- Dix Solar Farm LLC,NY,3.9,single-axis,ground,42.3057,-76.8912,68399,NYIS
407300,"TJA-NY-1454 CR 15 Oswegatchie, LLC",NY,4.9,single-axis,ground,44.5997,-75.3545,68401,NYIS
407302,TJA-NY-Canton Solar Farm LLC,NY,4.9,single-axis,ground,44.6016,-75.1307,68403,NYIS
407402,Manlius North,NY,1.4,single-axis,ground,43.0156,-75.9693,68648,NYIS
407483,Catskill,NY,3.8,single-axis,ground,42.3341,-75.9036,68807,NYIS
407299,"TJA-NY-Chestnut Ridge Rd Moravia, LLC",NY,3.6,single-axis,ground,42.7265,-76.3938,68400,NYIS
407306,Martinsburg CSG LLC,NY,2.2,single-axis,ground,43.7291,-75.4663,68407,NYIS
407396,Randall Road Solar II,NY,2.3,fixed-tilt,ground,42.9738,-73.9287,68642,ISNE
407395,Randall Road Solar I,NY,3.4,fixed-tilt,ground,42.9786,-73.9274,68641,ISNE
407397,Swaggertown Solar I,NY,2.8,fixed-tilt,ground,42.8939,-73.9603,68643,ISNE
407414,Wolf,NY,3.6,single-axis,ground,43.2054,-77.987,68660,NYIS
407416,Maple North 1,NY,4.1,single-axis,ground,42.9874,-74.1816,68675,NYIS
407518,Pivot Solar NY 4,NY,2.4,fixed-tilt,ground,43.1402,-75.5505,68962,NYIS
407553,Burns Road Solar,NY,3.2,single-axis,ground,42.6648,-79.0001,69065,NYIS
407570,Angell Road,NY,2.2,fixed-tilt,ground,42.5216,-79.1292,69089,NYIS
407571,Hanover Road,NY,2.7,fixed-tilt,ground,42.5279,-79.1523,69090,NYIS
407417,Maple North 2,NY,3.6,single-axis,ground,42.9903,-74.1947,68676,NYIS
407572,Kirkland,NY,4.2,fixed-tilt,ground,43.0785,-73.3833,69091,NYIS
406593,Sycamore,OH,1.3,fixed-tilt,ground,40.947,-83.1623,67459,PJM
407567,Orefield,PA,2.2,fixed-tilt,rooftop,40.6504,-75.6006,69085,PJM
406415,Dileo Solar,TX,71.4,single-axis,ground,31.7832,-97.5125,67023,ERCO
407202,Halifax CSG LLC,VA,3.1,fixed-tilt,ground,36.6794,-78.9387,67933,PJM
406625,Grossmont College,CA,2.6,fixed-tilt,canopy,32.8138,-117.0054,67509,CISO
407339,Open Sky Dairy,CA,1.7,single-axis,ground,36.4605,-120.0305,68471,CISO
407308,"VS RXI Mason-Chatsworth, LLC",CA,1.8,fixed-tilt,rooftop,34.2364,-118.5784,68409,LDWP
407352,Pivot Energy PPA 22,CA,1.3,fixed-tilt,rooftop,36.3469,-119.3974,68532,CISO
407380,Sutter Home Winery GIR,CA,1.1,fixed-tilt,rooftop,38.1942,-122.2606,68624,CISO
407386,Sutter Home Winery TCC,CA,1.1,single-axis,ground,35.7299,-120.6731,68630,CISO
407496,P66 Rodeo Solar,CA,30.2,fixed-tilt,ground,38.0365,-122.247,68890,CISO
407526,KP South Sacramento Medical Solar,CA,1.7,fixed-tilt,canopy,38.469,-121.4251,68983,BANC
407178,Harris Farms Solar Facility,CA,1.3,single-axis,ground,36.2502,-120.23,67868,CISO
407389,Avalon Dairy,CA,3.1,single-axis,ground,35.7164,-119.4306,68634,CISO
407466,Superior Almond Hulling,CA,2.1,fixed-tilt,ground,36.442,-120.3873,68749,CISO
407373,Kern Del Oro,CA,1.2,fixed-tilt,ground,35.2989,-118.9776,68614,CISO
407521,Sun Pacific - Lerdo,CA,2.9,single-axis,ground,35.5031,-119.1468,68967,CISO
407127,Terry 1818-WD,CA,4.6,,ground,35.605,-119.3285,67748,CISO
407503,AVI Bakersfield,CA,2.2,single-axis,ground,35.0771,-118.9297,68922,CISO
407479,Lockheed Martin Palmdale Solar PV,CA,20.9,single-axis,ground,34.6057,-118.1073,68798,CISO
400014,Springerville,AZ,13.6,"fixed-tilt,single-axis",ground,34.2945,-109.2715,8223,TEPC
407379,Amazon Goodyear,AZ,2.4,fixed-tilt,rooftop,33.4962,-112.4303,68623,AZPS
407212,LPEA Sunnyside Solar 1 Facility,CO,1.7,single-axis,ground,37.1239,-107.8606,67952,WACM
407394,ECA CO Greeley,CO,3.3,single-axis,ground,40.4792,-104.7173,68640,PSCO
407489,SF Auto O1,UT,3.4,fixed-tilt,ground,41.2088,-112.0047,68849,WACM
407036,TAI Huntsville Solar Hybrid,AL,32.4,single-axis,ground,34.828,-86.6296,67488,TVA
406935,County Line Renewable Energy Center,FL,74.9,single-axis,ground,29.8024,-82.6629,67049,FPC
406934,Bibb Williams,GA,2.3,single-axis,ground,32.8563,-83.5505,67048,SOCO
406926,Osawatomie Solar,KS,4.9,single-axis,ground,38.5219,-94.9394,67025,SWPP
406505,Nationwide,MA,3.9,single-axis,"canopy,rooftop",42.5026,-71.6931,67266,ISNE
406549,"Seaboard Oxford, LLC",MA,1.7,fixed-tilt,ground,42.1089,-71.8957,67371,ISNE
407316,Aegean Drive Solar,MA,1.8,fixed-tilt,rooftop,42.7306,-71.2126,68432,ISNE
407315,515 Main Saugus,MA,1.3,fixed-tilt,ground,42.4826,-71.0398,68430,ISNE
407318,Downing Parkway Solar,MA,2.3,fixed-tilt,rooftop,42.4569,-73.1928,68434,ISNE
406508,THD Baltimore DCs - 5829 Project Lion,MD,3.8,single-axis,rooftop,39.2179,-76.4827,67270,PJM
406466,Union Bridge Solar,MD,8.2,single-axis,ground,39.5635,-77.1829,67145,PJM
406455,Broadway Solar (CSG),ME,4.6,fixed-tilt,ground,44.8563,-68.8178,67110,ISNE
406456,Corkwood Solar (CSG),ME,4.6,fixed-tilt,ground,45.2573,-68.6634,67111,ISNE
406544,Caterpillar Hill,ME,4.9,fixed-tilt,ground,44.3113,-68.6583,67366,ISNE
406563,Fryeburg,ME,4.9,single-axis,ground,44.0247,-70.9585,67389,ISNE
406965,Mars Hill,ME,2.6,fixed-tilt,ground,46.5148,-67.8858,67154,ISNE
406955,"SR Panola II, LLC",MS,4.8,single-axis,ground,34.3416,-89.912,67130,TVA
406433,Edison 7205 Solar,NJ,1.4,fixed-tilt,rooftop,40.5301,-74.4018,67066,PJM
406570,"Rutgers Busch Liv (Lot 55, 58, 58A, 58B)",NJ,1.3,single-axis,canopy,40.526,-74.4671,67401,PJM
406538,Smith Creek,NY,3.8,fixed-tilt,ground,42.0598,-76.308,67345,NYIS
406928,NY Hermon 1040 County Rd 21,NY,2.2,single-axis,ground,44.4277,-75.2111,67031,NYIS
406950,SSC Oswego II LLC,NY,4.8,fixed-tilt,ground,43.4701,-76.4715,67113,NYIS
407014,Clemons Road Solar,NY,2.8,single-axis,ground,43.0626,-76.0099,67407,ISNE
407326,OR - Green Key - Marquam,OR,1.9,,ground,45.0815,-122.6674,68446,PGE
406555,"Douglas Pike Solar, LLC",RI,1.8,fixed-tilt,ground,41.9754,-71.6163,67377,ISNE
406416,Pitts Dudik Solar,TX,49.6,single-axis,ground,31.8911,-96.872,67024,ERCO
406409,Monroe Solar,VA,2.2,single-axis,ground,36.8547,-79.4683,66997,PJM
406510,The Village at Orchard Ridge (TVOR),VA,1.4,fixed-tilt,ground,39.2033,-78.219,67272,PJM
407295,North Stafford HS,VA,1.3,fixed-tilt,rooftop,38.4671,-77.4558,68393,PJM
406556,Harley-Davison Powertrain Operations,WI,2.2,fixed-tilt,rooftop,43.1835,-88.0967,67382,MISO
406558,ATI,WI,2.3,fixed-tilt,ground,42.9418,-87.8636,67384,MISO
406560,Jones Dairy,WI,2.3,fixed-tilt,ground,42.9169,-88.8538,67386,MISO
406938,IPC 25 Solar,CA,2.4,fixed-tilt,rooftop,37.7394,-121.536,67069,CISO
407322,Sutter Santa Rosa Solar,CA,1.3,fixed-tilt,canopy,38.4957,-122.7489,68440,CISO
407324,Antelope Creek,OR,2.3,single-axis,ground,42.4679,-122.8328,68444,PACW
407327,OR - Solops - SPI 18 - Clayfield,OR,2.6,dual-axis,ground,45.2629,-122.3498,68448,PGE
407126,Nachtigall 1836-WD,CA,4.6,,ground,35.6073,-119.3283,67747,CISO
407128,Kern Sunset 1886-WD,CA,2.4,,ground,35.2211,-118.909,67750,CISO
406574,Cavalier Solar,VA,155.6,single-axis,ground,37.0485,-76.7691,67420,PJM
407275,South County Detention Center Solar,CA,1.1,single-axis,ground,36.0392,-119.0607,68265,CISO
402869,"Church Road Solar, LLC",NC,5.0,fixed-tilt,ground,35.526,-78.6281,62168,CPLE
402868,"County Home Solar, LLC",NC,4.9,fixed-tilt,ground,34.9212,-79.7184,62167,CPLE
401512,"Rockingham Solar, LLC",NC,4.9,fixed-tilt,ground,34.9804,-79.607,60106,DUK
401677,"Exum Farm Solar, LLC",NC,4.9,fixed-tilt,ground,35.3692,-77.4538,60400,DUK
405234,Building F,CA,1.3,fixed-tilt,rooftop,33.914,-118.0487,60151,CISO
405235,Building G,CA,1.2,fixed-tilt,rooftop,33.9124,-118.0487,60153,CISO
405023,Steamboat II,NV,5.5,fixed-tilt,ground,39.3839,-119.7467,54665,NEVP
401080,Monson Solar,MA,3.0,fixed-tilt,ground,42.1269,-72.3322,59464,ISNE
401277,Bourne (MA)-Holliston I,MA,2.4,fixed-tilt,ground,42.1733,-71.4536,59750,ISNE
400909,Acushnet-High Hill,MA,3.2,fixed-tilt,ground,41.7132,-70.987,59128,ISNE
401106,Candace Solar,NC,5.0,fixed-tilt,ground,35.4873,-78.1922,59499,CPLE
400462,Mocksville Farm,NC,5.0,fixed-tilt,ground,35.8786,-80.5428,58313,CPLE
400701,Amethyst Solar,NC,3.0,fixed-tilt,ground,35.3172,-81.9274,58730,DUK
400703,Audrey Solar,NC,3.0,fixed-tilt,ground,35.328,-81.6219,58732,DUK
400854,Beulaville,NC,1.5,fixed-tilt,ground,34.9041,-77.7842,59039,DUK
400853,Battleground,NC,3.0,fixed-tilt,ground,35.2208,-81.3279,59038,DUK
406196,"Gray Fox Solar, LLC",NC,5.0,single-axis,ground,34.8609,-79.1433,66377,DUK
400176,Flemington Solar,NJ,8.0,fixed-tilt,ground,40.4866,-74.8524,57485,PJM
406390,"Franklin Solar 2, LLC Community Solar",NJ,3.8,fixed-tilt,rooftop,40.4811,-74.4959,66964,PJM
404797,Ontario Sun,NY,2.4,fixed-tilt,ground,43.645,-76.153,65165,NYIS
400414,West Gates Solar Station,CA,10.0,fixed-tilt,ground,36.1419,-120.1327,58206,CISO
400714,Rodeo Solar C2,CA,1.5,fixed-tilt,ground,34.7129,-118.2905,58751,CISO
400260,SPS1 Dollarhide,NM,9.9,single-axis,ground,32.1299,-103.1384,57736,SWPP
400715,Rodeo Solar D2,CA,1.5,fixed-tilt,ground,34.7119,-118.292,58752,CISO
406439,"BESSP1, LLC",TX,4.4,single-axis,ground,33.6995,-101.9682,67077,SWPP
401835,"Renew Canal 1 (CSG), LLC",MA,1.2,fixed-tilt,ground,41.7695,-70.5206,60625,ISNE
400611,Cottage Street Solar Facility,MA,3.2,fixed-tilt,ground,42.1403,-72.5383,58568,ISNE
401862,"Nixa Solar, LLC",MO,7.9,fixed-tilt,ground,37.0419,-93.3399,60673,SWPP
401391,Meadowbrook Solar Farm,NC,4.9,fixed-tilt,ground,35.5556,-80.3859,59936,DUK
401537,"Cohen Farm Solar, LLC",NC,6.5,fixed-tilt,ground,35.5572,-79.1968,60146,DUK
401538,"Floyd Solar, LLC",NC,6.5,fixed-tilt,ground,34.5075,-79.137,60147,DUK
401940,"Barnhill Road Solar, LLC",NC,3.1,fixed-tilt,ground,36.2689,-76.2993,60782,PJM
401533,"Cedar Solar, LLC",NC,4.9,fixed-tilt,ground,34.9072,-77.782,60135,DUK
401833,Brantley Solar,NC,50.2,fixed-tilt,ground,35.8976,-78.1471,60623,CPLE
401670,Warbler Holdings,NC,4.0,fixed-tilt,ground,35.3191,-81.6237,60393,DUK
403260,North Park Solar,NJ,10.6,fixed-tilt,ground,40.2563,-74.4432,62903,PJM
401719,Oneida-South,NY,1.9,fixed-tilt,ground,43.1666,-75.3913,60455,NYIS
401720,Oneida-West,NY,1.9,fixed-tilt,ground,43.1683,-75.4037,60456,NYIS
403183,Westtown (CSG),NY,2.0,fixed-tilt,ground,41.3446,-74.5612,62764,NYIS
403473,Battle Creek Solar,VT,2.2,fixed-tilt,ground,42.9115,-73.2183,63212,ISNE
402047,New Auburn DPC Solar,WI,2.5,fixed-tilt,ground,45.2106,-91.4333,60936,MISO
401491,CED Avenal,CA,15.8,single-axis,ground,35.9961,-120.1519,60077,CISO
405542,CED Hilltop Solar,IL,2.0,single-axis,ground,42.3388,-89.1983,63824,PJM
400444,Mass Midstate Solar 2,MA,5.0,fixed-tilt,ground,42.1705,-72.1997,58276,ISNE
400520,Orange PV,MA,2.0,fixed-tilt,ground,42.5823,-72.2939,58411,ISNE
406081,Harbor Road Solar 1,MA,2.0,fixed-tilt,ground,42.5892,-73.1293,66077,ISNE
401100,Highwater Solar I,NC,4.9,fixed-tilt,ground,35.4344,-77.9902,59487,DUK
401109,Melinda Solar,NC,5.0,fixed-tilt,ground,36.2487,-78.3483,59502,CPLE
401147,Innovative Solar 6,NC,3.6,fixed-tilt,ground,35.6583,-82.7106,59542,CPLE
401167,Keen Farm,NC,5.0,fixed-tilt,ground,35.4267,-78.402,59565,CPLE
401186,"Spring Valley Farm 2, LLC",NC,5.0,fixed-tilt,ground,36.3698,-78.4134,59593,CPLE
401157,"Innovative Solar 14, LLC",NC,1.5,fixed-tilt,ground,35.3689,-82.359,59553,CPLE
401236,Innovative Solar 55,NC,6.5,fixed-tilt,ground,34.6961,-79.2172,59676,DUK
400206,Albuquerque Solar Energy Center,NM,2.0,fixed-tilt,ground,35.1689,-106.6001,57567,PNM
405992,1639 RT 29 Solar 1,NY,4.0,fixed-tilt,ground,43.0425,-74.2505,65785,NYIS
406151,State Route 14A Solar,NY,5.0,single-axis,ground,42.7407,-77.0741,66230,NYIS
405736,Cottontail Solar 5,PA,20.0,single-axis,ground,40.5632,-77.3803,65080,PJM
400454,Kingsburg Solar,CA,3.7,fixed-tilt,ground,36.5053,-119.5401,58304,CISO
401056,SCE-Snowline-White Rd (Central),CA,1.5,single-axis,ground,34.4158,-117.4698,59423,CISO
401046,"Shafter Solar, LLC",CA,20.0,single-axis,ground,35.4507,-119.127,59408,CISO
403909,Mendota,IL,2.0,fixed-tilt,ground,41.5392,-89.1482,63954,PJM
