region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-06-10 13:00:00,3866.6102125665,24082.3,0.16055817810452075
CAISO,2026-06-10 14:00:00,19307.48768915,24082.3,0.801729390014658
CAISO,2026-06-10 15:00:00,21446.56467431,24082.3,0.8905530067439572
CAISO,2026-06-10 16:00:00,22715.59310712,24082.3,0.9432484898502219
CAISO,2026-06-10 17:00:00,23112.01305894,24082.3,0.9597095401577092
CAISO,2026-06-10 18:00:00,23040.53812746,24082.3,0.9567415955892917
CAISO,2026-06-10 19:00:00,22892.49219401,24082.3,0.9505940958301325
CAISO,2026-06-10 20:00:00,22787.10717914,24082.3,0.9462180597011083
CAISO,2026-06-10 21:00:00,22782.55216926,24082.3,0.9460289162272707
CAISO,2026-06-10 22:00:00,22815.43901491,24082.3,0.9473945185846037
CAISO,2026-06-10 23:00:00,22754.86246019,24082.3,0.9448791211881756
CAISO,2026-06-11 00:00:00,22190.11410247,24082.3,0.9214283561981207
CAISO,2026-06-11 01:00:00,20640.65995343,24082.3,0.8570883990910337
CAISO,2026-06-11 02:00:00,15530.595684025,24082.3,0.6448966952502461
CAISO,2026-06-11 03:00:00,422.9971014468,24082.3,0.01756464712451884
CAISO,2026-06-11 13:00:00,3787.7967620818,24082.3,0.15728550686943524
CAISO,2026-06-11 14:00:00,19194.37848477,24082.3,0.7970326125316104
CAISO,2026-06-11 15:00:00,21310.209171367,24082.3,0.8848909436128195
CAISO,2026-06-11 16:00:00,22650.35726644,24082.3,0.9405396189915416
CAISO,2026-06-11 17:00:00,23027.0465777,24082.3,0.9561813687936783
CAISO,2026-06-11 18:00:00,22961.96820774,24082.3,0.9534790367921668
CAISO,2026-06-11 19:00:00,22816.09160291,24082.3,0.9474216168268812
CAISO,2026-06-11 20:00:00,22712.74182581,24082.3,0.9431300924666665
CAISO,2026-06-11 21:00:00,22690.81887312,24082.3,0.9422197577938984
CAISO,2026-06-11 22:00:00,22667.76641445,24082.3,0.9412625212064463
CAISO,2026-06-11 23:00:00,22016.63273481,24082.3,0.914224668524601
CAISO,2026-06-12 00:00:00,21734.63284766,24082.3,0.9025148282207264
CAISO,2026-06-12 01:00:00,19550.04745444,24082.3,0.8118015079307209
CAISO,2026-06-12 02:00:00,14329.847688914,24082.3,0.5950365076804957
CAISO,2026-06-12 03:00:00,488.1706588554,24082.3,0.020270931715633475
ERCOT,2026-06-10 12:00:00,8847.200337137,31789.0,0.2783101178752713
ERCOT,2026-06-10 13:00:00,22819.700015837,31789.0,0.7178489419559281
ERCOT,2026-06-10 14:00:00,22200.260731469,31789.0,0.698362978749536
ERCOT,2026-06-10 15:00:00,24312.97589127,31789.0,0.7648235518975117
ERCOT,2026-06-10 16:00:00,25544.82691964,31789.0,0.8035744100047186
ERCOT,2026-06-10 17:00:00,25391.84946842,31789.0,0.7987621337072572
ERCOT,2026-06-10 18:00:00,27533.02147965,31789.0,0.866117886050206
ERCOT,2026-06-10 19:00:00,27734.93918658,31789.0,0.8724696966428639
ERCOT,2026-06-10 20:00:00,27600.98683765,31789.0,0.8682559010239391
ERCOT,2026-06-10 21:00:00,28128.10967731,31789.0,0.8848378268366416
ERCOT,2026-06-10 22:00:00,28233.30859806,31789.0,0.8881471137204694
ERCOT,2026-06-10 23:00:00,28298.886608048,31789.0,0.8902100288794237
ERCOT,2026-06-11 00:00:00,26740.381676599998,31789.0,0.8411834809714052
ERCOT,2026-06-11 01:00:00,13856.900240191,31789.0,0.4359023637167259
ERCOT,2026-06-11 02:00:00,0.0051646386,31789.0,1.6246621787410742e-07
ERCOT,2026-06-11 12:00:00,4193.9640136397,31789.0,0.1319312974185945
ERCOT,2026-06-11 13:00:00,17617.758573325,31789.0,0.5542092728089906
ERCOT,2026-06-11 14:00:00,20431.12808741,31789.0,0.6427106259212306
ERCOT,2026-06-11 15:00:00,22706.282594564,31789.0,0.7142811222298279
ERCOT,2026-06-11 16:00:00,24973.67385841,31789.0,0.7856074069146559
ERCOT,2026-06-11 17:00:00,26221.82741411,31789.0,0.8248711005099248
ERCOT,2026-06-11 18:00:00,26959.025352,31789.0,0.8480614474189185
ERCOT,2026-06-11 19:00:00,27231.93220791,31789.0,0.8566463936553524
ERCOT,2026-06-11 20:00:00,27821.52528628,31789.0,0.8751934721532606
ERCOT,2026-06-11 21:00:00,28249.94507634,31789.0,0.8886704544446191
ERCOT,2026-06-11 22:00:00,28166.79186541,31789.0,0.8860546687662398
ERCOT,2026-06-11 23:00:00,27191.69726135,31789.0,0.8553807059470258
ERCOT,2026-06-12 00:00:00,23263.44195093,31789.0,0.7318079194353392
ERCOT,2026-06-12 01:00:00,9470.837302875,31789.0,0.2979281293175312
ERCOT,2026-06-12 02:00:00,0.0228134545,31789.0,7.176524741262701e-07
ISO-NE,2026-06-10 09:00:00,0.544868459,3466.5,0.0001571811507284004
ISO-NE,2026-06-10 10:00:00,1034.569280816,3466.5,0.2984477948409058
ISO-NE,2026-06-10 11:00:00,2068.37715258,3466.5,0.5966759418952834
ISO-NE,2026-06-10 12:00:00,2708.31132052,3466.5,0.7812812117467186
ISO-NE,2026-06-10 13:00:00,2970.72611138,3466.5,0.8569814254666089
ISO-NE,2026-06-10 14:00:00,3163.65483883,3466.5,0.9126366187307081
