region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-07-07 00:00:00,21139.7150007,22804.0,0.9270178477767058
CAISO,2026-07-07 01:00:00,19716.4998359,22804.0,0.8646070792799508
CAISO,2026-07-07 02:00:00,15100.99075356,22804.0,0.6622079790194703
CAISO,2026-07-07 03:00:00,848.633310587,22804.0,0.037214230423916854
CAISO,2026-07-07 13:00:00,2156.2203791399997,22804.0,0.09455448075513066
CAISO,2026-07-07 14:00:00,18004.8621023,22804.0,0.7895484170452552
CAISO,2026-07-07 15:00:00,20397.4891919,22804.0,0.8944697944176461
CAISO,2026-07-07 16:00:00,21620.9350826,22804.0,0.9481202895369234
CAISO,2026-07-07 17:00:00,22005.151043,22804.0,0.964968910848974
CAISO,2026-07-07 18:00:00,21943.5238843,22804.0,0.9622664394097526
CAISO,2026-07-07 19:00:00,21742.394689,22804.0,0.953446530827925
CAISO,2026-07-07 20:00:00,21626.126721,22804.0,0.9483479530345553
CAISO,2026-07-07 21:00:00,21647.0437835,22804.0,0.9492652071347133
CAISO,2026-07-07 22:00:00,21737.2134165,22804.0,0.9532193218952815
CAISO,2026-07-07 23:00:00,21715.182246,22804.0,0.9522532119803543
CAISO,2026-07-08 00:00:00,20931.6034554,22804.0,0.9178917494913174
CAISO,2026-07-08 01:00:00,19689.2293554,22804.0,0.8634112153744956
CAISO,2026-07-08 02:00:00,14989.5009649,22804.0,0.6573189337353096
CAISO,2026-07-08 03:00:00,769.290048232,22804.0,0.03373487319031749
CAISO,2026-07-08 13:00:00,2000.45301394,22804.0,0.08772377714172952
CAISO,2026-07-08 14:00:00,17913.52881308,22804.0,0.7855432736835642
CAISO,2026-07-08 15:00:00,20374.7790843,22804.0,0.8934739117830205
CAISO,2026-07-08 16:00:00,21623.383603,22804.0,0.9482276619452726
CAISO,2026-07-08 17:00:00,22064.635921,22804.0,0.9675774390896335
CAISO,2026-07-08 18:00:00,21991.3082885,22804.0,0.9643618789905279
CAISO,2026-07-08 19:00:00,21765.8766955,22804.0,0.9544762627389931
CAISO,2026-07-08 20:00:00,21633.9177175,22804.0,0.9486896034686897
CAISO,2026-07-08 21:00:00,21662.457122,22804.0,0.9499411121733029
CAISO,2026-07-08 22:00:00,21773.26556,22804.0,0.9548002788984389
CAISO,2026-07-08 23:00:00,21772.859194,22804.0,0.9547824589545694
CAISO,2026-07-09 00:00:00,21112.783771,22804.0,0.9258368606823364
ERCOT,2026-07-07 00:00:00,27406.0621205,30854.9,0.8882239812963256
ERCOT,2026-07-07 01:00:00,15364.39470258,30854.9,0.4979563927473432
ERCOT,2026-07-07 12:00:00,5159.50293355,30854.9,0.1672182678780356
ERCOT,2026-07-07 13:00:00,23582.348044809998,30854.9,0.7642983138759158
ERCOT,2026-07-07 14:00:00,25440.6545429,30854.9,0.8245255872778715
ERCOT,2026-07-07 15:00:00,27996.2431554,30854.9,0.907351608833605
ERCOT,2026-07-07 16:00:00,27862.9450223,30854.9,0.9030314479158901
ERCOT,2026-07-07 17:00:00,28053.6004376,30854.9,0.9092105447627442
ERCOT,2026-07-07 18:00:00,27460.9281309,30854.9,0.8900021756965668
ERCOT,2026-07-07 19:00:00,26446.3921372,30854.9,0.8571213044670376
ERCOT,2026-07-07 20:00:00,26446.1742307,30854.9,0.8571142421689909
ERCOT,2026-07-07 21:00:00,26957.806347656002,30854.9,0.8736961178826054
ERCOT,2026-07-07 22:00:00,26561.74705731,30854.9,0.860859930102188
ERCOT,2026-07-07 23:00:00,24869.96892155,30854.9,0.8060298014756165
ERCOT,2026-07-08 00:00:00,23696.44542234,30854.9,0.7679961828539389
ERCOT,2026-07-08 01:00:00,14052.213071342,30854.9,0.45542889691238664
ERCOT,2026-07-08 12:00:00,6037.651750164,30854.9,0.1956788630060055
ERCOT,2026-07-08 13:00:00,25623.13205778,30854.9,0.8304396403093187
ERCOT,2026-07-08 14:00:00,26711.64706427,30854.9,0.8657181538190044
ERCOT,2026-07-08 15:00:00,26634.05087615,30854.9,0.8632032797432497
ERCOT,2026-07-08 16:00:00,27111.2510629,30854.9,0.8786692247552252
ERCOT,2026-07-08 17:00:00,28069.3091561,30854.9,0.9097196606082015
ERCOT,2026-07-08 18:00:00,27722.2158105,30854.9,0.8984704474978042
ERCOT,2026-07-08 19:00:00,26619.154226900002,30854.9,0.8627204828698197
ERCOT,2026-07-08 20:00:00,27429.8372129,30854.9,0.8889945264090955
ERCOT,2026-07-08 21:00:00,27766.0377924,30854.9,0.8998907075505024
ERCOT,2026-07-08 22:00:00,28298.22431418,30854.9,0.9171387466554745
ERCOT,2026-07-08 23:00:00,27676.889960492,30854.9,0.8970014474359664
ERCOT,2026-07-09 00:00:00,25822.6276501,30854.9,0.8369052451993038
ISO-NE,2026-07-07 00:00:00,32.46374879,880.8,0.03685711715485922
ISO-NE,2026-07-07 10:00:00,33.945810676,880.8,0.03853974872388738
ISO-NE,2026-07-07 11:00:00,111.811110924,880.8,0.12694267816076296
ISO-NE,2026-07-07 12:00:00,253.48495640700003,880.8,0.28778946004427797
ISO-NE,2026-07-07 13:00:00,207.801189702,880.8,0.23592323989782016
ISO-NE,2026-07-07 14:00:00,256.00407884,880.8,0.29064949913714805
ISO-NE,2026-07-07 15:00:00,288.972148245,880.8,0.3280791873807902
ISO-NE,2026-07-07 16:00:00,309.46402859,880.8,0.35134426497502275
ISO-NE,2026-07-07 17:00:00,298.94573346,880.8,0.3394025130108992
ISO-NE,2026-07-07 18:00:00,314.97657612,880.8,0.35760283392370573
ISO-NE,2026-07-07 19:00:00,258.17928597,880.8,0.29311908034741146
ISO-NE,2026-07-07 20:00:00,283.71456856,880.8,0.32211009146230696
ISO-NE,2026-07-07 21:00:00,260.453839346,880.8,0.2957014524818347
ISO-NE,2026-07-07 22:00:00,186.179916381,880.8,0.21137592686307902
ISO-NE,2026-07-07 23:00:00,64.677133002,880.8,0.07342998751362399
ISO-NE,2026-07-08 00:00:00,5.27936755,880.8,0.005993832368301544
ISO-NE,2026-07-08 10:00:00,289.56385066,880.8,0.32875096578110813
ISO-NE,2026-07-08 11:00:00,547.5192319,880.8,0.6216158400317894
ISO-NE,2026-07-08 12:00:00,724.4526892,880.8,0.8224939704813806
ISO-NE,2026-07-08 13:00:00,807.850427,880.8,0.9171780506357856
ISO-NE,2026-07-08 14:00:00,821.5608465,880.8,0.9327439220027248
ISO-NE,2026-07-08 15:00:00,825.2264025,880.8,0.9369055432561307
ISO-NE,2026-07-08 16:00:00,840.794282,880.8,0.9545802475022707
ISO-NE,2026-07-08 17:00:00,835.2489105,880.8,0.9482844124659401
ISO-NE,2026-07-08 18:00:00,832.6026295,880.8,0.9452800062443234
ISO-NE,2026-07-08 19:00:00,821.621754,880.8,0.9328130722070845
ISO-NE,2026-07-08 20:00:00,779.447287,880.8,0.8849310706176203
ISO-NE,2026-07-08 21:00:00,645.5064401,880.8,0.7328638057447775
ISO-NE,2026-07-08 22:00:00,557.7693121,880.8,0.6332530791326068
ISO-NE,2026-07-08 23:00:00,463.2964774,880.8,0.5259950924159855
ISO-NE,2026-07-09 00:00:00,117.047385035,880.8,0.13288758518960037
MISO,2026-07-07 00:00:00,13060.48145971,19660.4,0.6643039541265691
MISO,2026-07-07 01:00:00,2994.442742804,19660.4,0.1523083326282273
MISO,2026-07-07 11:00:00,2206.2017997010003,19660.4,0.1122155093335334
MISO,2026-07-07 12:00:00,11197.78049539,19660.4,0.5695601562221521
MISO,2026-07-07 13:00:00,14456.7504844,19660.4,0.7353233140933042
MISO,2026-07-07 14:00:00,15545.1658375,19660.4,0.7906841080293381
MISO,2026-07-07 15:00:00,16930.4128171,19660.4,0.8611428463866452
MISO,2026-07-07 16:00:00,17181.986717,19660.4,0.8739388169620149
MISO,2026-07-07 17:00:00,16721.8950041,19660.4,0.8505368661929563
MISO,2026-07-07 18:00:00,16130.984869,19660.4,0.8204810110170698
MISO,2026-07-07 19:00:00,15518.3756214,19660.4,0.7893214594514862
MISO,2026-07-07 20:00:00,15459.1388175,19660.4,0.7863084585003356
MISO,2026-07-07 21:00:00,14729.5978813,19660.4,0.7492013326941466
MISO,2026-07-07 22:00:00,14982.8005297,19660.4,0.7620801473876421
MISO,2026-07-07 23:00:00,14721.65255907,19660.4,0.7487972044856666
MISO,2026-07-08 00:00:00,12590.03167587,19660.4,0.640375153906838
MISO,2026-07-08 01:00:00,2684.5159615501,19660.4,0.13654432064200628
MISO,2026-07-08 11:00:00,2371.00238068,19660.4,0.12059787088156904
MISO,2026-07-08 12:00:00,12436.43042415,19660.4,0.632562431290818
MISO,2026-07-08 13:00:00,14849.7264806,19660.4,0.7553115135297349
MISO,2026-07-08 14:00:00,15428.34381782,19660.4,0.7847421119519439
MISO,2026-07-08 15:00:00,16347.57583063,19660.4,0.8314976211384305
MISO,2026-07-08 16:00:00,16350.9702606,19660.4,0.8316702742873999
MISO,2026-07-08 17:00:00,15403.10829676,19660.4,0.7834585408618339
MISO,2026-07-08 18:00:00,14982.64733904,19660.4,0.7620723555492258
MISO,2026-07-08 19:00:00,14900.12488657,19660.4,0.7578749611691521
MISO,2026-07-08 20:00:00,14301.63290295,19660.4,0.727433465389819
MISO,2026-07-08 21:00:00,13311.48227885,19660.4,0.6770707757141259
MISO,2026-07-08 22:00:00,13297.77365162,19660.4,0.6763735046906472
MISO,2026-07-08 23:00:00,13033.75345795,19660.4,0.6629444699980672
MISO,2026-07-09 00:00:00,10630.93913852,19660.4,0.5407285273198917
NYISO,2026-07-07 00:00:00,9.841739010000001,675.1,0.014578194356391646
NYISO,2026-07-07 10:00:00,0.45970713300000005,675.1,0.000680946723448378
NYISO,2026-07-07 11:00:00,187.05937862000002,675.1,0.2770839558880166
NYISO,2026-07-07 12:00:00,230.525396456,675.1,0.3414685179321582
