region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-06-30 13:00:00,2966.07494211,22804.0,0.13006818725267497
CAISO,2026-06-30 14:00:00,18289.61772568,22804.0,0.8020355080547272
CAISO,2026-06-30 15:00:00,20504.5528286,22804.0,0.899164744281705
CAISO,2026-06-30 16:00:00,21666.1335598,22804.0,0.9501023311611998
CAISO,2026-06-30 17:00:00,22057.0470971,22804.0,0.9672446543194176
CAISO,2026-06-30 18:00:00,22012.3966819,22804.0,0.9652866462857395
CAISO,2026-06-30 19:00:00,21916.3614168,22804.0,0.9610753120855989
CAISO,2026-06-30 20:00:00,21869.7510121,22804.0,0.9590313546790037
CAISO,2026-06-30 21:00:00,21856.1566025,22804.0,0.958435213230135
CAISO,2026-06-30 22:00:00,21892.666441,22804.0,0.960036241054201
CAISO,2026-06-30 23:00:00,21828.006504,22804.0,0.9572007763550254
CAISO,2026-07-01 00:00:00,21183.681388,22804.0,0.9289458598491493
CAISO,2026-07-01 01:00:00,19761.84066,22804.0,0.866595363094194
CAISO,2026-07-01 02:00:00,15509.51013856,22804.0,0.6801223530328012
CAISO,2026-07-01 03:00:00,1049.9655782677,22804.0,0.0460430441268067
CAISO,2026-07-01 13:00:00,2862.6651944,22804.0,0.1255334675670935
CAISO,2026-07-01 14:00:00,18349.83880779,22804.0,0.8046763202854763
CAISO,2026-07-01 15:00:00,20480.6650484,22804.0,0.8981172184002806
CAISO,2026-07-01 16:00:00,21720.9717913,22804.0,0.9525070948649359
CAISO,2026-07-01 17:00:00,22095.4856344,22804.0,0.9689302593580074
CAISO,2026-07-01 18:00:00,22045.6588169,22804.0,0.9667452559594807
CAISO,2026-07-01 19:00:00,21938.4563844,22804.0,0.9620442196281355
CAISO,2026-07-01 20:00:00,21885.093396,22804.0,0.9597041482196106
CAISO,2026-07-01 21:00:00,21876.918455,22804.0,0.9593456610682336
CAISO,2026-07-01 22:00:00,21909.621236,22804.0,0.9607797419750921
CAISO,2026-07-01 23:00:00,21880.351118,22804.0,0.9594961900543764
CAISO,2026-07-02 00:00:00,21258.0626418,22804.0,0.9322076233029293
CAISO,2026-07-02 01:00:00,19754.7729685,22804.0,0.8662854309989476
CAISO,2026-07-02 02:00:00,15450.1086409,22804.0,0.6775174811831257
CAISO,2026-07-02 03:00:00,1054.6253839776,22804.0,0.046247385720820905
ERCOT,2026-06-30 12:00:00,6552.127729021,30854.9,0.21235290761016887
ERCOT,2026-06-30 13:00:00,21682.28715044,30854.9,0.7027177903814305
ERCOT,2026-06-30 14:00:00,24169.8596373,30854.9,0.7833394254170326
ERCOT,2026-06-30 15:00:00,26373.3308202,30854.9,0.8547534044900486
ERCOT,2026-06-30 16:00:00,26869.9015637,30854.9,0.8708471446577367
ERCOT,2026-06-30 17:00:00,28042.7684002,30854.9,0.9088594809965354
ERCOT,2026-06-30 18:00:00,28834.7445909,30854.9,0.9345272417314592
ERCOT,2026-06-30 19:00:00,28510.4305992,30854.9,0.92401630208492
ERCOT,2026-06-30 20:00:00,28118.014637,30854.9,0.9112981937066722
ERCOT,2026-06-30 21:00:00,27650.0144485,30854.9,0.8961304184586564
ERCOT,2026-06-30 22:00:00,28441.5212402,30854.9,0.9217829660831829
ERCOT,2026-06-30 23:00:00,27768.898850730002,30854.9,0.8999834337732419
ERCOT,2026-07-01 00:00:00,27468.7358648,30854.9,0.8902552225027467
ERCOT,2026-07-01 01:00:00,13765.30878389,30854.9,0.4461303969188038
ERCOT,2026-07-01 12:00:00,8019.678273876,30854.9,0.25991587313120446
ERCOT,2026-07-01 13:00:00,21191.87312122,30854.9,0.6868235878651364
ERCOT,2026-07-01 14:00:00,23102.80852364,30854.9,0.7487565515895368
ERCOT,2026-07-01 15:00:00,25322.3692239,30854.9,0.8206919881088579
ERCOT,2026-07-01 16:00:00,28478.0304632,30854.9,0.9229662213522001
ERCOT,2026-07-01 17:00:00,28271.3951131,30854.9,0.9162692186038521
ERCOT,2026-07-01 18:00:00,28138.9196217,30854.9,0.9119757193087645
ERCOT,2026-07-01 19:00:00,27937.3914222,30854.9,0.9054442381015656
ERCOT,2026-07-01 20:00:00,27867.3281855,30854.9,0.9031735051969054
ERCOT,2026-07-01 21:00:00,28147.086017,30854.9,0.9122403902459577
ERCOT,2026-07-01 22:00:00,28569.3899596,30854.9,0.9259271609890163
ERCOT,2026-07-01 23:00:00,26731.9337092,30854.9,0.8663756391756252
ERCOT,2026-07-02 00:00:00,24489.47710726,30854.9,0.7936981519065043
ERCOT,2026-07-02 01:00:00,13769.66479725,30854.9,0.4462715742799361
ISO-NE,2026-06-30 10:00:00,264.06078401,880.8,0.299796530438238
ISO-NE,2026-06-30 11:00:00,555.744456,880.8,0.6309541961852861
ISO-NE,2026-06-30 12:00:00,690.1650313,880.8,0.7835661118301545
ISO-NE,2026-06-30 13:00:00,775.1883768,880.8,0.880095795640327
ISO-NE,2026-06-30 14:00:00,805.3575394,880.8,0.9143477967756585
ISO-NE,2026-06-30 15:00:00,815.7970755,880.8,0.9262001311307902
ISO-NE,2026-06-30 16:00:00,819.132004,880.8,0.9299863805631245
ISO-NE,2026-06-30 17:00:00,777.4541065,880.8,0.8826681499772934
ISO-NE,2026-06-30 18:00:00,664.2830355,880.8,0.754181466280654
ISO-NE,2026-06-30 19:00:00,661.4982321,880.8,0.7510197912125341
ISO-NE,2026-06-30 20:00:00,566.4559163,880.8,0.6431152546548593
ISO-NE,2026-06-30 21:00:00,285.2997848,880.8,0.3239098374205268
