region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-06-06 18:00:00,21600.39108473,24082.3,0.8969405366069686
CAISO,2026-06-06 19:00:00,22772.75836321,24082.3,0.9456222355510063
CAISO,2026-06-06 20:00:00,22601.37529242,24082.3,0.9385056781295807
CAISO,2026-06-06 21:00:00,22579.34389084,24082.3,0.9375908401954962
CAISO,2026-06-06 22:00:00,22508.42074883,24082.3,0.9346458082836773
CAISO,2026-06-06 23:00:00,21766.60572213,24082.3,0.9038424785892544
CAISO,2026-06-07 00:00:00,20828.22185774,24082.3,0.8648767708125886
CAISO,2026-06-07 01:00:00,19638.148429568,24082.3,0.8154598368747171
CAISO,2026-06-07 02:00:00,13437.8128431716,24082.3,0.557995409208074
CAISO,2026-06-07 03:00:00,339.4256449731,24082.3,0.014094403149744835
CAISO,2026-06-07 13:00:00,2607.6924153618,24082.3,0.10828253179147342
CAISO,2026-06-07 14:00:00,17722.084126127,24082.3,0.7358966596266553
CAISO,2026-06-07 15:00:00,21051.141593629,24082.3,0.8741333507858053
CAISO,2026-06-07 16:00:00,22169.65416513,24082.3,0.9205787721741694
CAISO,2026-06-07 17:00:00,22357.59032241,24082.3,0.9283826844782268
CAISO,2026-06-07 18:00:00,22552.74097597,24082.3,0.9364861734954717
CAISO,2026-06-07 19:00:00,23007.26092806,24082.3,0.9553597840762719
CAISO,2026-06-07 20:00:00,22985.2041389,24082.3,0.9544438919413843
CAISO,2026-06-07 21:00:00,22886.96659295,24082.3,0.9503646492631518
CAISO,2026-06-07 22:00:00,22625.68781416,24082.3,0.9395152379199662
CAISO,2026-06-07 23:00:00,21985.16153485,24082.3,0.9129178498253905
CAISO,2026-06-08 00:00:00,20227.02156272,24082.3,0.8399123656262069
CAISO,2026-06-08 01:00:00,18734.274752196,24082.3,0.7779271395255437
CAISO,2026-06-08 02:00:00,14172.300117277,24082.3,0.5884944593031812
CAISO,2026-06-08 03:00:00,356.7334469584,24082.3,0.014813097044651051
CAISO,2026-06-08 13:00:00,3619.5736510431,24082.3,0.15030016447943512
CAISO,2026-06-08 14:00:00,18927.441969952,24082.3,0.7859482678129581
CAISO,2026-06-08 15:00:00,21305.578808344,24082.3,0.8846986711544993
CAISO,2026-06-08 16:00:00,22573.89223969,24082.3,0.9373644643447678
CAISO,2026-06-08 17:00:00,23001.03758663,24082.3,0.9551013643476743
CAISO,2026-06-08 18:00:00,23005.06784111,24082.3,0.9552687177350171
ERCOT,2026-06-06 18:00:00,20451.11560384,31789.0,0.6433393816678725
ERCOT,2026-06-06 19:00:00,23941.627358255,31789.0,0.7531418842447073
ERCOT,2026-06-06 20:00:00,23276.01545131,31789.0,0.732203449347573
ERCOT,2026-06-06 21:00:00,22660.2048937,31789.0,0.7128316365315046
ERCOT,2026-06-06 22:00:00,25500.758913397,31789.0,0.8021881441189405
ERCOT,2026-06-06 23:00:00,26425.06129774,31789.0,0.8312643146289598
ERCOT,2026-06-07 00:00:00,24675.388701639,31789.0,0.776224124748781
ERCOT,2026-06-07 01:00:00,12751.233746024,31789.0,0.4011209457996162
ERCOT,2026-06-07 12:00:00,1938.4602927986,31789.0,0.06097896419511781
ERCOT,2026-06-07 13:00:00,13802.5796647864,31789.0,0.43419357843236345
ERCOT,2026-06-07 14:00:00,15711.197012452,31789.0,0.49423376049740475
ERCOT,2026-06-07 15:00:00,18936.657262871,31789.0,0.5956984259608984
ERCOT,2026-06-07 16:00:00,21279.03845148,31789.0,0.6693837003831514
ERCOT,2026-06-07 17:00:00,22308.99595877,31789.0,0.7017835087221995
ERCOT,2026-06-07 18:00:00,24599.26892668,31789.0,0.7738295928365158
ERCOT,2026-06-07 19:00:00,25915.89576742,31789.0,0.8152472794809525
ERCOT,2026-06-07 20:00:00,26109.60019245,31789.0,0.8213407213957659
ERCOT,2026-06-07 21:00:00,25732.79877258,31789.0,0.8094875199779799
ERCOT,2026-06-07 22:00:00,24647.90966393,31789.0,0.7753597050530058
ERCOT,2026-06-07 23:00:00,23453.94042371,31789.0,0.737800510356098
ERCOT,2026-06-08 00:00:00,21612.7444276,31789.0,0.6798812302242914
ERCOT,2026-06-08 01:00:00,11712.9900489464,31789.0,0.3684604752885086
ERCOT,2026-06-08 12:00:00,2915.972002695,31789.0,0.09172896293356192
ERCOT,2026-06-08 13:00:00,15829.321469278,31789.0,0.4979496514290478
ERCOT,2026-06-08 14:00:00,17904.50344965,31789.0,0.5632295274985059
ERCOT,2026-06-08 15:00:00,20115.51214269,31789.0,0.6327821618386864
ERCOT,2026-06-08 16:00:00,21680.65979754,31789.0,0.6820176727025071
ERCOT,2026-06-08 17:00:00,24503.394637537,31789.0,0.7708136348276762
ERCOT,2026-06-08 18:00:00,27062.03365576,31789.0,0.8513018231388215
