region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-07-10 13:00:00,1475.95131618,22804.0,0.06472335187598667
CAISO,2026-07-10 14:00:00,17718.11012302,22804.0,0.7769737819251009
CAISO,2026-07-10 15:00:00,20330.5267436,22804.0,0.8915333600947202
CAISO,2026-07-10 16:00:00,21585.0035325,22804.0,0.9465446207902122
CAISO,2026-07-10 17:00:00,22027.6768668,22804.0,0.9659567122785476
CAISO,2026-07-10 18:00:00,21935.257008,22804.0,0.9619039207156639
CAISO,2026-07-10 19:00:00,21735.4855647,22804.0,0.9531435522145237
CAISO,2026-07-10 20:00:00,21624.4596703,22804.0,0.9482748496009471
CAISO,2026-07-10 21:00:00,21676.162169,22804.0,0.9505421052885459
CAISO,2026-07-10 22:00:00,21756.9415149,22804.0,0.9540844375942817
CAISO,2026-07-10 23:00:00,21745.3002747,22804.0,0.9535739464436064
CAISO,2026-07-11 00:00:00,21113.1986216,22804.0,0.9258550526925101
CAISO,2026-07-11 01:00:00,19658.8482598,22804.0,0.8620789449131732
CAISO,2026-07-11 02:00:00,14793.42353255,22804.0,0.6487205548390633
CAISO,2026-07-11 03:00:00,621.644824766,22804.0,0.027260341377214527
CAISO,2026-07-11 13:00:00,618.3061131100001,22804.0,0.027113932341255923
CAISO,2026-07-11 14:00:00,14761.17489055,22804.0,0.6473063888155587
CAISO,2026-07-11 15:00:00,19825.7612137,22804.0,0.8693984043895807
CAISO,2026-07-11 16:00:00,20920.0049935,22804.0,0.9173831342527626
CAISO,2026-07-11 17:00:00,21591.175153700002,22804.0,0.9468152584502719
CAISO,2026-07-11 18:00:00,21557.9828288,22804.0,0.9453597100859498
CAISO,2026-07-11 19:00:00,21246.3648005,22804.0,0.9316946500833186
CAISO,2026-07-11 20:00:00,21154.6550656,22804.0,0.9276729988423084
CAISO,2026-07-11 21:00:00,20194.2590431,22804.0,0.8855577549158042
CAISO,2026-07-11 22:00:00,19951.765956,22804.0,0.8749239587791615
CAISO,2026-07-11 23:00:00,20250.282243,22804.0,0.8880144818014384
CAISO,2026-07-12 00:00:00,20216.2888175,22804.0,0.886523803609016
CAISO,2026-07-12 01:00:00,17430.93636964,22804.0,0.7643806511857568
