region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-06-16 00:00:00,20983.1424083,22804.0,0.9201518333757235
CAISO,2026-06-16 01:00:00,19639.3346646,22804.0,0.8612232355990177
CAISO,2026-06-16 02:00:00,14540.692607680001,22804.0,0.6376378094930715
CAISO,2026-06-16 03:00:00,600.1638773464,22804.0,0.026318359820487632
CAISO,2026-06-16 13:00:00,4501.55017961,22804.0,0.19740177949526397
CAISO,2026-06-16 14:00:00,18481.08758475,22804.0,0.8104318358511664
CAISO,2026-06-16 15:00:00,20485.9211159,22804.0,0.8983477072399579
CAISO,2026-06-16 16:00:00,21567.291502,22804.0,0.945767913611647
CAISO,2026-06-16 17:00:00,21885.4895807,22804.0,0.9597215216935625
CAISO,2026-06-16 18:00:00,21814.2446364,22804.0,0.9565972915453429
CAISO,2026-06-16 19:00:00,21614.786678,22804.0,0.9478506699701806
CAISO,2026-06-16 20:00:00,21374.3616044,22804.0,0.9373075602701281
CAISO,2026-06-16 21:00:00,20166.9508505,22804.0,0.8843602372610069
CAISO,2026-06-16 22:00:00,20549.9434075,22804.0,0.9011552099412383
CAISO,2026-06-16 23:00:00,19786.6334282,22804.0,0.8676825744693912
CAISO,2026-06-17 00:00:00,18618.084197,22804.0,0.8164394052359235
CAISO,2026-06-17 01:00:00,16910.1563503,22804.0,0.7415434287975794
CAISO,2026-06-17 02:00:00,12466.128466099999,22804.0,0.5466641144579898
CAISO,2026-06-17 03:00:00,617.952387435,22804.0,0.027098420778591474
CAISO,2026-06-17 13:00:00,4157.154307266,22804.0,0.18229934692448693
CAISO,2026-06-17 14:00:00,18412.1999994,22804.0,0.8074109805034204
CAISO,2026-06-17 15:00:00,20424.5771821,22804.0,0.8956576557665322
CAISO,2026-06-17 16:00:00,21610.713138,22804.0,0.9476720372741624
CAISO,2026-06-17 17:00:00,21935.237055,22804.0,0.96190304573759
CAISO,2026-06-17 18:00:00,21856.9263055,22804.0,0.9584689662120681
CAISO,2026-06-17 19:00:00,21677.2472814,22804.0,0.9505896895895457
CAISO,2026-06-17 20:00:00,21584.839653,22804.0,0.9465374343536221
CAISO,2026-06-17 21:00:00,21640.492018,22804.0,0.9489778994036134
CAISO,2026-06-17 22:00:00,21732.633558,22804.0,0.9530184861427821
CAISO,2026-06-17 23:00:00,21671.6560625,22804.0,0.9503445037054902
CAISO,2026-06-18 00:00:00,21038.7661975,22804.0,0.9225910453209963
ERCOT,2026-06-16 00:00:00,17525.649141434,30854.9,0.5680021371462556
ERCOT,2026-06-16 01:00:00,9928.79165117,30854.9,0.32178978545287784
ERCOT,2026-06-16 12:00:00,4368.499779715,30854.9,0.1415820430374106
ERCOT,2026-06-16 13:00:00,15698.05640251,30854.9,0.5087702894033038
ERCOT,2026-06-16 14:00:00,18088.96198687,30854.9,0.5862589730276228
ERCOT,2026-06-16 15:00:00,18602.6048157,30854.9,0.6029060154367701
ERCOT,2026-06-16 16:00:00,20880.871412,30854.9,0.6767440961403213
ERCOT,2026-06-16 17:00:00,23033.96680286,30854.9,0.7465254077264875
ERCOT,2026-06-16 18:00:00,23876.5594251,30854.9,0.7738336350174526
ERCOT,2026-06-16 19:00:00,23960.4854934,30854.9,0.7765536590104002
ERCOT,2026-06-16 20:00:00,24708.345881100002,30854.9,0.800791637020376
ERCOT,2026-06-16 21:00:00,25175.89507105,30854.9,0.81594479551222
ERCOT,2026-06-16 22:00:00,25276.1435719,30854.9,0.8191938256776071
ERCOT,2026-06-16 23:00:00,26025.7214269,30854.9,0.8434874663959371
ERCOT,2026-06-17 00:00:00,25330.75465424,30854.9,0.8209637579198118
ERCOT,2026-06-17 01:00:00,14821.88857806,30854.9,0.4803738977621058
ERCOT,2026-06-17 12:00:00,7005.97460972,30854.9,0.22706197750503163
ERCOT,2026-06-17 13:00:00,20640.7216397,30854.9,0.6689608989074669
ERCOT,2026-06-17 14:00:00,20361.90190207,30854.9,0.6599244172585229
ERCOT,2026-06-17 15:00:00,22347.65029754,30854.9,0.7242820523657506
ERCOT,2026-06-17 16:00:00,24561.6632816,30854.9,0.796037688717189
ERCOT,2026-06-17 17:00:00,24254.446702,30854.9,0.7860808721467255
ERCOT,2026-06-17 18:00:00,25270.9670735,30854.9,0.8190260565906874
ERCOT,2026-06-17 19:00:00,25883.140247799998,30854.9,0.8388664441563576
ERCOT,2026-06-17 20:00:00,25984.0626845,30854.9,0.8421373164229993
ERCOT,2026-06-17 21:00:00,26834.373798,30854.9,0.869695698187322
ERCOT,2026-06-17 22:00:00,27662.9273834,30854.9,0.8965489236199112
ERCOT,2026-06-17 23:00:00,27354.646219,30854.9,0.8865576041082615
ERCOT,2026-06-18 00:00:00,25809.298719231,30854.9,0.836473257707236
ISO-NE,2026-06-16 00:00:00,53.878168195,880.8,0.061169582419391466
ISO-NE,2026-06-16 10:00:00,355.93679664,880.8,0.4041062632152589
ISO-NE,2026-06-16 11:00:00,581.9685051,880.8,0.6607271856267031
ISO-NE,2026-06-16 12:00:00,741.8763648,880.8,0.8422756185286104
ISO-NE,2026-06-16 13:00:00,815.514909,880.8,0.9258797786103543
ISO-NE,2026-06-16 14:00:00,840.295522,880.8,0.9540139895549501
ISO-NE,2026-06-16 15:00:00,845.004649,880.8,0.9593604098546776
ISO-NE,2026-06-16 16:00:00,846.257186,880.8,0.9607824545867394
ISO-NE,2026-06-16 17:00:00,844.410291,880.8,0.9586856164850137
ISO-NE,2026-06-16 18:00:00,844.245501,880.8,0.9584985252043597
ISO-NE,2026-06-16 19:00:00,838.813443,880.8,0.9523313385558584
ISO-NE,2026-06-16 20:00:00,824.5409010000001,880.8,0.9361272717983653
ISO-NE,2026-06-16 21:00:00,765.032734,880.8,0.8685657742960945
ISO-NE,2026-06-16 22:00:00,640.3100314,880.8,0.7269641591734787
ISO-NE,2026-06-16 23:00:00,443.3273426,880.8,0.5033235043142598
ISO-NE,2026-06-17 00:00:00,128.91257886,880.8,0.1463585136920981
ISO-NE,2026-06-17 10:00:00,232.68752381000002,880.8,0.26417747934831975
ISO-NE,2026-06-17 11:00:00,426.5778618,880.8,0.48430729087193464
ISO-NE,2026-06-17 12:00:00,506.3001052,880.8,0.5748184663941871
ISO-NE,2026-06-17 13:00:00,591.4176491000001,880.8,0.6714550966167122
ISO-NE,2026-06-17 14:00:00,722.6276959,880.8,0.8204219980699365
ISO-NE,2026-06-17 15:00:00,788.3768435000001,880.8,0.8950690775431427
ISO-NE,2026-06-17 16:00:00,821.9247465,880.8,0.9331570691416894
ISO-NE,2026-06-17 17:00:00,816.031493,880.8,0.9264662727066303
ISO-NE,2026-06-17 18:00:00,778.6662225,880.8,0.8840443034741144
ISO-NE,2026-06-17 19:00:00,803.540218,880.8,0.9122845345140781
ISO-NE,2026-06-17 20:00:00,778.736133,880.8,0.88412367506812
ISO-NE,2026-06-17 21:00:00,739.19547576,880.8,0.839231920708447
ISO-NE,2026-06-17 22:00:00,601.6573914,880.8,0.6830805987738421
ISO-NE,2026-06-17 23:00:00,373.88601465,880.8,0.4244845761239782
ISO-NE,2026-06-18 00:00:00,93.97047644599999,880.8,0.10668764355812897
MISO,2026-06-16 00:00:00,12531.10470815,19660.4,0.6373779123593619
MISO,2026-06-16 01:00:00,2685.1053566680002,19660.4,0.13657429943785476
MISO,2026-06-16 11:00:00,3007.04827183,19660.4,0.15294949603416003
MISO,2026-06-16 12:00:00,10223.36967704,19660.4,0.5199980507537995
MISO,2026-06-16 13:00:00,12825.32485035,19660.4,0.652343027117963
MISO,2026-06-16 14:00:00,13792.037062246,19660.4,0.7015135532464242
MISO,2026-06-16 15:00:00,15104.23834013,19660.4,0.7682569194996032
MISO,2026-06-16 16:00:00,15846.5858786,19660.4,0.8060154360338548
MISO,2026-06-16 17:00:00,14555.3830756,19660.4,0.7403401291733637
MISO,2026-06-16 18:00:00,14037.11504027,19660.4,0.7139791174274175
MISO,2026-06-16 19:00:00,13436.1296885,19660.4,0.6834107998057007
MISO,2026-06-16 20:00:00,13357.74495125,19660.4,0.679423864786576
MISO,2026-06-16 21:00:00,14349.62844108,19660.4,0.7298746943643059
MISO,2026-06-16 22:00:00,13895.51084727,19660.4,0.7067766091875037
MISO,2026-06-16 23:00:00,13817.15486946,19660.4,0.7027911369789017
MISO,2026-06-17 00:00:00,12383.13702217,19660.4,0.6298517335440784
MISO,2026-06-17 01:00:00,2481.3304193254,19660.4,0.1262095592828935
MISO,2026-06-17 11:00:00,2723.866623598,19660.4,0.13854583953520783
MISO,2026-06-17 12:00:00,9718.62125665,19660.4,0.4943246961735264
MISO,2026-06-17 13:00:00,12084.92032041,19660.4,0.6146833391187361
MISO,2026-06-17 14:00:00,14026.97508022,19660.4,0.7134633618959939
MISO,2026-06-17 15:00:00,13512.89609518,19660.4,0.6873154206008015
MISO,2026-06-17 16:00:00,13358.63056531,19660.4,0.6794689103634718
MISO,2026-06-17 17:00:00,12458.11211412,19660.4,0.6336652415067852
MISO,2026-06-17 18:00:00,12154.40960556,19660.4,0.618217818841936
MISO,2026-06-17 19:00:00,12369.00924119,19660.4,0.6291331428246627
MISO,2026-06-17 20:00:00,13050.54004488,19660.4,0.6637982973327093
MISO,2026-06-17 21:00:00,12974.06367103,19660.4,0.6599084286703221
MISO,2026-06-17 22:00:00,11394.979331762,19660.4,0.5795904117801265
MISO,2026-06-17 23:00:00,9793.705380888,19660.4,0.4981437499180077
MISO,2026-06-18 00:00:00,7465.11384552,19660.4,0.3797030500661227
NYISO,2026-06-16 00:00:00,189.78955231,675.1,0.281128058524663
NYISO,2026-06-16 10:00:00,158.61572647,675.1,0.23495145381424973
NYISO,2026-06-16 11:00:00,495.3941567,675.1,0.733808556806399
