region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-06-29 13:00:00,3171.586402741,22804.0,0.13908026674008944
CAISO,2026-06-29 14:00:00,18414.30457034,22804.0,0.8075032700552534
CAISO,2026-06-29 15:00:00,20506.8881625,22804.0,0.8992671532406595
CAISO,2026-06-29 16:00:00,21757.841135,22804.0,0.9541238876951411
CAISO,2026-06-29 17:00:00,22137.1612654,22804.0,0.970757817286441
CAISO,2026-06-29 18:00:00,22122.3241107,22804.0,0.9701071790343799
CAISO,2026-06-29 19:00:00,22009.126741,22804.0,0.965143252981933
CAISO,2026-06-29 20:00:00,21952.325616,22804.0,0.9626524125592001
CAISO,2026-06-29 21:00:00,21945.639096,22804.0,0.9623591955797228
CAISO,2026-06-29 22:00:00,21972.106239,22804.0,0.9635198315646378
CAISO,2026-06-29 23:00:00,21886.227291,22804.0,0.9597538717330293
CAISO,2026-06-30 00:00:00,21228.5533601,22804.0,0.9309135835862129
CAISO,2026-06-30 01:00:00,19755.6911437,22804.0,0.8663256947772321
CAISO,2026-06-30 02:00:00,15563.06725019,22804.0,0.6824709371246273
CAISO,2026-06-30 03:00:00,1059.181905999,22804.0,0.04644719812309244
CAISO,2026-06-30 13:00:00,3069.1419383,22804.0,0.134587876613752
CAISO,2026-06-30 14:00:00,18412.15218069,22804.0,0.8074088835594632
CAISO,2026-06-30 15:00:00,20520.82984336,22804.0,0.8998785232134713
CAISO,2026-06-30 16:00:00,21704.90862562,22804.0,0.9518026936335731
CAISO,2026-06-30 17:00:00,22096.5635382,22804.0,0.9689775275477986
CAISO,2026-06-30 18:00:00,22033.3088209,22804.0,0.966203684480793
CAISO,2026-06-30 19:00:00,21918.2525841,22804.0,0.9611582434704438
CAISO,2026-06-30 20:00:00,21868.9104115,22804.0,0.9589944926986494
CAISO,2026-06-30 21:00:00,21873.8905009,22804.0,0.9592128793588844
CAISO,2026-06-30 22:00:00,21924.592866,22804.0,0.9614362772320645
CAISO,2026-06-30 23:00:00,21855.649582,22804.0,0.9584129793895807
