region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-05-29 13:00:00,2883.3980109021,24082.3,0.11973100621211845
CAISO,2026-05-29 14:00:00,17312.711232421,24082.3,0.718897747823962
CAISO,2026-05-29 15:00:00,19950.2432683218,24082.3,0.8284193481653247
CAISO,2026-05-29 16:00:00,20979.968270805,24082.3,0.871177930297563
CAISO,2026-05-29 17:00:00,21583.83817078,24082.3,0.896253188888935
CAISO,2026-05-29 18:00:00,22845.30147508,24082.3,0.9486345355335661
CAISO,2026-05-29 19:00:00,22803.11230946,24082.3,0.9468826611021373
CAISO,2026-05-29 20:00:00,22732.38507023,24082.3,0.9439457639108392
CAISO,2026-05-29 21:00:00,22793.65038343,24082.3,0.9464897615024312
CAISO,2026-05-29 22:00:00,22821.943680200002,24082.3,0.9476646200819691
CAISO,2026-05-29 23:00:00,22603.142078464,24082.3,0.9385790426356286
CAISO,2026-05-30 00:00:00,21943.05205237,24082.3,0.9111692841784215
CAISO,2026-05-30 01:00:00,20543.600300248,24082.3,0.8530580675536805
CAISO,2026-05-30 02:00:00,14815.131008142,24082.3,0.6151875447171574
CAISO,2026-05-30 03:00:00,98.9298096337,24082.3,0.004107988424432052
CAISO,2026-05-30 13:00:00,2991.7967116610002,24082.3,0.12423218345677117
CAISO,2026-05-30 14:00:00,19184.514043052,24082.3,0.7966229987605835
CAISO,2026-05-30 15:00:00,21523.20345136,24082.3,0.8937353762456245
CAISO,2026-05-30 16:00:00,22830.19994941,24082.3,0.9480074556587202
CAISO,2026-05-30 17:00:00,23279.31606909,24082.3,0.9666566760272067
CAISO,2026-05-30 18:00:00,23265.80862551,24082.3,0.9660957892522724
CAISO,2026-05-30 19:00:00,23139.04449514,24082.3,0.9608320008944328
CAISO,2026-05-30 20:00:00,23083.05764172,24082.3,0.9585071875078377
CAISO,2026-05-30 21:00:00,23087.46945614,24082.3,0.9586903848942999
CAISO,2026-05-30 22:00:00,23141.06706054,24082.3,0.9609159864522907
CAISO,2026-05-30 23:00:00,22997.63148219,24082.3,0.9549599283369945
CAISO,2026-05-31 00:00:00,22262.98122709,24082.3,0.9244541105745714
CAISO,2026-05-31 01:00:00,20676.41927985,24082.3,0.8585732791240871
CAISO,2026-05-31 02:00:00,14844.782400622,24082.3,0.6164187972337359
CAISO,2026-05-31 03:00:00,136.9742481269,24082.3,0.005687756075080038
ERCOT,2026-05-29 12:00:00,7298.6102096443,31789.0,0.2295954641430778
ERCOT,2026-05-29 13:00:00,23260.935740304,31789.0,0.731729080509107
ERCOT,2026-05-29 14:00:00,24780.14119485,31789.0,0.7795193681729529
ERCOT,2026-05-29 15:00:00,25822.3763455,31789.0,0.8123053995249929
ERCOT,2026-05-29 16:00:00,28152.24713991,31789.0,0.8855971291928025
ERCOT,2026-05-29 17:00:00,29165.3026021,31789.0,0.9174652427600742
ERCOT,2026-05-29 18:00:00,29555.618811700002,31789.0,0.9297435846267578
ERCOT,2026-05-29 19:00:00,29092.4979016,31789.0,0.915174994545283
ERCOT,2026-05-29 20:00:00,28352.85464214,31789.0,0.8919077241228097
ERCOT,2026-05-29 21:00:00,26867.79544703,31789.0,0.8451915897646984
ERCOT,2026-05-29 22:00:00,24302.72896748,31789.0,0.7645012100877663
ERCOT,2026-05-29 23:00:00,21930.87632249,31789.0,0.6898888396140174
ERCOT,2026-05-30 00:00:00,20099.32422707,31789.0,0.6322729317395954
ERCOT,2026-05-30 01:00:00,3665.523731252,31789.0,0.11530792825354681
ERCOT,2026-05-30 12:00:00,4900.403469261,31789.0,0.15415406175913052
ERCOT,2026-05-30 13:00:00,16096.650126751,31789.0,0.5063591219211362
ERCOT,2026-05-30 14:00:00,20352.46193989,31789.0,0.6402359916917801
ERCOT,2026-05-30 15:00:00,22024.50748614,31789.0,0.692834234676775
ERCOT,2026-05-30 16:00:00,24261.0687338,31789.0,0.7631906865204945
ERCOT,2026-05-30 17:00:00,27269.29327659,31789.0,0.857821676573343
ERCOT,2026-05-30 18:00:00,28931.91182665,31789.0,0.9101233705574255
