region,valid_time,MW_AC,capacity_MW,CF
CAISO,2026-05-30 18:00:00,23276.56062105,24082.3,0.9665422580505185
CAISO,2026-05-30 19:00:00,23172.41390777,24082.3,0.9622176414947907
CAISO,2026-05-30 20:00:00,23123.81658817,24082.3,0.960199673127982
CAISO,2026-05-30 21:00:00,23151.28942946,24082.3,0.9613404628901725
CAISO,2026-05-30 22:00:00,23190.95030748,24082.3,0.9629873520170417
CAISO,2026-05-30 23:00:00,23033.74853874,24082.3,0.9564596628536312
CAISO,2026-05-31 00:00:00,22293.25658948,24082.3,0.9257112729880451
CAISO,2026-05-31 01:00:00,20658.97656359,24082.3,0.8578489830120047
CAISO,2026-05-31 02:00:00,14845.025853565,24082.3,0.6164289064402071
CAISO,2026-05-31 03:00:00,138.5033952596,24082.3,0.005751252798096528
CAISO,2026-05-31 13:00:00,3246.6494009030002,24082.3,0.1348147561031546
CAISO,2026-05-31 14:00:00,19346.932422321,24082.3,0.8033673038838067
CAISO,2026-05-31 15:00:00,21499.40901428,24082.3,0.8927473295441051
CAISO,2026-05-31 16:00:00,22887.36331416,24082.3,0.9503811228229863
CAISO,2026-05-31 17:00:00,23292.87779273,24082.3,0.9672198167421716
CAISO,2026-05-31 18:00:00,23293.91462792,24082.3,0.9672628705696715
CAISO,2026-05-31 19:00:00,23165.07446932,24082.3,0.9619128766488251
CAISO,2026-05-31 20:00:00,23100.7609553,24082.3,0.9592423047341824
CAISO,2026-05-31 21:00:00,23100.23036955,24082.3,0.9592202725466422
CAISO,2026-05-31 22:00:00,23142.16943357,24082.3,0.9609617616909515
CAISO,2026-05-31 23:00:00,22989.29104821,24082.3,0.9546135978793555
CAISO,2026-06-01 00:00:00,22246.22044247,24082.3,0.9237581311780851
CAISO,2026-06-01 01:00:00,20625.233855246,24082.3,0.8564478415785037
CAISO,2026-06-01 02:00:00,14749.473278899,24082.3,0.6124611552426056
CAISO,2026-06-01 03:00:00,145.3896127436,24082.3,0.006037197972934479
CAISO,2026-06-01 13:00:00,3053.6484542287,24082.3,0.126800532101531
CAISO,2026-06-01 14:00:00,19105.521223535,24082.3,0.7933428793568306
CAISO,2026-06-01 15:00:00,21400.836302224,24082.3,0.888654169336982
CAISO,2026-06-01 16:00:00,22821.09035247,24082.3,0.9476291862683383
CAISO,2026-06-01 17:00:00,23220.91434806,24082.3,0.9642315870186818
CAISO,2026-06-01 18:00:00,23220.95590786,24082.3,0.9642333127591634
ERCOT,2026-05-30 18:00:00,27712.150759684,31789.0,0.8717528314726477
ERCOT,2026-05-30 19:00:00,29825.2608522,31789.0,0.9382258281858504
ERCOT,2026-05-30 20:00:00,29824.36615107,31789.0,0.9381976831945013
ERCOT,2026-05-30 21:00:00,29361.50432051,31789.0,0.923637243087546
ERCOT,2026-05-30 22:00:00,27985.25436606,31789.0,0.8803439669715939
ERCOT,2026-05-30 23:00:00,25541.72650052,31789.0,0.8034768788109093
