var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260630,249,89.76907630522088,89.5,87.2,88.1,91.3,93.02,85.4,95.5,5.819999999999993,89.64999999999999
tmax2m,20260701,249,97.82851405622489,97.4,93.8,95.3,100.5,102.1,88.6,106.2,8.299999999999997,98.20833333333333
tmax2m,20260702,249,102.26546184738955,101.9,98.58,100.2,104.6,106.1,93.2,108.0,7.519999999999996,102.71666666666665
tmax2m,20260703,249,102.78152610441767,103.2,98.28,100.3,105.5,107.3,89.9,110.0,9.019999999999996,103.05000000000001
tmax2m,20260704,249,98.44056224899599,98.7,92.2,96.1,101.6,103.74000000000001,83.3,109.1,11.540000000000006,99.54166666666667
tmax2m,20260705,249,92.9690763052209,92.9,86.48,89.5,96.1,99.84,77.8,104.8,13.36,93.625
tmax2m,20260706,249,89.07269076305222,89.0,81.8,84.9,92.9,96.04,73.3,104.8,14.240000000000009,89.71666666666665
tmax2m,20260707,249,87.3281124497992,87.5,80.25999999999999,84.0,91.0,94.24000000000001,72.2,100.7,13.980000000000018,88.21666666666665
tmax2m,20260708,249,87.27751004016065,87.0,80.08,83.2,91.5,94.94000000000001,71.9,102.7,14.860000000000014,87.94999999999999
tmax2m,20260709,249,87.55060240963854,87.0,79.82000000000001,83.6,91.7,94.94000000000001,73.7,104.6,15.120000000000005,87.875
tmax2m,20260710,249,88.89196787148595,89.0,81.88,85.5,92.2,95.88000000000001,73.7,106.6,14.000000000000014,89.40833333333332
tmax2m,20260711,249,89.41887550200804,89.9,81.4,85.4,93.1,96.54,72.6,108.0,15.14,89.63333333333334
tmax2m,20260712,249,89.56506024096385,89.5,81.38000000000001,85.7,93.1,96.72,75.8,108.4,15.33999999999999,89.70833333333333
tmax2m,20260713,249,88.9425702811245,89.1,81.56,85.2,92.9,96.32000000000001,73.3,103.2,14.760000000000005,89.31666666666668
tmax2m,20260714,83,88.8566265060241,88.6,79.92,84.15,93.0,97.69999999999999,75.1,107.9,17.779999999999987,87.86666666666667
tmin2m,20260630,249,69.22369477911647,69.9,65.9,66.8,71.3,72.1,64.1,74.4,6.199999999999989,68.875
tmin2m,20260701,249,72.96345381526103,72.8,70.1,71.3,74.6,75.92,67.4,78.7,5.820000000000007,72.96666666666668
tmin2m,20260702,249,78.92128514056226,79.4,75.06,76.4,80.9,82.5,69.9,85.4,7.439999999999998,79.01666666666667
tmin2m,20260703,249,79.5991967871486,80.1,75.8,77.8,81.5,83.12,70.3,86.4,7.320000000000007,79.70833333333333
tmin2m,20260704,249,76.25220883534138,76.4,72.08,74.0,78.3,79.84,68.7,84.6,7.760000000000005,76.10833333333333
tmin2m,20260705,249,73.91244979919678,73.7,70.6,72.1,75.8,77.6,66.0,80.5,7.0,74.03333333333333
tmin2m,20260706,249,72.22369477911647,72.1,68.5,70.4,74.1,75.82000000000001,63.4,80.3,7.320000000000007,72.62499999999999
tmin2m,20260707,249,70.87068273092369,70.7,66.46,68.8,73.2,74.94000000000001,62.7,78.9,8.480000000000018,71.31666666666666
tmin2m,20260708,249,69.86987951807228,69.9,65.58,67.3,72.4,74.22,60.0,81.8,8.64,69.96666666666668
tmin2m,20260709,249,69.74538152610441,69.7,65.0,67.1,72.2,74.42,59.5,79.3,9.420000000000002,69.95
tmin2m,20260710,249,70.34096385542168,70.3,65.48,67.6,72.6,75.3,59.3,83.0,9.819999999999993,70.60833333333335
tmin2m,20260711,249,71.54939759036144,71.7,66.38000000000001,69.0,73.8,75.94000000000001,60.4,84.8,9.560000000000002,71.40833333333333
tmin2m,20260712,249,71.31084337349398,71.8,66.08,68.6,74.1,76.0,56.8,82.3,9.920000000000002,71.375
tmin2m,20260713,249,70.65341365461848,71.0,65.1,68.3,73.4,75.92,57.1,81.6,10.820000000000007,70.575
tmin2m,20260714,83,70.74939759036144,70.9,63.42,67.1,74.2,78.3,55.1,84.3,14.879999999999995,69.56666666666668
