var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260628,249,82.0590361445783,82.2,78.0,80.0,84.1,85.74000000000001,72.2,91.0,7.740000000000009,82.18333333333332
tmax2m,20260629,249,86.51124497991968,86.1,83.9,85.0,87.9,89.72,77.6,93.7,5.819999999999993,86.11666666666667
tmax2m,20260630,249,90.99116465863455,90.4,87.5,88.6,93.1,95.2,85.4,100.0,7.700000000000003,90.66666666666667
tmax2m,20260701,249,99.4305220883534,99.2,95.0,96.7,102.0,104.5,89.7,107.4,9.5,99.66666666666664
tmax2m,20260702,249,103.04578313253013,103.0,98.98,100.4,105.9,107.3,92.6,110.2,8.319999999999993,103.21666666666668
tmax2m,20260703,249,101.66987951807229,101.7,96.6,98.9,104.8,107.54,83.4,110.8,10.940000000000012,102.39166666666665
tmax2m,20260704,249,97.09317269076305,96.9,89.9,92.8,101.4,104.5,81.8,109.9,14.599999999999994,97.26666666666667
tmax2m,20260705,249,92.70923694779115,92.9,83.78,87.9,98.2,101.94000000000001,74.4,108.0,18.16000000000001,92.31666666666668
tmax2m,20260706,249,89.82449799196789,89.2,81.10000000000001,84.8,94.9,98.36,74.2,109.1,17.25999999999999,89.75
tmax2m,20260707,249,89.24859437751003,89.3,81.6,85.0,93.7,97.52,70.2,103.2,15.920000000000002,89.02499999999999
tmax2m,20260708,249,89.52329317269077,89.3,82.66,86.4,93.1,96.0,75.6,105.5,13.340000000000003,89.43333333333334
tmax2m,20260709,249,89.08393574297189,89.4,81.4,85.7,92.8,95.72,73.7,103.5,14.319999999999993,89.27499999999999
tmax2m,20260710,249,90.02449799196786,90.2,82.78,86.3,93.8,97.12,72.2,103.5,14.340000000000003,89.95833333333333
tmax2m,20260711,249,90.20040160642571,90.3,82.4,86.3,94.0,97.14,73.3,109.9,14.739999999999995,90.075
tmax2m,20260712,83,89.48915662650604,89.7,82.62,85.55000000000001,93.1,97.53999999999999,76.3,100.9,14.919999999999987,89.33333333333333
tmin2m,20260628,249,69.07991967871486,69.2,67.2,68.1,70.2,70.82000000000001,65.9,72.2,3.6200000000000045,69.26666666666667
tmin2m,20260629,249,68.8269076305221,68.9,66.8,67.7,69.8,70.72,65.0,72.8,3.9200000000000017,68.77499999999999
tmin2m,20260630,249,69.04497991967872,69.5,65.2,67.2,70.9,72.02,62.7,75.7,6.819999999999993,68.52499999999999
tmin2m,20260701,249,74.15702811244981,74.4,69.28,71.3,76.8,79.22,65.9,83.7,9.939999999999998,74.025
tmin2m,20260702,249,79.50281124497992,80.2,74.6,77.3,81.7,83.4,69.0,87.9,8.800000000000011,79.36666666666666
tmin2m,20260703,249,78.85020080321284,79.1,74.0,76.7,81.2,82.62,69.9,85.7,8.620000000000005,79.10000000000001
tmin2m,20260704,249,75.73212851405623,75.7,71.2,73.4,77.9,80.94000000000001,66.3,85.6,9.740000000000009,75.19166666666666
tmin2m,20260705,249,73.41807228915663,73.5,67.78,71.0,75.8,78.9,61.4,83.0,11.120000000000005,72.825
tmin2m,20260706,249,71.9425702811245,72.5,65.8,69.2,74.9,76.9,59.6,84.3,11.100000000000009,71.56666666666666
tmin2m,20260707,249,71.31044176706828,71.3,65.9,68.7,74.2,76.24000000000001,56.9,79.4,10.340000000000003,70.93333333333334
tmin2m,20260708,249,71.329718875502,71.6,66.7,69.0,73.8,75.9,58.2,79.3,9.200000000000003,71.54166666666667
tmin2m,20260709,249,71.05622489959839,71.0,66.7,68.8,73.3,75.8,61.3,81.6,9.099999999999994,71.08333333333333
tmin2m,20260710,249,70.88755020080322,71.2,65.6,68.3,73.7,75.8,61.3,80.4,10.200000000000003,70.825
tmin2m,20260711,249,71.32248995983936,71.2,66.06,68.4,74.1,76.32000000000001,61.4,84.4,10.260000000000005,71.0
tmin2m,20260712,83,71.01204819277109,71.2,66.38,68.1,74.2,77.17999999999999,54.8,80.2,10.799999999999997,70.7
