var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260627,249,81.13614457831326,80.9,78.16,79.4,83.0,84.8,70.4,88.6,6.640000000000001,81.00833333333334
tmax2m,20260628,249,83.64538152610443,83.8,79.8,82.0,85.7,87.0,74.2,91.8,7.200000000000003,83.36666666666667
tmax2m,20260629,249,86.29196787148597,86.1,83.2,84.6,87.9,89.62,76.0,95.3,6.420000000000002,86.30000000000001
tmax2m,20260630,249,91.2578313253012,91.1,87.28,88.7,93.5,95.72,82.0,103.7,8.439999999999998,91.26666666666667
tmax2m,20260701,249,98.8698795180723,98.9,94.7,96.3,101.4,103.4,89.0,107.0,8.700000000000003,99.58333333333333
tmax2m,20260702,249,102.36064257028112,102.5,98.5,100.3,104.6,106.52,89.3,110.6,8.019999999999996,102.93333333333332
tmax2m,20260703,249,100.47590361445783,100.3,95.03999999999999,97.6,103.7,106.32000000000001,85.9,109.5,11.280000000000015,100.94166666666668
tmax2m,20260704,249,95.40120481927711,95.8,87.18,91.1,100.2,103.74000000000001,72.2,109.5,16.560000000000002,96.04166666666667
tmax2m,20260705,249,90.70642570281123,91.0,81.2,86.3,96.0,99.4,67.7,108.0,18.200000000000003,90.55833333333332
tmax2m,20260706,249,89.36827309236948,89.6,80.3,84.7,94.0,98.32000000000001,69.7,109.9,18.02000000000001,88.93333333333334
tmax2m,20260707,249,88.79759036144577,89.0,79.8,85.4,93.1,96.04,70.1,105.2,16.24000000000001,88.84166666666668
tmax2m,20260708,249,89.729718875502,90.1,82.68,85.9,93.6,97.1,68.7,103.4,14.419999999999987,89.91666666666667
tmax2m,20260709,249,89.14578313253011,89.0,80.3,85.1,93.5,97.22,72.4,105.7,16.92,89.05
tmax2m,20260710,249,89.56626506024097,89.4,81.84,85.6,93.7,97.32000000000001,69.7,108.3,15.480000000000004,89.425
tmax2m,20260711,83,88.86144578313252,89.3,82.22,85.05,92.69999999999999,96.14,76.1,102.8,13.920000000000002,89.40000000000002
tmin2m,20260627,249,68.92369477911646,69.0,66.8,67.8,70.1,71.0,64.7,72.8,4.200000000000003,69.08333333333333
tmin2m,20260628,249,69.13694779116466,69.0,67.5,68.3,70.1,70.8,65.6,72.7,3.299999999999997,69.2
tmin2m,20260629,249,68.70763052208834,69.0,65.9,67.5,70.0,71.0,63.4,72.9,5.099999999999994,68.88333333333334
tmin2m,20260630,249,69.20843373493976,69.3,64.8,67.5,71.3,72.7,60.0,78.3,7.900000000000006,69.28333333333333
tmin2m,20260701,249,74.73815261044176,75.1,69.58,72.1,77.6,79.7,64.0,84.4,10.120000000000005,74.975
tmin2m,20260702,249,79.0437751004016,79.6,74.4,77.1,81.4,83.0,66.7,86.0,8.599999999999994,79.08333333333333
tmin2m,20260703,249,77.89678714859437,78.3,72.8,75.6,80.5,82.1,66.5,85.2,9.299999999999997,77.35833333333333
tmin2m,20260704,249,74.88072289156626,75.3,69.38000000000001,72.2,77.6,79.64000000000001,63.2,84.3,10.260000000000005,74.77499999999999
tmin2m,20260705,249,72.38835341365461,72.5,66.38000000000001,69.3,75.4,78.02,60.5,83.2,11.639999999999986,72.11666666666666
tmin2m,20260706,249,71.57630522088354,72.4,65.56,68.6,74.5,77.1,57.8,82.1,11.539999999999992,71.06666666666668
tmin2m,20260707,249,71.43253012048191,71.7,66.28,68.8,74.4,76.62,55.0,83.8,10.340000000000003,71.075
tmin2m,20260708,249,71.34136546184739,72.0,65.88000000000001,69.0,74.2,76.0,54.6,79.6,10.11999999999999,71.77499999999999
tmin2m,20260709,249,70.99477911646585,71.2,65.36,68.2,74.1,76.4,56.7,82.3,11.040000000000006,71.39999999999999
tmin2m,20260710,249,70.6859437751004,70.6,65.4,67.7,73.7,76.04,60.4,80.3,10.64,70.71666666666668
tmin2m,20260711,83,71.0012048192771,70.8,65.86,67.80000000000001,74.4,77.38,60.7,82.0,11.519999999999996,70.96666666666667
