var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260625,249,86.73493975903614,86.5,84.08,85.1,88.4,89.3,82.1,92.0,5.219999999999999,86.66666666666669
tmax2m,20260626,249,89.87911646586346,90.0,85.18,87.0,92.8,94.44000000000001,78.9,98.0,9.260000000000005,90.45833333333333
tmax2m,20260627,249,83.04738955823292,82.3,78.6,80.1,85.2,89.92,72.4,98.5,11.320000000000007,82.49166666666666
tmax2m,20260628,249,84.94939759036146,85.0,80.48,83.1,87.2,89.1,75.1,93.7,8.61999999999999,85.25
tmax2m,20260629,249,87.53293172690763,87.0,84.2,85.6,89.5,91.5,73.8,100.0,7.299999999999997,87.22499999999998
tmax2m,20260630,249,92.05943775100403,91.7,87.0,89.0,95.1,97.84,74.8,105.4,10.840000000000003,91.73333333333333
tmax2m,20260701,249,96.84417670682731,97.4,87.0,94.2,101.4,104.5,74.4,107.8,17.5,97.51666666666667
tmax2m,20260702,249,99.24939759036144,99.9,90.48,96.7,103.3,105.92,80.0,110.1,15.439999999999998,100.15000000000002
tmax2m,20260703,249,97.87510040160643,98.0,91.46,94.7,101.8,105.42,73.0,110.2,13.960000000000008,98.56666666666666
tmax2m,20260704,249,93.23654618473896,93.7,85.38000000000001,88.9,98.0,101.22,74.4,106.8,15.83999999999999,93.34166666666665
tmax2m,20260705,249,89.65863453815261,89.7,81.46,85.4,94.0,97.82000000000001,70.8,105.2,16.360000000000014,90.01666666666667
tmax2m,20260706,249,88.96385542168674,89.2,80.06,84.1,93.7,97.64,73.1,103.4,17.58,89.05833333333334
tmax2m,20260707,249,88.98273092369479,88.6,80.68,84.4,93.6,97.76,73.4,109.5,17.08,88.65833333333335
tmax2m,20260708,249,89.59277108433734,89.5,81.25999999999999,84.9,94.2,98.02,74.0,106.4,16.760000000000005,90.34166666666665
tmax2m,20260709,249,89.72168674698794,89.0,82.1,85.1,94.2,99.08000000000001,71.5,108.8,16.980000000000018,89.30833333333334
tmax2m,20260710,52,92.3173076923077,92.4,84.11999999999999,87.025,97.6,100.25,76.9,104.6,16.13000000000001,92.94999999999999
tmin2m,20260625,249,63.81526104417671,64.1,61.8,62.6,65.3,66.2,56.2,68.1,4.400000000000006,63.300000000000004
tmin2m,20260626,249,69.88112449799198,69.9,67.98,68.9,70.8,71.6,64.7,74.9,3.6199999999999903,69.95
tmin2m,20260627,249,69.13333333333334,69.2,66.5,67.7,70.3,71.62,63.0,77.1,5.1200000000000045,69.29166666666667
tmin2m,20260628,249,68.73373493975905,68.7,66.2,67.5,70.1,71.3,63.8,73.7,5.099999999999994,68.88333333333334
tmin2m,20260629,249,68.89357429718875,69.3,65.75999999999999,67.1,70.7,71.8,61.3,74.9,6.040000000000006,68.64166666666667
tmin2m,20260630,249,69.40843373493976,69.8,65.0,67.0,71.7,73.5,60.0,82.3,8.5,69.31666666666666
tmin2m,20260701,249,73.89558232931726,73.6,66.78,70.4,77.9,80.8,60.5,84.5,14.019999999999996,73.31666666666668
tmin2m,20260702,249,76.61204819277107,77.9,69.7,73.5,80.3,82.32000000000001,59.5,86.6,12.620000000000005,76.61666666666666
tmin2m,20260703,249,76.34096385542169,76.4,71.66,74.1,79.1,81.12,60.7,87.2,9.460000000000008,75.98333333333333
tmin2m,20260704,249,73.68955823293173,73.7,69.3,71.2,76.4,79.22,61.6,83.6,9.920000000000002,73.39166666666667
tmin2m,20260705,249,71.6273092369478,71.7,66.5,68.8,74.6,77.1,60.2,83.8,10.599999999999994,71.48333333333333
tmin2m,20260706,249,70.88112449799198,70.9,65.56,67.9,73.9,76.62,59.1,81.4,11.060000000000002,70.85000000000001
tmin2m,20260707,249,70.49718875502009,70.6,64.8,67.2,73.4,76.66,57.3,85.2,11.86,70.55
tmin2m,20260708,249,70.5867469879518,70.6,64.7,67.6,73.7,76.52,59.8,80.9,11.819999999999993,70.66666666666667
tmin2m,20260709,249,71.34056224899598,71.2,65.78,68.4,74.2,77.52,58.9,83.6,11.739999999999995,71.2
tmin2m,20260710,52,73.29807692307692,73.85,65.42,69.9,77.27499999999999,79.58,58.4,84.7,14.159999999999997,72.85
