utc,total,p10,p90,CE,DOM,AEP,ATSI,AP,PS,PL,PE,BC,PEP,REST
2026-06-27 12:00:00+00:00,84262.65523508671,82765.97907234216,85759.33139783144,8939.202752243704,15986.28944123632,14581.225129829343,6583.801308517216,4487.923815387903,4480.298156558195,3912.688530558776,4011.91219093667,3036.7158107607806,2827.4818248399797,15415.116274217835
2026-06-27 13:00:00+00:00,87482.59755320007,85985.92139045538,88979.27371594466,9119.488294141638,16273.114820681927,15189.74170699184,6705.404807221781,4710.044100385775,4614.033291380495,4147.7487978951485,4244.751643890414,3197.5425987867843,2967.117845813703,16313.609646010573
2026-06-27 14:00:00+00:00,91562.90725186338,90066.2310891188,93059.58341460807,9396.186185665018,17051.594246341865,15676.04731713932,7086.064066286794,5106.335526589536,4747.538551200104,4324.270039183304,4428.7221941379,3349.471794639451,3115.3180693799723,17281.359261300106
2026-06-27 15:00:00+00:00,95078.150710706,93581.47454796129,96574.82687345057,10035.101903792603,17548.752138445227,16187.632955048408,7331.906882109862,5391.639935334651,4861.218079448174,4436.813006435202,4628.15584815544,3575.1305648909583,3211.5890307305212,17870.21036631495
2026-06-27 16:00:00+00:00,98097.03172877547,96600.35556603073,99593.70789152001,10270.856139542915,18148.57677867213,16729.946331792475,7624.621987022483,5560.299891878928,4997.8284442701615,4491.855613334701,4804.225576142673,3695.6800694513045,3316.1337204757106,18457.007176191964
2026-06-27 17:00:00+00:00,100679.22873466111,99182.55257191644,102175.90489740572,10665.095448737518,18338.91023274555,17119.58782109795,7930.033928656349,5756.889854864871,5265.666396012015,4537.737066141991,4907.261446000398,3875.924899879595,3470.5257071540054,18811.595933370878
2026-06-27 18:00:00+00:00,102599.28554386535,101102.60938112071,104095.96170660999,11115.768866044864,18509.514874348053,17634.30868409939,8088.45985380202,5892.103211585404,5341.861142553295,4579.552518423384,4922.505359223202,3951.594039075249,3638.3732265857543,18925.24376812473
2026-06-27 19:00:00+00:00,104383.756711791,102887.08054904631,105880.43287453559,11490.624351190563,18727.07207250474,17810.188531252934,8100.564078489332,5894.290978141098,5391.793083942662,4549.695557883892,4864.073314219066,4053.2067050172104,3752.31385690797,19749.934182241526
2026-06-27 20:00:00+00:00,106271.91254381672,104775.23638107206,107768.58870656134,11819.910633294383,19400.805507946934,17782.99565916527,8191.47705603393,5958.180396824657,5678.151671669741,4549.3836651248685,4950.331079448654,4082.7215088545377,3765.991800771018,20091.963564682723
2026-06-27 21:00:00+00:00,108026.30572909342,106529.62956634877,109522.98189183805,12105.781645815008,20171.133781600838,17983.216496237776,8334.188277890227,6087.364443916641,5720.481114611049,4674.121139297603,4944.8333793248585,4148.265896626086,3843.436979363882,20013.482574409467
2026-06-27 22:00:00+00:00,110729.54335722905,109232.86719448469,112226.21951997397,12240.415951749092,20531.405134835662,18478.5499300398,8494.270933691985,6234.542944205636,5892.579935961752,4733.229763403217,5041.706047515017,4261.934473018553,4039.6343697850357,20781.273873023296
