utc,load,ens_p10,ens_p50,ens_p90,q10,q50,q90
2026-06-28 12:00:00+00:00,82157.33904806586,79197.43199884704,82157.33904806586,85676.90859005677,77935.14475822826,80895.05180744707,84414.62134943799
2026-06-28 12:05:00+00:00,82434.24577940303,79451.90279002293,82434.24577940303,85940.32091180813,78128.1324190139,81110.45022109957,84616.51062476609
2026-06-28 12:10:00+00:00,82710.98790543493,79715.70524337317,82710.98790543493,86204.54767154389,78329.85933306837,81325.05040496864,84818.55661202825
2026-06-28 12:15:00+00:00,82987.56527757418,79988.53605386622,82987.56527757418,86469.58531494814,78540.0037976786,81538.84755130949,85020.75913160855
2026-06-28 12:20:00+00:00,83263.97774723334,80270.09191647056,83263.97774723334,86735.43028770493,78758.24411013148,81751.83685237741,85223.11800389116
2026-06-28 12:25:00+00:00,83540.225165825,80560.06952615464,83540.225165825,87002.07903549833,78984.25856771391,81964.01350042765,85425.63304926014
2026-06-28 12:30:00+00:00,83816.30738476175,80858.16557788692,83816.30738476175,87269.52800401236,79217.72546771282,82175.37268771544,85628.30408809969
2026-06-28 12:35:00+00:00,84092.22425545618,81164.07676663589,84092.22425545618,87537.77363893112,79458.32310741505,82385.90960649606,85831.13094079384
2026-06-28 12:40:00+00:00,84367.97562932086,81477.49978736999,84367.97562932086,87806.81238593864,79705.72978410756,82595.61944902471,86034.11342772674
2026-06-28 12:45:00+00:00,84643.5613577684,81798.13133505771,84643.5613577684,88076.64069071897,79959.62379507723,82804.49740755672,86237.25136928256
2026-06-28 12:50:00+00:00,84918.98129221138,82125.66810466751,84918.98129221138,88347.25499895617,80219.68343761093,83012.53867434723,86440.54458584535
2026-06-28 12:55:00+00:00,85194.2352840624,82459.80679116784,85194.2352840624,88618.65175633432,80485.58700899562,83219.73844165159,86643.99289779927
2026-06-28 13:00:00+00:00,85469.32318473402,82800.24408952719,85469.32318473402,88890.82740853744,80757.01280651815,83426.09190172498,86847.5961255284
2026-06-28 13:05:00+00:00,85754.13775173959,83183.6176049078,85754.13775173959,89177.9984886661,81046.00165313853,83627.78575146946,87048.99875418934
2026-06-28 13:10:00+00:00,86054.9747544464,83634.01422612957,86054.9747544464,89489.22092877026,81361.03477037375,83822.40558135473,87246.70227699481
2026-06-28 13:15:00+00:00,86366.43856204813,84132.30457364742,86366.43856204813,89816.75027295825,81696.4510533462,84012.04492398766,87441.9920264133
2026-06-28 13:20:00+00:00,86683.13354373837,84659.35926791622,86683.13354373837,90152.84206533832,82046.58939717819,84198.79731197505,87636.15333491324
2026-06-28 13:25:00+00:00,86999.66406871079,85196.04892939093,86999.66406871079,90489.75185001879,82405.78869699215,84384.75627792376,87830.47153496312
2026-06-28 13:30:00+00:00,87310.63450615895,85723.2441785264,87310.63450615895,90819.73517110788,82768.38784791042,84572.0153544406,88026.23195903137
2026-06-28 13:35:00+00:00,87610.64922527655,86221.81563577759,87610.64922527655,91135.04757271393,83128.72574505537,84762.66807413244,88224.7199395865
2026-06-28 13:40:00+00:00,87894.31259525717,86672.63392159936,87894.31259525717,91427.94459894516,83481.14128354943,84958.80796960606,88427.22080909689
2026-06-28 13:45:00+00:00,88156.22898529444,87056.56965644665,88156.22898529444,91690.6817939099,83819.97335851488,85162.52857346837,88635.01990003108
2026-06-28 13:50:00+00:00,88391.002764582,87354.49346077436,88391.002764582,91915.51470171643,84139.56086507416,85375.92341832614,88849.40254485753
2026-06-28 13:55:00+00:00,88593.23830231348,87547.27595503737,88593.23830231348,92094.69886647299,84434.24269834961,85601.08603678625,89071.65407604462
2026-06-28 14:00:00+00:00,88757.53996768249,87615.78775969063,88757.53996768249,92220.48983228789,84698.35775346363,85840.10996145548,89303.05982606088
2026-06-28 14:05:00+00:00,88890.29656735614,87610.2086943111,88890.29656735614,92308.61485630226,84931.5823176159,86095.54724585834,89544.91874726382
2026-06-28 14:10:00+00:00,89004.01077508152,87594.78421943833,89004.01077508152,92381.85983936055,85140.86814535987,86367.5434383148,89797.00963159051
2026-06-28 14:15:00+00:00,89102.45776067227,87571.4834169709,89102.45776067227,92443.06829112607,85331.46733284842,86654.58231362511,90058.33757087875
2026-06-28 14:20:00+00:00,89189.41269394204,87542.27536880753,89189.41269394204,92495.08372126205,85508.63197623445,86955.14764658947,90327.90765696634
2026-06-28 14:25:00+00:00,89268.65074470441,87509.12915684684,89268.65074470441,92540.74963943182,85677.6141716709,87267.72321200812,90604.72498169108
2026-06-28 14:30:00+00:00,89343.94708277307,87474.0138629875,89343.94708277307,92582.90955529861,85843.66601531066,87590.79278468127,90887.79463689073
2026-06-28 14:35:00+00:00,89419.0768779616,87438.89856912816,89419.0768779616,92624.40697852575,86012.03960330662,87922.84013940915,91176.12171440308
2026-06-28 14:40:00+00:00,89497.81530008368,87405.75235716748,89497.81530008368,92668.0854187765,86187.98703181173,88262.34905099196,91468.71130606595
2026-06-28 14:45:00+00:00,89583.93751895291,87376.54430900411,89583.93751895291,92716.78838571414,86376.76039697885,88607.80329422992,91764.5685037171
2026-06-28 14:50:00+00:00,89681.21870438292,87353.2435065367,89681.21870438292,92773.35938900194,86583.61179496092,88957.68664392327,92062.69839919436
