utc,tmpf,dwpf,cloud,load,ens_p10,ens_p50,ens_p90
2026-06-28 00:00:00+00:00,72.54572488075041,66.74884678483846,72.94336135099927,98571.27841941387,95311.52476810267,98571.27841941387,100905.02967964094
2026-06-28 01:00:00+00:00,71.97012080041746,66.45357849528537,72.36225189932307,98180.79367996099,94695.70236399639,98180.79367996099,100861.62314050354
2026-06-28 02:00:00+00:00,71.1773865407948,66.15828134297007,71.78003416386846,97915.6267212262,95705.72098497547,97915.6267212262,100111.36184950297
2026-06-28 03:00:00+00:00,70.38773268695194,65.87032684684792,71.19454204088552,94434.32789088716,92136.4634439851,94434.32789088716,99237.86160667978
2026-06-28 04:00:00+00:00,69.66707896353596,65.57720313035514,70.61114673879322,90870.20304363484,89001.32296620475,90896.49336967281,94494.04511366201
2026-06-28 05:00:00+00:00,69.13077435866293,65.28113804419516,70.0277200819151,87224.07570890385,85071.81365578512,87251.84851433833,88840.24066011548
2026-06-28 06:00:00+00:00,68.5677891091721,64.9855452740988,69.44664842877977,83246.27284283208,79442.98465576813,83259.45571954355,84654.38617162305
2026-06-28 07:00:00+00:00,68.3305541431166,65.16859429603016,69.62695938545933,80988.43467003493,77865.61578815035,80852.61190923836,83433.91626441995
2026-06-28 08:00:00+00:00,68.10896324128836,65.30801104257088,69.80163654873112,79068.24049488864,75819.88011306952,79099.91388033035,81499.82393953434
2026-06-28 09:00:00+00:00,67.93620566693271,65.42507610337667,69.97479504650929,79455.3433223611,75499.70793088144,79423.6699369194,81224.98196346652
2026-06-28 10:00:00+00:00,67.99151614953604,65.5109643548832,70.15113714982826,79218.52954196316,75765.33286705846,79517.31625631498,81897.85807352871
2026-06-28 11:00:00+00:00,68.52028618916479,65.730565507358,70.3260967856209,79860.55813742342,75141.68402045385,79627.16701855263,81680.22581730918
2026-06-28 12:00:00+00:00,69.71029943498263,66.05250668316023,70.50111809143654,80237.95810715396,74426.82835416346,80305.8307877873,82329.46987582755
2026-06-28 13:00:00+00:00,71.3445618161998,66.40675623372145,70.77610522365232,84358.02911866565,80951.9520870031,84530.54977234332,87007.70148987
2026-06-28 14:00:00+00:00,73.29478483368365,66.68819316754717,71.04198240846993,88427.3428839611,85513.80058691587,88483.8079927706,92115.87510815045
2026-06-28 15:00:00+00:00,75.38502210387689,66.96629624850632,71.31611200774279,92068.03221537585,89495.61963135558,92042.8250035062,94599.58765158354
2026-06-28 16:00:00+00:00,77.39823865041926,67.23801727276144,71.5875255491598,95406.85600325503,93935.95780426162,95406.2313380187,98567.62837111627
2026-06-28 17:00:00+00:00,79.07230018435189,67.50134266681874,71.86613120618756,99994.49045453014,95499.66240990923,99994.49045453014,102918.0469524238
2026-06-28 18:00:00+00:00,80.28067627769822,67.77157163434326,72.134248647252,105625.11798896243,100415.1557300031,105558.92728412473,108644.21254114126
2026-06-28 19:00:00+00:00,80.97742572724154,67.97536078321238,69.29415913586773,106624.87141845287,100692.21200415099,106654.31371898399,112132.6025893228
2026-06-28 20:00:00+00:00,81.19490107814717,68.18092170564144,66.45445936842943,110079.81895749645,104276.39624835373,110079.81895749645,115363.74014409109
2026-06-28 21:00:00+00:00,80.92491048944859,68.37917252664813,63.624506076973844,112591.38435676259,106906.7904307975,112624.58360006461,116929.60929750376
2026-06-28 22:00:00+00:00,80.33371876193601,68.5915415596291,60.780660247652186,115926.25314538558,110542.75372949315,115926.25314538558,120033.71698879184
2026-06-28 23:00:00+00:00,79.59512875792889,68.79313815970934,57.944772068473505,114901.15681854787,109155.24944713985,114865.07172621053,118635.4293736697
2026-06-29 00:00:00+00:00,78.75282486898774,68.99190072138232,55.10747965239704,112447.06271999521,107121.41592644982,112504.84015589423,116516.76038661739
2026-06-29 01:00:00+00:00,77.67197136479442,68.9455892030177,52.31597198165903,111809.22335034693,108055.63264144809,111826.32059976654,117007.11508556809
2026-06-29 02:00:00+00:00,76.41401371925411,68.89186078916957,49.52226693523362,109973.78237215288,105296.95002899306,110722.88186411536,113844.2761837441
2026-06-29 03:00:00+00:00,75.09759759542558,68.84684198800204,46.734225538500006,104082.92321194395,99934.52091363989,104108.35034231438,107769.06678022402
2026-06-29 04:00:00+00:00,73.89754731441082,68.79176541699289,43.938756370802494,97320.11480507918,95037.47354495242,97472.20840360984,99937.64116723448
2026-06-29 05:00:00+00:00,73.07586445800696,68.74224056436354,41.15570031268518,92770.10724403159,89317.18947840604,92734.67007937335,96391.68224455048
2026-06-29 06:00:00+00:00,72.57945781754472,68.69027830025527,38.35808099281905,89262.3135208423,86272.42780027137,89138.39123959976,92831.2691179409
2026-06-29 07:00:00+00:00,72.27830298662258,68.82776517307703,39.43222463158751,88123.31456782548,84998.7443165201,87775.11383558338,91451.60500594502
2026-06-29 08:00:00+00:00,71.99651221064835,68.95619085142494,40.491413671475634,87369.94750546124,84272.18571745689,86909.2475765904,91117.20578743669
2026-06-29 09:00:00+00:00,71.69270249305025,69.00341934242716,41.562014452869036,87193.19991981093,83561.49133989995,86896.59731507138,90445.46405593619
2026-06-29 10:00:00+00:00,71.5397450996931,69.02574438126263,42.62681071027827,87233.87198322498,84624.2129429037,87356.1227129985,90533.96519414686
2026-06-29 11:00:00+00:00,72.23895080563025,69.22510734243791,43.692256429808864,92003.53733738717,88985.37018814211,92328.49823683065,95141.27168862407
2026-06-29 12:00:00+00:00,73.84311576831826,69.5244105443608,44.76178373224865,96706.0914514029,94219.91192190716,97178.68804367818,100633.13865047299
2026-06-29 13:00:00+00:00,76.07234155983426,69.44067800835053,44.03844662870496,101504.11364829252,97672.86198291455,101678.51826058254,105713.60800877417
2026-06-29 14:00:00+00:00,78.46315285287346,69.2995064951604,43.32149626213552,105157.92251296791,102052.6568599757,105168.38910479324,110328.50741128829
2026-06-29 15:00:00+00:00,80.86996887149081,69.15883115439293,42.592076616825565,111196.93128922822,107420.0258404137,112048.77061525539,117800.48707876923
2026-06-29 16:00:00+00:00,83.18109333461753,69.01534638378706,41.87752099750168,118681.49085202269,112370.6253395581,119426.80292279343,121852.64649868303
2026-06-29 17:00:00+00:00,85.1394481197373,68.87833929389438,41.16548032841267,125808.27742248529,119667.44922460007,125807.44497249351,129231.79885303957
2026-06-29 18:00:00+00:00,86.53591542355016,68.73671611227273,40.44493714564114,131357.24372655703,126440.91672390822,132502.77804280038,135057.92723961422
2026-06-29 19:00:00+00:00,87.29897205713425,68.8432874010203,39.304178274740615,136645.32316677878,130488.20337326945,136450.437694786,138600.8728167255
2026-06-29 20:00:00+00:00,87.45057623739362,68.96845387411568,38.174848340308316,138360.12264734274,133430.8921495108,138097.50999350075,141613.0444025554
2026-06-29 21:00:00+00:00,86.95570057087374,69.08996016615316,37.02810632387748,140828.94095099944,135760.4464577304,140752.94116863506,143054.61041155047
2026-06-29 22:00:00+00:00,86.06143142608093,69.20310953063189,35.88862690721668,141637.76557946796,135577.841313451,141593.06601708167,143800.05159669672
2026-06-29 23:00:00+00:00,84.98436802066266,69.32061659357915,34.75458324896179,140277.07015770633,134293.56341507638,139987.80338601433,142575.42348678192
2026-06-30 00:00:00+00:00,83.80732590944375,69.44902523805796,33.613942952358634,135663.16543272074,129368.06952632178,136189.79864179512,139661.3314867704
2026-06-30 01:00:00+00:00,82.3678447174627,69.31610295623962,32.23582063810586,133583.67961995734,126574.36787876696,133200.55327052862,136903.81255483447
2026-06-30 02:00:00+00:00,80.7527672815438,69.16913643346682,30.85062172504371,128701.59896707356,121719.48540383228,128661.11660818872,131942.4621415102
2026-06-30 03:00:00+00:00,79.08717238535897,69.03651909577864,29.47017487548889,121378.42184533668,113790.91540969588,121189.86091971818,123383.45959846089
2026-06-30 04:00:00+00:00,77.59607654048244,68.89717098837919,28.09237743300736,112538.36502017976,107654.57647641006,112686.52305246316,117952.54310556303
2026-06-30 05:00:00+00:00,76.56007570824735,68.76525039156333,26.71410960495862,104363.46855192007,100286.77758986963,103875.14608568189,110557.29731132099
2026-06-30 06:00:00+00:00,75.88502962816632,68.63174735383255,25.3366632833446,99969.8820019569,96688.02663446256,99221.26395222903,105924.21508444707
2026-06-30 07:00:00+00:00,75.41871861863918,68.65499040222419,26.373222529634624,96841.2362189267,93796.94922874459,96644.67314121302,102613.91491486039
2026-06-30 08:00:00+00:00,74.93910976955932,68.67923140415813,27.405423301575432,95642.71195538843,91758.71273696092,94768.77931636003,100998.25660080543
