utc,total,p10,p90,CE,DOM,AEP,ATSI,AP,PS,PL,PE,BC,PEP,REST
2026-06-26 00:00:00+00:00,117778.9606216412,116282.28445889638,119275.63678438566,13395.61773984191,20130.939403129814,20289.44815207395,8829.851633803411,6544.764972187361,6742.432385363893,5489.6291091459125,5652.169725468514,4773.810765209292,4026.685011740195,21903.61172367696
2026-06-26 01:00:00+00:00,115864.93569688393,114368.25953413916,117361.61185962844,12898.267807290982,19772.25786258014,20193.933978461544,8694.530201291092,6524.932513751133,6590.402128094702,5445.5144640229655,5510.035102227739,4569.7000995979,3909.5345239052504,21755.827015660467
2026-06-26 02:00:00+00:00,112810.35752977358,111313.68136702882,114307.0336925181,12596.394113930663,19179.322057062014,19614.992383907076,8607.092973624298,6347.169313150783,6426.54747885874,5290.960719414305,5240.24862656043,4370.829754332268,3757.1264327798594,21379.67367615315
2026-06-26 03:00:00+00:00,106029.99068869156,104533.31452594661,107526.66685143589,12274.110971536156,18317.3240216203,18766.725804537906,8018.012701559811,5861.504864731536,5937.418410845567,4905.058635953278,4760.670091590399,4011.537335089197,3448.964346238958,19728.663504988443
2026-06-26 04:00:00+00:00,97465.68859171787,95401.67126391928,99516.60457929819,10927.379958375455,17255.24184835814,17039.814904022187,7488.010643255507,5450.613226197378,5511.493028479803,4509.448615191039,4477.77973932685,3675.042722645318,3075.9412410041646,18054.922664862024
2026-06-26 05:00:00+00:00,91177.8924618763,89066.97358450782,93197.42166382793,10057.442033228435,16461.06947745746,16143.353669698536,6956.785497936695,5071.504557405064,5055.944077782442,4224.15549497653,4148.908959084796,3450.1017151320175,2907.46927351431,16701.157705660044
2026-06-26 06:00:00+00:00,86456.89954652643,84394.61909883746,88470.7038566621,9427.867512912888,15922.137457750967,15437.554593902634,6575.425641991391,4755.522464499562,4833.807643413993,3965.2876625945014,4000.711188389327,3264.263069484022,2742.402618700468,15531.919692886693
2026-06-26 07:00:00+00:00,83568.44655577058,81487.70307061885,85576.29347976654,9000.73540337973,15653.786633344193,14977.875331221838,6438.908590508267,4643.703997389364,4638.841663686171,3882.285032164716,3840.4933189472667,3039.5493719204055,2680.1334735144683,14772.133739694173
2026-06-26 08:00:00+00:00,81753.38110440626,79714.76763334415,83753.56586188675,8732.222563918029,15431.851231663273,14617.297331520986,6366.982899810706,4554.964471827995,4522.19744790463,3790.8811432693906,3764.700483147225,2869.5751805606174,2571.6861653383053,14531.022185445092
2026-06-26 09:00:00+00:00,81785.24973538505,79728.90665262072,83862.32012903888,8621.697581694501,15316.031507509968,14721.737048969968,6400.202847093669,4514.145537154081,4493.7939998452375,3812.581232297591,3794.5448913800965,2879.2714253390513,2544.5973971091084,14686.64626699178
2026-06-26 10:00:00+00:00,84125.34202205646,82014.78912673122,86206.61290250992,8738.94566236067,15613.607489317717,15146.883685790413,6576.545989851893,4684.932393026934,4574.224094171106,3929.5212001093223,3886.9237846612714,2997.9600293648227,2742.4755642515584,15233.322129150758
2026-06-26 11:00:00+00:00,89000.3430454868,87020.3975384337,90915.49049063538,9111.789169615717,16385.873301317453,15700.955014328292,6951.320878270729,4952.550430438807,4786.512511983502,4330.911413311347,4180.214035745567,3213.163362444314,2996.5389330471235,16390.51399498395
2026-06-26 12:00:00+00:00,93590.67417515929,91621.51649255399,95483.40810800613,9621.416841386083,16811.93499215234,16492.948012115852,7266.775689720638,5285.25386804483,5020.25206852075,4661.861354105985,4496.19022511958,3399.4369695943165,3179.9718479369317,17354.63230646199
2026-06-26 13:00:00+00:00,97565.20140496924,95622.6806019074,99459.05182867551,10175.380743605261,17235.117805627557,16953.454441922502,7649.876113601072,5502.588589629736,5265.526717899848,4780.415523964844,4769.115878490942,3525.702528115272,3374.486155521825,18333.536906590372
2026-06-26 14:00:00+00:00,101208.82670398752,99269.40272871793,103100.24717596358,10675.482796679733,17707.574108414152,17700.797539895964,7943.452980890658,5669.271799308784,5500.482940659703,4945.608293112857,5004.683212177319,3715.5390444244226,3419.1450845929066,18926.78890383101
2026-06-26 15:00:00+00:00,105329.87283502927,103332.8778494677,107293.52095048036,10998.150651365848,18383.878946966848,18429.579219727875,8167.918334944526,5882.156297875081,5648.854256134515,5162.14187087605,5226.403306863866,3882.893703371922,3686.0248954564067,19861.871351446338
2026-06-26 16:00:00+00:00,109538.49812023302,107267.17992301912,111780.72643607979,11159.65242251939,19442.196822932765,19061.745887644523,8391.418186358807,6073.445627355283,5894.038265363809,5275.126381709203,5339.186922618302,4107.4408707668645,3932.5080804641557,20861.738652499916
2026-06-26 17:00:00+00:00,113041.31220553936,110541.55764369352,115588.1926355278,11276.762220944252,20127.463754302622,19391.52253052069,8534.801690820486,6296.549560076086,6193.821905139209,5394.224421141563,5684.4520319517715,4343.365257729492,4050.6368285180165,21747.712004395147
2026-06-26 18:00:00+00:00,116317.5970308979,113469.6136879292,119147.6570296935,11321.267203801139,20876.50051665778,19634.834976984093,8757.625425967784,6466.253230624688,6549.871487281066,5547.1713618666345,5893.926127331384,4587.61213421964,4325.861448174346,22356.67311798934
2026-06-26 19:00:00+00:00,118761.12848202314,115854.04926810961,121754.08162085735,11277.62482800949,21630.508047774496,19918.563035435986,8815.337670915915,6559.702973254489,6858.72465264085,5520.367736987077,5989.910445829976,4721.7817380092,4481.21873199759,22987.388621168087
2026-06-26 20:00:00+00:00,120141.40007571442,117236.1935487988,123127.38021636812,11292.464138006364,21949.889900986545,19972.97745307662,8792.0867401493,6529.051197643433,7023.407093854463,5565.513269748059,6075.407824159167,4898.307115841769,4627.194446109057,23415.100896139644
2026-06-26 21:00:00+00:00,120707.64564284662,117533.88562496069,123807.67340973995,11207.389323860525,22050.29974145341,19839.507001945618,8709.90177173833,6567.716631653756,7213.561270109071,5636.811934703914,6095.62795029917,5048.230718978023,4758.815551639483,23579.783746465306
2026-06-26 22:00:00+00:00,121341.81855211823,118021.95290433914,124731.71851975344,11506.192408350356,21887.74592288508,19784.474713146163,8708.700644997936,6632.673658355428,7371.731925622427,5589.395447741301,6046.8623699225245,5080.0813272509295,4742.3596440527235,23991.600489793367
2026-06-26 23:00:00+00:00,118362.90095151273,115275.53377342787,121590.89016610016,11370.38982307915,21537.492914919123,19514.96404247815,8532.880584620078,6523.9264374311515,7142.3479964207845,5461.5121244459315,5850.956170117384,4846.18849294969,4529.45011612731,23052.792248923986
2026-06-27 00:00:00+00:00,115135.44109060428,111929.61212429052,118374.25712188837,11129.972102389662,21077.50519453715,19026.693902879477,8384.742437576708,6372.1376405922165,6868.213843489168,5350.485884061204,5607.662718035335,4711.306303361526,4318.041475895109,22288.67958778673
2026-06-27 01:00:00+00:00,112946.61637072256,109829.96348969775,115954.61259538068,11077.044780257405,20373.341015743506,18752.12432055127,8239.692389738186,6367.422040732154,6730.730927941624,5301.776192202318,5463.065909959971,4532.313336644125,4056.0906504607715,22053.01480649123
2026-06-27 02:00:00+00:00,110045.92665680565,106893.09919269568,113179.97338828788,11128.729873216613,19720.207197487965,18513.701422241356,8028.5710246203425,6179.4745206279495,6557.361607970166,5177.253256841501,5252.808832856364,4316.9685962221865,3954.2581339003837,21216.59219082082
2026-06-27 03:00:00+00:00,104225.36522818403,101387.98237871533,107127.91911872158,10756.497922834116,18585.706218153493,17742.501099855035,7719.341422581744,5720.071354870326,6089.118071337746,4855.672954234151,5013.197056530484,4044.103516243454,3666.803984547811,20032.351626995667
2026-06-27 04:00:00+00:00,96876.53742301071,94441.2276712797,99539.53374555545,10320.56209301193,17706.942619220732,16602.5129636966,7033.479315937961,5327.13241638766,5652.359567583272,4353.621432377012,4602.118799405489,3724.177166614396,3361.371187599401,18192.25986117625
2026-06-27 05:00:00+00:00,91495.45909679802,89263.78356018667,93868.78509354214,9794.768016326463,16712.361923369248,15968.37300780406,6732.531506624517,4995.2533045973505,5258.3036282502235,4059.9247599432424,4368.058640643833,3403.0645896370165,3118.2176911507986,17084.602028451278
2026-06-27 06:00:00+00:00,87152.84776872795,85030.3752447815,89293.16245662149,9274.961189779759,16003.816041579166,15243.142643516445,6505.6710218606295,4786.0641138652045,4943.337475909945,3893.932257564723,4084.48784158918,3176.3603107754275,2947.870382367828,16293.204489919646
2026-06-27 07:00:00+00:00,84072.915464133,82065.45672917379,86214.5610933114,8885.964036688561,15550.856180048057,14913.971245033137,6338.957645632555,4613.713213971828,4699.724520469401,3785.1056292875305,3950.302980948137,3079.140635806251,2787.5998958243626,15467.57948042318
2026-06-27 08:00:00+00:00,82157.21961775783,80206.1828307157,84189.26544414573,8577.051741344241,15388.30151521324,14703.71645651455,6222.0709164657455,4522.021465171036,4530.465362185286,3694.0253647583477,3819.1333672596693,2968.1445920865335,2694.360922557604,15037.927914201582
2026-06-27 09:00:00+00:00,81597.69073580256,79650.6425866368,83656.31272307507,8413.951122513214,15362.95069505758,14625.593765590409,6246.0996979247,4466.902803442664,4485.092253988881,3704.8430707582334,3784.337384276689,2959.829338711312,2678.8323328796896,14869.258270659187
2026-06-27 10:00:00+00:00,82090.86200737965,80148.97931597588,84091.36980339176,8389.061804834164,15456.855936828953,14798.813357205645,6300.087096714767,4498.134697533895,4421.155007215265,3702.877197218262,3729.165290622253,2947.3112358463245,2675.9953874743624,15171.40499588577
2026-06-27 11:00:00+00:00,82336.17950529348,80475.97981949497,84381.03276572634,8562.256532428957,15668.830698652511,14670.834590508854,6325.886394748722,4484.1105944451965,4412.333186003056,3756.3250318802266,3747.083838160457,2902.1442101140888,2651.8876383224756,15154.486790028943
2026-06-27 12:00:00+00:00,84494.38331352577,82714.4578294698,86317.45726846077,8842.388991820158,15887.338129400077,14853.69850583514,6626.187120175212,4613.687015348636,4494.193835558812,4014.581540622387,3859.1358063630455,3028.9694652802204,2848.593199104159,15425.609704017925
2026-06-27 13:00:00+00:00,88440.58362616457,86560.41478471909,90357.56009074651,9066.526260967481,16496.76831906174,15577.614762529452,6753.8248894947155,4867.04670080116,4554.70702969611,4336.743978773382,4120.282244300201,3192.0665757405204,3081.3936157620483,16393.609249037745
2026-06-27 14:00:00+00:00,93516.41719701208,91573.35094510292,95589.0035858588,9348.035057679519,17548.201026696872,16144.47187966629,7090.6841186800275,5242.222202706122,4934.657509663699,4512.470593756532,4436.967652702837,3438.366179925787,3303.8993007361596,17516.44167479824
2026-06-27 15:00:00+00:00,96982.49945591073,94893.41225139171,99215.45884915514,9807.22451356037,17947.81639180155,16766.99152872062,7323.96986235966,5495.340362889598,5258.286786756616,4630.165009030261,4675.059776478251,3625.9581688418725,3423.4948559586646,18028.19219951328
2026-06-27 16:00:00+00:00,100506.16024821694,98255.14370942868,102979.92438563769,10048.724090545937,18875.38370339503,17227.817562059736,7621.66388951988,5776.645893899861,5477.900319229923,4767.371672229168,4840.665231893018,3766.5423001777904,3421.411464240986,18682.034121025623
2026-06-27 17:00:00+00:00,103098.8630846836,100611.1399648293,106001.86934104114,10412.807325338295,19024.1922298134,17885.55435249147,7839.61431815578,5956.676944023346,5669.200822723645,4793.445141240493,4985.985632725725,3806.7080945250973,3578.954797004681,19145.723426641667
2026-06-27 18:00:00+00:00,105664.73901493862,102989.13853963405,108894.4579411434,10729.599383240431,19717.290439066513,18305.896403283627,7994.50435839668,6068.158727511282,5673.871731462106,4814.300662897917,5039.825086230795,3985.506728253466,3648.056047909111,19687.72944668669
2026-06-27 19:00:00+00:00,107180.03612729309,104200.33917753767,110787.33584479032,11099.965697410302,20266.225200788533,18538.57805850396,8028.223442204916,6096.707950168452,5591.549102640389,4879.465481342501,4912.468923770398,4042.6076467639505,3724.052453588359,20000.192170111335
2026-06-27 20:00:00+00:00,108786.97855689269,105453.32103250409,112525.53781151764,11340.152817140219,20703.533265627888,18696.714503590803,8056.7886069826245,6139.4432501537885,5773.613820162982,4878.652648975085,5063.795748499796,4078.226288833753,3704.054407402229,20352.00319952352
2026-06-27 21:00:00+00:00,109830.6520473792,106354.5798753731,114049.59199245497,11372.616318492983,20596.279935194376,18958.258434029194,8127.245753286117,6193.38753902613,6001.529192604621,4851.6749369966265,5031.949305709939,4125.400520543758,3737.45505331028,20834.855058185178
2026-06-27 22:00:00+00:00,109906.3621125145,106581.61306341975,113913.86298582634,11308.551787257093,20710.333768239314,18890.719928770628,8299.546545497433,6319.362671711184,6043.616004726824,4814.667338059989,5039.953725904244,4121.335891173536,3696.1534401447484,20662.121011029514
2026-06-27 23:00:00+00:00,109480.36737014253,105991.76862823364,113350.29587954593,11538.446814622035,20520.45529816665,18740.013296143206,8181.365380962085,6316.6279572045905,5915.132532847865,4777.8723054881275,4921.934004985721,3961.33380924977,3751.029374705254,20856.156595767214
2026-06-28 00:00:00+00:00,107936.0075481413,104739.29323302582,111950.41998635256,11520.038092492092,20245.324718206422,18599.68449587184,8054.575930743537,6108.680145421494,5825.236497318839,4711.908234946956,4877.456516697132,3950.676076316495,3640.6163164392365,20401.810523687247
2026-06-28 01:00:00+00:00,106492.77810632257,103304.41298611203,110237.00450172185,11277.802154392282,19764.72715376222,18400.517173768993,8061.625659612492,5979.344166708161,5778.290079597438,4664.353971103674,4855.691248485022,3941.171579222168,3590.8091594685334,20178.445760201583
