utc,load,ens_p10,ens_p50,ens_p90,q10,q50,q90
2026-06-26 00:00:00+00:00,109749.62345110196,105658.54752915,109749.62345110196,111806.72593746964,105475.72481421474,109566.8007361667,111623.90322253438
2026-06-26 00:05:00+00:00,109767.75358123281,105719.42551037516,109767.75358123281,111960.23592882036,105474.27279047758,109562.30004850581,111727.28976916218
2026-06-26 00:10:00+00:00,109782.86963431421,105775.33532932324,109782.86963431421,112106.20694347737,105470.03360057193,109549.24046564738,111817.60760849048
2026-06-26 00:15:00+00:00,109795.24561735062,105826.21492883883,109795.24561735062,112243.5316042135,105463.18256645661,109528.28570777773,111895.63414804392
2026-06-26 00:20:00+00:00,109805.15553734658,105872.00225176665,109805.15553734658,112371.10253380155,105453.89501009042,109500.09949508322,111962.14679534703
2026-06-26 00:25:00+00:00,109812.87340130657,105912.63524095135,109812.87340130657,112487.81235501436,105442.34625343213,109465.34554775017,112017.9229579244
2026-06-26 00:30:00+00:00,109818.67321623508,105948.0518392376,109818.67321623508,112592.55369062474,105428.71161844056,109424.68758596493,112063.74004330061
2026-06-26 00:35:00+00:00,109822.82898913661,105978.18998947009,109822.82898913661,112684.21916340555,105413.1664270745,109378.78932991384,112100.37545900022
2026-06-26 00:40:00+00:00,109825.61472701567,106002.98763449347,109825.61472701567,112761.70139612956,105395.88600129273,109328.31449978321,112128.60661254782
2026-06-26 00:45:00+00:00,109827.30443687672,106022.38271715242,109827.30443687672,112823.89301156963,105377.04566305409,109273.92681575942,112149.21091146799
2026-06-26 00:50:00+00:00,109828.17212572429,106036.31318029159,109828.17212572429,112869.68663249855,105356.82073431733,109216.28999802879,112162.96576328533
2026-06-26 00:55:00+00:00,109828.49180056287,106044.71696675567,109828.49180056287,112897.97488168918,105335.38653704128,109156.06776677765,112170.64857552436
2026-06-26 01:00:00+00:00,109828.53746839696,106047.53201938933,109828.53746839696,112907.65038191431,105312.91839318471,109093.92384219234,112173.03675570969
2026-06-26 01:05:00+00:00,109815.82891236011,106044.79651631672,109815.82891236011,112903.94048621571,105285.78141771189,109021.57706880185,112163.91448132989
2026-06-26 01:10:00+00:00,109778.95858782459,106036.6927163759,109778.95858782459,112892.99047038001,105250.20949704987,108930.93650831343,112137.34737345146
2026-06-26 01:15:00+00:00,109719.80951015295,106023.3746834823,109719.80951015295,112875.06984129743,105206.1811103516,108822.95120668077,112094.53500496596
2026-06-26 01:20:00+00:00,109640.2646947077,106004.99648155144,109640.2646947077,112850.44810585813,105153.67473677003,108698.57020985756,112036.6769487649
2026-06-26 01:25:00+00:00,109542.20715685142,105981.7121744988,109542.20715685142,112819.39477095229,105092.66885545815,108558.74256379748,111964.9727777398
2026-06-26 01:30:00+00:00,109427.51991194661,105953.67582623985,109427.51991194661,112782.1793434701,105023.14194556893,108404.41731445429,111880.62206478216
2026-06-26 01:35:00+00:00,109298.08597535585,105921.04150069004,109298.08597535585,112739.07133030175,104945.07248625529,108236.54350778162,111784.82438278352
2026-06-26 01:40:00+00:00,109155.78836244163,105883.96326176489,109155.78836244163,112690.34023833742,104858.43895667022,108056.07018973319,111678.7793046354
2026-06-26 01:45:00+00:00,109002.51008856653,105842.59517337986,109002.51008856653,112636.2555744673,104763.21983596668,107863.9464062627,111563.68640322935
2026-06-26 01:50:00+00:00,108840.13416909307,105797.09129945043,108840.13416909307,112577.08684558157,104659.39360329763,107661.12120332386,111440.74525145684
2026-06-26 01:55:00+00:00,108670.5436193838,105747.60570389207,108670.5436193838,112513.1035585704,104546.93873781606,107448.54362687035,111311.15542220941
2026-06-26 02:00:00+00:00,108495.62145480125,105694.29245062027,108495.62145480125,112444.57522032398,104425.83371867488,107227.16272285586,111176.1164883786
2026-06-26 02:05:00+00:00,108279.04120829848,105582.51494642113,108279.04120829848,112323.56103595701,104255.15749755855,106968.96122331548,110999.5729679205
2026-06-26 02:10:00+00:00,107989.81066683496,105366.47736405893,107989.81066683496,112109.59148472492,104001.71636811519,106651.6174402972,110751.06787962979
2026-06-26 02:15:00+00:00,107637.81422678292,105059.5949164164,107637.81422678292,111814.14298472895,103677.07982244328,106284.6237897743,110440.19854765583
2026-06-26 02:20:00+00:00,107232.93628451454,104675.2828163763,107232.93628451454,111448.69195407038,103292.81735264132,105877.4726877199,110076.56229614805
2026-06-26 02:25:00+00:00,106785.061236402,104226.9562768213,106785.061236402,111024.71481085046,102860.4984508078,105439.65655010726,109669.75644925579
2026-06-26 02:30:00+00:00,106304.07347881753,103728.03051063421,106304.07347881753,110553.68797317044,102391.69260904125,104980.66779290953,109229.37833112842
2026-06-26 02:35:00+00:00,105799.85740813332,103191.92073069775,105799.85740813332,110047.08785913161,101897.96931944015,104509.99883209997,108765.02526591535
2026-06-26 02:40:00+00:00,105282.29742072156,102632.04214989462,105282.29742072156,109516.39088683522,101390.89807410297,104037.14208365174,108286.29457776595
2026-06-26 02:45:00+00:00,104761.27791295444,102061.80998110761,104761.27791295444,108973.07347438253,100882.04836512826,103571.58996353805,107802.7835908296
2026-06-26 02:50:00+00:00,104246.68328120417,101494.6394372194,104246.68328120417,108428.61203987482,100382.98968461447,103122.8348877321,107324.08962925567
2026-06-26 02:55:00+00:00,103748.39792184293,100943.94573111276,103748.39792184293,107894.48300141333,99905.29152466012,102700.36927220708,106859.81001719355
2026-06-26 03:00:00+00:00,103276.30623124294,100423.14407567043,103276.30623124294,107382.16277709932,99460.52337736372,102313.68553293623,106419.54207879261
2026-06-26 03:05:00+00:00,102816.88272414831,99899.3486579314,102819.63608445135,106855.04595904396,99031.92933207151,101960.92331782414,105987.23883347043
2026-06-26 03:10:00+00:00,102350.67425006875,99336.37721467738,102360.6864693525,106276.31452409574,98596.20815297382,101630.28657447248,105542.08316563458
2026-06-26 03:15:00+00:00,101878.67370752478,98742.70028340511,101898.94845157435,105657.12596746201,98155.11134443522,101316.3641683999,105086.51719691955
2026-06-26 03:20:00+00:00,101401.87399503692,98126.78840161125,101433.91309674486,105008.63778435008,97710.39041082031,101013.74496512514,104622.98304895978
2026-06-26 03:25:00+00:00,100921.26801112568,97497.11210679259,100965.07147049201,104342.00746996731,97263.79685649365,100717.01783016682,104153.92284338972
2026-06-26 03:30:00+00:00,100437.84865431162,96862.1419364458,100491.91463844378,103668.392519521,96817.08218581979,100420.77162904371,103681.7787018438
2026-06-26 03:35:00+00:00,99952.60882311527,96230.34842806765,100013.93366622814,102998.95042821846,96371.99790316334,100119.59522727445,103208.9927459565
2026-06-26 03:40:00+00:00,99466.54141605711,95610.20211915484,99530.61961947301,102344.83869126707,95930.29551288887,99808.07749037776,102738.00709736225
2026-06-26 03:45:00+00:00,98980.63933165775,95010.17354720407,99041.46356380642,101717.21480387411,95493.72651936096,99480.8072838723,102271.26387769551
2026-06-26 03:50:00+00:00,98495.89546843764,94438.73324971211,98545.9565648563,101127.23626124696,95064.04242694417,99132.37347327679,101811.20520859073
2026-06-26 03:55:00+00:00,98013.30272491736,93904.35176417565,98043.58968825065,100586.0605585929,94642.9947400031,98757.36492410989,101360.27321168238
2026-06-26 04:00:00+00:00,97533.85399961741,93415.49962809142,97533.85399961741,100104.84519111925,94232.33496290231,98350.37050189031,100920.91000860487
2026-06-26 04:05:00+00:00,97050.94109851144,92961.32952591126,97002.06220875785,99673.19650708557,93829.58121703699,97883.57324870492,100490.79590322531
2026-06-26 04:10:00+00:00,96559.27552084027,92524.44493090907,96439.25515448207,99270.32850363855,93431.12014146046,97342.87814337532,100065.70940398694
2026-06-26 04:15:00+00:00,96061.82970502533,92103.49256381462,95853.51609593123,98891.8101493162,93037.00601702445,96743.45695652212,99645.23993938834
2026-06-26 04:20:00+00:00,95561.576089488,91697.11914535773,95252.92829224649,98533.21041265657,92647.29312458077,96100.48145876602,99228.9769379282
2026-06-26 04:25:00+00:00,95061.4871126496,91303.97139626813,94645.57500256906,98190.09826219779,92262.03574498116,95429.12342072774,98816.50982810509
2026-06-26 04:30:00+00:00,94564.53521293157,90922.69603727564,94039.53948604013,97858.04266647785,91881.2881590774,94744.55461302795,98407.42803841767
2026-06-26 04:35:00+00:00,94073.69282875526,90551.93978911004,93442.90500180083,97532.61259403483,91505.10464772124,94061.94680628732,98001.32099736457
2026-06-26 04:40:00+00:00,93591.93239854206,90190.34937250109,92863.75480899237,97209.37701340679,91133.53949176447,93396.47177112655,97597.77813344444
2026-06-26 04:45:00+00:00,93122.22636071335,89836.57150817863,92310.17216675593,96883.90489313181,90766.64697205884,92763.30127816636,97196.38887515588
2026-06-26 04:50:00+00:00,92667.5471536905,89489.2529168724,91790.24033423266,96551.76520174791,90404.48136945612,92177.60709802737,96796.74265099753
2026-06-26 04:55:00+00:00,92230.8672158949,89147.04031931219,91312.04257056375,96208.52690779316,90047.09696480806,91654.56100133028,96398.42888946804
2026-06-26 05:00:00+00:00,91815.15898574794,88808.5804362278,90883.66213489042,95849.75897980563,89694.54803896646,91209.33475869583,96001.03701906603
2026-06-26 05:05:00+00:00,91411.90934160599,88465.89457542454,90490.84017613139,95468.54382570623,89339.02828069775,90821.0057308471,95596.38916198577
2026-06-26 05:10:00+00:00,91011.88058068625,88115.0725602346,90113.6691232927,95065.28120504947,88975.393543286,90456.82235564872,95179.70518260135
2026-06-26 05:15:00+00:00,90616.95826970132,87760.86388467808,89751.75915564646,94646.5161138237,88607.69135435934,90114.21301943356,94755.6711226812
