T	BoM MJO RMM RMM1
    2444383.    	   3.8131502E-02
    2444384.    	  -6.3943103E-02
    2444385.    	  -7.6254100E-02
    2444386.    	  -0.2909500    
    2444387.    	  -0.2931000    
    2444388.    	  -0.5012700    
    2444389.    	  -0.9048400    
    2444390.    	  -0.9888900    
    2444391.    	  -0.9664500    
    2444392.    	  -0.9901400    
    2444393.    	   -1.027160    
    2444394.    	  -0.8564000    
    2444395.    	  -0.4841100    
    2444396.    	  -0.3195500    
    2444397.    	  -5.0001498E-02
    2444398.    	   0.2872380    
    2444399.    	   0.4682340    
    2444400.    	   0.6316950    
    2444401.    	   0.7626440    
    2444402.    	   0.7400460    
    2444403.    	   0.7164730    
    2444404.    	   0.2195530    
    2444405.    	  -0.1177700    
    2444406.    	  -0.3406000    
    2444407.    	  -0.5737100    
    2444408.    	  -0.6118500    
    2444409.    	  -0.1612000    
    2444410.    	   0.2033410    
    2444411.    	   0.4535550    
    2444412.    	   0.3543680    
    2444413.    	   0.4044920    
    2444414.    	   0.5161360    
    2444415.    	   0.6449300    
    2444416.    	   0.7292560    
    2444417.    	   0.5568760    
    2444418.    	   0.4000070    
    2444419.    	   0.4472910    
    2444420.    	   0.5572370    
    2444421.    	   0.4560960    
    2444422.    	   0.6040500    
    2444423.    	    1.008690    
    2444424.    	    1.328500    
    2444425.    	    1.295030    
    2444426.    	   0.9223570    
    2444427.    	   0.6412420    
    2444428.    	   0.5249930    
    2444429.    	   0.4946850    
    2444430.    	   0.2361880    
    2444431.    	  -0.1066700    
    2444432.    	  -0.4450800    
    2444433.    	  -0.5331400    
    2444434.    	  -0.5747600    
    2444435.    	  -0.6228100    
    2444436.    	  -0.6314100    
    2444437.    	  -0.5525800    
    2444438.    	  -0.4589400    
    2444439.    	  -0.1649500    
    2444440.    	  -0.1286400    
    2444441.    	  -0.3037800    
    2444442.    	  -0.3740300    
    2444443.    	  -0.3691600    
    2444444.    	  -0.3845800    
    2444445.    	  -0.5846500    
    2444446.    	  -0.4610100    
    2444447.    	  -0.6963400    
    2444448.    	   -1.049080    
    2444449.    	   -1.028750    
    2444450.    	  -0.9893200    
    2444451.    	   -1.000190    
    2444452.    	  -0.9819300    
    2444453.    	   -1.091480    
    2444454.    	  -0.9888100    
    2444455.    	  -0.7941200    
    2444456.    	  -0.6467200    
    2444457.    	  -0.6589900    
    2444458.    	  -0.6702200    
    2444459.    	  -0.8184000    
    2444460.    	  -0.8758500    
    2444461.    	   -1.047860    
    2444462.    	   -1.208970    
    2444463.    	   -1.451920    
    2444464.    	   -1.246630    
    2444465.    	  -0.9245400    
    2444466.    	  -0.7208500    
    2444467.    	  -0.5438500    
    2444468.    	  -0.2843800    
    2444469.    	  -7.2674300E-03
    2444470.    	   0.3156610    
    2444471.    	   0.3088360    
    2444472.    	   0.7059420    
    2444473.    	    1.018900    
    2444474.    	    1.489290    
    2444475.    	    1.684770    
    2444476.    	    1.737730    
    2444477.    	    1.778460    
    2444478.    	    1.563380    
    2444479.    	    1.567430    
    2444480.    	    1.469090    
    2444481.    	    1.159190    
    2444482.    	   0.8973310    
    2444483.    	   0.8047750    
    2444484.    	   0.9998810    
    2444485.    	    1.017970    
    2444486.    	   0.9310190    
    2444487.    	   0.9239120    
    2444488.    	    1.027120    
    2444489.    	    1.058950    
    2444490.    	    1.037650    
    2444491.    	    1.197870    
    2444492.    	    1.270390    
    2444493.    	    1.187920    
    2444494.    	   0.8615920    
    2444495.    	   0.6406080    
    2444496.    	   0.6044970    
    2444497.    	   0.1919020    
    2444498.    	  -0.1207300    
    2444499.    	  -0.3930800    
    2444500.    	  -0.8716800    
    2444501.    	  -0.9986600    
    2444502.    	  -0.9998000    
    2444503.    	   -1.269660    
    2444504.    	   -1.532100    
    2444505.    	   -1.469830    
    2444506.    	   -1.350820    
    2444507.    	   -1.194360    
    2444508.    	  -0.9036000    
    2444509.    	  -0.6000100    
    2444510.    	  -0.3804400    
    2444511.    	  -0.4089600    
    2444512.    	  -0.4459000    
    2444513.    	  -0.3071300    
    2444514.    	  -0.2099400    
    2444515.    	  -0.1465100    
    2444516.    	  -7.8132696E-02
    2444517.    	  -0.2046200    
    2444518.    	  -0.4741200    
    2444519.    	  -0.5330100    
    2444520.    	  -0.5379200    
    2444521.    	  -0.6740200    
    2444522.    	  -0.6160800    
    2444523.    	  -0.4656600    
    2444524.    	  -4.8868400E-03
    2444525.    	   0.2037910    
    2444526.    	   0.1593190    
    2444527.    	   0.1449880    
    2444528.    	   0.2346300    
    2444529.    	   0.4237930    
    2444530.    	   0.9038030    
    2444531.    	    1.158600    
    2444532.    	    1.276590    
    2444533.    	    1.359980    
    2444534.    	    1.322530    
    2444535.    	    1.407550    
    2444536.    	    1.571020    
    2444537.    	    1.579770    
    2444538.    	    1.439690    
    2444539.    	    1.235180    
    2444540.    	   0.6962910    
    2444541.    	   0.4401930    
    2444542.    	   5.9148900E-02
    2444543.    	  -8.7587401E-02
    2444544.    	  -0.1096000    
    2444545.    	  -0.2262000    
    2444546.    	  -0.2439200    
    2444547.    	  -0.3901700    
    2444548.    	  -0.6096800    
    2444549.    	  -0.7867300    
    2444550.    	  -0.5565000    
    2444551.    	  -0.5098500    
    2444552.    	  -0.5888900    
    2444553.    	  -0.8933800    
    2444554.    	   -1.119710    
    2444555.    	   -1.063190    
    2444556.    	  -0.9155200    
    2444557.    	  -0.7877400    
    2444558.    	  -0.7027900    
    2444559.    	  -0.4306100    
    2444560.    	  -9.9863701E-02
    2444561.    	  -0.1402200    
    2444562.    	  -0.1034600    
    2444563.    	  -7.6403603E-02
    2444564.    	   0.1407540    
    2444565.    	   0.4945880    
    2444566.    	   0.4795420    
    2444567.    	   0.2064210    
    2444568.    	   5.1629499E-02
    2444569.    	   6.6621803E-02
    2444570.    	  -0.2241900    
    2444571.    	  -0.5167700    
    2444572.    	  -0.6124200    
    2444573.    	  -0.4449400    
    2444574.    	  -0.2850100    
    2444575.    	   3.5951301E-02
    2444576.    	  -3.1859599E-02
    2444577.    	   0.1664640    
    2444578.    	   0.2908360    
    2444579.    	   0.2726080    
    2444580.    	   0.3430830    
    2444581.    	   0.4205830    
    2444582.    	   0.4623190    
    2444583.    	   0.2608160    
    2444584.    	   0.1287840    
    2444585.    	   2.9331300E-02
    2444586.    	  -8.0416501E-02
    2444587.    	  -1.9275000E-02
    2444588.    	  -0.1470300    
    2444589.    	  -0.1342200    
    2444590.    	  -7.4866600E-02
    2444591.    	   9.0993598E-02
    2444592.    	   0.4112540    
    2444593.    	   0.3616140    
    2444594.    	   0.2024550    
    2444595.    	   0.2921420    
    2444596.    	   0.3117130    
    2444597.    	  -0.1008700    
    2444598.    	  -0.3588800    
    2444599.    	  -0.3826300    
    2444600.    	  -0.4121400    
    2444601.    	  -0.1412700    
    2444602.    	  -0.2857100    
    2444603.    	  -0.5342600    
    2444604.    	  -0.6743400    
    2444605.    	  -0.6825500    
    2444606.    	  -0.3427600    
    2444607.    	  -6.7392603E-02
    2444608.    	   0.2299870    
    2444609.    	   0.2438620    
    2444610.    	   0.4365740    
    2444611.    	   0.4386730    
    2444612.    	   3.3406001E-02
    2444613.    	  -0.1095300    
    2444614.    	  -7.8959102E-03
    2444615.    	   3.7796900E-02
    2444616.    	  -2.8174300E-02
    2444617.    	  -7.4113503E-02
    2444618.    	  -2.8746000E-03
    2444619.    	   7.4870199E-02
    2444620.    	   1.2441600E-02
    2444621.    	  -0.2548300    
    2444622.    	  -0.3902100    
    2444623.    	  -0.4537500    
    2444624.    	  -0.5787000    
    2444625.    	  -0.9481700    
    2444626.    	   -1.143950    
    2444627.    	  -0.8971100    
    2444628.    	  -0.7596500    
    2444629.    	  -0.7147200    
    2444630.    	  -0.7460100    
    2444631.    	  -0.4388700    
    2444632.    	  -0.3424700    
    2444633.    	  -8.0995902E-02
    2444634.    	   0.1737780    
    2444635.    	   0.3738090    
    2444636.    	   9.0018198E-02
    2444637.    	   5.5753302E-02
    2444638.    	   0.1312660    
    2444639.    	   9.8853596E-03
    2444640.    	  -0.1764400    
    2444641.    	  -0.5620600    
    2444642.    	  -0.5123800    
    2444643.    	  -0.7077300    
    2444644.    	  -0.4953900    
    2444645.    	  -0.4560100    
    2444646.    	  -0.1708400    
    2444647.    	   4.1301899E-02
    2444648.    	   0.2110220    
    2444649.    	   0.2649600    
    2444650.    	   0.4302540    
    2444651.    	   0.2236950    
    2444652.    	  -0.1059900    
    2444653.    	  -0.4014600    
    2444654.    	  -0.8161400    
    2444655.    	   -1.189400    
    2444656.    	   -1.126660    
    2444657.    	  -0.9566900    
    2444658.    	  -0.6593500    
    2444659.    	  -0.4767000    
    2444660.    	  -0.1689800    
    2444661.    	   5.3018801E-02
    2444662.    	   0.2415650    
    2444663.    	  -2.4615699E-02
    2444664.    	  -0.3965100    
    2444665.    	  -0.7518500    
    2444666.    	   -1.189790    
    2444667.    	   -1.708990    
    2444668.    	   -1.953460    
    2444669.    	   -2.157060    
    2444670.    	   -2.347320    
    2444671.    	   -2.365150    
    2444672.    	   -2.235680    
    2444673.    	   -2.067330    
    2444674.    	   -1.857660    
    2444675.    	   -1.890410    
    2444676.    	   -2.079240    
    2444677.    	   -2.573590    
    2444678.    	   -2.936830    
    2444679.    	   -3.038580    
    2444680.    	   -2.795030    
    2444681.    	   -2.638820    
    2444682.    	   -2.595120    
    2444683.    	   -2.563580    
    2444684.    	   -2.427400    
    2444685.    	   -2.098070    
    2444686.    	   -1.628070    
    2444687.    	   -1.162780    
    2444688.    	  -0.9130400    
    2444689.    	  -0.6182100    
    2444690.    	  -0.2282100    
    2444691.    	   0.1001800    
    2444692.    	   0.5405140    
    2444693.    	   0.7803850    
    2444694.    	   0.9435600    
    2444695.    	    1.365840    
    2444696.    	    1.740560    
    2444697.    	    2.076420    
    2444698.    	    2.175400    
    2444699.    	    2.343280    
    2444700.    	    2.637880    
    2444701.    	    2.818720    
    2444702.    	    2.627290    
    2444703.    	    2.161200    
    2444704.    	    2.032970    
    2444705.    	    2.006880    
    2444706.    	    1.692930    
    2444707.    	    1.112880    
    2444708.    	   0.4789430    
    2444709.    	   0.1366800    
    2444710.    	  -3.6621600E-02
    2444711.    	  -0.2298600    
    2444712.    	  -0.1687500    
    2444713.    	  -0.2504000    
    2444714.    	  -0.3480200    
    2444715.    	  -0.4514500    
    2444716.    	  -0.2559400    
    2444717.    	  -0.2724600    
    2444718.    	  -0.3213300    
    2444719.    	  -0.3341000    
    2444720.    	  -0.7337000    
    2444721.    	   -1.218430    
    2444722.    	   -1.561830    
    2444723.    	   -1.760170    
    2444724.    	   -2.057290    
    2444725.    	   -2.361580    
    2444726.    	   -2.550030    
    2444727.    	   -2.250850    
    2444728.    	   -1.670550    
    2444729.    	   -1.637970    
    2444730.    	   -1.499880    
    2444731.    	   -1.283960    
    2444732.    	  -0.8856700    
    2444733.    	  -0.5566200    
    2444734.    	  -0.4352900    
    2444735.    	  -0.1460300    
    2444736.    	   0.1368910    
    2444737.    	   0.5910830    
    2444738.    	   0.8381000    
    2444739.    	   0.7681870    
    2444740.    	   0.9585100    
    2444741.    	    1.186570    
    2444742.    	    1.358160    
    2444743.    	    1.258260    
    2444744.    	    1.116960    
    2444745.    	    1.206410    
    2444746.    	    1.327470    
    2444747.    	    1.095430    
    2444748.    	    1.080830    
    2444749.    	   0.7470370    
    2444750.    	   0.5326250    
    2444751.    	   0.2880340    
    2444752.    	   0.1534380    
    2444753.    	   0.2603150    
    2444754.    	   0.4166080    
    2444755.    	   0.3217700    
    2444756.    	   0.4446940    
    2444757.    	   0.6411840    
    2444758.    	   0.8061720    
    2444759.    	   0.7853390    
    2444760.    	   0.5161350    
    2444761.    	   0.4116160    
    2444762.    	   0.2319090    
    2444763.    	   1.4120900E-02
    2444764.    	   1.3727400E-02
    2444765.    	   0.2613710    
    2444766.    	   0.5578380    
    2444767.    	   0.7586040    
    2444768.    	   0.9170480    
    2444769.    	    1.148030    
    2444770.    	    1.153910    
    2444771.    	   0.9629750    
    2444772.    	   0.5796740    
    2444773.    	   0.5045980    
    2444774.    	   0.6735430    
    2444775.    	   0.9122650    
    2444776.    	    1.114790    
    2444777.    	    1.149140    
    2444778.    	    1.198680    
    2444779.    	   0.7530080    
    2444780.    	   0.2979920    
    2444781.    	   6.4893097E-02
    2444782.    	   0.3301340    
    2444783.    	   0.2682000    
    2444784.    	   0.2945260    
    2444785.    	   0.2673700    
    2444786.    	   7.8491196E-03
    2444787.    	  -0.1896900    
    2444788.    	  -0.1298800    
    2444789.    	   0.1357090    
    2444790.    	   0.4314090    
    2444791.    	   0.6492310    
    2444792.    	   0.5891760    
    2444793.    	   0.6417870    
    2444794.    	   0.5941940    
    2444795.    	   0.5716850    
    2444796.    	   0.6101120    
    2444797.    	   0.6812830    
    2444798.    	   0.3222180    
    2444799.    	   2.6614800E-02
    2444800.    	  -0.1105600    
    2444801.    	  -0.2641400    
    2444802.    	  -0.3855200    
    2444803.    	  -0.5103500    
    2444804.    	  -0.4002200    
    2444805.    	  -0.2138200    
    2444806.    	  -8.0367699E-02
    2444807.    	  -6.9804400E-02
    2444808.    	   0.2719390    
    2444809.    	   0.6267280    
    2444810.    	   0.8868590    
    2444811.    	    1.000990    
    2444812.    	    1.317950    
    2444813.    	    1.634490    
    2444814.    	    1.707520    
    2444815.    	    1.626370    
    2444816.    	    1.744090    
    2444817.    	    1.750200    
    2444818.    	    1.745730    
    2444819.    	    1.463310    
    2444820.    	    1.378310    
    2444821.    	    1.403320    
    2444822.    	    1.468750    
    2444823.    	    1.190360    
    2444824.    	   0.6962550    
    2444825.    	   0.5446780    
    2444826.    	   0.4117400    
    2444827.    	   7.7726103E-02
    2444828.    	  -0.1120800    
    2444829.    	  -6.9690701E-03
    2444830.    	  -0.1174800    
    2444831.    	  -0.5665400    
    2444832.    	  -0.8683500    
    2444833.    	  -0.7175300    
    2444834.    	  -0.7331700    
    2444835.    	  -0.5667400    
    2444836.    	  -0.5101700    
    2444837.    	  -0.8118400    
    2444838.    	  -0.8415900    
    2444839.    	  -0.7206900    
    2444840.    	  -0.7992100    
    2444841.    	  -0.8682300    
    2444842.    	   -1.021210    
    2444843.    	   -1.254080    
    2444844.    	   -1.321170    
    2444845.    	   -1.294030    
    2444846.    	   -1.461820    
    2444847.    	   -1.335360    
    2444848.    	   -1.116500    
    2444849.    	  -0.9801500    
    2444850.    	  -0.7040300    
    2444851.    	  -0.4757700    
    2444852.    	  -0.1712400    
    2444853.    	  -0.1484400    
    2444854.    	  -0.3559700    
    2444855.    	  -0.2463700    
    2444856.    	  -0.3841400    
    2444857.    	  -0.5100400    
    2444858.    	  -0.5113600    
    2444859.    	  -0.3853700    
    2444860.    	  -0.3023900    
    2444861.    	  -0.1102200    
    2444862.    	   0.3172410    
    2444863.    	   0.5919900    
    2444864.    	   0.8334960    
    2444865.    	    1.278740    
    2444866.    	    1.717430    
    2444867.    	    1.907920    
    2444868.    	    1.795940    
    2444869.    	    2.089280    
    2444870.    	    2.122930    
    2444871.    	    2.070940    
    2444872.    	    1.838210    
    2444873.    	    1.844300    
    2444874.    	    1.892080    
    2444875.    	    1.863320    
    2444876.    	    1.599540    
    2444877.    	    1.145000    
    2444878.    	   0.5863260    
    2444879.    	   0.3540700    
    2444880.    	  -6.1611898E-02
    2444881.    	  -0.4108700    
    2444882.    	  -0.8614800    
    2444883.    	  -0.9898200    
    2444884.    	  -0.9977900    
    2444885.    	   -1.119750    
    2444886.    	   -1.098600    
    2444887.    	   -1.122970    
    2444888.    	  -0.8951000    
    2444889.    	  -0.5295500    
    2444890.    	  -0.2400200    
    2444891.    	  -0.1754500    
    2444892.    	  -0.1695900    
    2444893.    	   8.3602302E-02
    2444894.    	   0.1956550    
    2444895.    	   0.2085010    
    2444896.    	   0.1687080    
    2444897.    	   0.1921530    
    2444898.    	   0.1616810    
    2444899.    	   0.1565020    
    2444900.    	   3.9858799E-03
    2444901.    	  -0.1793100    
    2444902.    	  -0.2540800    
    2444903.    	  -0.2384700    
    2444904.    	  -0.3123600    
    2444905.    	  -0.1484100    
    2444906.    	   1.5409600E-02
    2444907.    	  -1.0193700E-02
    2444908.    	   3.1221300E-02
    2444909.    	  -0.1562000    
    2444910.    	  -9.1290899E-02
    2444911.    	   0.3406150    
    2444912.    	   0.9006230    
    2444913.    	    1.111970    
    2444914.    	   0.9236660    
    2444915.    	   0.6671560    
    2444916.    	   0.5122630    
    2444917.    	   0.5758880    
    2444918.    	   0.6808240    
    2444919.    	   0.8808200    
    2444920.    	   0.8940860    
    2444921.    	   0.5940610    
    2444922.    	   0.2337330    
    2444923.    	  -4.9816199E-02
    2444924.    	  -0.2733400    
    2444925.    	  -0.3191800    
    2444926.    	  -0.3449600    
    2444927.    	  -0.2946200    
    2444928.    	  -0.3068500    
    2444929.    	  -0.1670900    
    2444930.    	  -6.2874297E-04
    2444931.    	   0.3012330    
    2444932.    	   0.4963580    
    2444933.    	   0.4844460    
    2444934.    	   0.5824050    
    2444935.    	   0.1456180    
    2444936.    	   0.1983460    
    2444937.    	   0.4350850    
    2444938.    	   0.6301360    
    2444939.    	   0.7490070    
    2444940.    	   0.7228670    
    2444941.    	   0.6888530    
    2444942.    	   0.7011930    
    2444943.    	   0.9483490    
    2444944.    	    1.349510    
    2444945.    	    1.575330    
    2444946.    	    1.798070    
    2444947.    	    1.949280    
    2444948.    	    1.651700    
    2444949.    	    1.353220    
    2444950.    	    1.070050    
    2444951.    	   0.5169470    
    2444952.    	   0.4030460    
    2444953.    	   0.1531850    
    2444954.    	  -4.5441002E-02
    2444955.    	  -0.1419200    
    2444956.    	  -0.1579000    
    2444957.    	  -0.3183600    
    2444958.    	  -0.2828100    
    2444959.    	  -0.2879900    
    2444960.    	  -0.3736100    
    2444961.    	  -0.5169800    
    2444962.    	  -0.7260800    
    2444963.    	  -0.5543000    
    2444964.    	  -0.5504800    
    2444965.    	  -0.8691700    
    2444966.    	   -1.160050    
    2444967.    	   -1.311130    
    2444968.    	   -1.443320    
    2444969.    	   -1.587100    
    2444970.    	   -1.633390    
    2444971.    	   -1.811420    
    2444972.    	   -1.837960    
    2444973.    	   -1.573200    
    2444974.    	   -1.285390    
    2444975.    	  -0.8439100    
    2444976.    	  -0.4202700    
    2444977.    	  -6.0268499E-02
    2444978.    	   0.4086180    
    2444979.    	   0.8260640    
    2444980.    	    1.043800    
    2444981.    	   0.9350320    
    2444982.    	   0.9141400    
    2444983.    	   0.7661600    
    2444984.    	   0.8161730    
    2444985.    	   0.8821120    
    2444986.    	   0.9733030    
    2444987.    	   0.8814620    
    2444988.    	   0.6238230    
    2444989.    	   0.4703530    
    2444990.    	   0.5137450    
    2444991.    	   0.3140290    
    2444992.    	  -0.1393100    
    2444993.    	  -0.5438800    
    2444994.    	  -0.7000300    
    2444995.    	  -0.8855700    
    2444996.    	  -0.5765000    
    2444997.    	   4.5768101E-02
    2444998.    	   0.5848680    
    2444999.    	   0.5525620    
    2445000.    	   0.8619960    
    2445001.    	    1.086690    
    2445002.    	   0.9682830    
    2445003.    	   0.9236350    
    2445004.    	   0.6759610    
    2445005.    	  -8.9482702E-02
    2445006.    	  -0.3777200    
    2445007.    	  -0.3171400    
    2445008.    	  -0.2296300    
    2445009.    	  -2.0541800E-02
    2445010.    	   9.6121900E-02
    2445011.    	   0.4354080    
    2445012.    	   0.6997990    
    2445013.    	   0.7828080    
    2445014.    	   0.6328100    
    2445015.    	   0.6302780    
    2445016.    	   0.4555840    
    2445017.    	   0.1223720    
    2445018.    	  -0.3408000    
    2445019.    	  -0.7520500    
    2445020.    	   -1.140920    
    2445021.    	   -1.152870    
    2445022.    	   -1.150230    
    2445023.    	   -1.032310    
    2445024.    	  -0.8610400    
    2445025.    	  -0.9290400    
    2445026.    	  -0.9909700    
    2445027.    	   -1.112180    
    2445028.    	   -1.123420    
    2445029.    	   -1.028220    
    2445030.    	  -0.7191100    
    2445031.    	  -0.2415500    
    2445032.    	  -9.8254502E-02
    2445033.    	  -9.8108202E-02
    2445034.    	   5.0470699E-02
    2445035.    	   7.7558599E-02
    2445036.    	  -0.1354800    
    2445037.    	   1.5664799E-02
    2445038.    	  -3.2414600E-02
    2445039.    	  -0.1634300    
    2445040.    	  -0.4337500    
    2445041.    	  -0.6131800    
    2445042.    	  -0.5022900    
    2445043.    	  -0.5513000    
    2445044.    	  -0.4667600    
    2445045.    	  -0.1204200    
    2445046.    	   0.2988740    
    2445047.    	   0.4400350    
    2445048.    	   0.7066330    
    2445049.    	   0.9214030    
    2445050.    	   0.8434690    
    2445051.    	   0.7607350    
    2445052.    	   0.7078020    
    2445053.    	   0.6266430    
    2445054.    	   0.7394010    
    2445055.    	   0.7149100    
    2445056.    	   0.8437980    
    2445057.    	   0.9103820    
    2445058.    	   0.6393530    
    2445059.    	   0.4955500    
    2445060.    	   0.3830240    
    2445061.    	   5.6411199E-02
    2445062.    	  -0.3079200    
    2445063.    	  -0.3036800    
    2445064.    	  -0.3219300    
    2445065.    	  -0.6422800    
    2445066.    	  -0.9214600    
    2445067.    	  -0.9517000    
    2445068.    	   -1.245600    
    2445069.    	   -1.695000    
    2445070.    	   -1.898800    
    2445071.    	   -1.703160    
    2445072.    	   -1.231390    
    2445073.    	  -0.9265400    
    2445074.    	  -0.6479300    
    2445075.    	  -0.2668300    
    2445076.    	  -7.0519798E-02
    2445077.    	   0.1288460    
    2445078.    	   0.3448910    
    2445079.    	   0.4830540    
    2445080.    	   0.5814230    
    2445081.    	   0.8485130    
    2445082.    	    1.056420    
    2445083.    	    1.132040    
    2445084.    	    1.055020    
    2445085.    	   0.8982260    
    2445086.    	   0.8912290    
    2445087.    	   0.7510120    
    2445088.    	   0.5833670    
    2445089.    	   0.4235920    
    2445090.    	   0.4206710    
    2445091.    	   0.4579260    
    2445092.    	   0.4129690    
    2445093.    	   0.3826770    
    2445094.    	   0.4393600    
    2445095.    	   0.3395530    
    2445096.    	   4.4436000E-02
    2445097.    	  -0.3128300    
    2445098.    	  -0.5650600    
    2445099.    	  -0.6461300    
    2445100.    	  -0.7696700    
    2445101.    	  -0.7341200    
    2445102.    	  -0.8003400    
    2445103.    	  -0.8867000    
    2445104.    	   -1.074660    
    2445105.    	   -1.366410    
    2445106.    	   -1.657900    
    2445107.    	   -1.689430    
    2445108.    	   -1.695730    
    2445109.    	   -1.761790    
    2445110.    	   -1.799690    
    2445111.    	   -1.575280    
    2445112.    	   -1.436070    
    2445113.    	   -1.488000    
    2445114.    	   -1.617950    
    2445115.    	   -1.532630    
    2445116.    	   -1.168480    
    2445117.    	  -0.6347200    
    2445118.    	  -4.8421498E-02
    2445119.    	   0.5863990    
    2445120.    	    1.159240    
    2445121.    	    1.417630    
    2445122.    	    1.433610    
    2445123.    	    1.325540    
    2445124.    	    1.173370    
    2445125.    	    1.015490    
    2445126.    	   0.8151430    
    2445127.    	   0.8663280    
    2445128.    	   0.6674920    
    2445129.    	   0.3745520    
    2445130.    	   6.9614299E-02
    2445131.    	   0.2269770    
    2445132.    	   0.2787830    
    2445133.    	   6.5867797E-02
    2445134.    	  -0.1768800    
    2445135.    	  -0.3114600    
    2445136.    	  -0.3255300    
    2445137.    	  -0.3429500    
    2445138.    	  -0.1215700    
    2445139.    	   6.6548303E-02
    2445140.    	   0.1470240    
    2445141.    	   0.1872630    
    2445142.    	   0.1330560    
    2445143.    	   0.2782860    
    2445144.    	   0.4758350    
    2445145.    	   0.6295510    
    2445146.    	   0.4638600    
    2445147.    	   0.3078820    
    2445148.    	   0.2134080    
    2445149.    	   1.2056400E-02
    2445150.    	  -0.1550900    
    2445151.    	  -0.3203900    
    2445152.    	  -0.4364900    
    2445153.    	  -0.4061500    
    2445154.    	  -0.4175400    
    2445155.    	  -0.3940100    
    2445156.    	  -0.5675100    
    2445157.    	  -0.5897700    
    2445158.    	  -0.6151300    
    2445159.    	  -0.5168100    
    2445160.    	  -0.4775500    
    2445161.    	  -0.4724200    
    2445162.    	  -0.3307000    
    2445163.    	  -0.5104500    
    2445164.    	  -0.4384900    
    2445165.    	  -0.4100400    
    2445166.    	  -0.2946900    
    2445167.    	  -0.1656600    
    2445168.    	  -4.7057901E-02
    2445169.    	   2.4535000E-02
    2445170.    	   0.1198470    
    2445171.    	  -6.0139600E-02
    2445172.    	  -0.3037000    
    2445173.    	  -0.7733600    
    2445174.    	  -0.9350500    
    2445175.    	  -0.9341500    
    2445176.    	  -0.8002800    
    2445177.    	  -0.6538900    
    2445178.    	  -0.5675200    
    2445179.    	  -0.3821700    
    2445180.    	  -0.3093500    
    2445181.    	   6.6910200E-02
    2445182.    	   0.1684380    
    2445183.    	   4.4732500E-02
    2445184.    	  -0.2935700    
    2445185.    	  -0.6094300    
    2445186.    	  -0.3209600    
    2445187.    	   1.4900199E-04
    2445188.    	   0.1655280    
    2445189.    	  -5.5627301E-02
    2445190.    	  -0.1333700    
    2445191.    	   0.2540600    
    2445192.    	   0.4751590    
    2445193.    	   0.4481300    
    2445194.    	   0.4236320    
    2445195.    	   0.5805010    
    2445196.    	   0.4776200    
    2445197.    	   0.7114250    
    2445198.    	   0.6609850    
    2445199.    	   0.5283490    
    2445200.    	   0.4069390    
    2445201.    	   0.3265480    
    2445202.    	   0.3833850    
    2445203.    	   0.4542990    
    2445204.    	   0.4375780    
    2445205.    	   0.5291040    
    2445206.    	   0.4831620    
    2445207.    	   0.5101150    
    2445208.    	   0.6312320    
    2445209.    	   0.4947500    
    2445210.    	   0.1327900    
    2445211.    	   0.1196550    
    2445212.    	   0.1601760    
    2445213.    	   0.3406600    
    2445214.    	   0.2512290    
    2445215.    	   0.1278350    
    2445216.    	   0.3053810    
    2445217.    	   0.4048030    
    2445218.    	   0.4378790    
    2445219.    	   0.6059310    
    2445220.    	   0.6899140    
    2445221.    	   0.7596450    
    2445222.    	   0.6006410    
    2445223.    	   0.4643300    
    2445224.    	   0.1673400    
    2445225.    	   0.1762970    
    2445226.    	  -0.1010100    
    2445227.    	  -4.7871899E-02
    2445228.    	  -0.1938000    
    2445229.    	  -0.5369700    
    2445230.    	  -0.8916000    
    2445231.    	   -1.059410    
    2445232.    	   -1.278690    
    2445233.    	   -1.368310    
    2445234.    	  -0.9697800    
    2445235.    	  -0.7253700    
    2445236.    	  -0.4931300    
    2445237.    	  -0.4642200    
    2445238.    	  -0.4812500    
    2445239.    	  -0.6159200    
    2445240.    	  -0.6768900    
    2445241.    	  -0.8255800    
    2445242.    	  -0.9947400    
    2445243.    	  -0.6596500    
    2445244.    	  -0.5463600    
    2445245.    	  -0.6243400    
    2445246.    	  -0.6610300    
    2445247.    	  -0.4429000    
    2445248.    	  -0.3751000    
    2445249.    	  -6.1662499E-02
    2445250.    	  -0.1139500    
    2445251.    	  -0.2622700    
    2445252.    	  -0.4759500    
    2445253.    	  -0.5229000    
    2445254.    	  -0.5133900    
    2445255.    	  -0.3535500    
    2445256.    	  -0.3004300    
    2445257.    	  -0.1004900    
    2445258.    	  -4.0023599E-02
    2445259.    	   0.1759760    
    2445260.    	   0.3179100    
    2445261.    	   0.1376150    
    2445262.    	  -0.2371400    
    2445263.    	  -0.4433700    
    2445264.    	  -0.4861800    
    2445265.    	  -0.8876000    
    2445266.    	   -1.131940    
    2445267.    	   -1.145430    
    2445268.    	  -0.9674000    
    2445269.    	  -0.8181200    
    2445270.    	  -0.8972000    
    2445271.    	  -0.8885500    
    2445272.    	  -0.7253800    
    2445273.    	  -0.4743000    
    2445274.    	  -0.2324800    
    2445275.    	  -0.2390600    
    2445276.    	  -0.2221900    
    2445277.    	  -2.8439799E-02
    2445278.    	   0.2969670    
    2445279.    	   0.6898990    
    2445280.    	   0.9451780    
    2445281.    	    1.021160    
    2445282.    	    1.155490    
    2445283.    	    1.253160    
    2445284.    	   0.8996680    
