T	BoM MJO RMM amplitude
julian_day	unitless
    2444815.    	    1.630640    
    2444816.    	    1.875870    
    2444817.    	    2.144630    
    2444818.    	    2.284360    
    2444819.    	    2.327190    
    2444820.    	    2.549870    
    2444821.    	    2.592620    
    2444822.    	    2.417280    
    2444823.    	    2.064340    
    2444824.    	    1.863880    
    2444825.    	    1.820910    
    2444826.    	    1.693060    
    2444827.    	    1.444670    
    2444828.    	    1.392730    
    2444829.    	    1.332630    
    2444830.    	    1.076410    
    2444831.    	   0.7283210    
    2444832.    	   0.8839230    
    2444833.    	   0.7247350    
    2444834.    	   0.7369300    
    2444835.    	   0.5787520    
    2444836.    	   0.5109540    
    2444837.    	   0.8599580    
    2444838.    	   0.9868670    
    2444839.    	   0.9804360    
    2444840.    	    1.143670    
    2444841.    	    1.157890    
    2444842.    	    1.235720    
    2444843.    	    1.350140    
    2444844.    	    1.427650    
    2444845.    	    1.466810    
    2444846.    	    1.647170    
    2444847.    	    1.631150    
    2444848.    	    1.676990    
    2444849.    	    1.990890    
    2444850.    	    2.002900    
    2444851.    	    1.953420    
    2444852.    	    2.012420    
    2444853.    	    2.207090    
    2444854.    	    1.831150    
    2444855.    	    1.532220    
    2444856.    	    1.530880    
    2444857.    	    1.443030    
    2444858.    	    1.477750    
    2444859.    	    1.563010    
    2444860.    	    1.736330    
    2444861.    	    1.756780    
    2444862.    	    1.612860    
    2444863.    	    1.454300    
    2444864.    	    1.153010    
    2444865.    	    1.332200    
    2444866.    	    1.722990    
    2444867.    	    1.910610    
    2444868.    	    1.810010    
    2444869.    	    2.118780    
    2444870.    	    2.180860    
    2444871.    	    2.144160    
    2444872.    	    1.875050    
    2444873.    	    1.935330    
    2444874.    	    2.125500    
    2444875.    	    2.305920    
    2444876.    	    2.168710    
    2444877.    	    1.905710    
    2444878.    	    1.677460    
    2444879.    	    1.477300    
    2444880.    	    1.410670    
    2444881.    	    1.314770    
    2444882.    	    1.207250    
    2444883.    	    1.181290    
    2444884.    	    1.032200    
    2444885.    	    1.126220    
    2444886.    	    1.149550    
    2444887.    	    1.150240    
    2444888.    	   0.9109370    
    2444889.    	   0.5590750    
    2444890.    	   0.2821920    
    2444891.    	   0.1917610    
    2444892.    	   0.1893540    
    2444893.    	   0.1094380    
    2444894.    	   0.2502070    
    2444895.    	   0.5977000    
    2444896.    	   0.5745940    
    2444897.    	   0.3074000    
    2444898.    	   0.2125220    
    2444899.    	   0.2424730    
    2444900.    	   0.4657510    
    2444901.    	   0.6534010    
    2444902.    	   0.7879980    
    2444903.    	   0.8688310    
    2444904.    	   0.8702780    
    2444905.    	   0.9749400    
    2444906.    	   0.9466780    
    2444907.    	   0.8944730    
    2444908.    	    1.090730    
    2444909.    	    1.076730    
    2444910.    	    1.265810    
    2444911.    	    1.084220    
    2444912.    	    1.156590    
    2444913.    	    1.147840    
    2444914.    	   0.9516390    
    2444915.    	   0.7229920    
    2444916.    	   0.5955470    
    2444917.    	   0.7984130    
    2444918.    	    1.016220    
    2444919.    	    1.237120    
    2444920.    	    1.094810    
    2444921.    	   0.6400160    
    2444922.    	   0.4002800    
    2444923.    	   0.4702020    
    2444924.    	   0.7073900    
    2444925.    	   0.6348460    
    2444926.    	   0.4410650    
    2444927.    	   0.3082270    
    2444928.    	   0.3430630    
    2444929.    	   0.5682680    
    2444930.    	   0.5938690    
    2444931.    	   0.5340920    
    2444932.    	   0.5826440    
    2444933.    	   0.5954200    
    2444934.    	   0.6408720    
    2444935.    	   0.5268970    
    2444936.    	   0.3610640    
    2444937.    	   0.4942950    
    2444938.    	   0.6352110    
    2444939.    	   0.7518770    
    2444940.    	   0.7504890    
    2444941.    	   0.6938230    
    2444942.    	   0.7680870    
    2444943.    	   0.9563690    
    2444944.    	    1.349510    
    2444945.    	    1.577970    
    2444946.    	    1.829050    
    2444947.    	    2.054960    
    2444948.    	    1.944500    
    2444949.    	    1.966880    
    2444950.    	    2.009390    
    2444951.    	    1.724540    
    2444952.    	    1.897330    
    2444953.    	    1.699480    
    2444954.    	    1.582990    
    2444955.    	    1.364950    
    2444956.    	    1.270810    
    2444957.    	    1.195990    
    2444958.    	   0.8954570    
    2444959.    	   0.8392450    
    2444960.    	    1.003990    
    2444961.    	    1.055680    
    2444962.    	    1.206180    
    2444963.    	    1.141960    
    2444964.    	    1.116830    
    2444965.    	    1.187920    
    2444966.    	    1.340800    
    2444967.    	    1.365290    
    2444968.    	    1.444430    
    2444969.    	    1.592580    
    2444970.    	    1.649500    
    2444971.    	    1.868290    
    2444972.    	    1.990960    
    2444973.    	    1.968340    
    2444974.    	    1.785410    
    2444975.    	    1.506560    
    2444976.    	    1.273630    
    2444977.    	    1.029730    
    2444978.    	   0.8791830    
    2444979.    	    1.058730    
    2444980.    	    1.172040    
    2444981.    	    1.004510    
    2444982.    	   0.9607790    
    2444983.    	   0.9334270    
    2444984.    	   0.9163400    
    2444985.    	   0.8973720    
    2444986.    	    1.000270    
    2444987.    	   0.8989530    
    2444988.    	   0.6999210    
    2444989.    	   0.8229920    
    2444990.    	   0.7085740    
    2444991.    	   0.6082900    
    2444992.    	   0.4644300    
    2444993.    	   0.6128210    
    2444994.    	   0.7656170    
    2444995.    	   0.8928400    
    2444996.    	   0.5834670    
    2444997.    	   0.1959670    
    2444998.    	   0.6708680    
    2444999.    	   0.5640060    
    2445000.    	   0.8791290    
    2445001.    	    1.134780    
    2445002.    	    1.087510    
    2445003.    	    1.192340    
    2445004.    	    1.075240    
    2445005.    	    1.307280    
    2445006.    	    1.467490    
    2445007.    	    1.162030    
    2445008.    	   0.9017560    
    2445009.    	   0.7184480    
    2445010.    	   0.4876400    
    2445011.    	   0.4634820    
    2445012.    	   0.7023180    
    2445013.    	   0.7836180    
    2445014.    	   0.6443010    
    2445015.    	   0.6790280    
    2445016.    	   0.5944420    
    2445017.    	   0.2093550    
    2445018.    	   0.4522160    
    2445019.    	   0.9920170    
    2445020.    	    1.321630    
    2445021.    	    1.304510    
    2445022.    	    1.365320    
    2445023.    	    1.227690    
    2445024.    	    1.100020    
    2445025.    	    1.090100    
    2445026.    	    1.075420    
    2445027.    	    1.135620    
    2445028.    	    1.123790    
    2445029.    	    1.087850    
    2445030.    	   0.9336350    
    2445031.    	   0.7243080    
    2445032.    	   0.2665090    
    2445033.    	   0.1913270    
    2445034.    	   7.2218701E-02
    2445035.    	   0.1363080    
    2445036.    	   0.2822570    
    2445037.    	   0.5023880    
    2445038.    	   0.4904240    
    2445039.    	   0.6446570    
    2445040.    	   0.8186670    
    2445041.    	   0.8516670    
    2445042.    	   0.8738080    
    2445043.    	   0.9055000    
    2445044.    	   0.8350610    
    2445045.    	   0.9337200    
    2445046.    	    1.030610    
    2445047.    	   0.9695360    
    2445048.    	   0.8569340    
    2445049.    	   0.9733360    
    2445050.    	   0.8434790    
    2445051.    	   0.8546710    
    2445052.    	   0.9101420    
    2445053.    	   0.7363430    
    2445054.    	   0.8136830    
    2445055.    	   0.9468740    
    2445056.    	    1.418060    
    2445057.    	    1.447250    
    2445058.    	    1.241100    
    2445059.    	    1.447650    
    2445060.    	    1.662600    
    2445061.    	    1.496200    
    2445062.    	    1.377510    
    2445063.    	    1.054100    
    2445064.    	    1.066050    
    2445065.    	    1.260860    
    2445066.    	    1.551510    
    2445067.    	    1.749020    
    2445068.    	    1.791140    
    2445069.    	    2.007820    
    2445070.    	    2.020020    
    2445071.    	    1.703300    
    2445072.    	    1.257300    
    2445073.    	    1.020690    
    2445074.    	   0.8300140    
    2445075.    	   0.7059070    
    2445076.    	   0.6825150    
    2445077.    	   0.7026450    
    2445078.    	   0.8788570    
    2445079.    	   0.8300400    
    2445080.    	    1.037820    
    2445081.    	    1.219810    
    2445082.    	    1.403290    
    2445083.    	    1.358060    
    2445084.    	    1.233690    
    2445085.    	   0.9980020    
    2445086.    	   0.9605120    
    2445087.    	   0.7567670    
    2445088.    	   0.6032450    
    2445089.    	   0.4271820    
    2445090.    	   0.4665450    
    2445091.    	   0.6394030    
    2445092.    	   0.6963850    
    2445093.    	   0.8387520    
    2445094.    	   0.8738470    
    2445095.    	   0.8055970    
    2445096.    	   0.6503770    
    2445097.    	   0.6159060    
    2445098.    	   0.7760850    
    2445099.    	   0.9011480    
    2445100.    	    1.059280    
    2445101.    	    1.049580    
    2445102.    	    1.215490    
    2445103.    	    1.218830    
    2445104.    	    1.241190    
    2445105.    	    1.489620    
    2445106.    	    1.766790    
    2445107.    	    1.751680    
    2445108.    	    1.750630    
    2445109.    	    1.766570    
    2445110.    	    1.799710    
    2445111.    	    1.575920    
    2445112.    	    1.445170    
    2445113.    	    1.595570    
    2445114.    	    1.939140    
    2445115.    	    2.085770    
    2445116.    	    2.018350    
    2445117.    	    2.011950    
    2445118.    	    1.910790    
    2445119.    	    2.046330    
    2445120.    	    2.124620    
    2445121.    	    1.910190    
    2445122.    	    1.599950    
    2445123.    	    1.408760    
    2445124.    	    1.185680    
    2445125.    	    1.015840    
    2445126.    	   0.9007600    
    2445127.    	    1.139060    
    2445128.    	    1.297760    
    2445129.    	    1.286490    
    2445130.    	    1.220540    
    2445131.    	    1.201310    
    2445132.    	    1.401840    
    2445133.    	    1.056740    
    2445134.    	   0.9149760    
    2445135.    	   0.7326560    
    2445136.    	   0.9495270    
    2445137.    	   0.9697920    
    2445138.    	   0.9663930    
    2445139.    	   0.6977000    
    2445140.    	   0.5772640    
    2445141.    	   0.6370670    
    2445142.    	   0.6945190    
    2445143.    	   0.8391550    
    2445144.    	    1.009730    
    2445145.    	    1.274340    
    2445146.    	    1.159100    
    2445147.    	    1.178200    
    2445148.    	    1.352150    
    2445149.    	    1.208900    
    2445150.    	    1.288190    
    2445151.    	    1.471740    
    2445152.    	    1.457930    
    2445153.    	    1.148890    
    2445154.    	   0.8078130    
    2445155.    	   0.7874290    
    2445156.    	   0.9730590    
    2445157.    	   0.9932190    
    2445158.    	   0.7805720    
    2445159.    	   0.5705390    
    2445160.    	   0.4777480    
    2445161.    	   0.4726870    
    2445162.    	   0.3511860    
    2445163.    	   0.6456470    
    2445164.    	   0.6241010    
    2445165.    	   0.7035750    
    2445166.    	   0.7940330    
    2445167.    	   0.7665610    
    2445168.    	   0.6501400    
    2445169.    	   0.6606870    
    2445170.    	   0.8593910    
    2445171.    	    1.073070    
    2445172.    	    1.410280    
    2445173.    	    1.498690    
    2445174.    	    1.462240    
    2445175.    	    1.282400    
    2445176.    	    1.092890    
    2445177.    	   0.7719050    
    2445178.    	   0.5686070    
    2445179.    	   0.4387220    
    2445180.    	   0.3871960    
    2445181.    	   0.4802460    
    2445182.    	   0.5007870    
    2445183.    	   0.7250730    
    2445184.    	    1.157300    
    2445185.    	    1.374260    
    2445186.    	    1.109220    
    2445187.    	    1.096940    
    2445188.    	    1.398110    
    2445189.    	    1.359560    
    2445190.    	    1.275430    
    2445191.    	    1.072730    
    2445192.    	   0.9470230    
    2445193.    	   0.9336910    
    2445194.    	   0.8669220    
    2445195.    	   0.8438020    
    2445196.    	   0.7977380    
    2445197.    	   0.9793480    
    2445198.    	   0.8446470    
    2445199.    	   0.6676800    
    2445200.    	   0.5552450    
    2445201.    	   0.4252220    
    2445202.    	   0.5175000    
    2445203.    	   0.6516990    
    2445204.    	   0.5146850    
    2445205.    	   0.5433400    
    2445206.    	   0.5396640    
    2445207.    	   0.5133100    
    2445208.    	   0.6825160    
    2445209.    	   0.7092770    
    2445210.    	   0.7565780    
    2445211.    	   0.7785930    
    2445212.    	   0.8440120    
    2445213.    	   0.7930140    
    2445214.    	   0.6881480    
    2445215.    	   0.7851440    
    2445216.    	    1.002070    
    2445217.    	    1.131870    
    2445218.    	    1.246550    
    2445219.    	    1.246190    
    2445220.    	    1.207040    
    2445221.    	    1.074260    
    2445222.    	   0.7158740    
    2445223.    	   0.4709050    
    2445224.    	   0.1746320    
    2445225.    	   0.1979960    
    2445226.    	   0.1799240    
    2445227.    	   0.1540140    
    2445228.    	   0.2937120    
    2445229.    	   0.5493250    
    2445230.    	   0.9389270    
    2445231.    	    1.121920    
    2445232.    	    1.389220    
    2445233.    	    1.532560    
    2445234.    	    1.219480    
    2445235.    	   0.9649440    
    2445236.    	   0.9912010    
    2445237.    	   0.9189740    
    2445238.    	   0.8005830    
    2445239.    	   0.8097970    
    2445240.    	   0.9628560    
    2445241.    	    1.149490    
    2445242.    	    1.180050    
    2445243.    	   0.9132030    
    2445244.    	   0.6423880    
    2445245.    	   0.6416240    
    2445246.    	   0.6617010    
    2445247.    	   0.4535650    
    2445248.    	   0.4108680    
    2445249.    	   0.3817950    
    2445250.    	   0.5152260    
    2445251.    	   0.7092110    
    2445252.    	   0.7930820    
    2445253.    	   0.6153290    
    2445254.    	   0.5975570    
    2445255.    	   0.4144550    
    2445256.    	   0.3481620    
    2445257.    	   0.1033160    
    2445258.    	   0.3047590    
    2445259.    	   0.6580250    
    2445260.    	   0.9789110    
    2445261.    	    1.075870    
    2445262.    	    1.061590    
    2445263.    	   0.9587790    
    2445264.    	   0.8147090    
    2445265.    	    1.020830    
    2445266.    	    1.239710    
    2445267.    	    1.464090    
    2445268.    	    1.536080    
    2445269.    	    1.585940    
    2445270.    	    1.724720    
    2445271.    	    1.729810    
    2445272.    	    1.537150    
    2445273.    	    1.294260    
    2445274.    	    1.507270    
    2445275.    	    1.783790    
    2445276.    	    1.824900    
    2445277.    	    1.467730    
    2445278.    	   0.9672520    
    2445279.    	    1.031590    
    2445280.    	    1.175790    
    2445281.    	    1.025540    
    2445282.    	    1.205700    
    2445283.    	    1.321020    
    2445284.    	   0.9554910    
    2445285.    	   0.7300450    
    2445286.    	   0.7608400    
    2445287.    	    1.003350    
    2445288.    	    1.081940    
    2445289.    	    1.210970    
    2445290.    	    1.388430    
    2445291.    	    1.508880    
    2445292.    	    1.868370    
    2445293.    	    1.914800    
    2445294.    	    1.934730    
    2445295.    	    1.936970    
    2445296.    	    1.926140    
    2445297.    	    1.751740    
    2445298.    	    1.610860    
    2445299.    	    1.715900    
    2445300.    	    1.857370    
    2445301.    	    1.866190    
    2445302.    	    1.800160    
    2445303.    	    1.633840    
    2445304.    	    1.513020    
    2445305.    	    1.049190    
    2445306.    	   0.7108940    
    2445307.    	   0.6248980    
    2445308.    	   0.7505610    
    2445309.    	   0.7472920    
    2445310.    	   0.6642670    
    2445311.    	   0.4525120    
    2445312.    	   0.4830270    
    2445313.    	   0.5901560    
    2445314.    	   0.4467030    
    2445315.    	   0.4994360    
    2445316.    	   0.7727660    
    2445317.    	   0.9673890    
    2445318.    	   0.8725240    
    2445319.    	   0.8142590    
    2445320.    	   0.9071580    
    2445321.    	   0.9361750    
    2445322.    	   0.9335650    
    2445323.    	    1.306290    
    2445324.    	    1.675210    
    2445325.    	    1.795010    
    2445326.    	    1.797910    
    2445327.    	    2.127200    
    2445328.    	    2.066060    
    2445329.    	    1.887120    
    2445330.    	    1.827190    
    2445331.    	    1.711420    
    2445332.    	    1.574000    
    2445333.    	    1.537810    
    2445334.    	    1.356980    
    2445335.    	   0.9995900    
    2445336.    	   0.8962600    
    2445337.    	   0.7788240    
    2445338.    	   0.8553490    
    2445339.    	   0.7986570    
    2445340.    	   0.6567020    
    2445341.    	   0.6670800    
    2445342.    	   0.6040280    
    2445343.    	   0.8486270    
    2445344.    	   0.9049490    
    2445345.    	   0.9430750    
    2445346.    	    1.194410    
    2445347.    	    1.304830    
    2445348.    	    1.296280    
    2445349.    	    1.283340    
    2445350.    	   0.9137200    
    2445351.    	   0.8739030    
    2445352.    	    1.017980    
    2445353.    	   0.9165290    
    2445354.    	   0.9843370    
    2445355.    	    1.104000    
    2445356.    	    1.450320    
    2445357.    	    1.580970    
    2445358.    	    1.518810    
    2445359.    	    1.167420    
    2445360.    	    1.209190    
    2445361.    	    1.564250    
    2445362.    	    1.911280    
    2445363.    	    1.912980    
    2445364.    	    1.506230    
    2445365.    	    1.113000    
    2445366.    	   0.8588350    
    2445367.    	   0.8611180    
    2445368.    	   0.4590030    
    2445369.    	   0.2824860    
    2445370.    	   0.1145730    
    2445371.    	   0.1951380    
    2445372.    	   7.4899301E-02
    2445373.    	   6.3395999E-02
    2445374.    	   0.2163290    
    2445375.    	   0.5410100    
    2445376.    	   0.5950400    
    2445377.    	   0.5796390    
    2445378.    	   0.9426790    
    2445379.    	    1.493680    
    2445380.    	    1.703220    
    2445381.    	    1.505960    
    2445382.    	    1.291370    
    2445383.    	    1.039660    
    2445384.    	    1.082310    
    2445385.    	    1.201140    
    2445386.    	    1.307400    
    2445387.    	    1.155160    
    2445388.    	    1.091200    
    2445389.    	    1.122870    
    2445390.    	    1.300300    
    2445391.    	    1.273300    
    2445392.    	    1.233880    
    2445393.    	    1.308700    
    2445394.    	    1.416890    
    2445395.    	    1.548840    
    2445396.    	    1.253500    
    2445397.    	    1.166350    
    2445398.    	    1.193990    
    2445399.    	    1.084950    
    2445400.    	   0.9289640    
    2445401.    	   0.9608520    
    2445402.    	   0.9500540    
    2445403.    	   0.8588030    
    2445404.    	   0.6452310    
    2445405.    	   0.5476270    
    2445406.    	   0.5327900    
    2445407.    	   0.4177600    
    2445408.    	   0.4440410    
    2445409.    	   0.5193370    
    2445410.    	   0.6653090    
    2445411.    	   0.8959990    
    2445412.    	    1.035790    
    2445413.    	   0.9921900    
    2445414.    	    1.059260    
    2445415.    	   0.9777200    
    2445416.    	   0.8195750    
    2445417.    	   0.7710320    
    2445418.    	   0.5534950    
    2445419.    	   0.6213430    
    2445420.    	   0.5868070    
    2445421.    	   0.5341760    
    2445422.    	   0.3579570    
    2445423.    	   0.3581340    
    2445424.    	   0.4765580    
    2445425.    	   0.6354270    
    2445426.    	   0.6399400    
    2445427.    	   0.6674550    
    2445428.    	   0.8887470    
    2445429.    	   0.9635600    
    2445430.    	   0.9164870    
    2445431.    	   0.9843810    
    2445432.    	    1.097180    
    2445433.    	    1.091030    
    2445434.    	    1.165710    
    2445435.    	    1.176670    
    2445436.    	    1.029410    
    2445437.    	   0.9481560    
    2445438.    	   0.8985750    
    2445439.    	    1.001780    
    2445440.    	    1.021230    
    2445441.    	    1.271260    
    2445442.    	    1.468630    
    2445443.    	    1.167400    
    2445444.    	   0.8300090    
    2445445.    	   0.7082930    
    2445446.    	   0.6714590    
    2445447.    	   0.8308760    
    2445448.    	    1.002420    
    2445449.    	    1.123330    
    2445450.    	    1.352580    
    2445451.    	    1.380920    
    2445452.    	    1.456220    
    2445453.    	    1.524280    
    2445454.    	    1.327480    
    2445455.    	    1.067600    
    2445456.    	   0.9106530    
    2445457.    	   0.7990760    
    2445458.    	   0.5447090    
    2445459.    	   0.6105770    
    2445460.    	   0.6049190    
    2445461.    	   0.8206920    
    2445462.    	   0.8764090    
    2445463.    	   0.9840280    
    2445464.    	   0.7781840    
    2445465.    	   0.8427330    
    2445466.    	   0.8635390    
    2445467.    	   0.8259600    
    2445468.    	   0.7753070    
    2445469.    	   0.7124380    
    2445470.    	   0.6510010    
    2445471.    	   0.6794750    
    2445472.    	   0.5066760    
    2445473.    	   0.4904180    
    2445474.    	   0.6426700    
    2445475.    	   0.9774090    
    2445476.    	    1.051900    
    2445477.    	    1.177360    
    2445478.    	    1.574880    
    2445479.    	    1.622190    
    2445480.    	    1.304380    
    2445481.    	   0.8440220    
    2445482.    	   0.7954640    
    2445483.    	   0.8205850    
    2445484.    	   0.8320660    
    2445485.    	   0.9414690    
    2445486.    	   0.8686470    
    2445487.    	   0.9212970    
    2445488.    	   0.6771620    
    2445489.    	   0.6153610    
    2445490.    	   0.5201370    
    2445491.    	   0.3168060    
    2445492.    	   0.3597460    
    2445493.    	   0.3387100    
    2445494.    	   0.3056780    
    2445495.    	   0.5020590    
    2445496.    	   0.7430380    
    2445497.    	   0.9868270    
    2445498.    	    1.281080    
    2445499.    	    1.392970    
    2445500.    	    1.361980    
    2445501.    	    1.250220    
    2445502.    	    1.219150    
    2445503.    	    1.140830    
    2445504.    	    1.430960    
    2445505.    	    1.575360    
    2445506.    	    1.640850    
    2445507.    	    1.650510    
    2445508.    	    1.607910    
    2445509.    	    1.756990    
    2445510.    	    1.526030    
    2445511.    	    1.258240    
    2445512.    	    1.256820    
    2445513.    	    1.372810    
    2445514.    	    1.111650    
    2445515.    	   0.9243610    
    2445516.    	   0.8927370    
    2445517.    	   0.9057500    
    2445518.    	   0.5942740    
    2445519.    	   0.6061450    
    2445520.    	   0.4974400    
    2445521.    	   0.5368710    
    2445522.    	   0.6955430    
    2445523.    	   0.6232200    
    2445524.    	   0.6822810    
    2445525.    	   0.8601120    
    2445526.    	   0.5975420    
    2445527.    	   0.7394210    
    2445528.    	    1.225570    
    2445529.    	    1.434020    
    2445530.    	    1.505380    
    2445531.    	    1.480110    
    2445532.    	    1.358690    
    2445533.    	    1.342280    
    2445534.    	    1.287390    
    2445535.    	    1.265380    
    2445536.    	    1.262970    
    2445537.    	   0.9566970    
    2445538.    	   0.7630480    
    2445539.    	   0.5755820    
    2445540.    	   0.6845680    
    2445541.    	   0.8684540    
    2445542.    	   0.8875650    
    2445543.    	   0.8389300    
    2445544.    	   0.7490280    
    2445545.    	   0.6343670    
    2445546.    	   0.5136820    
    2445547.    	   0.6000320    
    2445548.    	   0.8656360    
    2445549.    	    1.170340    
    2445550.    	    1.371870    
    2445551.    	    1.265030    
    2445552.    	    1.319300    
    2445553.    	    1.396910    
    2445554.    	    1.595000    
    2445555.    	    1.709230    
    2445556.    	    1.670290    
    2445557.    	    1.830130    
    2445558.    	    1.905150    
    2445559.    	    1.651340    
    2445560.    	    1.904270    
    2445561.    	    1.985280    
    2445562.    	    1.899690    
    2445563.    	    1.932450    
    2445564.    	    1.634680    
    2445565.    	    1.432390    
    2445566.    	    1.108770    
    2445567.    	   0.9306400    
    2445568.    	   0.7455060    
    2445569.    	   0.6752030    
    2445570.    	   0.5307930    
    2445571.    	   0.5190050    
    2445572.    	   0.6268010    
    2445573.    	   0.6738750    
    2445574.    	   0.3986000    
    2445575.    	   0.2356790    
    2445576.    	   0.3365540    
    2445577.    	   0.5430370    
    2445578.    	   0.9224350    
    2445579.    	    1.151650    
    2445580.    	    1.502680    
    2445581.    	    1.939990    
    2445582.    	    2.014110    
    2445583.    	    1.674720    
    2445584.    	    1.506320    
    2445585.    	    1.531150    
    2445586.    	    1.536210    
    2445587.    	    1.650950    
    2445588.    	    1.551620    
    2445589.    	    1.405230    
    2445590.    	    1.236620    
    2445591.    	    1.128080    
    2445592.    	   0.9658670    
    2445593.    	    1.060180    
    2445594.    	    1.170170    
    2445595.    	    1.327490    
    2445596.    	    1.423700    
    2445597.    	    1.331720    
    2445598.    	    1.379790    
    2445599.    	    1.523610    
    2445600.    	    1.565980    
    2445601.    	    1.550680    
    2445602.    	    1.618390    
    2445603.    	    1.672020    
    2445604.    	    1.835610    
    2445605.    	    1.803690    
    2445606.    	    1.739000    
    2445607.    	    1.665990    
    2445608.    	    1.583920    
    2445609.    	    1.441260    
    2445610.    	    1.627560    
    2445611.    	    1.551560    
    2445612.    	    1.377720    
    2445613.    	    1.332060    
    2445614.    	    1.340530    
    2445615.    	    1.288790    
    2445616.    	    1.228140    
    2445617.    	    1.102340    
    2445618.    	    1.268760    
    2445619.    	    1.308220    
    2445620.    	    1.094060    
    2445621.    	   0.6757540    
    2445622.    	   0.9660160    
    2445623.    	    1.044710    
    2445624.    	   0.8754100    
    2445625.    	   0.7928950    
    2445626.    	    1.021320    
    2445627.    	    1.046740    
    2445628.    	    1.049530    
    2445629.    	    1.048330    
    2445630.    	   0.8785750    
    2445631.    	   0.7244870    
    2445632.    	    1.049940    
    2445633.    	    1.183680    
    2445634.    	    1.315460    
    2445635.    	    1.398360    
    2445636.    	    1.403550    
    2445637.    	    1.168120    
    2445638.    	   0.8572390    
    2445639.    	    1.022180    
    2445640.    	    1.019460    
    2445641.    	    1.127250    
    2445642.    	    1.203830    
    2445643.    	    1.139260    
    2445644.    	   0.9259250    
    2445645.    	   0.7493800    
    2445646.    	   0.5551570    
    2445647.    	   0.5334550    
    2445648.    	   0.5915810    
    2445649.    	   0.3848160    
    2445650.    	   0.1860290    
    2445651.    	   6.8839900E-02
    2445652.    	   0.1006550    
    2445653.    	   0.6272290    
    2445654.    	    1.004660    
    2445655.    	    1.426020    
    2445656.    	    1.773400    
    2445657.    	    1.629150    
    2445658.    	    1.609200    
    2445659.    	    1.695470    
    2445660.    	    1.978950    
    2445661.    	    2.022270    
    2445662.    	    2.080880    
    2445663.    	    2.302090    
    2445664.    	    1.936560    
    2445665.    	    1.911270    
    2445666.    	    1.739070    
    2445667.    	    1.814800    
    2445668.    	    1.961060    
    2445669.    	    1.749850    
    2445670.    	    1.658890    
    2445671.    	    1.713000    
    2445672.    	    1.869350    
    2445673.    	    1.922270    
    2445674.    	    1.894840    
    2445675.    	    1.984140    
    2445676.    	    1.990090    
    2445677.    	    1.589800    
    2445678.    	    1.134300    
    2445679.    	   0.7607630    
    2445680.    	   0.8086790    
    2445681.    	   0.7763970    
    2445682.    	   0.8794020    
    2445683.    	   0.7233850    
    2445684.    	   0.9147930    
    2445685.    	   0.7583830    
    2445686.    	   0.5905650    
    2445687.    	   0.7570750    
    2445688.    	    1.108830    
    2445689.    	    1.358530    
    2445690.    	    1.492140    
    2445691.    	    1.593020    
    2445692.    	    1.418440    
    2445693.    	    1.233130    
    2445694.    	    1.051640    
    2445695.    	   0.9116700    
    2445696.    	   0.7721530    
    2445697.    	   0.3369660    
    2445698.    	   0.1315850    
    2445699.    	   9.7998202E-02
    2445700.    	   0.3105530    
    2445701.    	   0.5976510    
    2445702.    	   0.6928600    
    2445703.    	   0.8728960    
    2445704.    	    1.337070    
    2445705.    	    1.712580    
    2445706.    	    1.498330    
    2445707.    	    1.470030    
    2445708.    	    1.605470    
    2445709.    	    1.615230    
    2445710.    	    1.821520    
    2445711.    	    1.825010    
    2445712.    	    1.425830    
    2445713.    	    1.139790    
    2445714.    	    1.069980    
    2445715.    	   0.7473910    
    2445716.    	   0.5339030    
    2445717.    	   0.7700330    
    2445718.    	   0.9238570    
    2445719.    	    1.009770    
    2445720.    	    1.159570    
    2445721.    	   0.8731180    
    2445722.    	   0.9150200    
    2445723.    	   0.9566980    
    2445724.    	    1.126670    
    2445725.    	    1.154960    
    2445726.    	    1.190630    
    2445727.    	    1.315890    
    2445728.    	    1.411220    
    2445729.    	    1.449020    
    2445730.    	    1.436110    
    2445731.    	    1.446710    
    2445732.    	    1.703620    
    2445733.    	    1.654780    
    2445734.    	    1.682710    
    2445735.    	    1.464530    
    2445736.    	    1.359270    
    2445737.    	    1.339710    
    2445738.    	    1.331190    
    2445739.    	    1.289990    
    2445740.    	    1.283540    
    2445741.    	    1.067420    
    2445742.    	   0.9958170    
    2445743.    	    1.052650    
    2445744.    	   0.8350350    
    2445745.    	   0.3754870    
    2445746.    	   0.3319070    
    2445747.    	   0.3865720    
    2445748.    	   0.3335520    
    2445749.    	   0.2850740    
    2445750.    	   0.4154900    
    2445751.    	   0.5427170    
    2445752.    	   0.4994490    
    2445753.    	   0.6205840    
    2445754.    	   0.6740710    
    2445755.    	   0.9152530    
    2445756.    	    1.037780    
    2445757.    	    1.254170    
    2445758.    	    1.369870    
    2445759.    	    1.113620    
    2445760.    	   0.9369600    
    2445761.    	    1.070150    
    2445762.    	    1.035180    
    2445763.    	    1.144490    
    2445764.    	    1.126130    
    2445765.    	   0.9825260    
    2445766.    	   0.9577840    
    2445767.    	   0.8530310    
    2445768.    	   0.4831330    
    2445769.    	   0.3204240    
    2445770.    	   0.1079960    
    2445771.    	   0.2707900    
    2445772.    	   0.5395850    
    2445773.    	   0.6639010    
    2445774.    	   0.8014220    
    2445775.    	   0.9579200    
    2445776.    	    1.229450    
    2445777.    	    1.232850    
    2445778.    	    1.146910    
