T	BoM MJO RMM amplitude
julian_day	unitless
    2456383.    	    1.057860    
    2456384.    	    1.097062    
    2456385.    	    1.290685    
    2456386.    	    1.313078    
    2456387.    	    1.285923    
    2456388.    	    1.486995    
    2456389.    	    1.699023    
    2456390.    	    1.879498    
    2456391.    	    1.799603    
    2456392.    	    1.587039    
    2456393.    	    1.437956    
    2456394.    	    1.160299    
    2456395.    	   0.8482122    
    2456396.    	   0.6380090    
    2456397.    	   0.6919838    
    2456398.    	   0.7603030    
    2456399.    	   0.6995105    
    2456400.    	   0.4009737    
    2456401.    	   0.4814731    
    2456402.    	   0.4915056    
    2456403.    	   0.6474980    
    2456404.    	   0.5548639    
    2456405.    	   0.4148780    
    2456406.    	   0.4829434    
    2456407.    	   0.3631623    
    2456408.    	   0.3268226    
    2456409.    	   0.2203538    
    2456410.    	   0.3759947    
    2456411.    	   0.6463428    
    2456412.    	    1.001468    
    2456413.    	    1.219091    
    2456414.    	    1.329666    
    2456415.    	    1.586035    
    2456416.    	    1.804977    
    2456417.    	    2.114287    
    2456418.    	    2.503299    
    2456419.    	    2.306412    
    2456420.    	    2.151978    
    2456421.    	    2.093075    
    2456422.    	    1.819384    
    2456423.    	    1.797592    
    2456424.    	    1.594828    
    2456425.    	    1.236271    
    2456426.    	   0.8114050    
    2456427.    	   0.9340105    
    2456428.    	    1.020063    
    2456429.    	   0.8848841    
    2456430.    	   0.5440620    
    2456431.    	   0.3183948    
    2456432.    	   0.2033204    
    2456433.    	   0.4725396    
    2456434.    	   0.6017123    
    2456435.    	   0.5205312    
    2456436.    	   0.6723078    
    2456437.    	   0.6281675    
    2456438.    	   0.8517356    
    2456439.    	   0.8446234    
    2456440.    	    1.024446    
    2456441.    	    1.118410    
    2456442.    	    1.145654    
    2456443.    	    1.161143    
    2456444.    	    1.006129    
    2456445.    	   0.6792255    
    2456446.    	   0.6455413    
    2456447.    	   0.6408194    
    2456448.    	   0.6456485    
    2456449.    	   0.4765073    
    2456450.    	   0.2815198    
    2456451.    	   0.3722243    
    2456452.    	   0.2251845    
    2456453.    	   0.2635475    
    2456454.    	   0.7665988    
    2456455.    	    1.324022    
    2456456.    	    1.384320    
    2456457.    	    1.202599    
    2456458.    	    1.235097    
    2456459.    	    1.332570    
    2456460.    	    1.389295    
    2456461.    	    1.538520    
    2456462.    	    1.386824    
    2456463.    	    1.344367    
    2456464.    	    1.134977    
    2456465.    	    1.095778    
    2456466.    	    1.350668    
    2456467.    	    1.929828    
    2456468.    	    2.130383    
    2456469.    	    2.061098    
    2456470.    	    2.229178    
    2456471.    	    2.157523    
    2456472.    	    2.009455    
    2456473.    	    1.894227    
    2456474.    	    1.631699    
    2456475.    	    1.504054    
    2456476.    	    1.672357    
    2456477.    	    1.997171    
    2456478.    	    1.893803    
    2456479.    	    1.788058    
    2456480.    	    1.867647    
    2456481.    	    1.797626    
    2456482.    	    1.633217    
    2456483.    	    1.235095    
    2456484.    	   0.9734151    
    2456485.    	   0.8797674    
    2456486.    	   0.6213192    
    2456487.    	   0.7657171    
    2456488.    	   0.8047607    
    2456489.    	   0.2980897    
    2456490.    	   0.1915019    
    2456491.    	   0.2499204    
    2456492.    	   0.3827938    
    2456493.    	   0.5682236    
    2456494.    	   0.4996658    
    2456495.    	   0.3590585    
    2456496.    	   0.3834886    
    2456497.    	   0.6371539    
    2456498.    	    1.060766    
    2456499.    	   0.8649758    
    2456500.    	   0.6715887    
    2456501.    	   0.5362683    
    2456502.    	   0.3297189    
    2456503.    	   0.2074562    
    2456504.    	   0.1400127    
    2456505.    	   0.6832552    
    2456506.    	   0.8447982    
    2456507.    	   0.5547715    
    2456508.    	   0.6321145    
    2456509.    	   0.2220715    
    2456510.    	   0.3734984    
    2456511.    	   0.7107947    
    2456512.    	   0.8226044    
    2456513.    	   0.6193420    
    2456514.    	   0.3746958    
    2456515.    	   0.1330318    
    2456516.    	   0.1623398    
    2456517.    	   0.1753272    
    2456518.    	   0.1213584    
    2456519.    	   0.1929190    
    2456520.    	   0.5885346    
    2456521.    	    1.109268    
    2456522.    	    1.094252    
    2456523.    	    1.167755    
    2456524.    	    1.217402    
    2456525.    	    1.337735    
    2456526.    	   0.9067549    
    2456527.    	   0.6974621    
    2456528.    	   0.9819541    
    2456529.    	    1.326315    
    2456530.    	    1.316699    
    2456531.    	    1.303831    
    2456532.    	    1.575438    
    2456533.    	    1.897038    
    2456534.    	    1.863173    
    2456535.    	    1.820575    
    2456536.    	    2.139090    
    2456537.    	    2.249636    
    2456538.    	    2.272843    
    2456539.    	    2.084850    
    2456540.    	    1.926432    
    2456541.    	    1.902483    
    2456542.    	    1.791304    
    2456543.    	    1.565090    
    2456544.    	    1.305501    
    2456545.    	   0.8566697    
    2456546.    	   0.7870698    
    2456547.    	   0.9021426    
    2456548.    	   0.7609398    
    2456549.    	   0.8550629    
    2456550.    	    1.345617    
    2456551.    	    1.670307    
    2456552.    	    1.703743    
    2456553.    	    1.439076    
    2456554.    	    1.407761    
    2456555.    	    1.644243    
    2456556.    	    1.846759    
    2456557.    	    1.995873    
    2456558.    	    1.981331    
    2456559.    	    1.839548    
    2456560.    	    1.731871    
    2456561.    	    1.673438    
    2456562.    	    1.718718    
    2456563.    	    1.493408    
    2456564.    	    1.621838    
    2456565.    	    1.766501    
    2456566.    	    1.671021    
    2456567.    	    1.531299    
    2456568.    	    1.359208    
    2456569.    	    1.401349    
    2456570.    	    1.616416    
    2456571.    	    1.477728    
    2456572.    	    1.291909    
    2456573.    	    1.307977    
    2456574.    	    1.506281    
    2456575.    	    1.257632    
    2456576.    	    1.116102    
    2456577.    	    1.292134    
    2456578.    	   0.9474416    
    2456579.    	   0.7541042    
    2456580.    	   0.5290727    
    2456581.    	   0.1804090    
    2456582.    	   0.1192656    
    2456583.    	   0.3234332    
    2456584.    	   0.5644996    
    2456585.    	   0.4365527    
    2456586.    	   0.1026482    
    2456587.    	   0.2456580    
    2456588.    	   0.6329193    
    2456589.    	   0.6640241    
    2456590.    	   0.6860141    
    2456591.    	   0.5644550    
    2456592.    	   8.8366419E-02
    2456593.    	   0.1092547    
    2456594.    	   0.3353440    
    2456595.    	   0.7589334    
    2456596.    	    1.075812    
    2456597.    	    1.151470    
    2456598.    	    1.139129    
    2456599.    	    1.202933    
    2456600.    	   0.9169564    
    2456601.    	   0.8870978    
    2456602.    	   0.4799786    
    2456603.    	   0.6516384    
    2456604.    	   0.8462124    
    2456605.    	    1.086116    
    2456606.    	    1.007629    
    2456607.    	   0.8837703    
    2456608.    	   0.8609693    
    2456609.    	   0.9077294    
    2456610.    	   0.9124730    
    2456611.    	   0.7759376    
    2456612.    	   0.5749314    
    2456613.    	   0.3730760    
    2456614.    	   0.2492921    
    2456615.    	   0.1242080    
    2456616.    	   0.2218846    
    2456617.    	   0.2133922    
    2456618.    	   0.1703282    
    2456619.    	   0.5481658    
    2456620.    	   0.4403381    
    2456621.    	   0.5874631    
    2456622.    	   0.9247979    
    2456623.    	   0.9483916    
    2456624.    	   0.8922330    
    2456625.    	   0.9520597    
    2456626.    	   0.5132674    
    2456627.    	   0.2667204    
    2456628.    	   0.8549865    
    2456629.    	    1.170593    
    2456630.    	   0.9382255    
    2456631.    	   0.7799278    
    2456632.    	   0.9627624    
    2456633.    	    1.070879    
    2456634.    	    1.332860    
    2456635.    	    1.436000    
    2456636.    	    1.627224    
    2456637.    	    1.642316    
    2456638.    	    1.595034    
    2456639.    	    1.422141    
    2456640.    	    1.666707    
    2456641.    	    1.449865    
    2456642.    	    1.256421    
    2456643.    	    1.268049    
    2456644.    	    1.208346    
    2456645.    	    1.302282    
    2456646.    	    1.274076    
    2456647.    	    1.102984    
    2456648.    	    1.011738    
    2456649.    	   0.7229843    
    2456650.    	   0.4585719    
    2456651.    	   0.3042830    
    2456652.    	   0.4681387    
    2456653.    	   0.6383783    
    2456654.    	   0.9820555    
    2456655.    	   0.9389872    
    2456656.    	   0.6270941    
    2456657.    	   0.4586620    
    2456658.    	   0.3001908    
    2456659.    	   0.5905947    
    2456660.    	   0.5807148    
    2456661.    	   0.5656955    
    2456662.    	   0.5154238    
    2456663.    	   0.2657584    
    2456664.    	   0.3279100    
    2456665.    	   0.2622899    
    2456666.    	   9.3682148E-02
    2456667.    	   9.9171422E-02
    2456668.    	   0.4239921    
    2456669.    	   0.4554984    
    2456670.    	   0.9377332    
    2456671.    	    1.114394    
    2456672.    	    1.166291    
    2456673.    	    1.196778    
    2456674.    	    1.447004    
    2456675.    	    1.487570    
    2456676.    	    1.271317    
    2456677.    	    1.486154    
    2456678.    	    2.007486    
    2456679.    	    2.335477    
    2456680.    	    2.216813    
    2456681.    	    2.252513    
    2456682.    	    2.384765    
    2456683.    	    2.166886    
    2456684.    	    2.135854    
    2456685.    	    1.644997    
    2456686.    	    1.397614    
    2456687.    	    1.368189    
    2456688.    	    1.182993    
    2456689.    	    1.094130    
    2456690.    	    1.275962    
    2456691.    	    1.228637    
    2456692.    	    1.093206    
    2456693.    	   0.5978929    
    2456694.    	   0.1120548    
    2456695.    	   0.5215159    
    2456696.    	    1.026243    
    2456697.    	    1.013492    
    2456698.    	    1.054827    
    2456699.    	    1.266078    
    2456700.    	    1.180493    
    2456701.    	    1.108532    
    2456702.    	   0.8976624    
    2456703.    	    1.005991    
    2456704.    	    1.186473    
    2456705.    	    1.419211    
    2456706.    	    1.784619    
    2456707.    	    1.902470    
    2456708.    	    1.953387    
    2456709.    	    1.781349    
    2456710.    	    1.672429    
    2456711.    	    1.606234    
    2456712.    	    1.654867    
    2456713.    	    2.023984    
    2456714.    	    2.304125    
    2456715.    	    2.550969    
    2456716.    	    2.568966    
    2456717.    	    2.385198    
    2456718.    	    2.181329    
    2456719.    	    1.979083    
    2456720.    	    2.148850    
    2456721.    	    2.441795    
    2456722.    	    2.546615    
    2456723.    	    2.441867    
    2456724.    	    2.405934    
    2456725.    	    2.517300    
    2456726.    	    2.348006    
    2456727.    	    2.329576    
    2456728.    	    2.153467    
    2456729.    	    1.723628    
    2456730.    	    1.439140    
    2456731.    	    1.245210    
    2456732.    	   0.9478359    
    2456733.    	   0.7012668    
    2456734.    	   0.9048496    
    2456735.    	   0.9264526    
    2456736.    	   0.8477913    
    2456737.    	   0.6427329    
    2456738.    	   0.7549266    
    2456739.    	   0.8894878    
    2456740.    	    1.237627    
    2456741.    	    1.318375    
    2456742.    	    1.200497    
    2456743.    	    1.343336    
    2456744.    	    1.285301    
    2456745.    	    1.427604    
    2456746.    	    1.561169    
    2456747.    	    1.517999    
    2456748.    	    1.623392    
    2456749.    	    2.095915    
    2456750.    	    2.295514    
    2456751.    	    2.151680    
    2456752.    	    2.083998    
    2456753.    	    2.080090    
    2456754.    	    1.800591    
    2456755.    	    1.685731    
    2456756.    	    1.554111    
    2456757.    	    1.811533    
    2456758.    	    1.687935    
    2456759.    	    1.515615    
    2456760.    	    1.303609    
    2456761.    	    1.279579    
    2456762.    	    1.243973    
    2456763.    	    1.316655    
    2456764.    	    1.305113    
    2456765.    	    1.277765    
    2456766.    	    1.007177    
    2456767.    	   0.9668922    
    2456768.    	   0.8173518    
    2456769.    	   0.6893148    
    2456770.    	   0.7463989    
    2456771.    	   0.8203734    
    2456772.    	   0.6741295    
    2456773.    	   0.5015897    
    2456774.    	   0.5278781    
    2456775.    	   0.5566117    
    2456776.    	   0.9211037    
    2456777.    	    1.281526    
    2456778.    	    1.577060    
    2456779.    	    1.945682    
    2456780.    	    2.112681    
    2456781.    	    2.223860    
    2456782.    	    2.284200    
    2456783.    	    2.713453    
    2456784.    	    2.912712    
    2456785.    	    2.848053    
    2456786.    	    2.596166    
    2456787.    	    1.930597    
    2456788.    	    1.473279    
    2456789.    	    1.323920    
    2456790.    	    1.368102    
    2456791.    	    1.060958    
    2456792.    	   0.9972175    
    2456793.    	   0.8749960    
    2456794.    	   0.6508589    
    2456795.    	   0.5950753    
    2456796.    	   0.5623516    
    2456797.    	   0.6574070    
    2456798.    	   0.7799588    
    2456799.    	   0.7345333    
    2456800.    	   0.6188734    
    2456801.    	   0.5584707    
    2456802.    	   0.6892449    
    2456803.    	   0.9553576    
    2456804.    	    1.258246    
    2456805.    	    1.447811    
    2456806.    	    1.773563    
    2456807.    	    1.615092    
    2456808.    	    1.445716    
    2456809.    	    1.443163    
    2456810.    	    1.357366    
    2456811.    	    1.242176    
    2456812.    	    1.103804    
    2456813.    	   0.6862080    
    2456814.    	   0.5586762    
    2456815.    	   0.4692048    
    2456816.    	   0.6892260    
    2456817.    	   0.9634127    
    2456818.    	   0.9440297    
    2456819.    	    1.140926    
    2456820.    	    1.894709    
    2456821.    	    2.216791    
    2456822.    	    2.176949    
    2456823.    	    1.863755    
    2456824.    	    1.697031    
    2456825.    	    1.542721    
    2456826.    	    1.325451    
    2456827.    	    1.024603    
    2456828.    	    1.162059    
    2456829.    	    1.152616    
    2456830.    	    1.034608    
    2456831.    	   0.9626337    
    2456832.    	   0.9330328    
    2456833.    	   0.8266932    
    2456834.    	   0.7500143    
    2456835.    	   0.8502517    
    2456836.    	   0.9190831    
    2456837.    	   0.9500948    
    2456838.    	   0.4739423    
    2456839.    	   0.3483062    
    2456840.    	   0.7109835    
    2456841.    	   0.7310536    
    2456842.    	   0.4622418    
    2456843.    	   0.3810731    
    2456844.    	   0.4057727    
    2456845.    	   0.6855691    
    2456846.    	    1.161166    
    2456847.    	    1.431357    
    2456848.    	    1.505475    
    2456849.    	    1.538441    
    2456850.    	    1.574951    
    2456851.    	    1.489629    
    2456852.    	    1.390535    
    2456853.    	    1.177162    
    2456854.    	   0.9431219    
    2456855.    	    1.020095    
    2456856.    	   0.9860474    
    2456857.    	    1.093199    
    2456858.    	    1.215580    
    2456859.    	    1.072580    
    2456860.    	    1.290351    
    2456861.    	    1.448402    
    2456862.    	    1.600035    
    2456863.    	    1.406999    
    2456864.    	    1.104646    
    2456865.    	    1.306709    
    2456866.    	    1.787773    
    2456867.    	    1.854110    
    2456868.    	    1.271359    
    2456869.    	    1.053874    
    2456870.    	   0.6367170    
    2456871.    	   0.6621681    
    2456872.    	    1.036687    
    2456873.    	    1.167649    
    2456874.    	    1.168393    
    2456875.    	    1.226421    
    2456876.    	    1.194809    
    2456877.    	    1.202071    
    2456878.    	    1.104803    
    2456879.    	    1.210398    
    2456880.    	    1.351798    
    2456881.    	    1.156146    
    2456882.    	    1.257149    
    2456883.    	    1.371378    
    2456884.    	    1.347933    
    2456885.    	    1.325011    
    2456886.    	    1.131872    
    2456887.    	    1.103086    
    2456888.    	    1.361714    
    2456889.    	    1.340381    
    2456890.    	    1.222733    
    2456891.    	    1.439573    
    2456892.    	    1.710657    
    2456893.    	    1.683715    
    2456894.    	    1.660817    
    2456895.    	    1.474851    
    2456896.    	    1.307297    
    2456897.    	    1.208587    
    2456898.    	    1.048697    
    2456899.    	   0.7363456    
    2456900.    	   0.6061848    
    2456901.    	   0.8466339    
    2456902.    	    1.146289    
    2456903.    	    1.423386    
    2456904.    	    1.395948    
    2456905.    	    1.404452    
    2456906.    	    1.438697    
    2456907.    	    1.051342    
    2456908.    	   0.6864797    
    2456909.    	   0.5430926    
    2456910.    	   0.3887722    
    2456911.    	   0.2979416    
    2456912.    	   0.1234067    
    2456913.    	   0.5569245    
    2456914.    	   0.7435932    
    2456915.    	   0.8312673    
    2456916.    	   0.9051009    
    2456917.    	   0.8168663    
    2456918.    	   0.6153378    
    2456919.    	   0.5128713    
    2456920.    	   0.4211387    
    2456921.    	   0.4208395    
    2456922.    	   0.3243592    
    2456923.    	   0.1296037    
    2456924.    	   0.3025103    
    2456925.    	   0.4171961    
    2456926.    	   0.3530430    
    2456927.    	   0.2781951    
    2456928.    	   0.4506258    
    2456929.    	   0.5244858    
    2456930.    	   0.5257035    
    2456931.    	   0.4518712    
    2456932.    	   0.3270516    
    2456933.    	   0.4869094    
    2456934.    	   0.8284792    
    2456935.    	   0.9354519    
    2456936.    	   0.7485615    
    2456937.    	   0.9307420    
    2456938.    	   0.9057468    
    2456939.    	   0.7018973    
    2456940.    	   0.4391888    
    2456941.    	   0.5768371    
    2456942.    	   0.6529686    
    2456943.    	   0.9262019    
    2456944.    	    1.130462    
    2456945.    	    1.313441    
    2456946.    	    1.470375    
    2456947.    	    1.594350    
    2456948.    	    1.864339    
    2456949.    	    1.875440    
    2456950.    	    1.773792    
    2456951.    	    1.468157    
    2456952.    	    1.279472    
    2456953.    	    1.139091    
    2456954.    	    1.052946    
    2456955.    	    1.126098    
    2456956.    	    1.222472    
    2456957.    	   0.9708787    
    2456958.    	   0.6798601    
    2456959.    	   0.5600714    
    2456960.    	   0.5001691    
    2456961.    	   0.5334349    
    2456962.    	   0.6158292    
    2456963.    	   0.7995763    
    2456964.    	   0.7965242    
    2456965.    	   0.8726462    
    2456966.    	   0.7472732    
    2456967.    	   0.5804133    
    2456968.    	   0.3512044    
    2456969.    	   0.4131637    
    2456970.    	    1.017168    
    2456971.    	    1.616267    
    2456972.    	    1.682436    
    2456973.    	    1.876235    
    2456974.    	    1.853359    
    2456975.    	    1.734691    
    2456976.    	    1.478417    
    2456977.    	    1.144943    
    2456978.    	    1.044323    
    2456979.    	    1.141712    
    2456980.    	    1.401613    
    2456981.    	    1.429496    
    2456982.    	    1.592170    
    2456983.    	    1.942112    
    2456984.    	    2.087608    
    2456985.    	    1.913180    
    2456986.    	    1.787402    
    2456987.    	    1.822129    
    2456988.    	    2.104645    
    2456989.    	    2.165412    
    2456990.    	    1.998051    
    2456991.    	    2.234845    
    2456992.    	    2.417019    
    2456993.    	    2.349897    
    2456994.    	    2.163769    
    2456995.    	    1.897505    
    2456996.    	    1.665179    
    2456997.    	    1.741231    
    2456998.    	    1.848674    
    2456999.    	    1.733623    
    2457000.    	    1.347012    
    2457001.    	    1.161235    
    2457002.    	   0.8344217    
    2457003.    	   0.9140698    
    2457004.    	    1.012165    
    2457005.    	   0.8376829    
    2457006.    	   0.3503747    
    2457007.    	   0.1677253    
    2457008.    	   0.2121246    
    2457009.    	   0.7490488    
    2457010.    	    1.069231    
    2457011.    	    1.318817    
    2457012.    	    1.518685    
    2457013.    	    1.797324    
    2457014.    	    1.867593    
    2457015.    	    1.864227    
    2457016.    	    1.731444    
    2457017.    	    1.687722    
    2457018.    	    1.694623    
    2457019.    	    1.508320    
    2457020.    	    1.434098    
    2457021.    	    1.270015    
    2457022.    	    1.578036    
    2457023.    	    1.629002    
    2457024.    	    1.873171    
    2457025.    	    1.542262    
    2457026.    	    1.582690    
    2457027.    	    1.873936    
    2457028.    	    2.390359    
    2457029.    	    2.559264    
    2457030.    	    2.763494    
    2457031.    	    2.911759    
    2457032.    	    3.135599    
    2457033.    	    3.040178    
    2457034.    	    2.881259    
    2457035.    	    2.287085    
    2457036.    	    1.756286    
    2457037.    	    1.439451    
    2457038.    	    1.344139    
    2457039.    	    1.430938    
    2457040.    	    1.213442    
    2457041.    	    1.137339    
    2457042.    	   0.9701343    
    2457043.    	    1.124890    
    2457044.    	    1.230175    
    2457045.    	    1.245977    
    2457046.    	   0.8986139    
    2457047.    	   0.8048879    
    2457048.    	   0.8465164    
    2457049.    	   0.6436925    
    2457050.    	   0.6541237    
    2457051.    	   0.8646753    
    2457052.    	   0.7885844    
    2457053.    	    1.024382    
    2457054.    	    1.201796    
    2457055.    	    1.040638    
    2457056.    	    1.268924    
    2457057.    	    1.581384    
    2457058.    	    1.398494    
    2457059.    	    1.232728    
    2457060.    	    1.333492    
    2457061.    	    1.328999    
    2457062.    	    1.208778    
    2457063.    	    1.062914    
    2457064.    	    1.082576    
    2457065.    	   0.9990400    
    2457066.    	    1.041772    
    2457067.    	   0.9235483    
    2457068.    	   0.8768935    
    2457069.    	   0.6752181    
    2457070.    	   0.4063163    
    2457071.    	   0.3482556    
    2457072.    	   0.1645454    
    2457073.    	   0.3480027    
    2457074.    	   0.5665070    
    2457075.    	   0.8863801    
    2457076.    	    1.125400    
    2457077.    	    1.005774    
    2457078.    	   0.9140354    
    2457079.    	   0.6306468    
    2457080.    	   0.4160286    
    2457081.    	   0.1829859    
    2457082.    	   0.3951301    
    2457083.    	   0.3900634    
    2457084.    	   0.7960718    
    2457085.    	    1.079892    
    2457086.    	    1.193569    
    2457087.    	    1.270405    
    2457088.    	    1.528575    
    2457089.    	    1.825484    
    2457090.    	    1.903662    
    2457091.    	    2.221531    
    2457092.    	    2.256190    
    2457093.    	    2.526486    
    2457094.    	    3.010257    
    2457095.    	    3.184615    
    2457096.    	    3.699468    
    2457097.    	    4.271568    
    2457098.    	    4.820096    
    2457099.    	    4.666009    
    2457100.    	    4.249292    
    2457101.    	    3.855963    
    2457102.    	    3.702015    
    2457103.    	    3.201326    
    2457104.    	    2.804210    
    2457105.    	    2.534261    
    2457106.    	    2.393747    
    2457107.    	    2.373441    
    2457108.    	    2.074496    
    2457109.    	    1.939189    
    2457110.    	    1.900938    
    2457111.    	    2.167358    
    2457112.    	    2.287016    
    2457113.    	    2.102665    
    2457114.    	    1.958534    
    2457115.    	    1.704230    
    2457116.    	    1.600505    
    2457117.    	    1.558616    
    2457118.    	    1.820379    
    2457119.    	    1.759789    
    2457120.    	    1.466414    
    2457121.    	    1.162129    
    2457122.    	   0.9917418    
    2457123.    	   0.7178682    
    2457124.    	   0.7011396    
    2457125.    	   0.6373957    
    2457126.    	   0.5077996    
    2457127.    	   0.9482959    
    2457128.    	    1.194407    
    2457129.    	    1.107966    
    2457130.    	    1.080085    
    2457131.    	    1.143239    
    2457132.    	    1.167808    
    2457133.    	   0.9232897    
    2457134.    	   0.5461734    
    2457135.    	   0.4629335    
    2457136.    	   0.3321040    
    2457137.    	   0.1198197    
    2457138.    	   0.1396065    
    2457139.    	   0.3017184    
    2457140.    	   0.5309461    
    2457141.    	   0.8253977    
    2457142.    	   0.6688286    
    2457143.    	   0.5540265    
    2457144.    	   0.3712612    
    2457145.    	   0.2395979    
    2457146.    	   0.4545694    
    2457147.    	   0.7213128    
    2457148.    	   0.4193303    
    2457149.    	   0.1960105    
    2457150.    	   0.1066717    
    2457151.    	   0.1708943    
    2457152.    	   0.5517988    
    2457153.    	   0.6592731    
    2457154.    	   0.7448747    
    2457155.    	   0.7480551    
    2457156.    	   0.7454977    
    2457157.    	   0.7871216    
    2457158.    	   0.8902915    
    2457159.    	   0.9754516    
    2457160.    	    1.114451    
    2457161.    	    1.117623    
    2457162.    	   0.9385883    
    2457163.    	   0.7704816    
    2457164.    	   0.6024342    
    2457165.    	   0.5675707    
    2457166.    	   0.7123386    
    2457167.    	   0.6807117    
    2457168.    	   0.8148974    
    2457169.    	   0.8188930    
    2457170.    	   0.9884690    
    2457171.    	    1.129550    
    2457172.    	    1.168412    
    2457173.    	    1.454426    
    2457174.    	    1.620223    
    2457175.    	    1.671507    
    2457176.    	    2.028645    
    2457177.    	    2.367859    
    2457178.    	    2.779599    
    2457179.    	    2.805492    
    2457180.    	    2.703850    
    2457181.    	    2.750508    
    2457182.    	    2.473655    
    2457183.    	    2.325348    
    2457184.    	    2.167893    
    2457185.    	    2.153900    
    2457186.    	    2.411503    
    2457187.    	    2.430052    
    2457188.    	    2.400622    
    2457189.    	    2.241136    
    2457190.    	    1.711922    
    2457191.    	    1.330004    
    2457192.    	    1.287786    
    2457193.    	    1.427922    
    2457194.    	    1.368613    
    2457195.    	    1.548099    
    2457196.    	    1.582741    
    2457197.    	    1.559382    
    2457198.    	    1.760679    
    2457199.    	    1.798173    
    2457200.    	    1.464548    
    2457201.    	    1.357365    
    2457202.    	    1.513049    
    2457203.    	    1.911321    
    2457204.    	    2.454441    
    2457205.    	    3.032232    
    2457206.    	    3.230319    
    2457207.    	    3.547117    
    2457208.    	    3.919415    
    2457209.    	    4.204659    
    2457210.    	    4.007216    
    2457211.    	    3.558008    
    2457212.    	    3.198592    
    2457213.    	    3.023292    
    2457214.    	    2.497223    
    2457215.    	    2.108401    
    2457216.    	    1.936697    
    2457217.    	    1.662853    
    2457218.    	    1.479982    
    2457219.    	    1.026748    
    2457220.    	   0.9052923    
    2457221.    	   0.9652725    
    2457222.    	    1.209025    
    2457223.    	    1.178637    
    2457224.    	    1.240824    
    2457225.    	    1.001066    
    2457226.    	   0.7611637    
    2457227.    	   0.7683800    
    2457228.    	   0.5749783    
    2457229.    	   0.4637749    
    2457230.    	   0.7305079    
    2457231.    	    1.108396    
    2457232.    	    1.235236    
    2457233.    	    1.268858    
    2457234.    	   0.8034003    
    2457235.    	   0.3301353    
    2457236.    	   0.3202735    
    2457237.    	   0.7540253    
    2457238.    	   0.8399434    
    2457239.    	   0.8138067    
    2457240.    	    1.024637    
    2457241.    	   0.9673604    
    2457242.    	    1.082938    
    2457243.    	    1.371730    
    2457244.    	    1.341723    
    2457245.    	    1.218659    
    2457246.    	    1.049283    
    2457247.    	   0.7585411    
    2457248.    	   0.5747624    
    2457249.    	   0.5260003    
    2457250.    	   0.4801189    
    2457251.    	   0.4993927    
    2457252.    	   0.7490382    
    2457253.    	   0.8010825    
    2457254.    	   0.8250445    
    2457255.    	   0.9262852    
    2457256.    	   0.9315816    
    2457257.    	   0.9504125    
    2457258.    	   0.9463264    
    2457259.    	    1.090449    
    2457260.    	    1.119728    
    2457261.    	   0.9401621    
    2457262.    	   0.7127345    
    2457263.    	   0.6384693    
    2457264.    	   0.6512616    
    2457265.    	   0.6542346    
    2457266.    	   0.5669454    
    2457267.    	   0.7660168    
    2457268.    	    1.019223    
    2457269.    	    1.345826    
    2457270.    	    1.280538    
    2457271.    	    1.223051    
    2457272.    	    1.158949    
    2457273.    	   0.8791024    
    2457274.    	   0.5814967    
    2457275.    	   0.7308770    
    2457276.    	   0.7501875    
    2457277.    	   0.6091126    
    2457278.    	   0.4159432    
    2457279.    	   0.3161150    
    2457280.    	   7.4029408E-02
    2457281.    	   0.1809445    
    2457282.    	   0.2493873    
    2457283.    	   0.3569860    
    2457284.    	   0.3090436    
    2457285.    	   0.1645284    
    2457286.    	   0.2088926    
    2457287.    	   0.2951238    
    2457288.    	   0.2430861    
    2457289.    	   0.4762406    
    2457290.    	   0.7897093    
    2457291.    	   0.7689980    
    2457292.    	   0.6941432    
    2457293.    	   0.5674799    
    2457294.    	   0.5596149    
    2457295.    	   0.9215481    
    2457296.    	   0.9570605    
    2457297.    	    1.067905    
    2457298.    	    1.253064    
    2457299.    	    1.263224    
    2457300.    	    1.245097    
    2457301.    	   0.9478802    
    2457302.    	   0.7632060    
    2457303.    	   0.7374218    
    2457304.    	   0.6753752    
    2457305.    	   0.6391728    
    2457306.    	   0.6041577    
    2457307.    	   0.6208380    
    2457308.    	   0.7064884    
    2457309.    	   0.8971578    
    2457310.    	   0.8252760    
    2457311.    	   0.8006787    
    2457312.    	   0.5763440    
    2457313.    	   0.7164419    
    2457314.    	   0.8727515    
    2457315.    	   0.9872165    
    2457316.    	   0.9775136    
    2457317.    	    1.529070    
    2457318.    	    1.874996    
    2457319.    	    2.403044    
    2457320.    	    3.023793    
    2457321.    	    3.189497    
    2457322.    	    3.316614    
    2457323.    	    3.262751    
    2457324.    	    3.163956    
    2457325.    	    2.893484    
    2457326.    	    2.806684    
    2457327.    	    2.938836    
    2457328.    	    2.673201    
    2457329.    	    2.553303    
    2457330.    	    2.442404    
    2457331.    	    2.562680    
    2457332.    	    2.409321    
    2457333.    	    2.346380    
    2457334.    	    2.181806    
    2457335.    	    2.009366    
    2457336.    	    1.916290    
    2457337.    	    2.088691    
    2457338.    	    2.078663    
    2457339.    	    1.681432    
    2457340.    	    1.632737    
    2457341.    	    1.523434    
    2457342.    	    1.520597    
    2457343.    	    1.694962    
    2457344.    	    1.678969    
    2457345.    	    1.804331    
    2457346.    	    1.888020    
    2457347.    	    1.913205    
    2457348.    	    1.674314    
    2457349.    	    1.533111    
    2457350.    	    1.333315    
