T	BoM MJO RMM RMM2
julian_day	unitless
    2450970.    	  -0.6732000    
    2450971.    	  -0.4298200    
    2450972.    	  -0.3914100    
    2450973.    	  -0.2691500    
    2450974.    	  -3.9410401E-02
    2450975.    	  -3.6107998E-02
    2450976.    	   4.8201900E-02
    2450977.    	   0.3478940    
    2450978.    	   0.2735010    
    2450979.    	   0.3381460    
    2450980.    	   0.4337700    
    2450981.    	   0.3526440    
    2450982.    	   0.1097910    
    2450983.    	  -0.1325900    
    2450984.    	  -0.4601300    
    2450985.    	  -0.8887200    
    2450986.    	  -0.9319800    
    2450987.    	  -0.9795600    
    2450988.    	  -0.9368700    
    2450989.    	  -0.9111400    
    2450990.    	  -0.8530900    
    2450991.    	   -1.012570    
    2450992.    	  -0.9613300    
    2450993.    	  -0.8650000    
    2450994.    	  -0.6035200    
    2450995.    	  -0.3373500    
    2450996.    	  -0.3959200    
    2450997.    	  -0.5538300    
    2450998.    	  -0.4753300    
    2450999.    	  -0.6870400    
    2451000.    	  -0.7451000    
    2451001.    	  -0.7234900    
    2451002.    	  -0.6753100    
    2451003.    	  -0.7373500    
    2451004.    	  -0.6601200    
    2451005.    	  -0.5655500    
    2451006.    	  -0.4910400    
    2451007.    	  -0.6641600    
    2451008.    	  -0.6184000    
    2451009.    	  -0.6575500    
    2451010.    	  -0.7401100    
    2451011.    	  -0.9864100    
    2451012.    	   -1.146890    
    2451013.    	  -0.7814900    
    2451014.    	  -0.5018200    
    2451015.    	  -0.1513300    
    2451016.    	  -0.3291200    
    2451017.    	  -0.6672100    
    2451018.    	  -0.5795100    
    2451019.    	  -0.6286700    
    2451020.    	  -0.3990100    
    2451021.    	  -0.5459300    
    2451022.    	  -0.5622800    
    2451023.    	  -0.4793400    
    2451024.    	  -0.2128100    
    2451025.    	   5.7204599E-03
    2451026.    	   0.3058400    
    2451027.    	   0.3415230    
    2451028.    	   0.3049160    
    2451029.    	   0.3053890    
    2451030.    	   0.1944350    
    2451031.    	   0.1867280    
    2451032.    	   0.1266150    
    2451033.    	   7.0916697E-02
    2451034.    	  -0.1527600    
    2451035.    	  -0.4593000    
    2451036.    	  -0.4345800    
    2451037.    	  -0.3845700    
    2451038.    	  -0.3351000    
    2451039.    	  -0.6631100    
    2451040.    	  -0.8987600    
    2451041.    	   -1.149060    
    2451042.    	   -1.070190    
    2451043.    	   -1.078330    
    2451044.    	   -1.293050    
    2451045.    	   -1.333220    
    2451046.    	   -1.178720    
    2451047.    	   -1.032080    
    2451048.    	   -1.082890    
    2451049.    	  -0.8689600    
    2451050.    	  -0.4405600    
    2451051.    	  -0.3875600    
    2451052.    	  -0.4991800    
    2451053.    	  -0.1077200    
    2451054.    	   0.6557520    
    2451055.    	   0.7455550    
    2451056.    	   0.8058400    
    2451057.    	   0.5644550    
    2451058.    	   0.5160670    
    2451059.    	   0.3319500    
    2451060.    	   0.1588440    
    2451061.    	   0.3971600    
    2451062.    	   0.6483940    
    2451063.    	   0.5670710    
    2451064.    	   0.2722480    
    2451065.    	   0.1697430    
    2451066.    	   0.2538530    
    2451067.    	   2.4272500E-02
    2451068.    	  -0.1556600    
    2451069.    	  -0.3895400    
    2451070.    	  -0.3306800    
    2451071.    	  -0.2521300    
    2451072.    	  -0.5563200    
    2451073.    	  -0.7101500    
    2451074.    	  -0.8086000    
    2451075.    	  -0.9023900    
    2451076.    	  -0.9179600    
    2451077.    	  -0.7975600    
    2451078.    	  -0.5953600    
    2451079.    	  -0.6490100    
    2451080.    	  -0.4235500    
    2451081.    	  -0.4020100    
    2451082.    	  -0.4386600    
    2451083.    	  -0.4849500    
    2451084.    	  -0.4034800    
    2451085.    	  -9.6217200E-02
    2451086.    	   4.6856001E-02
    2451087.    	   2.4796899E-02
    2451088.    	   3.6535099E-02
    2451089.    	   2.4914799E-02
    2451090.    	   0.1894810    
    2451091.    	   0.2625820    
    2451092.    	   0.6306120    
    2451093.    	   0.9333910    
    2451094.    	   0.9960710    
    2451095.    	    1.200740    
    2451096.    	    1.278360    
    2451097.    	    1.165060    
    2451098.    	   0.7889770    
    2451099.    	   0.6645320    
    2451100.    	   0.8006330    
    2451101.    	   0.9229020    
    2451102.    	    1.021490    
    2451103.    	    1.069330    
    2451104.    	    1.161630    
    2451105.    	   0.9750600    
    2451106.    	    1.024510    
    2451107.    	   0.9363690    
    2451108.    	   0.6555330    
    2451109.    	   0.3293270    
    2451110.    	   4.6246000E-02
    2451111.    	  -9.9881500E-02
    2451112.    	  -0.2226500    
    2451113.    	  -0.1565700    
    2451114.    	  -0.1745200    
    2451115.    	   4.4410499E-03
    2451116.    	   6.6673100E-02
    2451117.    	   0.1545920    
    2451118.    	   0.1820690    
    2451119.    	   0.2614440    
    2451120.    	   0.3690110    
    2451121.    	   0.3729940    
    2451122.    	   0.1312390    
    2451123.    	  -6.2230099E-02
    2451124.    	  -0.1403100    
    2451125.    	   8.5439101E-02
    2451126.    	   5.2150302E-03
    2451127.    	   0.1230360    
    2451128.    	   0.3747750    
    2451129.    	   0.4760790    
    2451130.    	   0.5575980    
    2451131.    	   0.7741490    
    2451132.    	    1.227740    
    2451133.    	    1.522430    
    2451134.    	    1.743210    
    2451135.    	    1.824970    
    2451136.    	    2.014280    
    2451137.    	    2.186720    
    2451138.    	    2.223690    
    2451139.    	    2.067110    
    2451140.    	    1.839250    
    2451141.    	    1.721720    
    2451142.    	    1.640970    
    2451143.    	    1.780470    
    2451144.    	    1.699380    
    2451145.    	    1.706640    
    2451146.    	    1.696350    
    2451147.    	    1.597930    
    2451148.    	    1.664740    
    2451149.    	    1.148090    
    2451150.    	   0.8509940    
    2451151.    	   0.4348670    
    2451152.    	   0.1234330    
    2451153.    	  -0.4440300    
    2451154.    	  -0.8695800    
    2451155.    	   -1.143010    
    2451156.    	   -1.033070    
    2451157.    	  -0.9723700    
    2451158.    	  -0.8691400    
    2451159.    	  -0.6910500    
    2451160.    	  -0.4245300    
    2451161.    	   5.3532802E-02
    2451162.    	   0.4555000    
    2451163.    	   0.5104650    
    2451164.    	   0.3674950    
    2451165.    	   0.4932790    
    2451166.    	   0.7525370    
    2451167.    	   0.8220730    
    2451168.    	   0.8782150    
    2451169.    	   0.8734980    
    2451170.    	   0.9308920    
    2451171.    	   0.6828900    
    2451172.    	   0.4019000    
    2451173.    	   0.1592060    
    2451174.    	   0.1000140    
    2451175.    	   0.2292050    
    2451176.    	   0.3360060    
    2451177.    	   0.2949460    
    2451178.    	   0.1501950    
    2451179.    	   0.1882170    
    2451180.    	   0.1412070    
    2451181.    	   8.1123501E-02
    2451182.    	   0.1720850    
    2451183.    	   0.4060350    
    2451184.    	   0.6394590    
    2451185.    	   0.6074010    
    2451186.    	   0.6202210    
    2451187.    	   0.5688290    
    2451188.    	   0.1105490    
    2451189.    	   4.6513900E-02
    2451190.    	   0.2955810    
    2451191.    	   0.2529500    
    2451192.    	  -0.1621200    
    2451193.    	  -0.4185100    
    2451194.    	  -0.5161600    
    2451195.    	   -1.057020    
    2451196.    	   -1.230680    
    2451197.    	   -1.578860    
    2451198.    	   -1.670310    
    2451199.    	   -1.861690    
    2451200.    	   -1.829030    
    2451201.    	   -1.655920    
    2451202.    	   -1.348500    
    2451203.    	  -0.8037100    
    2451204.    	  -0.1847500    
    2451205.    	   0.1111930    
    2451206.    	   0.5492210    
    2451207.    	   0.8218110    
    2451208.    	    1.066010    
    2451209.    	    1.160320    
    2451210.    	    1.122470    
    2451211.    	    1.174800    
    2451212.    	    1.187110    
    2451213.    	   0.9844560    
    2451214.    	   0.9626220    
    2451215.    	    1.242790    
    2451216.    	    1.519170    
    2451217.    	    1.317950    
    2451218.    	    1.102580    
    2451219.    	   0.9898020    
    2451220.    	    1.100620    
    2451221.    	    1.361280    
    2451222.    	    1.582330    
    2451223.    	    1.596750    
    2451224.    	    1.778780    
    2451225.    	    2.029360    
    2451226.    	    1.802360    
    2451227.    	    1.788950    
    2451228.    	    1.962780    
    2451229.    	    1.854880    
    2451230.    	    1.418390    
    2451231.    	   0.8514180    
    2451232.    	   0.5157510    
    2451233.    	   0.3569890    
    2451234.    	   0.2011780    
    2451235.    	  -0.2431400    
    2451236.    	  -0.5644500    
    2451237.    	  -0.8590000    
    2451238.    	   -1.160600    
    2451239.    	   -1.141470    
    2451240.    	   -1.266100    
    2451241.    	   -1.254530    
    2451242.    	   -1.334560    
    2451243.    	   -1.445120    
    2451244.    	   -1.398090    
    2451245.    	   -1.186290    
    2451246.    	   -1.016780    
    2451247.    	   -1.154030    
    2451248.    	   -1.253190    
    2451249.    	   -1.401100    
    2451250.    	   -1.531380    
    2451251.    	   -1.594940    
    2451252.    	   -1.652720    
    2451253.    	   -1.647270    
    2451254.    	   -1.735810    
    2451255.    	   -2.083130    
    2451256.    	   -2.170910    
    2451257.    	   -1.855030    
    2451258.    	   -1.600280    
    2451259.    	   -1.581260    
    2451260.    	   -1.804330    
    2451261.    	   -1.620260    
    2451262.    	   -1.058490    
    2451263.    	  -0.7483700    
    2451264.    	  -0.6803400    
    2451265.    	  -0.4287700    
    2451266.    	  -0.1390300    
    2451267.    	  -6.4764097E-02
    2451268.    	   0.2654690    
    2451269.    	   0.2289860    
    2451270.    	   3.5044201E-02
    2451271.    	   8.4652901E-02
    2451272.    	   9.9162601E-02
    2451273.    	   0.4724510    
    2451274.    	   0.2578200    
    2451275.    	   0.3076410    
    2451276.    	   0.2498470    
    2451277.    	   0.3407720    
    2451278.    	   0.4071380    
    2451279.    	   0.1727840    
    2451280.    	  -0.1159000    
    2451281.    	  -0.1702300    
    2451282.    	  -0.3206300    
    2451283.    	  -0.3723500    
    2451284.    	  -0.2483100    
    2451285.    	   0.2339000    
    2451286.    	   0.4068710    
    2451287.    	   0.5441820    
    2451288.    	   0.7023420    
    2451289.    	   0.7527310    
    2451290.    	   0.7727540    
    2451291.    	    1.150690    
    2451292.    	    1.357440    
    2451293.    	    1.408170    
    2451294.    	    1.504130    
    2451295.    	    1.448640    
    2451296.    	    1.344890    
    2451297.    	    1.470410    
    2451298.    	    1.372090    
    2451299.    	    1.217670    
    2451300.    	    1.044010    
    2451301.    	   0.6319450    
    2451302.    	   0.3886870    
    2451303.    	   0.1339480    
    2451304.    	   1.6025200E-02
    2451305.    	  -0.1717500    
    2451306.    	  -0.1972900    
    2451307.    	  -0.3214700    
    2451308.    	  -0.1641600    
    2451309.    	  -0.4035600    
    2451310.    	  -0.5504400    
    2451311.    	  -0.4488000    
    2451312.    	  -0.2970200    
    2451313.    	  -0.4196400    
    2451314.    	  -0.5939000    
    2451315.    	  -0.6622300    
    2451316.    	  -0.5341100    
    2451317.    	  -0.4216000    
    2451318.    	  -0.3972900    
    2451319.    	  -0.4704200    
    2451320.    	  -0.4364400    
    2451321.    	  -0.1289200    
    2451322.    	   0.1274780    
    2451323.    	   4.8463498E-03
    2451324.    	  -0.2176900    
    2451325.    	   7.6033697E-02
    2451326.    	   0.5025360    
    2451327.    	   0.9515900    
    2451328.    	   0.9817080    
    2451329.    	    1.065650    
    2451330.    	    1.492340    
    2451331.    	    1.604240    
    2451332.    	    1.508870    
    2451333.    	    1.344200    
    2451334.    	    1.285910    
    2451335.    	    1.222410    
    2451336.    	   0.9518640    
    2451337.    	   0.7214070    
    2451338.    	   0.5938650    
    2451339.    	   0.3375380    
    2451340.    	   0.4638020    
    2451341.    	   0.6209560    
    2451342.    	   0.6305860    
    2451343.    	   0.5666600    
    2451344.    	   0.5364060    
    2451345.    	   0.4872520    
    2451346.    	   0.4955450    
    2451347.    	   0.5020510    
    2451348.    	   0.5154810    
    2451349.    	   0.4710000    
    2451350.    	   0.5677170    
    2451351.    	   0.6941320    
    2451352.    	   0.6667810    
    2451353.    	   0.5713410    
    2451354.    	   0.4213300    
    2451355.    	   0.1981520    
    2451356.    	   7.4892402E-02
    2451357.    	   9.5240198E-02
    2451358.    	  -3.8319901E-03
    2451359.    	  -0.1026700    
    2451360.    	  -0.2921800    
    2451361.    	  -0.4718000    
    2451362.    	  -0.6185000    
    2451363.    	  -0.8331100    
    2451364.    	  -0.9622700    
    2451365.    	  -0.8293300    
    2451366.    	  -0.7296900    
    2451367.    	  -0.7050200    
    2451368.    	  -0.4943900    
    2451369.    	  -0.3214800    
    2451370.    	  -0.1043800    
    2451371.    	  -2.7970601E-02
    2451372.    	   7.4606203E-02
    2451373.    	   0.2932910    
    2451374.    	   6.1891802E-02
    2451375.    	  -0.1218600    
    2451376.    	  -0.1758900    
    2451377.    	  -7.6031901E-02
    2451378.    	  -2.5974700E-02
    2451379.    	   6.9374599E-02
    2451380.    	  -0.1320000    
    2451381.    	  -0.1329000    
    2451382.    	  -3.8248301E-02
    2451383.    	  -0.1275400    
    2451384.    	  -8.7453097E-02
    2451385.    	   0.2591270    
    2451386.    	   0.4449150    
    2451387.    	   0.6800220    
    2451388.    	   0.8212420    
    2451389.    	   0.7831980    
    2451390.    	   0.5670290    
    2451391.    	   0.4401540    
    2451392.    	   0.3962760    
    2451393.    	   0.4852070    
    2451394.    	   0.3040680    
    2451395.    	   6.4081997E-02
    2451396.    	   0.1681580    
    2451397.    	   0.1729070    
    2451398.    	   0.2747940    
    2451399.    	   0.1378850    
    2451400.    	   5.2791499E-02
    2451401.    	  -4.6830099E-02
    2451402.    	  -9.5294803E-02
    2451403.    	  -0.1413500    
    2451404.    	  -0.2438800    
    2451405.    	  -0.2534400    
    2451406.    	  -7.7752396E-02
    2451407.    	  -0.1555800    
    2451408.    	  -0.2454200    
    2451409.    	  -0.3816700    
    2451410.    	  -0.7014500    
    2451411.    	  -0.6661500    
    2451412.    	  -0.9777900    
    2451413.    	   -1.485140    
    2451414.    	   -1.784500    
    2451415.    	   -1.688140    
    2451416.    	   -1.530240    
    2451417.    	   -1.356010    
    2451418.    	   -1.061420    
    2451419.    	  -0.6432200    
    2451420.    	  -0.2257600    
    2451421.    	   8.0497101E-02
    2451422.    	   0.3080400    
    2451423.    	   0.3702650    
    2451424.    	   0.4550320    
    2451425.    	   0.3459020    
    2451426.    	   0.3802010    
    2451427.    	   0.6999670    
    2451428.    	   0.5920030    
    2451429.    	   0.3662110    
    2451430.    	   0.3702850    
    2451431.    	   0.3928810    
    2451432.    	   0.5287320    
    2451433.    	   0.1643220    
    2451434.    	  -1.4922900E-02
    2451435.    	   7.7085301E-02
    2451436.    	   0.1022040    
    2451437.    	   9.8736800E-02
    2451438.    	  -2.4308600E-02
    2451439.    	  -0.1260900    
    2451440.    	  -0.2529700    
    2451441.    	  -0.3708600    
    2451442.    	  -0.4367700    
    2451443.    	  -0.3438900    
    2451444.    	  -0.4084800    
    2451445.    	  -0.7177500    
    2451446.    	  -0.9440900    
    2451447.    	   -1.374930    
    2451448.    	   -1.469150    
    2451449.    	   -1.572780    
    2451450.    	   -1.745100    
    2451451.    	   -2.004020    
    2451452.    	   -1.938800    
    2451453.    	   -1.644890    
    2451454.    	   -1.647920    
    2451455.    	   -1.458100    
    2451456.    	   -1.476570    
    2451457.    	   -1.500460    
    2451458.    	   -1.293560    
    2451459.    	   -1.006890    
    2451460.    	   -1.193130    
    2451461.    	  -0.9385400    
    2451462.    	  -0.6354900    
    2451463.    	  -0.5338100    
    2451464.    	  -0.3501500    
    2451465.    	  -0.4258400    
    2451466.    	  -0.4476700    
    2451467.    	  -0.7001400    
    2451468.    	  -0.8463900    
    2451469.    	  -0.9699800    
    2451470.    	  -0.9375800    
    2451471.    	  -0.9430000    
    2451472.    	  -0.8128800    
    2451473.    	  -0.6933400    
    2451474.    	  -0.2726600    
    2451475.    	  -0.1894000    
    2451476.    	  -0.2608300    
    2451477.    	  -0.2442400    
    2451478.    	  -3.4529898E-02
    2451479.    	  -0.1579000    
    2451480.    	  -0.2317000    
    2451481.    	  -0.1068900    
    2451482.    	  -9.6047796E-02
    2451483.    	   7.5685397E-02
    2451484.    	   0.3309660    
    2451485.    	   0.3527110    
    2451486.    	   0.7777220    
    2451487.    	   0.9949010    
    2451488.    	    1.361670    
    2451489.    	    1.783680    
    2451490.    	    2.060390    
    2451491.    	    2.319890    
    2451492.    	    2.206320    
    2451493.    	    1.960980    
    2451494.    	    1.885960    
    2451495.    	    1.466450    
    2451496.    	    1.549590    
    2451497.    	    1.430220    
    2451498.    	    1.120940    
    2451499.    	   0.9787440    
    2451500.    	   0.9857930    
    2451501.    	    1.005040    
    2451502.    	   0.6128580    
    2451503.    	   0.3468820    
    2451504.    	   4.1516501E-02
    2451505.    	  -0.1928700    
    2451506.    	  -0.1750300    
    2451507.    	  -0.3451400    
    2451508.    	  -0.5358000    
    2451509.    	  -0.5540500    
    2451510.    	  -0.4725000    
    2451511.    	  -0.4616100    
    2451512.    	  -0.4439900    
    2451513.    	  -0.6946800    
    2451514.    	  -0.8986600    
    2451515.    	  -0.8148400    
    2451516.    	  -0.6891000    
    2451517.    	  -0.5663800    
    2451518.    	  -0.3908100    
    2451519.    	  -0.3344500    
    2451520.    	  -0.2114200    
    2451521.    	  -9.8542698E-02
    2451522.    	  -5.8817100E-02
    2451523.    	   0.1677540    
    2451524.    	   0.3392120    
    2451525.    	   0.2056880    
    2451526.    	   0.3107530    
    2451527.    	   0.3348500    
    2451528.    	   0.4655930    
    2451529.    	   0.7390990    
    2451530.    	    1.088040    
    2451531.    	   0.9563720    
    2451532.    	    1.219180    
    2451533.    	    1.173950    
    2451534.    	    1.041420    
    2451535.    	    1.160730    
    2451536.    	    1.404030    
    2451537.    	    1.353960    
    2451538.    	    1.542480    
    2451539.    	    1.223780    
    2451540.    	   0.8593500    
    2451541.    	   0.7753890    
    2451542.    	   0.6570720    
    2451543.    	   0.3406840    
    2451544.    	   3.3467501E-02
    2451545.    	  -8.4006198E-02
    2451546.    	  -0.1621000    
    2451547.    	  -0.3298400    
    2451548.    	  -0.4230200    
    2451549.    	  -0.3648400    
    2451550.    	  -0.6810100    
    2451551.    	  -0.7802100    
    2451552.    	  -0.8938600    
    2451553.    	  -0.5330700    
    2451554.    	  -0.5525500    
    2451555.    	  -0.4934700    
    2451556.    	  -0.2293800    
    2451557.    	  -5.3488102E-02
    2451558.    	   0.1168030    
    2451559.    	   0.1168140    
    2451560.    	   0.2010410    
    2451561.    	   4.4854201E-02
    2451562.    	   0.2595320    
    2451563.    	   0.3684120    
    2451564.    	   0.3665760    
    2451565.    	   0.4892010    
    2451566.    	   0.4227470    
    2451567.    	   0.3526640    
    2451568.    	   6.9169402E-02
    2451569.    	  -6.8489201E-02
    2451570.    	  -0.4159900    
    2451571.    	  -0.3324200    
    2451572.    	  -0.3496600    
    2451573.    	  -0.3359700    
    2451574.    	  -0.4876900    
    2451575.    	  -0.7108200    
    2451576.    	  -0.9256900    
    2451577.    	   -1.064700    
    2451578.    	  -0.9355100    
    2451579.    	  -0.9199600    
    2451580.    	  -0.6743000    
    2451581.    	  -0.1840100    
    2451582.    	   8.0209197E-03
    2451583.    	   4.6566300E-02
    2451584.    	   6.5078102E-02
    2451585.    	   0.2723750    
    2451586.    	   0.3804860    
    2451587.    	   0.4195070    
    2451588.    	   0.2293240    
    2451589.    	  -0.3360300    
    2451590.    	  -0.7288400    
    2451591.    	  -0.9728900    
    2451592.    	   -1.322050    
    2451593.    	   -1.564690    
    2451594.    	   -1.357900    
    2451595.    	   -1.243780    
    2451596.    	  -0.8919100    
    2451597.    	  -0.7932900    
    2451598.    	  -0.8761100    
    2451599.    	  -0.8768900    
    2451600.    	  -0.8614700    
    2451601.    	   -1.084410    
    2451602.    	  -0.8671100    
    2451603.    	  -0.8372700    
    2451604.    	  -0.7918800    
    2451605.    	  -0.6798800    
    2451606.    	  -0.5632300    
    2451607.    	  -0.6162000    
    2451608.    	  -0.3454200    
    2451609.    	   2.5342001E-02
    2451610.    	   0.2309750    
    2451611.    	   0.5122640    
    2451612.    	   0.6532600    
    2451613.    	   0.4873260    
    2451614.    	   0.3867570    
    2451615.    	   0.4381800    
    2451616.    	   0.3279490    
    2451617.    	   0.4409350    
    2451618.    	   0.3506500    
    2451619.    	   0.4557040    
    2451620.    	   7.1093798E-02
    2451621.    	  -0.1839900    
    2451622.    	   3.8824100E-02
    2451623.    	   3.8867101E-02
    2451624.    	  -6.1967801E-02
    2451625.    	  -7.2172098E-02
    2451626.    	  -0.1680900    
    2451627.    	  -0.1875600    
    2451628.    	  -0.3482900    
    2451629.    	  -0.4709200    
    2451630.    	  -0.7453000    
    2451631.    	  -0.8292600    
    2451632.    	  -0.7656700    
    2451633.    	  -0.3243500    
    2451634.    	  -0.3971100    
    2451635.    	  -0.5088600    
    2451636.    	  -0.7513000    
    2451637.    	  -0.8591700    
    2451638.    	  -0.5904700    
    2451639.    	  -0.5387900    
    2451640.    	  -0.5564600    
    2451641.    	  -0.4028200    
    2451642.    	  -0.3903700    
    2451643.    	  -0.1392700    
    2451644.    	  -6.1077200E-02
    2451645.    	  -8.7975703E-02
    2451646.    	  -0.2055100    
    2451647.    	  -0.2579200    
    2451648.    	  -0.1532600    
    2451649.    	  -5.1931601E-02
    2451650.    	  -5.8360700E-02
    2451651.    	  -0.1272300    
    2451652.    	   3.8653500E-02
    2451653.    	   0.2964310    
    2451654.    	   0.5234520    
    2451655.    	   0.4566760    
    2451656.    	   0.4384700    
    2451657.    	   0.5787650    
    2451658.    	   0.5459590    
    2451659.    	   0.5198890    
    2451660.    	   0.4838270    
    2451661.    	   0.7602180    
    2451662.    	   0.7419830    
    2451663.    	   0.6495020    
    2451664.    	   0.6347440    
    2451665.    	   0.8712330    
    2451666.    	    1.119430    
    2451667.    	    1.440120    
    2451668.    	    1.711870    
    2451669.    	    1.658720    
    2451670.    	    1.592670    
    2451671.    	    1.517070    
    2451672.    	    1.636340    
    2451673.    	    1.529070    
    2451674.    	    1.407500    
    2451675.    	    1.300810    
    2451676.    	    1.261620    
    2451677.    	    1.137100    
    2451678.    	   0.9933680    
    2451679.    	   0.9089150    
    2451680.    	   0.8994450    
    2451681.    	   0.4596910    
    2451682.    	   0.2625020    
    2451683.    	   0.2351360    
    2451684.    	   9.1528602E-02
    2451685.    	  -4.7959901E-02
    2451686.    	   0.1066480    
    2451687.    	   0.1213910    
    2451688.    	   1.5062500E-02
    2451689.    	  -3.7806701E-02
    2451690.    	  -5.8419898E-04
    2451691.    	   6.5135099E-02
    2451692.    	  -2.1584099E-02
    2451693.    	  -1.5396800E-02
    2451694.    	  -9.7873798E-03
    2451695.    	  -0.1332400    
    2451696.    	  -0.2363900    
    2451697.    	  -0.6401400    
    2451698.    	  -0.4949400    
    2451699.    	  -0.4675900    
    2451700.    	  -0.4435200    
    2451701.    	  -0.6003800    
    2451702.    	  -0.6823900    
    2451703.    	  -0.5172900    
    2451704.    	   4.8675602E-03
    2451705.    	   0.4525080    
    2451706.    	   0.4759830    
    2451707.    	   0.3384520    
    2451708.    	   0.4915480    
    2451709.    	   0.5772670    
    2451710.    	   0.7599590    
    2451711.    	   0.4466580    
    2451712.    	   0.3406930    
    2451713.    	   0.2205150    
    2451714.    	  -8.1923202E-02
    2451715.    	  -0.1473500    
    2451716.    	  -0.3050300    
    2451717.    	  -0.5450100    
    2451718.    	  -0.4346100    
    2451719.    	  -0.2997200    
    2451720.    	  -0.3474000    
    2451721.    	  -9.5996000E-02
    2451722.    	  -2.9175401E-02
    2451723.    	   9.4715402E-02
    2451724.    	  -3.5385301E-04
    2451725.    	  -1.0451400E-02
    2451726.    	   0.1066490    
    2451727.    	   0.2551260    
    2451728.    	   0.1579040    
    2451729.    	   0.4264260    
    2451730.    	   0.5857460    
    2451731.    	   0.5421010    
    2451732.    	    1.110170    
    2451733.    	    1.691150    
    2451734.    	    1.742780    
    2451735.    	    1.666670    
    2451736.    	    1.632280    
    2451737.    	    1.591850    
    2451738.    	    1.729050    
    2451739.    	    1.763010    
    2451740.    	    1.781560    
    2451741.    	    1.585400    
    2451742.    	    1.225960    
    2451743.    	    1.053430    
    2451744.    	   0.8823140    
    2451745.    	   0.7295240    
    2451746.    	   0.6048760    
    2451747.    	   0.4053920    
    2451748.    	   0.2231570    
    2451749.    	   7.5320899E-02
    2451750.    	   0.1006520    
    2451751.    	   0.1326520    
    2451752.    	  -2.7737599E-03
    2451753.    	  -6.0407400E-02
    2451754.    	  -0.2058600    
    2451755.    	  -0.3642300    
    2451756.    	  -0.4193400    
    2451757.    	  -0.4703200    
    2451758.    	  -0.3475000    
    2451759.    	  -0.4225500    
    2451760.    	  -0.4946600    
    2451761.    	  -0.5210700    
    2451762.    	  -0.5706600    
    2451763.    	  -0.7020400    
    2451764.    	  -0.8832600    
    2451765.    	  -0.8448500    
    2451766.    	  -0.8820800    
    2451767.    	  -0.8096800    
    2451768.    	  -0.9122400    
    2451769.    	  -0.7073100    
    2451770.    	  -0.6239700    
    2451771.    	  -0.1723700    
    2451772.    	   0.1417810    
    2451773.    	   1.9141501E-02
    2451774.    	  -0.1533200    
    2451775.    	   0.1027690    
    2451776.    	   0.2660360    
    2451777.    	   0.5626180    
    2451778.    	   0.7564060    
    2451779.    	    1.225040    
    2451780.    	    1.286120    
    2451781.    	    1.479130    
    2451782.    	    1.566380    
    2451783.    	    2.000620    
    2451784.    	    1.936990    
    2451785.    	    2.032170    
    2451786.    	    1.968800    
    2451787.    	    1.832530    
    2451788.    	    1.329790    
    2451789.    	    1.307890    
    2451790.    	   0.9969930    
    2451791.    	   0.8074200    
    2451792.    	   0.8186450    
    2451793.    	   0.8566890    
    2451794.    	   0.6833660    
    2451795.    	   0.5300720    
    2451796.    	   0.4838370    
    2451797.    	   0.3824410    
    2451798.    	   0.4446830    
    2451799.    	   0.2765100    
    2451800.    	   3.0317301E-02
    2451801.    	  -0.2330500    
    2451802.    	  -0.4179600    
    2451803.    	  -0.8642000    
    2451804.    	  -0.9436100    
    2451805.    	  -0.9196500    
    2451806.    	  -0.9363000    
    2451807.    	   -1.063340    
    2451808.    	   -1.078460    
    2451809.    	  -0.8441800    
    2451810.    	  -0.7107700    
    2451811.    	  -0.6605700    
    2451812.    	  -0.7055900    
    2451813.    	  -0.5046300    
    2451814.    	  -0.4306100    
    2451815.    	  -0.4732000    
    2451816.    	  -0.8634700    
    2451817.    	   -1.271930    
    2451818.    	   -1.662850    
    2451819.    	   -1.780360    
    2451820.    	   -1.892480    
    2451821.    	   -1.807760    
    2451822.    	   -1.670160    
    2451823.    	   -1.587040    
    2451824.    	   -1.023430    
    2451825.    	  -0.2313900    
    2451826.    	   0.3584210    
    2451827.    	   0.8213890    
    2451828.    	   0.9851680    
    2451829.    	    1.067630    
    2451830.    	    1.085470    
    2451831.    	   0.8944710    
    2451832.    	   0.6412430    
    2451833.    	   0.5636400    
    2451834.    	   0.3290470    
    2451835.    	   0.3206030    
    2451836.    	   0.1665360    
    2451837.    	   0.1366630    
    2451838.    	   0.5608490    
    2451839.    	   0.8380020    
    2451840.    	    1.189280    
    2451841.    	    1.168520    
    2451842.    	    1.287730    
    2451843.    	    1.256400    
    2451844.    	    1.247560    
    2451845.    	    1.270310    
    2451846.    	    1.164790    
    2451847.    	    1.153780    
    2451848.    	    1.254800    
    2451849.    	    1.276060    
    2451850.    	    1.134040    
    2451851.    	    1.240320    
    2451852.    	    1.394460    
    2451853.    	    1.321980    
    2451854.    	    1.120840    
    2451855.    	   0.7746290    
    2451856.    	   0.4859700    
    2451857.    	   0.3222760    
    2451858.    	   4.6909101E-02
    2451859.    	  -0.2777400    
    2451860.    	  -0.3749800    
    2451861.    	  -0.5279100    
    2451862.    	  -0.9934800    
    2451863.    	   -1.488340    
    2451864.    	   -1.882780    
    2451865.    	   -2.077090    
    2451866.    	   -2.139650    
    2451867.    	   -2.223920    
    2451868.    	   -1.965590    
    2451869.    	   -1.850280    
    2451870.    	   -1.894390    
    2451871.    	   -1.691110    
    2451872.    	   -1.257210    
    2451873.    	  -0.8970800    
