T	BoM MJO RMM RMM2
julian_day	unitless
    2442200.    	    1.203040    
    2442201.    	    1.015120    
    2442202.    	    1.085510    
    2442203.    	    1.035730    
    2442204.    	    1.305180    
    2442205.    	    1.628890    
    2442206.    	    1.722480    
    2442207.    	    1.778180    
    2442208.    	    1.356940    
    2442209.    	   0.7754760    
    2442210.    	   0.3895340    
    2442211.    	   1.3885200E-02
    2442212.    	  -0.2176700    
    2442213.    	  -0.3810500    
    2442214.    	  -0.6453500    
    2442215.    	  -0.4710700    
    2442216.    	  -0.4875200    
    2442217.    	  -0.3639800    
    2442218.    	  -0.3555700    
    2442219.    	  -0.4764600    
    2442220.    	  -0.8327500    
    2442221.    	  -0.8386700    
    2442222.    	  -0.5040500    
    2442223.    	  -0.3244400    
    2442224.    	  -0.3335500    
    2442225.    	  -0.4141800    
    2442226.    	  -0.3598900    
    2442227.    	  -0.2979900    
    2442228.    	  -0.4018900    
    2442229.    	  -0.2438500    
    2442230.    	   8.7101303E-02
    2442231.    	   0.2301200    
    2442232.    	   0.3871550    
    2442233.    	   0.4261380    
    2442234.    	   0.4003940    
    2442235.    	   0.5954070    
    2442236.    	   0.8704440    
    2442237.    	    1.088250    
    2442238.    	    1.170530    
    2442239.    	    1.129660    
    2442240.    	   0.9985710    
    2442241.    	   0.7027090    
    2442242.    	   0.4022800    
    2442243.    	   0.1108410    
    2442244.    	  -0.1318600    
    2442245.    	  -0.3131800    
    2442246.    	  -0.5031500    
    2442247.    	  -0.4485100    
    2442248.    	  -0.4816500    
    2442249.    	  -0.9020500    
    2442250.    	   -1.291660    
    2442251.    	   -1.209970    
    2442252.    	   -1.047460    
    2442253.    	  -0.8778300    
    2442254.    	  -0.8361900    
    2442255.    	  -0.8081300    
    2442256.    	  -0.6000300    
    2442257.    	  -0.4206800    
    2442258.    	  -0.1322400    
    2442259.    	   5.7481099E-02
    2442260.    	   0.6626220    
    2442261.    	   0.9644910    
    2442262.    	    1.277680    
    2442263.    	    1.396580    
    2442264.    	    1.598830    
    2442265.    	    1.671500    
    2442266.    	    1.739890    
    2442267.    	    1.774260    
    2442268.    	    1.730520    
    2442269.    	    1.436980    
    2442270.    	    1.289150    
    2442271.    	   0.9617550    
    2442272.    	   0.6550390    
    2442273.    	   0.4874530    
    2442274.    	   0.4925340    
    2442275.    	   0.4983320    
    2442276.    	   0.1857920    
    2442277.    	   6.1874699E-02
    2442278.    	  -0.2001300    
    2442279.    	  -0.3209900    
    2442280.    	  -0.2014100    
    2442281.    	  -0.1798500    
    2442282.    	  -3.0315099E-02
    2442283.    	   2.5394000E-02
    2442284.    	  -3.0573800E-02
    2442285.    	   9.0743102E-02
    2442286.    	   0.1482050    
    2442287.    	  -9.1490597E-02
    2442288.    	  -0.2460200    
    2442289.    	  -0.1928800    
    2442290.    	  -0.1870700    
    2442291.    	  -0.2894300    
    2442292.    	  -0.3222600    
    2442293.    	  -0.3491300    
    2442294.    	  -0.4704300    
    2442295.    	  -0.5704800    
    2442296.    	  -0.7616400    
    2442297.    	   -1.195410    
    2442298.    	   -1.491670    
    2442299.    	   -1.290560    
    2442300.    	   -1.091950    
    2442301.    	   -1.106170    
    2442302.    	   -1.016920    
    2442303.    	  -0.7690100    
    2442304.    	  -0.4161400    
    2442305.    	  -0.1998900    
    2442306.    	  -0.2651500    
    2442307.    	  -0.4306500    
    2442308.    	  -0.4992600    
    2442309.    	  -0.3435000    
    2442310.    	  -0.4189400    
    2442311.    	  -0.4085100    
    2442312.    	  -0.5457600    
    2442313.    	  -0.6326000    
    2442314.    	  -0.5223200    
    2442315.    	  -0.4315200    
    2442316.    	  -0.3606700    
    2442317.    	  -0.2326900    
    2442318.    	  -0.2154800    
    2442319.    	  -0.3926500    
    2442320.    	  -0.7287000    
    2442321.    	  -0.8855500    
    2442322.    	  -0.9097400    
    2442323.    	  -0.9504400    
    2442324.    	  -0.5804200    
    2442325.    	  -0.3863300    
    2442326.    	  -0.1052200    
    2442327.    	   0.1841930    
    2442328.    	   0.4593250    
    2442329.    	   0.3687200    
    2442330.    	   0.2162490    
    2442331.    	   0.1968640    
    2442332.    	   5.4135099E-02
    2442333.    	  -8.3649099E-02
    2442334.    	  -0.2084700    
    2442335.    	  -0.1939700    
    2442336.    	  -0.2171900    
    2442337.    	  -5.0491601E-02
    2442338.    	   0.1742740    
    2442339.    	   0.3924610    
    2442340.    	   0.5358690    
    2442341.    	   0.6393290    
    2442342.    	   0.7306020    
    2442343.    	   0.7902810    
    2442344.    	   0.6532910    
    2442345.    	   0.5189270    
    2442346.    	   0.5628450    
    2442347.    	   0.3127780    
    2442348.    	  -0.1321700    
    2442349.    	  -0.4175500    
    2442350.    	  -0.2362100    
    2442351.    	  -5.5858899E-02
    2442352.    	   2.5939500E-02
    2442353.    	   0.1758810    
    2442354.    	   0.4357840    
    2442355.    	   0.7056540    
    2442356.    	   0.5500470    
    2442357.    	   0.4921610    
    2442358.    	   0.4455400    
    2442359.    	   0.5764230    
    2442360.    	   0.4463980    
    2442361.    	   0.7162250    
    2442362.    	   0.8025270    
    2442363.    	   0.7813940    
    2442364.    	   0.7377090    
    2442365.    	   0.7532060    
    2442366.    	   0.6739280    
    2442367.    	   0.3513810    
    2442368.    	   0.2800800    
    2442369.    	   0.5614470    
    2442370.    	   0.7848130    
    2442371.    	   0.8485710    
    2442372.    	   0.8956940    
    2442373.    	   0.7547850    
    2442374.    	   0.6434280    
    2442375.    	   0.6181380    
    2442376.    	   0.4055640    
    2442377.    	   0.3848950    
    2442378.    	   0.6718850    
    2442379.    	   0.8416430    
    2442380.    	   0.9693570    
    2442381.    	    1.035850    
    2442382.    	    1.139320    
    2442383.    	   0.9686440    
    2442384.    	   0.8908900    
    2442385.    	   0.7095990    
    2442386.    	   0.2026920    
    2442387.    	  -0.3334400    
    2442388.    	  -0.6329900    
    2442389.    	  -0.4708400    
    2442390.    	  -0.1871600    
    2442391.    	  -3.4988299E-02
    2442392.    	  -1.1546100E-02
    2442393.    	   0.1936030    
    2442394.    	   0.4171110    
    2442395.    	   0.4697700    
    2442396.    	   0.2045870    
    2442397.    	   0.3582850    
    2442398.    	   0.5970070    
    2442399.    	   0.6985610    
    2442400.    	   0.7156670    
    2442401.    	   0.6730640    
    2442402.    	   0.7351620    
    2442403.    	   0.4943730    
    2442404.    	   0.4104090    
    2442405.    	  -0.1810600    
    2442406.    	  -0.3610400    
    2442407.    	  -0.5488800    
    2442408.    	  -0.8604800    
    2442409.    	   -1.016900    
    2442410.    	  -0.7292600    
    2442411.    	  -0.5342600    
    2442412.    	  -0.7188700    
    2442413.    	   -1.071140    
    2442414.    	   -1.022170    
    2442415.    	   -1.218420    
    2442416.    	   -1.069700    
    2442417.    	   -1.058940    
    2442418.    	   -1.013780    
    2442419.    	   -1.132140    
    2442420.    	   -1.118670    
    2442421.    	  -0.6798500    
    2442422.    	  -0.1822600    
    2442423.    	   5.6797501E-02
    2442424.    	   0.1820180    
    2442425.    	   0.4775360    
    2442426.    	   0.7096280    
    2442427.    	    1.201790    
    2442428.    	    1.412210    
    2442429.    	    1.700460    
    2442430.    	    1.725510    
    2442431.    	    1.535730    
    2442432.    	    1.179690    
    2442433.    	    1.230320    
    2442434.    	   0.8587010    
    2442435.    	   0.6649440    
    2442436.    	   0.4757110    
    2442437.    	   0.4287350    
    2442438.    	   0.4344510    
    2442439.    	   0.6151970    
    2442440.    	   0.8622860    
    2442441.    	    1.179490    
    2442442.    	   0.7505020    
    2442443.    	   0.6127800    
    2442444.    	   0.2445100    
    2442445.    	  -0.1508000    
    2442446.    	  -0.5352400    
    2442447.    	   -1.046010    
    2442448.    	   -1.498820    
    2442449.    	   -1.587340    
    2442450.    	   -1.731760    
    2442451.    	   -2.109770    
    2442452.    	   -2.035260    
    2442453.    	   -1.656310    
    2442454.    	   -1.397820    
    2442455.    	  -0.9005100    
    2442456.    	  -0.5190000    
    2442457.    	  -1.3109200E-02
    2442458.    	   0.3293660    
    2442459.    	   0.8666420    
    2442460.    	    1.021040    
    2442461.    	   0.9421340    
    2442462.    	    1.030020    
    2442463.    	   0.9060210    
    2442464.    	   0.5238940    
    2442465.    	   0.3889570    
    2442466.    	  -0.1243300    
    2442467.    	  -4.1727800E-02
    2442468.    	  -6.6544302E-02
    2442469.    	  -0.2883300    
    2442470.    	  -0.5978500    
    2442471.    	  -0.9905800    
    2442472.    	   -1.134430    
    2442473.    	   -1.200540    
    2442474.    	   -1.199000    
    2442475.    	   -1.290460    
    2442476.    	   -1.425000    
    2442477.    	   -1.370590    
    2442478.    	   -1.493410    
    2442479.    	   -1.575430    
    2442480.    	   -1.605450    
    2442481.    	   -1.346720    
    2442482.    	   -1.142200    
    2442483.    	   -1.331210    
    2442484.    	   -1.496850    
    2442485.    	   -1.565660    
    2442486.    	   -1.686820    
    2442487.    	   -1.932520    
    2442488.    	   -2.087570    
    2442489.    	   -1.747190    
    2442490.    	   -1.290230    
    2442491.    	  -0.9515800    
    2442492.    	  -0.6818900    
    2442493.    	  -0.7110800    
    2442494.    	  -0.3338600    
    2442495.    	   0.3130890    
    2442496.    	   0.6620990    
    2442497.    	   0.9332530    
    2442498.    	   0.9552820    
    2442499.    	   0.7384690    
    2442500.    	   0.7764110    
    2442501.    	    1.029180    
    2442502.    	    1.257580    
    2442503.    	    1.528970    
    2442504.    	    1.553680    
    2442505.    	    1.193770    
    2442506.    	   0.8582680    
    2442507.    	   0.8537630    
    2442508.    	   0.6781550    
    2442509.    	   0.3673390    
    2442510.    	  -6.7167699E-02
    2442511.    	  -0.4862700    
    2442512.    	   -1.183660    
    2442513.    	   -1.459840    
    2442514.    	   -1.547270    
    2442515.    	   -2.025040    
    2442516.    	   -2.366270    
    2442517.    	   -2.691720    
    2442518.    	   -2.825230    
    2442519.    	   -2.473120    
    2442520.    	   -2.154410    
    2442521.    	   -1.657940    
    2442522.    	   -1.172180    
    2442523.    	  -0.7315500    
    2442524.    	  -0.2093800    
    2442525.    	   0.3097680    
    2442526.    	   0.8828380    
    2442527.    	    1.046720    
    2442528.    	   0.8387740    
    2442529.    	   0.8612740    
    2442530.    	   0.9247280    
    2442531.    	   0.8384620    
    2442532.    	   0.5038420    
    2442533.    	   0.1774170    
    2442534.    	  -9.1464400E-02
    2442535.    	  -0.4298000    
    2442536.    	  -0.6393600    
    2442537.    	  -0.8540500    
    2442538.    	  -0.9621400    
    2442539.    	   -1.108400    
    2442540.    	   -1.068220    
    2442541.    	  -0.5803600    
    2442542.    	  -0.4848200    
    2442543.    	  -0.3634000    
    2442544.    	  -0.3875300    
    2442545.    	  -0.5071600    
    2442546.    	  -0.4251600    
    2442547.    	  -0.1457600    
    2442548.    	  -0.2746000    
    2442549.    	  -0.3081500    
    2442550.    	  -0.1237300    
    2442551.    	  -7.6407500E-02
    2442552.    	  -0.1012500    
    2442553.    	  -0.3703900    
    2442554.    	  -0.3783200    
    2442555.    	  -0.4826200    
    2442556.    	  -0.6996700    
    2442557.    	   -1.055080    
    2442558.    	   -1.169020    
    2442559.    	   -1.003270    
    2442560.    	  -0.5168300    
    2442561.    	  -0.4131300    
    2442562.    	  -0.2058300    
    2442563.    	   7.4097700E-02
    2442564.    	   0.1000240    
    2442565.    	   8.9375004E-03
    2442566.    	  -0.2973100    
    2442567.    	  -0.7988100    
    2442568.    	   -1.181140    
    2442569.    	   -1.234360    
    2442570.    	   -1.005910    
    2442571.    	  -0.8813000    
    2442572.    	  -0.6060300    
    2442573.    	  -0.6749000    
    2442574.    	  -0.4212000    
    2442575.    	  -0.1906800    
    2442576.    	  -3.1877700E-02
    2442577.    	  -7.4651703E-02
    2442578.    	  -1.3372600E-02
    2442579.    	  -7.9329303E-03
    2442580.    	  -0.1403800    
    2442581.    	  -9.3677901E-02
    2442582.    	  -7.3330604E-02
    2442583.    	   0.2898360    
    2442584.    	   0.6842910    
    2442585.    	   0.8291160    
    2442586.    	    1.243760    
    2442587.    	    1.571540    
    2442588.    	    1.839210    
    2442589.    	    1.467180    
    2442590.    	    1.361440    
    2442591.    	    1.479720    
    2442592.    	    1.687720    
    2442593.    	    1.740020    
    2442594.    	    1.563600    
    2442595.    	    1.332030    
    2442596.    	    1.226660    
    2442597.    	    1.042550    
    2442598.    	   0.8783930    
    2442599.    	   0.6472050    
    2442600.    	   0.3312700    
    2442601.    	   0.1020290    
    2442602.    	  -0.3598500    
    2442603.    	  -0.6756100    
    2442604.    	  -0.7838300    
    2442605.    	  -0.7764700    
    2442606.    	   -1.026010    
    2442607.    	  -0.9923000    
    2442608.    	   -1.130980    
    2442609.    	   -1.000960    
    2442610.    	   -1.056380    
    2442611.    	   -1.220820    
    2442612.    	   -1.164460    
    2442613.    	   -1.306400    
    2442614.    	   -1.457330    
    2442615.    	   -1.619800    
    2442616.    	   -1.836450    
    2442617.    	   -1.925320    
    2442618.    	   -2.029970    
    2442619.    	   -1.953490    
    2442620.    	   -1.599940    
    2442621.    	   -1.047780    
    2442622.    	  -0.6081000    
    2442623.    	   7.4932398E-03
    2442624.    	   0.6151700    
    2442625.    	   0.8466290    
    2442626.    	   0.8550130    
    2442627.    	   0.9525270    
    2442628.    	    1.068840    
    2442629.    	   0.8835820    
    2442630.    	   0.5733720    
    2442631.    	   0.5927070    
    2442632.    	   0.6036520    
    2442633.    	   0.4640800    
    2442634.    	   0.1610050    
    2442635.    	   0.2478000    
    2442636.    	   0.2189530    
    2442637.    	   0.2091350    
    2442638.    	   7.5306296E-02
    2442639.    	  -4.3974899E-02
    2442640.    	  -5.1703200E-02
    2442641.    	  -0.1110300    
    2442642.    	  -0.1852200    
    2442643.    	  -7.2555304E-02
    2442644.    	  -8.8499002E-02
    2442645.    	   8.0452099E-02
    2442646.    	   0.3359760    
    2442647.    	   0.2194800    
    2442648.    	   3.9825600E-02
    2442649.    	  -0.1568100    
    2442650.    	  -0.6028400    
    2442651.    	  -0.8015500    
    2442652.    	   -1.065410    
    2442653.    	   -1.330320    
    2442654.    	   -1.479420    
    2442655.    	   -1.429060    
    2442656.    	   -1.307630    
    2442657.    	   -1.147520    
    2442658.    	   -1.033840    
    2442659.    	  -0.8735300    
    2442660.    	  -0.6607400    
    2442661.    	  -0.6748400    
    2442662.    	  -0.5384900    
    2442663.    	  -0.4295500    
    2442664.    	  -0.3536400    
    2442665.    	  -0.3193600    
    2442666.    	  -0.2721800    
    2442667.    	  -0.1709400    
    2442668.    	  -0.2290100    
    2442669.    	  -0.1501500    
    2442670.    	  -5.5452500E-02
    2442671.    	  -2.3957400E-02
    2442672.    	  -0.1438600    
    2442673.    	  -0.1184800    
    2442674.    	   7.8950301E-02
    2442675.    	   9.5369898E-02
    2442676.    	  -8.3021797E-02
    2442677.    	  -0.2115200    
    2442678.    	  -0.4344400    
    2442679.    	  -0.7200100    
    2442680.    	   -1.112470    
    2442681.    	   -1.186260    
    2442682.    	   -1.131600    
    2442683.    	   -1.015290    
    2442684.    	  -0.6919200    
    2442685.    	  -0.2773600    
    2442686.    	   8.6939901E-02
    2442687.    	   0.4240040    
    2442688.    	   0.7883180    
    2442689.    	   0.9464010    
    2442690.    	   0.7057870    
    2442691.    	   0.5481370    
    2442692.    	   0.6753760    
    2442693.    	   0.8746550    
    2442694.    	   0.9938970    
    2442695.    	   0.9437640    
    2442696.    	   0.9307210    
    2442697.    	   0.8305710    
    2442698.    	   0.7581390    
    2442699.    	   0.4933230    
    2442700.    	   0.3654860    
    2442701.    	   0.2644990    
    2442702.    	   0.1859960    
    2442703.    	   1.9252401E-02
    2442704.    	   2.2492001E-02
    2442705.    	  -0.1830700    
    2442706.    	  -0.1900200    
    2442707.    	  -4.2395499E-02
    2442708.    	   0.1000950    
    2442709.    	   0.3355040    
    2442710.    	   0.2350290    
    2442711.    	   0.1613250    
    2442712.    	   0.2293870    
    2442713.    	   0.1584140    
    2442714.    	   0.1235110    
    2442715.    	   0.1629770    
    2442716.    	  -5.4403301E-02
    2442717.    	  -0.1647200    
    2442718.    	   5.0907899E-02
    2442719.    	   0.2987730    
    2442720.    	   0.4005570    
    2442721.    	   0.4285280    
    2442722.    	   0.3694420    
    2442723.    	   0.4237780    
    2442724.    	   0.4985060    
    2442725.    	   0.3557970    
    2442726.    	   0.2899970    
    2442727.    	   0.1932320    
    2442728.    	   0.2448790    
    2442729.    	   0.3542610    
    2442730.    	   0.6005390    
    2442731.    	   0.7427230    
    2442732.    	   0.5758000    
    2442733.    	   0.3967770    
    2442734.    	   0.4831620    
    2442735.    	   0.3871780    
    2442736.    	   0.2837810    
    2442737.    	   0.5593130    
    2442738.    	   0.7054250    
    2442739.    	   0.7627570    
    2442740.    	   0.5470790    
    2442741.    	   0.4054770    
    2442742.    	   5.4907698E-02
    2442743.    	  -0.3265300    
    2442744.    	  -0.7857100    
    2442745.    	   -1.181620    
    2442746.    	   -1.320160    
    2442747.    	   -1.399720    
    2442748.    	   -1.308370    
    2442749.    	   -1.281590    
    2442750.    	   -1.246250    
    2442751.    	   -1.209440    
    2442752.    	   -1.161540    
    2442753.    	   -1.136300    
    2442754.    	   -1.037260    
    2442755.    	  -0.6999500    
    2442756.    	  -0.6368600    
    2442757.    	  -0.3024400    
    2442758.    	   2.4565199E-02
    2442759.    	   0.2001010    
    2442760.    	   0.4679730    
    2442761.    	   0.7291020    
    2442762.    	   0.9964580    
    2442763.    	   0.9767370    
    2442764.    	   0.9542000    
    2442765.    	   0.8793660    
    2442766.    	   0.7712920    
    2442767.    	   0.5834510    
    2442768.    	   0.2253720    
    2442769.    	   0.1349030    
    2442770.    	   0.2353270    
    2442771.    	   7.3035300E-02
    2442772.    	   0.1114960    
    2442773.    	   6.3721702E-02
    2442774.    	   7.1767801E-03
    2442775.    	   9.9581599E-02
    2442776.    	   0.3237450    
    2442777.    	   0.2616500    
    2442778.    	   0.5520810    
    2442779.    	   0.6004900    
    2442780.    	   0.5451230    
    2442781.    	   0.2619140    
    2442782.    	   4.6211399E-02
    2442783.    	   1.7441399E-02
    2442784.    	  -0.2184800    
    2442785.    	  -0.3208600    
    2442786.    	  -0.1114600    
    2442787.    	   0.2432820    
    2442788.    	   0.4942990    
    2442789.    	   0.7458260    
    2442790.    	   0.7763070    
    2442791.    	   0.9212230    
    2442792.    	    1.043730    
    2442793.    	    1.372470    
    2442794.    	    1.710220    
    2442795.    	    2.202800    
    2442796.    	    2.392470    
    2442797.    	    2.371920    
    2442798.    	    2.450370    
    2442799.    	    2.545520    
    2442800.    	    2.663130    
    2442801.    	    2.544280    
    2442802.    	    2.754980    
    2442803.    	    2.788660    
    2442804.    	    2.478250    
    2442805.    	    2.049200    
    2442806.    	    1.473010    
    2442807.    	    1.061430    
    2442808.    	   0.6379770    
    2442809.    	   0.4831100    
    2442810.    	   0.5601890    
    2442811.    	   0.6736960    
    2442812.    	   0.7348910    
    2442813.    	   0.9737610    
    2442814.    	    1.052050    
    2442815.    	    1.184070    
    2442816.    	    1.058440    
    2442817.    	    1.201740    
    2442818.    	    1.020410    
    2442819.    	   0.9010430    
    2442820.    	   0.7488980    
    2442821.    	   0.8933710    
    2442822.    	   0.9411360    
    2442823.    	   0.7777260    
    2442824.    	   0.3395950    
    2442825.    	  -0.2282400    
    2442826.    	  -0.2233500    
    2442827.    	  -0.1531200    
    2442828.    	  -0.2298600    
    2442829.    	  -0.1713500    
    2442830.    	  -0.1461100    
    2442831.    	  -7.7109396E-02
    2442832.    	   8.4949303E-03
    2442833.    	   0.2004170    
    2442834.    	   0.1977540    
    2442835.    	   0.1641340    
    2442836.    	   0.4917340    
    2442837.    	   0.6263820    
    2442838.    	   0.7425920    
    2442839.    	   0.5559330    
    2442840.    	   0.2350120    
    2442841.    	   1.1772300E-02
    2442842.    	  -0.1861200    
    2442843.    	  -0.1845200    
    2442844.    	  -7.7940799E-02
    2442845.    	  -9.4834402E-02
    2442846.    	   3.2709502E-02
    2442847.    	   0.2503090    
    2442848.    	   0.8089160    
    2442849.    	   0.8700910    
    2442850.    	   0.8209610    
    2442851.    	   0.9471780    
    2442852.    	    1.006880    
    2442853.    	    1.004610    
    2442854.    	   0.9661130    
    2442855.    	    1.008330    
    2442856.    	    1.026970    
    2442857.    	   0.6751090    
    2442858.    	   0.4709280    
    2442859.    	   0.3957100    
    2442860.    	   0.3897330    
    2442861.    	   0.4204950    
    2442862.    	   0.1645400    
    2442863.    	   0.3588220    
    2442864.    	   0.4573800    
    2442865.    	   0.5276490    
    2442866.    	   0.2644200    
    2442867.    	   4.0502299E-02
    2442868.    	  -0.1381500    
    2442869.    	  -0.3442700    
    2442870.    	  -0.4271100    
    2442871.    	  -0.3040700    
    2442872.    	  -5.7333201E-02
    2442873.    	  -5.9026100E-02
    2442874.    	  -5.8368899E-02
    2442875.    	   6.7777701E-02
    2442876.    	   0.1835430    
    2442877.    	   0.1970520    
    2442878.    	   0.1489560    
    2442879.    	   0.3729150    
    2442880.    	   0.3657720    
    2442881.    	   0.3303340    
    2442882.    	   0.4492580    
    2442883.    	   0.6233630    
    2442884.    	   0.8235460    
    2442885.    	   0.8635120    
    2442886.    	   0.9502090    
    2442887.    	   0.7054900    
    2442888.    	   0.5218220    
    2442889.    	   0.3050140    
    2442890.    	   8.8920496E-02
    2442891.    	  -0.3458600    
    2442892.    	  -0.6915100    
    2442893.    	  -0.8935300    
    2442894.    	  -0.8201400    
    2442895.    	  -0.5426200    
    2442896.    	  -0.5184300    
    2442897.    	  -0.6862200    
    2442898.    	  -0.8049800    
    2442899.    	   -1.197300    
    2442900.    	   -1.591710    
    2442901.    	   -1.725410    
    2442902.    	   -1.701010    
    2442903.    	   -1.498460    
    2442904.    	   -1.179570    
    2442905.    	  -0.4552000    
    2442906.    	   0.4286020    
    2442907.    	   0.8948740    
    2442908.    	    1.212020    
    2442909.    	    1.590670    
    2442910.    	    1.808320    
    2442911.    	    1.776060    
    2442912.    	    1.774710    
    2442913.    	    1.784390    
    2442914.    	    1.753240    
    2442915.    	    1.422920    
    2442916.    	    1.040080    
    2442917.    	   0.6770750    
    2442918.    	   0.4367520    
    2442919.    	   0.3028990    
    2442920.    	   0.2619600    
    2442921.    	   0.3031910    
    2442922.    	   0.2828500    
    2442923.    	   0.1199520    
    2442924.    	  -0.2212400    
    2442925.    	  -0.5595700    
    2442926.    	  -0.8965500    
    2442927.    	   -1.012370    
    2442928.    	  -0.9815000    
    2442929.    	  -0.6182700    
    2442930.    	  -0.2773900    
    2442931.    	  -0.2403100    
    2442932.    	  -0.3386400    
    2442933.    	  -0.5986100    
    2442934.    	  -0.5582900    
    2442935.    	  -0.6146800    
    2442936.    	  -0.8092500    
    2442937.    	  -0.7212200    
    2442938.    	  -0.7348000    
    2442939.    	  -0.8511800    
    2442940.    	   -1.051290    
    2442941.    	  -0.9481700    
    2442942.    	  -0.7961600    
    2442943.    	  -0.7275900    
    2442944.    	  -0.7468300    
    2442945.    	  -0.5838700    
    2442946.    	  -0.3830100    
    2442947.    	  -5.8204699E-02
    2442948.    	   5.0158899E-02
    2442949.    	   0.1463410    
    2442950.    	  -0.1823200    
    2442951.    	  -0.2561300    
    2442952.    	  -0.1360100    
    2442953.    	   2.1855000E-02
    2442954.    	  -0.2073800    
    2442955.    	  -0.3415600    
    2442956.    	  -0.6525600    
    2442957.    	  -0.6804900    
    2442958.    	  -0.5141400    
    2442959.    	  -0.2679300    
    2442960.    	  -0.1856700    
    2442961.    	  -0.4603100    
    2442962.    	  -0.6273600    
    2442963.    	   -1.024280    
    2442964.    	   -1.090220    
    2442965.    	  -0.8248400    
    2442966.    	  -0.7066900    
    2442967.    	  -0.5423500    
    2442968.    	  -0.3527700    
    2442969.    	  -0.2671600    
    2442970.    	  -0.2234000    
    2442971.    	  -0.1683000    
    2442972.    	  -0.1250500    
    2442973.    	  -0.1162900    
    2442974.    	  -0.2035600    
    2442975.    	  -8.8176303E-02
    2442976.    	  -1.4013100E-02
    2442977.    	  -0.1269900    
    2442978.    	   0.1583340    
    2442979.    	   0.1172240    
    2442980.    	  -3.2805200E-03
    2442981.    	  -0.2850200    
    2442982.    	  -0.2372700    
    2442983.    	  -0.1871300    
    2442984.    	  -0.2447200    
    2442985.    	  -0.2665200    
    2442986.    	  -1.7135600E-02
    2442987.    	  -2.1965500E-02
    2442988.    	  -0.1981600    
    2442989.    	  -0.4435600    
    2442990.    	  -0.6088700    
    2442991.    	  -0.5493500    
    2442992.    	  -0.1096100    
    2442993.    	   7.5190002E-03
    2442994.    	   6.0276698E-02
    2442995.    	   0.4246030    
    2442996.    	   0.8208080    
    2442997.    	    1.266280    
    2442998.    	    1.378250    
    2442999.    	    1.242980    
    2443000.    	   0.9301730    
    2443001.    	   0.4479100    
    2443002.    	  -0.2750300    
    2443003.    	  -0.6234900    
    2443004.    	  -0.9003000    
    2443005.    	   -1.088230    
    2443006.    	   -1.029750    
    2443007.    	   -1.033940    
    2443008.    	   -1.167160    
    2443009.    	   -1.127760    
    2443010.    	   -1.072280    
    2443011.    	   -1.029520    
    2443012.    	  -0.9485400    
    2443013.    	   -1.057550    
    2443014.    	   -1.339570    
    2443015.    	   -1.649540    
    2443016.    	   -1.783030    
    2443017.    	   -1.909440    
    2443018.    	   -1.533060    
    2443019.    	  -0.8870400    
    2443020.    	  -0.3953200    
    2443021.    	   0.1380200    
    2443022.    	   0.2641000    
    2443023.    	   0.3514350    
    2443024.    	   0.4681120    
    2443025.    	   0.4815140    
    2443026.    	   0.5477370    
    2443027.    	   0.8164720    
    2443028.    	    1.427880    
    2443029.    	    1.535460    
    2443030.    	    1.659120    
    2443031.    	    1.605050    
    2443032.    	    1.997120    
    2443033.    	    2.261490    
    2443034.    	    2.321330    
    2443035.    	    2.248250    
    2443036.    	    1.978830    
    2443037.    	    1.942240    
    2443038.    	    2.107170    
    2443039.    	    2.036240    
    2443040.    	    1.933510    
    2443041.    	    1.623760    
    2443042.    	    1.406240    
    2443043.    	    1.215470    
    2443044.    	   0.8981890    
    2443045.    	   0.6071380    
    2443046.    	   0.1987180    
    2443047.    	  -0.1882300    
    2443048.    	  -0.5488900    
    2443049.    	  -0.3584200    
    2443050.    	  -0.2841600    
    2443051.    	  -0.2975800    
    2443052.    	  -0.2769900    
    2443053.    	  -0.5260100    
    2443054.    	  -0.8027400    
    2443055.    	  -0.9935900    
    2443056.    	   -1.321340    
    2443057.    	   -1.419550    
    2443058.    	   -1.566170    
    2443059.    	   -1.582430    
    2443060.    	   -1.535790    
    2443061.    	   -1.291150    
    2443062.    	   -1.035660    
    2443063.    	  -0.8308600    
    2443064.    	  -0.8177000    
    2443065.    	  -0.7604400    
    2443066.    	  -0.5330100    
    2443067.    	  -0.3630500    
    2443068.    	  -0.3883700    
    2443069.    	  -0.4268900    
    2443070.    	  -0.1390500    
    2443071.    	   0.1078880    
    2443072.    	   0.3219550    
    2443073.    	   0.2469660    
    2443074.    	   0.4285330    
    2443075.    	   0.2380160    
    2443076.    	   0.2400750    
    2443077.    	   0.2183390    
    2443078.    	   0.2759210    
    2443079.    	   0.4231810    
    2443080.    	   0.4501910    
    2443081.    	   0.5451850    
    2443082.    	   0.6784120    
    2443083.    	   0.4833680    
    2443084.    	   0.4054030    
    2443085.    	   0.3567330    
    2443086.    	   0.3668020    
    2443087.    	   0.1573630    
    2443088.    	   0.1104020    
    2443089.    	   0.1018550    
    2443090.    	  -6.7578897E-02
    2443091.    	  -8.2328901E-02
    2443092.    	  -4.7464401E-02
    2443093.    	  -0.4885900    
    2443094.    	   -1.032440    
    2443095.    	   -1.196150    
    2443096.    	   -1.291160    
    2443097.    	   -1.500620    
    2443098.    	   -1.925930    
    2443099.    	   -2.008070    
    2443100.    	   -1.953940    
    2443101.    	   -2.049910    
    2443102.    	   -1.955670    
    2443103.    	   -1.969980    
    2443104.    	   -1.597960    
    2443105.    	   -1.375890    
