T	BoM MJO RMM phase
julian_day	unitless
    2446131.    	    6.000000    
    2446132.    	    6.000000    
    2446133.    	    7.000000    
    2446134.    	    7.000000    
    2446135.    	    7.000000    
    2446136.    	    7.000000    
    2446137.    	    7.000000    
    2446138.    	    8.000000    
    2446139.    	    8.000000    
    2446140.    	    8.000000    
    2446141.    	    8.000000    
    2446142.    	    8.000000    
    2446143.    	    8.000000    
    2446144.    	    8.000000    
    2446145.    	    8.000000    
    2446146.    	   1.0000000    
    2446147.    	    8.000000    
    2446148.    	    7.000000    
    2446149.    	    7.000000    
    2446150.    	    7.000000    
    2446151.    	    7.000000    
    2446152.    	    7.000000    
    2446153.    	    8.000000    
    2446154.    	    8.000000    
    2446155.    	    8.000000    
    2446156.    	   1.0000000    
    2446157.    	    2.000000    
    2446158.    	    2.000000    
    2446159.    	    2.000000    
    2446160.    	    2.000000    
    2446161.    	    2.000000    
    2446162.    	    2.000000    
    2446163.    	    3.000000    
    2446164.    	    3.000000    
    2446165.    	    3.000000    
    2446166.    	    3.000000    
    2446167.    	    4.000000    
    2446168.    	    4.000000    
    2446169.    	    4.000000    
    2446170.    	    4.000000    
    2446171.    	    4.000000    
    2446172.    	    5.000000    
    2446173.    	    5.000000    
    2446174.    	    5.000000    
    2446175.    	    5.000000    
    2446176.    	    6.000000    
    2446177.    	    6.000000    
    2446178.    	    7.000000    
    2446179.    	    7.000000    
    2446180.    	    7.000000    
    2446181.    	    8.000000    
    2446182.    	    8.000000    
    2446183.    	    8.000000    
    2446184.    	    7.000000    
    2446185.    	    7.000000    
    2446186.    	    7.000000    
    2446187.    	    6.000000    
    2446188.    	    6.000000    
    2446189.    	    6.000000    
    2446190.    	    7.000000    
    2446191.    	    7.000000    
    2446192.    	    7.000000    
    2446193.    	    8.000000    
    2446194.    	    8.000000    
    2446195.    	   1.0000000    
    2446196.    	   1.0000000    
    2446197.    	   1.0000000    
    2446198.    	   1.0000000    
    2446199.    	    2.000000    
    2446200.    	    2.000000    
    2446201.    	    2.000000    
    2446202.    	    2.000000    
    2446203.    	    2.000000    
    2446204.    	    2.000000    
    2446205.    	    2.000000    
    2446206.    	    3.000000    
    2446207.    	    3.000000    
    2446208.    	    3.000000    
    2446209.    	    3.000000    
    2446210.    	    3.000000    
    2446211.    	    4.000000    
    2446212.    	    4.000000    
    2446213.    	    4.000000    
    2446214.    	    5.000000    
    2446215.    	    5.000000    
    2446216.    	    5.000000    
    2446217.    	    6.000000    
    2446218.    	    6.000000    
    2446219.    	    6.000000    
    2446220.    	    6.000000    
    2446221.    	    7.000000    
    2446222.    	    8.000000    
    2446223.    	    8.000000    
    2446224.    	   1.0000000    
    2446225.    	   1.0000000    
    2446226.    	    2.000000    
    2446227.    	    4.000000    
    2446228.    	    4.000000    
    2446229.    	    4.000000    
    2446230.    	    4.000000    
    2446231.    	    4.000000    
    2446232.    	    4.000000    
    2446233.    	    5.000000    
    2446234.    	    5.000000    
    2446235.    	    5.000000    
    2446236.    	    5.000000    
    2446237.    	    5.000000    
    2446238.    	    5.000000    
    2446239.    	    5.000000    
    2446240.    	    5.000000    
    2446241.    	    6.000000    
    2446242.    	    6.000000    
    2446243.    	    6.000000    
    2446244.    	    7.000000    
    2446245.    	    7.000000    
    2446246.    	    7.000000    
    2446247.    	    7.000000    
    2446248.    	    7.000000    
    2446249.    	    7.000000    
    2446250.    	    8.000000    
    2446251.    	   1.0000000    
    2446252.    	   1.0000000    
    2446253.    	   1.0000000    
    2446254.    	   1.0000000    
    2446255.    	   1.0000000    
    2446256.    	    2.000000    
    2446257.    	    2.000000    
    2446258.    	   1.0000000    
    2446259.    	    8.000000    
    2446260.    	    8.000000    
    2446261.    	    8.000000    
    2446262.    	   1.0000000    
    2446263.    	   1.0000000    
    2446264.    	   1.0000000    
    2446265.    	   1.0000000    
    2446266.    	   1.0000000    
    2446267.    	   1.0000000    
    2446268.    	   1.0000000    
    2446269.    	   1.0000000    
    2446270.    	    8.000000    
    2446271.    	    8.000000    
    2446272.    	    7.000000    
    2446273.    	    6.000000    
    2446274.    	    7.000000    
    2446275.    	    7.000000    
    2446276.    	    7.000000    
    2446277.    	    6.000000    
    2446278.    	    6.000000    
    2446279.    	    7.000000    
    2446280.    	    6.000000    
    2446281.    	    7.000000    
    2446282.    	    8.000000    
    2446283.    	    8.000000    
    2446284.    	    8.000000    
    2446285.    	    8.000000    
    2446286.    	    2.000000    
    2446287.    	    3.000000    
    2446288.    	    4.000000    
    2446289.    	    4.000000    
    2446290.    	    4.000000    
    2446291.    	    4.000000    
    2446292.    	    4.000000    
    2446293.    	    4.000000    
    2446294.    	    3.000000    
    2446295.    	    3.000000    
    2446296.    	    2.000000    
    2446297.    	    2.000000    
    2446298.    	    5.000000    
    2446299.    	    6.000000    
    2446300.    	    7.000000    
    2446301.    	    7.000000    
    2446302.    	    8.000000    
    2446303.    	    2.000000    
    2446304.    	    3.000000    
    2446305.    	    3.000000    
    2446306.    	    3.000000    
    2446307.    	    3.000000    
    2446308.    	    4.000000    
    2446309.    	    4.000000    
    2446310.    	    4.000000    
    2446311.    	    5.000000    
    2446312.    	    8.000000    
    2446313.    	   1.0000000    
    2446314.    	    2.000000    
    2446315.    	   1.0000000    
    2446316.    	   1.0000000    
    2446317.    	   1.0000000    
    2446318.    	    2.000000    
    2446319.    	    2.000000    
    2446320.    	    2.000000    
    2446321.    	    3.000000    
    2446322.    	    3.000000    
    2446323.    	   1.0000000    
    2446324.    	    8.000000    
    2446325.    	    7.000000    
    2446326.    	    8.000000    
    2446327.    	   1.0000000    
    2446328.    	   1.0000000    
    2446329.    	   1.0000000    
    2446330.    	    8.000000    
    2446331.    	    8.000000    
    2446332.    	    8.000000    
    2446333.    	    8.000000    
    2446334.    	    8.000000    
    2446335.    	    8.000000    
    2446336.    	    8.000000    
    2446337.    	   1.0000000    
    2446338.    	   1.0000000    
    2446339.    	   1.0000000    
    2446340.    	   1.0000000    
    2446341.    	   1.0000000    
    2446342.    	    2.000000    
    2446343.    	    2.000000    
    2446344.    	    2.000000    
    2446345.    	    2.000000    
    2446346.    	    2.000000    
    2446347.    	    2.000000    
    2446348.    	    3.000000    
    2446349.    	    3.000000    
    2446350.    	    5.000000    
    2446351.    	    6.000000    
    2446352.    	    6.000000    
    2446353.    	    6.000000    
    2446354.    	    6.000000    
    2446355.    	    6.000000    
    2446356.    	    6.000000    
    2446357.    	    6.000000    
    2446358.    	    7.000000    
    2446359.    	    7.000000    
    2446360.    	    7.000000    
    2446361.    	    7.000000    
    2446362.    	    8.000000    
    2446363.    	    8.000000    
    2446364.    	    8.000000    
    2446365.    	    8.000000    
    2446366.    	    8.000000    
    2446367.    	    8.000000    
    2446368.    	    8.000000    
    2446369.    	   1.0000000    
    2446370.    	   1.0000000    
    2446371.    	   1.0000000    
    2446372.    	   1.0000000    
    2446373.    	    2.000000    
    2446374.    	    2.000000    
    2446375.    	    2.000000    
    2446376.    	    3.000000    
    2446377.    	    3.000000    
    2446378.    	    3.000000    
    2446379.    	    3.000000    
    2446380.    	    4.000000    
    2446381.    	    4.000000    
    2446382.    	    4.000000    
    2446383.    	    4.000000    
    2446384.    	    5.000000    
    2446385.    	    5.000000    
    2446386.    	    5.000000    
    2446387.    	    6.000000    
    2446388.    	    6.000000    
    2446389.    	    6.000000    
    2446390.    	    6.000000    
    2446391.    	    6.000000    
    2446392.    	    6.000000    
    2446393.    	    7.000000    
    2446394.    	    7.000000    
    2446395.    	    7.000000    
    2446396.    	    7.000000    
    2446397.    	    7.000000    
    2446398.    	    7.000000    
    2446399.    	    7.000000    
    2446400.    	    8.000000    
    2446401.    	    8.000000    
    2446402.    	    8.000000    
    2446403.    	   1.0000000    
    2446404.    	    2.000000    
    2446405.    	    5.000000    
    2446406.    	    6.000000    
    2446407.    	    6.000000    
    2446408.    	    6.000000    
    2446409.    	    6.000000    
    2446410.    	    6.000000    
    2446411.    	    5.000000    
    2446412.    	    5.000000    
    2446413.    	    6.000000    
    2446414.    	    5.000000    
    2446415.    	    5.000000    
    2446416.    	    4.000000    
    2446417.    	    3.000000    
    2446418.    	    2.000000    
    2446419.    	    2.000000    
    2446420.    	   1.0000000    
    2446421.    	   1.0000000    
    2446422.    	   1.0000000    
    2446423.    	   1.0000000    
    2446424.    	   1.0000000    
    2446425.    	   1.0000000    
    2446426.    	   1.0000000    
    2446427.    	   1.0000000    
    2446428.    	    2.000000    
    2446429.    	    2.000000    
    2446430.    	    2.000000    
    2446431.    	    2.000000    
    2446432.    	    2.000000    
    2446433.    	    2.000000    
    2446434.    	    3.000000    
    2446435.    	    3.000000    
    2446436.    	    3.000000    
    2446437.    	    3.000000    
    2446438.    	    3.000000    
    2446439.    	    3.000000    
    2446440.    	    3.000000    
    2446441.    	    3.000000    
    2446442.    	    4.000000    
    2446443.    	    4.000000    
    2446444.    	    4.000000    
    2446445.    	    4.000000    
    2446446.    	    4.000000    
    2446447.    	    4.000000    
    2446448.    	    5.000000    
    2446449.    	    5.000000    
    2446450.    	    5.000000    
    2446451.    	    5.000000    
    2446452.    	    5.000000    
    2446453.    	    6.000000    
    2446454.    	    6.000000    
    2446455.    	    6.000000    
    2446456.    	    6.000000    
    2446457.    	    6.000000    
    2446458.    	    6.000000    
    2446459.    	    7.000000    
    2446460.    	    7.000000    
    2446461.    	    7.000000    
    2446462.    	    7.000000    
    2446463.    	    7.000000    
