date,global,nhem,shem,tropics,arctic,antarctic,land,ocean,americas,eurafrica,asiapacific
1979-01-01,-0.411,-0.907,0.098,-0.189,-2.65,1.48,,-0.411,-0.577,-1.227,0.076
1979-01-02,-0.42,-0.849,0.02,-0.238,-1.935,1.323,,-0.42,-0.723,-1.182,0.107
1979-01-03,-0.436,-0.803,-0.058,-0.285,-1.155,1.116,,-0.436,-0.763,-1.306,0.102
1979-01-04,-0.458,-0.824,-0.083,-0.266,-0.887,0.913,,-0.458,-0.612,-1.451,0.009
1979-01-05,-0.401,-0.745,-0.048,-0.25,-0.449,0.977,,-0.401,-0.465,-1.317,-0.066
1979-01-06,-0.374,-0.683,-0.057,-0.226,0.268,0.876,,-0.374,-0.502,-1.089,-0.092
1979-01-07,-0.382,-0.707,-0.048,-0.183,-0.375,0.735,,-0.382,-0.372,-1.108,-0.197
1979-01-08,-0.405,-0.782,-0.019,-0.172,-1.174,0.693,,-0.405,-0.307,-1.099,-0.261
1979-01-09,-0.409,-0.862,0.055,-0.197,-1.462,0.881,,-0.409,-0.454,-0.835,-0.242
1979-01-10,-0.427,-0.95,0.11,-0.242,-1.627,0.902,,-0.427,-0.571,-0.705,-0.278
1979-01-11,-0.43,-0.97,0.125,-0.233,-1.297,0.801,,-0.43,-0.734,-0.55,-0.236
1979-01-12,-0.387,-0.859,0.096,-0.215,-0.924,0.524,,-0.387,-0.802,-0.385,-0.075
1979-01-13,-0.388,-0.804,0.038,-0.225,-0.65,0.333,,-0.388,-0.806,-0.281,-0.091
1979-01-14,-0.456,-0.884,-0.017,-0.256,0.13,0.089,,-0.456,-0.839,-0.34,-0.203
1979-01-15,-0.498,-0.962,-0.021,-0.267,0.674,-0.078,,-0.498,-0.805,-0.457,-0.337
1979-01-16,-0.468,-0.851,-0.075,-0.282,0.764,-0.118,,-0.468,-0.661,-0.554,-0.37
1979-01-17,-0.348,-0.581,-0.109,-0.202,1.528,-0.247,,-0.348,-0.418,-0.37,-0.432
1979-01-18,-0.321,-0.503,-0.133,-0.172,1.497,-0.314,,-0.321,-0.275,-0.162,-0.661
1979-01-19,-0.337,-0.513,-0.157,-0.173,0.636,-0.381,,-0.337,-0.164,-0.195,-0.787
1979-01-20,-0.288,-0.378,-0.196,-0.122,-0.672,-0.55,,-0.288,-0.038,-0.24,-0.698
1979-01-21,-0.29,-0.324,-0.255,-0.127,-1.414,-0.719,,-0.29,0.087,-0.432,-0.661
1979-01-22,-0.324,-0.393,-0.253,-0.154,-1.02,-0.979,,-0.324,0.128,-0.817,-0.501
1979-01-23,-0.385,-0.568,-0.197,-0.171,-1.329,-0.856,,-0.385,0.155,-1.146,-0.511
1979-01-24,-0.357,-0.625,-0.082,-0.159,-1.053,-0.345,,-0.357,0.248,-1.21,-0.501
1979-01-25,-0.39,-0.703,-0.069,-0.181,-1.39,-0.142,,-0.39,0.29,-1.079,-0.757
1979-01-26,-0.389,-0.682,-0.088,-0.172,-1.912,-0.277,,-0.389,0.412,-0.72,-1.117
1979-01-27,-0.396,-0.663,-0.122,-0.163,-2.396,-0.342,,-0.396,0.341,-0.39,-1.235
1979-01-28,-0.473,-0.777,-0.162,-0.197,-3.054,-0.45,,-0.473,0.168,-0.144,-1.401
1979-01-29,-0.604,-1.036,-0.16,-0.184,-4.307,-0.535,,-0.604,-0.14,-0.151,-1.422
1979-01-30,-0.727,-1.263,-0.177,-0.19,-5.493,-0.79,,-0.727,-0.379,-0.279,-1.397
1979-01-31,-0.785,-1.395,-0.159,-0.248,-5.749,-0.94,,-0.785,-0.603,-0.413,-1.228
1979-02-01,-0.761,-1.415,-0.089,-0.286,-6.049,-0.765,,-0.761,-0.781,-0.26,-1.069
1979-02-02,-0.708,-1.331,-0.067,-0.265,-6.369,-0.561,,-0.708,-0.828,-0.048,-1.034
1979-02-03,-0.7,-1.287,-0.098,-0.238,-6.83,-0.83,,-0.7,-0.808,0.034,-1.045
1979-02-04,-0.71,-1.198,-0.208,-0.207,-7.679,-1.354,,-0.71,-0.884,0.116,-0.882
1979-02-05,-0.766,-1.237,-0.281,-0.203,-8.408,-1.758,,-0.766,-1.09,0.231,-0.756
1979-02-06,-0.744,-1.176,-0.3,-0.181,-8.847,-1.738,,-0.744,-1.154,0.227,-0.565
1979-02-07,-0.669,-1.098,-0.229,-0.15,-8.527,-1.609,,-0.669,-1.166,0.167,-0.308
1979-02-08,-0.652,-1.089,-0.203,-0.146,-7.815,-1.222,,-0.652,-1.191,0.137,-0.236
1979-02-09,-0.651,-1.185,-0.103,-0.08,-7.439,-0.322,,-0.651,-1.3,0.064,-0.126
1979-02-10,-0.648,-1.246,-0.034,-0.089,-7.021,0.086,,-0.648,-1.36,0.135,-0.154
1979-02-11,-0.616,-1.196,-0.02,-0.118,-6.618,0.257,,-0.616,-1.379,-0.006,-0.045
1979-02-12,-0.629,-1.185,-0.059,-0.154,-6.127,0.082,,-0.629,-1.365,-0.358,0.076
1979-02-13,-0.676,-1.216,-0.121,-0.144,-5.662,-0.259,,-0.676,-1.348,-0.495,0.033
1979-02-14,-0.674,-1.169,-0.166,-0.166,-5.055,-0.628,,-0.674,-1.215,-0.46,-0.047
1979-02-15,-0.68,-1.131,-0.216,-0.18,-4.429,-0.771,,-0.68,-1.211,-0.618,0.047
1979-02-16,-0.759,-1.223,-0.283,-0.25,-3.738,-0.648,,-0.759,-1.363,-0.68,0.005
1979-02-17,-0.752,-1.226,-0.265,-0.303,-3.252,-0.386,,-0.752,-1.348,-0.698,0.011
1979-02-18,-0.699,-1.132,-0.255,-0.3,-2.63,-0.459,,-0.699,-1.138,-0.593,-0.134
1979-02-19,-0.654,-0.988,-0.311,-0.275,-2.166,-0.744,,-0.654,-0.895,-0.663,-0.181
1979-02-20,-0.589,-0.837,-0.334,-0.268,-2.255,-0.66,,-0.589,-0.682,-0.826,-0.127
1979-02-21,-0.565,-0.769,-0.356,-0.242,-2.851,-0.766,,-0.565,-0.537,-0.983,-0.149
1979-02-22,-0.619,-0.9,-0.33,-0.261,-3.744,-0.64,,-0.619,-0.569,-0.957,-0.314
1979-02-23,-0.643,-0.951,-0.326,-0.279,-4.557,-0.712,,-0.643,-0.655,-1.012,-0.283
1979-02-24,-0.677,-1.041,-0.302,-0.314,-4.459,-0.896,,-0.677,-0.738,-1.137,-0.226
1979-02-25,-0.707,-1.135,-0.268,-0.356,-4.55,-0.862,,-0.707,-0.738,-1.205,-0.3
1979-02-26,-0.677,-1.109,-0.234,-0.387,-4.408,-0.831,,-0.677,-0.703,-1.126,-0.307
1979-02-27,-0.613,-1.043,-0.173,-0.381,-4.529,-0.429,,-0.613,-0.57,-1.052,-0.356
1979-02-28,-0.618,-1.077,-0.146,-0.386,-4.395,0.255,,-0.618,-0.532,-1.107,-0.414
1979-03-01,-0.655,-1.121,-0.176,-0.47,-4.241,0.672,,-0.655,-0.668,-1.057,-0.429
1979-03-02,-0.658,-1.123,-0.18,-0.463,-4.502,1.11,,-0.658,-0.683,-0.899,-0.643
1979-03-03,-0.562,-0.943,-0.169,-0.361,-4.619,1.364,,-0.562,-0.496,-0.586,-0.841
1979-03-04,-0.544,-0.928,-0.149,-0.317,-5.119,1.151,,-0.544,-0.392,-0.598,-0.879
1979-03-05,-0.553,-0.94,-0.157,-0.347,-5.201,0.839,,-0.553,-0.325,-0.743,-0.839
1979-03-06,-0.492,-0.804,-0.172,-0.375,-4.908,0.39,,-0.492,-0.18,-0.773,-0.725
1979-03-07,-0.521,-0.806,-0.228,-0.387,-4.678,-0.268,,-0.521,-0.274,-0.709,-0.654
1979-03-08,-0.528,-0.834,-0.213,-0.379,-4.165,-0.185,,-0.528,-0.485,-0.535,-0.56
1979-03-09,-0.561,-0.897,-0.216,-0.395,-3.331,-0.233,,-0.561,-0.513,-0.628,-0.58
1979-03-10,-0.589,-0.93,-0.239,-0.415,-2.73,-0.838,,-0.589,-0.486,-0.71,-0.679
1979-03-11,-0.603,-0.975,-0.222,-0.419,-2.815,-1.164,,-0.603,-0.459,-0.714,-0.799
1979-03-12,-0.623,-1.031,-0.205,-0.405,-2.792,-1.026,,-0.623,-0.51,-0.571,-0.957
1979-03-13,-0.639,-1.076,-0.19,-0.408,-2.919,-0.704,,-0.639,-0.548,-0.462,-1.042
1979-03-14,-0.597,-1.006,-0.178,-0.391,-2.677,-0.812,,-0.597,-0.411,-0.548,-0.993
1979-03-15,-0.563,-0.969,-0.145,-0.338,-2.143,-0.703,,-0.563,-0.286,-0.75,-0.945
1979-03-16,-0.531,-0.956,-0.095,-0.265,-1.605,-0.265,,-0.531,-0.233,-0.911,-0.921
1979-03-17,-0.512,-0.878,-0.136,-0.251,-1.058,-0.524,,-0.512,-0.131,-1.014,-0.895
1979-03-18,-0.458,-0.711,-0.199,-0.262,-1.346,-1.234,,-0.458,0.041,-0.843,-0.891
1979-03-19,-0.365,-0.526,-0.2,-0.262,-1.944,-1.441,,-0.365,0.182,-0.737,-0.718
1979-03-20,-0.281,-0.343,-0.217,-0.244,-2.196,-1.874,,-0.281,0.235,-0.575,-0.563
1979-03-21,-0.298,-0.309,-0.288,-0.26,-2.679,-1.836,,-0.298,0.179,-0.333,-0.657
1979-03-22,-0.232,-0.256,-0.207,-0.266,-2.805,-0.273,,-0.232,0.037,-0.091,-0.621
1979-03-23,-0.235,-0.265,-0.205,-0.269,-2.418,0.639,,-0.235,-0.07,-0.025,-0.671
1979-03-24,-0.312,-0.384,-0.239,-0.305,-2.1,0.583,,-0.312,-0.286,-0.128,-0.614
1979-03-25,-0.415,-0.576,-0.249,-0.311,-1.964,0.056,,-0.415,-0.512,-0.272,-0.547
1979-03-26,-0.462,-0.669,-0.248,-0.328,-1.588,-0.378,,-0.462,-0.663,-0.28,-0.488
1979-03-27,-0.458,-0.726,-0.183,-0.303,-1.475,-0.191,,-0.458,-0.662,-0.292,-0.533
1979-03-28,-0.427,-0.717,-0.129,-0.26,-1.638,0.132,,-0.427,-0.512,-0.252,-0.651
1979-03-29,-0.476,-0.785,-0.159,-0.301,-1.247,0.119,,-0.476,-0.453,-0.317,-0.825
1979-03-30,-0.446,-0.795,-0.087,-0.293,-1.124,1.092,,-0.446,-0.456,-0.316,-0.907
1979-03-31,-0.429,-0.85,0.004,-0.308,-1.371,1.906,,-0.429,-0.48,-0.413,-0.906
1979-04-01,-0.428,-0.884,0.039,-0.226,-1.692,2.005,,-0.428,-0.576,-0.383,-0.807
1979-04-02,-0.492,-1.002,0.033,-0.232,-1.785,1.48,,-0.492,-0.636,-0.506,-0.806
1979-04-03,-0.522,-1.067,0.037,-0.211,-2.211,1.29,,-0.522,-0.671,-0.657,-0.785
1979-04-04,-0.533,-1.073,0.021,-0.239,-2.785,1.272,,-0.533,-0.685,-0.715,-0.727
1979-04-05,-0.565,-1.071,-0.046,-0.277,-2.715,0.836,,-0.565,-0.666,-0.694,-0.715
1979-04-06,-0.577,-1.049,-0.093,-0.297,-2.657,0.731,,-0.577,-0.63,-0.638,-0.748
1979-04-07,-0.554,-0.979,-0.117,-0.307,-2.994,0.608,,-0.554,-0.471,-0.686,-0.757
1979-04-08,-0.5,-0.923,-0.066,-0.292,-3.229,0.944,,-0.5,-0.286,-0.607,-0.795
1979-04-09,-0.519,-0.976,-0.049,-0.293,-3.382,1.154,,-0.519,-0.137,-0.575,-1.055
1979-04-10,-0.607,-1.089,-0.112,-0.289,-3.43,0.842,,-0.607,-0.183,-0.641,-1.261
1979-04-11,-0.586,-1.054,-0.106,-0.283,-3.178,1.063,,-0.586,-0.147,-0.633,-1.295
1979-04-12,-0.554,-1.026,-0.071,-0.207,-3.066,0.937,,-0.554,-0.117,-0.565,-1.291
1979-04-13,-0.571,-0.985,-0.147,-0.199,-3.334,0.08,,-0.571,-0.159,-0.581,-1.171
1979-04-14,-0.555,-0.924,-0.177,-0.229,-3.786,-0.187,,-0.555,-0.222,-0.724,-0.804
1979-04-15,-0.49,-0.803,-0.169,-0.196,-3.854,-0.264,,-0.49,-0.196,-0.721,-0.603
1979-04-16,-0.471,-0.757,-0.177,-0.186,-3.732,-0.413,,-0.471,-0.004,-0.973,-0.562
1979-04-17,-0.498,-0.848,-0.139,-0.184,-3.671,-0.304,,-0.498,0.051,-1.263,-0.623
1979-04-18,-0.512,-0.873,-0.141,-0.163,-3.503,-0.323,,-0.512,-0.097,-1.078,-0.651
1979-04-19,-0.49,-0.864,-0.107,-0.17,-3.296,-0.27,,-0.49,-0.207,-0.903,-0.598
1979-04-20,-0.438,-0.801,-0.065,-0.15,-3.283,0.037,,-0.438,-0.212,-0.815,-0.511
1979-04-21,-0.436,-0.797,-0.065,-0.19,-3.366,-0.101,,-0.436,-0.187,-0.889,-0.435
1979-04-22,-0.495,-0.848,-0.133,-0.332,-2.668,-0.009,,-0.495,-0.222,-1.007,-0.491
1979-04-23,-0.472,-0.802,-0.133,-0.369,-2.127,0.582,,-0.472,-0.243,-0.929,-0.44
1979-04-24,-0.38,-0.73,-0.02,-0.35,-2.372,1.23,,-0.38,-0.247,-0.648,-0.369
1979-04-25,-0.353,-0.688,-0.009,-0.329,-2.839,1.694,,-0.353,-0.237,-0.515,-0.45
1979-04-26,-0.401,-0.786,-0.007,-0.289,-3.581,1.981,,-0.401,-0.292,-0.534,-0.606
1979-04-27,-0.419,-0.86,0.033,-0.267,-3.445,2.283,,-0.419,-0.246,-0.5,-0.822
1979-04-28,-0.436,-0.885,0.025,-0.274,-3.391,2.357,,-0.436,-0.26,-0.557,-0.818
1979-04-29,-0.442,-0.893,0.021,-0.272,-3.444,2.196,,-0.442,-0.266,-0.782,-0.679
1979-04-30,-0.513,-0.965,-0.049,-0.334,-3.566,1.459,,-0.513,-0.31,-0.9,-0.729
1979-05-01,-0.508,-0.921,-0.085,-0.331,-3.795,0.455,,-0.508,-0.31,-0.799,-0.676
1979-05-02,-0.535,-0.945,-0.113,-0.332,-3.225,-0.305,,-0.535,-0.326,-0.775,-0.703
1979-05-03,-0.472,-0.819,-0.115,-0.289,-2.31,-0.579,,-0.472,-0.273,-0.644,-0.673
1979-05-04,-0.554,-0.874,-0.226,-0.293,-2.16,-0.828,,-0.554,-0.395,-0.646,-0.75
1979-05-05,-0.625,-0.951,-0.291,-0.305,-2.057,-1.312,,-0.625,-0.462,-0.718,-0.857
1979-05-06,-0.606,-0.978,-0.225,-0.349,-1.683,-0.52,,-0.606,-0.42,-0.914,-0.858
1979-05-07,-0.573,-0.896,-0.242,-0.373,-1.298,-0.457,,-0.573,-0.365,-1.077,-0.747
1979-05-08,-0.531,-0.808,-0.247,-0.382,-1.404,-0.186,,-0.531,-0.273,-1.115,-0.633
1979-05-09,-0.502,-0.741,-0.257,-0.399,-1.651,-0.152,,-0.502,-0.324,-1.074,-0.457
1979-05-10,-0.451,-0.699,-0.196,-0.395,-1.399,0.082,,-0.451,-0.389,-0.824,-0.389
1979-05-11,-0.449,-0.678,-0.215,-0.409,-1.226,-0.168,,-0.449,-0.336,-0.664,-0.554
1979-05-12,-0.468,-0.65,-0.282,-0.394,-0.991,-0.067,,-0.468,-0.303,-0.629,-0.672
1979-05-13,-0.484,-0.678,-0.285,-0.355,-1.123,0.296,,-0.484,-0.321,-0.642,-0.703
1979-05-14,-0.525,-0.732,-0.313,-0.349,-1.459,0.146,,-0.525,-0.296,-0.53,-0.926
1979-05-15,-0.461,-0.618,-0.3,-0.341,-1.418,-0.434,,-0.461,-0.142,-0.391,-0.954
1979-05-16,-0.372,-0.488,-0.253,-0.34,-1.372,-0.974,,-0.372,-0.022,-0.352,-0.801
1979-05-17,-0.345,-0.473,-0.214,-0.315,-1.311,-1.486,,-0.345,0.009,-0.493,-0.624
1979-05-18,-0.375,-0.52,-0.225,-0.321,-1.431,-1.964,,-0.375,-0.067,-0.633,-0.471
1979-05-19,-0.427,-0.569,-0.282,-0.354,-1.455,-2.314,,-0.427,-0.162,-0.548,-0.514
1979-05-20,-0.356,-0.436,-0.274,-0.284,-1.614,-2.36,,-0.356,-0.169,-0.342,-0.397
1979-05-21,-0.326,-0.401,-0.249,-0.213,-1.603,-2.617,,-0.326,-0.157,-0.271,-0.371
1979-05-22,-0.363,-0.444,-0.28,-0.185,-1.569,-2.05,,-0.363,-0.101,-0.374,-0.515
1979-05-23,-0.352,-0.44,-0.262,-0.188,-1.655,-1.222,,-0.352,-0.091,-0.508,-0.499
1979-05-24,-0.376,-0.49,-0.258,-0.253,-1.806,-1.02,,-0.376,-0.219,-0.386,-0.49
1979-05-25,-0.396,-0.575,-0.213,-0.286,-1.96,-0.917,,-0.396,-0.267,-0.24,-0.568
1979-05-26,-0.393,-0.574,-0.208,-0.306,-2.153,-0.723,,-0.393,-0.224,-0.141,-0.616
1979-05-27,-0.444,-0.656,-0.227,-0.3,-2.337,-0.258,,-0.444,-0.257,-0.182,-0.738
1979-05-28,-0.464,-0.731,-0.19,-0.295,-2.103,-0.129,,-0.464,-0.34,-0.124,-0.807
1979-05-29,-0.4,-0.619,-0.175,-0.217,-2.11,0.441,,-0.4,-0.329,0.041,-0.825
1979-05-30,-0.431,-0.558,-0.301,-0.3,-2.056,0.162,,-0.431,-0.441,0.108,-0.901
1979-05-31,-0.493,-0.541,-0.444,-0.445,-1.846,-1.346,,-0.493,-0.593,0.045,-0.758
1979-06-01,-0.458,-0.486,-0.43,-0.512,-1.468,-2.203,,-0.458,-0.54,0.026,-0.577
1979-06-02,-0.437,-0.517,-0.355,-0.46,-1.65,-2.417,,-0.437,-0.414,-0.037,-0.555
1979-06-03,-0.426,-0.589,-0.259,-0.415,-1.874,-2.281,,-0.426,-0.283,-0.264,-0.509
1979-06-04,-0.332,-0.495,-0.165,-0.313,-1.588,-2.1,,-0.332,-0.076,-0.392,-0.407
1979-06-05,-0.376,-0.546,-0.202,-0.288,-1.561,-2.015,,-0.376,-0.14,-0.457,-0.408
1979-06-06,-0.408,-0.591,-0.221,-0.309,-1.685,-1.866,,-0.408,-0.253,-0.527,-0.308
1979-06-07,-0.421,-0.591,-0.247,-0.289,-1.358,-1.548,,-0.421,-0.301,-0.531,-0.318
1979-06-08,-0.448,-0.622,-0.269,-0.265,-1.155,-1.291,,-0.448,-0.36,-0.513,-0.309
1979-06-09,-0.432,-0.622,-0.237,-0.298,-1.057,-0.348,,-0.432,-0.512,-0.462,-0.235
1979-06-10,-0.41,-0.595,-0.22,-0.295,-1.076,-0.575,,-0.41,-0.544,-0.416,-0.243
1979-06-11,-0.413,-0.548,-0.275,-0.259,-1.215,-1.496,,-0.413,-0.535,-0.377,-0.238
1979-06-12,-0.391,-0.526,-0.252,-0.188,-1.07,-1.263,,-0.391,-0.45,-0.468,-0.215
1979-06-13,-0.407,-0.549,-0.261,-0.26,-1.075,-0.841,,-0.407,-0.437,-0.8,-0.12
1979-06-14,-0.445,-0.509,-0.379,-0.319,-1.09,-1.005,,-0.445,-0.549,-0.902,-0.081
1979-06-15,-0.477,-0.521,-0.431,-0.368,-1.139,-1.559,,-0.477,-0.566,-0.855,-0.143
1979-06-16,-0.502,-0.604,-0.397,-0.492,-1.173,-1.986,,-0.502,-0.46,-0.86,-0.294
1979-06-17,-0.433,-0.507,-0.356,-0.425,-1.222,-1.747,,-0.433,-0.358,-0.679,-0.312
1979-06-18,-0.376,-0.493,-0.256,-0.339,-1.318,-1.797,,-0.376,-0.292,-0.586,-0.19
1979-06-19,-0.318,-0.476,-0.156,-0.296,-1.233,-0.781,,-0.318,-0.217,-0.652,-0.074
1979-06-20,-0.295,-0.45,-0.136,-0.254,-1.217,-0.018,,-0.295,-0.199,-0.68,-0.061
1979-06-21,-0.334,-0.483,-0.182,-0.272,-1.229,-0.469,,-0.334,-0.194,-0.672,-0.085
1979-06-22,-0.357,-0.516,-0.194,-0.264,-1.144,-0.875,,-0.357,-0.166,-0.65,-0.147
1979-06-23,-0.385,-0.542,-0.223,-0.263,-1.192,-1.077,,-0.385,-0.249,-0.75,-0.09
1979-06-24,-0.39,-0.56,-0.215,-0.295,-1.228,-0.701,,-0.39,-0.421,-0.789,0.047
1979-06-25,-0.413,-0.557,-0.266,-0.295,-1.126,-0.711,,-0.413,-0.554,-0.733,0.109
1979-06-26,-0.405,-0.48,-0.328,-0.237,-1.02,-1.143,,-0.405,-0.496,-0.599,0.029
1979-06-27,-0.414,-0.462,-0.366,-0.23,-0.928,-1.386,,-0.414,-0.46,-0.596,-0.062
1979-06-28,-0.409,-0.429,-0.389,-0.188,-0.791,-2.06,,-0.409,-0.398,-0.575,-0.037
1979-06-29,-0.419,-0.41,-0.427,-0.18,-0.572,-1.787,,-0.419,-0.323,-0.506,-0.166
1979-06-30,-0.426,-0.41,-0.442,-0.172,-0.335,-1.792,,-0.426,-0.212,-0.496,-0.366
1979-07-01,-0.463,-0.47,-0.456,-0.113,0.003,-2.841,,-0.463,-0.154,-0.655,-0.431
1979-07-02,-0.483,-0.501,-0.464,-0.131,0.076,-3.125,,-0.483,-0.142,-0.914,-0.35
1979-07-03,-0.493,-0.512,-0.473,-0.182,-0.098,-3.222,,-0.493,-0.097,-0.964,-0.365
1979-07-04,-0.531,-0.526,-0.536,-0.229,-0.49,-3.874,,-0.531,-0.085,-0.918,-0.416
1979-07-05,-0.563,-0.586,-0.539,-0.278,-0.641,-4.465,,-0.563,-0.08,-0.877,-0.48
1979-07-06,-0.545,-0.633,-0.455,-0.365,-0.829,-4.284,,-0.545,-0.126,-0.917,-0.513
1979-07-07,-0.512,-0.575,-0.447,-0.394,-0.926,-3.894,,-0.512,-0.129,-0.939,-0.393
1979-07-08,-0.48,-0.495,-0.464,-0.342,-1.259,-2.989,,-0.48,-0.182,-0.805,-0.325
1979-07-09,-0.481,-0.48,-0.481,-0.325,-1.2,-2.907,,-0.481,-0.252,-0.602,-0.399
1979-07-10,-0.469,-0.451,-0.487,-0.324,-0.979,-3.025,,-0.469,-0.168,-0.537,-0.483
1979-07-11,-0.452,-0.468,-0.436,-0.336,-0.835,-2.272,,-0.452,-0.12,-0.648,-0.452
1979-07-12,-0.48,-0.553,-0.405,-0.376,-1.118,-2.77,,-0.48,-0.138,-0.684,-0.43
1979-07-13,-0.532,-0.595,-0.468,-0.394,-1.272,-3.642,,-0.532,-0.136,-0.622,-0.504
1979-07-14,-0.538,-0.589,-0.485,-0.367,-1.106,-3.184,,-0.538,-0.183,-0.536,-0.505
1979-07-15,-0.548,-0.595,-0.499,-0.355,-0.673,-3.1,,-0.548,-0.179,-0.533,-0.52
1979-07-16,-0.57,-0.597,-0.542,-0.378,-0.382,-3.472,,-0.57,-0.28,-0.542,-0.471
1979-07-17,-0.503,-0.549,-0.456,-0.359,-0.403,-3.565,,-0.503,-0.342,-0.467,-0.346
1979-07-18,-0.511,-0.559,-0.462,-0.332,-0.603,-4.231,,-0.511,-0.287,-0.508,-0.348
1979-07-19,-0.534,-0.576,-0.49,-0.294,-0.22,-4.374,,-0.534,-0.282,-0.54,-0.387
1979-07-20,-0.519,-0.509,-0.53,-0.322,0.191,-3.919,,-0.519,-0.292,-0.529,-0.389
1979-07-21,-0.491,-0.481,-0.501,-0.301,0.383,-3.405,,-0.491,-0.281,-0.496,-0.397
1979-07-22,-0.49,-0.497,-0.484,-0.279,0.464,-3.046,,-0.49,-0.322,-0.478,-0.387
1979-07-23,-0.516,-0.502,-0.53,-0.305,0.441,-3.452,,-0.516,-0.299,-0.544,-0.4
1979-07-24,-0.538,-0.481,-0.596,-0.268,0.354,-4.323,,-0.538,-0.135,-0.733,-0.449
1979-07-25,-0.585,-0.496,-0.676,-0.261,0.244,-5.104,,-0.585,-0.128,-0.878,-0.483
1979-07-26,-0.593,-0.5,-0.688,-0.282,-0.112,-5.163,,-0.593,-0.133,-0.792,-0.508
1979-07-27,-0.568,-0.488,-0.65,-0.295,-0.477,-4.85,,-0.568,-0.134,-0.638,-0.542
1979-07-28,-0.55,-0.454,-0.647,-0.288,-0.729,-5.035,,-0.55,-0.042,-0.747,-0.476
1979-07-29,-0.528,-0.471,-0.587,-0.327,-0.685,-4.827,,-0.528,-0.009,-0.894,-0.434
1979-07-30,-0.431,-0.459,-0.402,-0.266,-0.468,-4.102,,-0.431,-0.022,-0.767,-0.449
1979-07-31,-0.387,-0.431,-0.341,-0.262,-0.393,-3.893,,-0.387,-0.037,-0.696,-0.394
1979-08-01,-0.416,-0.455,-0.376,-0.306,-0.488,-3.75,,-0.416,-0.054,-0.702,-0.329
1979-08-02,-0.407,-0.432,-0.382,-0.277,-0.5,-3.439,,-0.407,-0.127,-0.646,-0.272
1979-08-03,-0.414,-0.415,-0.413,-0.258,-0.348,-3.67,,-0.414,-0.171,-0.53,-0.306
1979-08-04,-0.386,-0.42,-0.351,-0.263,-0.412,-2.789,,-0.386,-0.103,-0.52,-0.401
1979-08-05,-0.302,-0.365,-0.238,-0.181,-0.509,-1.909,,-0.302,-0.041,-0.498,-0.386
1979-08-06,-0.215,-0.358,-0.068,-0.136,-0.694,-1.211,,-0.215,-0.033,-0.489,-0.314
1979-08-07,-0.205,-0.423,0.018,-0.174,-0.877,-0.687,,-0.205,-0.078,-0.515,-0.319
1979-08-08,-0.127,-0.4,0.153,-0.135,-0.757,0.243,,-0.127,-0.069,-0.452,-0.279
1979-08-09,-0.14,-0.428,0.155,-0.08,-0.583,0.47,,-0.14,-0.043,-0.482,-0.298
1979-08-10,-0.188,-0.436,0.066,-0.04,-0.67,0.788,,-0.188,-0.073,-0.546,-0.25
1979-08-11,-0.237,-0.467,-0.002,-0.029,-0.566,1.692,,-0.237,-0.203,-0.537,-0.274
1979-08-12,-0.284,-0.552,-0.009,-0.097,-0.523,2.464,,-0.284,-0.374,-0.441,-0.405
1979-08-13,-0.306,-0.63,0.027,-0.134,-0.352,2.603,,-0.306,-0.38,-0.446,-0.513
1979-08-14,-0.318,-0.685,0.058,-0.206,-0.53,2.52,,-0.318,-0.363,-0.606,-0.512
1979-08-15,-0.293,-0.68,0.103,-0.232,-0.496,2.415,,-0.293,-0.364,-0.692,-0.373
1979-08-16,-0.262,-0.6,0.085,-0.222,-0.426,2.257,,-0.262,-0.32,-0.674,-0.352
1979-08-17,-0.268,-0.567,0.038,-0.261,-0.712,1.586,,-0.268,-0.254,-0.656,-0.434
1979-08-18,-0.36,-0.636,-0.075,-0.313,-1.037,0.64,,-0.36,-0.306,-0.65,-0.561
1979-08-19,-0.428,-0.645,-0.205,-0.379,-0.755,-0.551,,-0.428,-0.384,-0.586,-0.601
1979-08-20,-0.425,-0.58,-0.265,-0.308,-0.412,-1.3,,-0.425,-0.27,-0.461,-0.641
1979-08-21,-0.453,-0.647,-0.255,-0.312,-0.466,-1.553,,-0.453,-0.154,-0.482,-0.809
1979-08-22,-0.491,-0.633,-0.345,-0.303,-0.472,-2.225,,-0.491,-0.159,-0.467,-0.833
1979-08-23,-0.506,-0.601,-0.409,-0.328,-0.527,-3.296,,-0.506,-0.228,-0.463,-0.7
1979-08-24,-0.493,-0.577,-0.407,-0.324,-0.646,-4.611,,-0.493,-0.241,-0.338,-0.547
1979-08-25,-0.504,-0.614,-0.391,-0.296,-0.69,-4.997,,-0.504,-0.186,-0.299,-0.653
1979-08-26,-0.6,-0.642,-0.556,-0.311,-0.846,-5.276,,-0.6,-0.231,-0.402,-0.783
1979-08-27,-0.616,-0.615,-0.617,-0.364,-0.99,-4.373,,-0.616,-0.268,-0.446,-0.809
1979-08-28,-0.609,-0.592,-0.627,-0.382,-1.195,-4.19,,-0.609,-0.33,-0.357,-0.783
1979-08-29,-0.591,-0.582,-0.6,-0.386,-1.268,-4.179,,-0.591,-0.371,-0.298,-0.697
1979-08-30,-0.556,-0.536,-0.576,-0.341,-1.318,-3.498,,-0.556,-0.332,-0.342,-0.577
1979-08-31,-0.477,-0.54,-0.412,-0.283,-1.236,-2.537,,-0.477,-0.25,-0.363,-0.528
