date,global,nhem,shem,tropics,arctic,antarctic,land,ocean,americas,eurafrica,asiapacific
1993-04-26,-0.33,-0.46,-0.197,-0.121,-0.47,-2.41,,-0.33,-0.213,-0.298,-0.344
1993-04-27,-0.34,-0.444,-0.232,-0.137,-0.571,-2.507,,-0.34,-0.247,-0.379,-0.27
1993-04-28,-0.333,-0.435,-0.229,-0.099,-0.577,-2.205,,-0.333,-0.21,-0.419,-0.253
1993-04-29,-0.294,-0.374,-0.213,-0.068,-0.498,-1.997,,-0.294,-0.126,-0.43,-0.205
1993-04-30,-0.267,-0.355,-0.177,-0.081,-0.492,-1.63,,-0.267,-0.129,-0.409,-0.223
1993-05-01,-0.265,-0.317,-0.212,-0.051,-0.471,-1.345,,-0.265,-0.154,-0.378,-0.227
1993-05-02,-0.232,-0.274,-0.19,-0.057,-0.527,-0.957,,-0.232,-0.085,-0.342,-0.255
1993-05-03,-0.208,-0.268,-0.147,-0.042,-0.762,-0.911,,-0.208,-0.062,-0.149,-0.366
1993-05-04,-0.255,-0.296,-0.212,-0.061,-0.936,-1.704,,-0.255,-0.043,-0.219,-0.39
1993-05-05,-0.353,-0.297,-0.412,-0.038,-1.235,-3.201,,-0.353,-0.067,-0.253,-0.479
1993-05-06,-0.422,-0.376,-0.468,-0.015,-1.383,-4.107,,-0.422,0.022,-0.383,-0.624
1993-05-07,-0.415,-0.47,-0.359,-0.024,-1.198,-3.497,,-0.415,0.073,-0.513,-0.63
1993-05-08,-0.402,-0.559,-0.24,-0.002,-1.101,-2.584,,-0.402,-0.067,-0.437,-0.607
1993-05-09,-0.352,-0.528,-0.172,-0.005,-1.021,-2.511,,-0.352,-0.087,-0.311,-0.544
1993-05-10,-0.368,-0.558,-0.172,-0.047,-1.175,-2.731,,-0.368,0.025,-0.313,-0.673
1993-05-11,-0.399,-0.612,-0.181,-0.092,-1.254,-2.455,,-0.399,0.095,-0.358,-0.79
1993-05-12,-0.381,-0.564,-0.193,-0.139,-0.531,-1.682,,-0.381,0.194,-0.556,-0.788
1993-05-13,-0.298,-0.468,-0.123,-0.104,-0.264,-0.43,,-0.298,0.145,-0.463,-0.727
1993-05-14,-0.337,-0.385,-0.289,-0.164,-0.4,-1.375,,-0.337,0.003,-0.363,-0.671
1993-05-15,-0.413,-0.326,-0.503,-0.242,-0.389,-2.33,,-0.413,-0.129,-0.107,-0.793
1993-05-16,-0.408,-0.267,-0.553,-0.261,-0.064,-2.145,,-0.408,-0.143,-0.018,-0.842
1993-05-17,-0.374,-0.301,-0.448,-0.206,-0.263,-2.054,,-0.374,-0.032,-0.149,-0.764
1993-05-18,-0.364,-0.384,-0.345,-0.214,-0.121,-1.909,,-0.364,0.008,-0.278,-0.77
1993-05-19,-0.332,-0.406,-0.256,-0.238,0.257,-2.197,,-0.332,0.084,-0.32,-0.704
1993-05-20,-0.304,-0.426,-0.18,-0.21,0.178,-2.367,,-0.304,0.11,-0.332,-0.627
1993-05-21,-0.318,-0.519,-0.111,-0.18,0.096,-1.511,,-0.318,0.027,-0.504,-0.565
1993-05-22,-0.33,-0.564,-0.089,-0.167,0.279,-0.724,,-0.33,-0.082,-0.679,-0.46
1993-05-23,-0.267,-0.471,-0.057,-0.2,0.611,0.261,,-0.267,-0.111,-0.704,-0.354
1993-05-24,-0.24,-0.354,-0.124,-0.145,1.02,-0.197,,-0.24,-0.071,-0.696,-0.29
1993-05-25,-0.248,-0.315,-0.18,-0.108,1.028,-0.511,,-0.248,-0.226,-0.511,-0.229
1993-05-26,-0.252,-0.318,-0.184,-0.177,0.892,-0.817,,-0.252,-0.322,-0.441,-0.161
1993-05-27,-0.277,-0.341,-0.212,-0.134,0.823,-0.647,,-0.277,-0.337,-0.325,-0.271
1993-05-28,-0.32,-0.38,-0.259,-0.123,0.591,-0.688,,-0.32,-0.275,-0.34,-0.406
1993-05-29,-0.254,-0.323,-0.184,-0.054,0.508,-0.68,,-0.254,-0.191,-0.367,-0.346
1993-05-30,-0.17,-0.328,-0.008,0.022,0.611,-0.662,,-0.17,-0.031,-0.417,-0.301
1993-05-31,-0.178,-0.325,-0.028,0.048,0.563,0.264,,-0.178,-0.044,-0.368,-0.333
1993-06-01,-0.212,-0.331,-0.09,0.022,0.398,1.364,,-0.212,-0.253,-0.267,-0.374
1993-06-02,-0.178,-0.296,-0.057,0.004,0.318,2.104,,-0.178,-0.263,-0.154,-0.422
1993-06-03,-0.157,-0.291,-0.02,-0.001,0.019,2.013,,-0.157,-0.118,-0.255,-0.372
1993-06-04,-0.148,-0.282,-0.01,-0.015,-0.041,1.899,,-0.148,-0.019,-0.438,-0.362
1993-06-05,-0.146,-0.261,-0.028,0.015,0.086,2.23,,-0.146,-0.028,-0.459,-0.393
1993-06-06,-0.126,-0.209,-0.04,-0.033,0.099,1.708,,-0.126,0.054,-0.45,-0.329
1993-06-07,-0.173,-0.193,-0.153,-0.079,0.067,0.951,,-0.173,0.078,-0.521,-0.306
1993-06-08,-0.202,-0.174,-0.229,-0.098,-0.101,0.702,,-0.202,-0.011,-0.477,-0.255
1993-06-09,-0.233,-0.205,-0.262,-0.126,-0.169,0.729,,-0.233,-0.177,-0.464,-0.195
1993-06-10,-0.243,-0.199,-0.287,-0.139,-0.093,1.104,,-0.243,-0.276,-0.448,-0.254
1993-06-11,-0.289,-0.274,-0.305,-0.163,-0.094,1.522,,-0.289,-0.275,-0.635,-0.389
1993-06-12,-0.303,-0.379,-0.225,-0.176,-0.195,1.945,,-0.303,-0.159,-0.86,-0.543
1993-06-13,-0.275,-0.406,-0.14,-0.189,-0.169,1.723,,-0.275,-0.108,-0.796,-0.61
1993-06-14,-0.269,-0.421,-0.113,-0.23,-0.237,1.043,,-0.269,0.005,-0.73,-0.662
1993-06-15,-0.253,-0.386,-0.115,-0.207,-0.214,0.648,,-0.253,0.001,-0.55,-0.652
1993-06-16,-0.215,-0.379,-0.047,-0.169,-0.045,1.183,,-0.215,-0.125,-0.458,-0.496
1993-06-17,-0.19,-0.354,-0.022,-0.113,-0.155,0.98,,-0.19,-0.245,-0.363,-0.311
1993-06-18,-0.218,-0.353,-0.08,-0.095,-0.198,0.002,,-0.218,-0.255,-0.393,-0.175
1993-06-19,-0.283,-0.341,-0.224,-0.091,-0.229,-1.126,,-0.283,-0.296,-0.429,-0.138
1993-06-20,-0.339,-0.372,-0.305,-0.035,-0.286,-2.167,,-0.339,-0.292,-0.376,-0.212
1993-06-21,-0.371,-0.386,-0.356,-0.068,-0.336,-2.377,,-0.371,-0.245,-0.439,-0.257
1993-06-22,-0.445,-0.496,-0.393,-0.097,-0.326,-2.627,,-0.445,-0.297,-0.591,-0.33
1993-06-23,-0.465,-0.519,-0.41,-0.12,0.106,-3.217,,-0.465,-0.314,-0.566,-0.387
1993-06-24,-0.478,-0.495,-0.461,-0.151,0.446,-3.496,,-0.478,-0.302,-0.591,-0.364
1993-06-25,-0.464,-0.474,-0.454,-0.144,0.649,-2.726,,-0.464,-0.251,-0.638,-0.4
1993-06-26,-0.436,-0.421,-0.451,-0.12,0.662,-2.634,,-0.436,-0.253,-0.559,-0.323
1993-06-27,-0.398,-0.395,-0.401,-0.123,0.198,-3.008,,-0.398,-0.251,-0.402,-0.232
1993-06-28,-0.387,-0.368,-0.408,-0.103,-0.28,-3.464,,-0.387,-0.256,-0.321,-0.249
1993-06-29,-0.341,-0.396,-0.284,-0.063,-0.295,-2.039,,-0.341,-0.219,-0.369,-0.306
1993-06-30,-0.248,-0.402,-0.089,-0.039,-0.008,-0.031,,-0.248,-0.191,-0.385,-0.316
1993-07-01,-0.132,-0.398,0.14,-0.031,0.402,1.874,,-0.132,-0.172,-0.412,-0.271
1993-07-02,-0.093,-0.34,0.162,-0.04,0.428,1.604,,-0.093,-0.114,-0.473,-0.098
1993-07-03,-0.144,-0.349,0.066,-0.063,0.178,1.826,,-0.144,-0.25,-0.448,-0.082
1993-07-04,-0.201,-0.389,-0.008,-0.079,-0.031,1.984,,-0.201,-0.343,-0.396,-0.183
1993-07-05,-0.224,-0.397,-0.046,-0.081,-0.394,2.036,,-0.224,-0.35,-0.428,-0.305
1993-07-06,-0.282,-0.456,-0.104,-0.151,-0.447,1.431,,-0.282,-0.304,-0.552,-0.38
1993-07-07,-0.369,-0.517,-0.217,-0.248,-0.138,0.453,,-0.369,-0.37,-0.638,-0.4
1993-07-08,-0.409,-0.509,-0.307,-0.273,-0.09,-0.408,,-0.409,-0.377,-0.548,-0.459
1993-07-09,-0.41,-0.463,-0.355,-0.242,-0.339,-0.924,,-0.41,-0.237,-0.438,-0.532
1993-07-10,-0.331,-0.435,-0.223,-0.172,-0.273,-0.451,,-0.331,-0.134,-0.481,-0.376
1993-07-11,-0.362,-0.498,-0.222,-0.185,-0.216,-0.201,,-0.362,-0.286,-0.511,-0.259
1993-07-12,-0.487,-0.575,-0.397,-0.178,-0.324,-1.406,,-0.487,-0.44,-0.529,-0.364
1993-07-13,-0.534,-0.576,-0.491,-0.179,-0.36,-1.995,,-0.534,-0.55,-0.489,-0.348
1993-07-14,-0.539,-0.579,-0.499,-0.222,-0.189,-2.061,,-0.539,-0.609,-0.522,-0.391
1993-07-15,-0.499,-0.602,-0.395,-0.276,0.026,-1.948,,-0.499,-0.589,-0.525,-0.409
1993-07-16,-0.485,-0.622,-0.345,-0.241,0.004,-2.031,,-0.485,-0.579,-0.346,-0.52
1993-07-17,-0.455,-0.62,-0.287,-0.194,-0.218,-2.343,,-0.455,-0.448,-0.335,-0.607
1993-07-18,-0.429,-0.588,-0.266,-0.15,-0.251,-2.637,,-0.429,-0.271,-0.384,-0.523
1993-07-19,-0.401,-0.512,-0.287,-0.152,-0.173,-2.359,,-0.401,-0.086,-0.453,-0.482
1993-07-20,-0.375,-0.489,-0.257,-0.158,-0.106,-2.035,,-0.375,-0.107,-0.415,-0.482
1993-07-21,-0.423,-0.489,-0.354,-0.2,-0.065,-2.799,,-0.423,-0.237,-0.311,-0.47
1993-07-22,-0.449,-0.475,-0.422,-0.187,-0.176,-3.22,,-0.449,-0.243,-0.321,-0.406
1993-07-23,-0.452,-0.504,-0.399,-0.196,-0.328,-2.737,,-0.452,-0.148,-0.487,-0.393
1993-07-24,-0.51,-0.567,-0.452,-0.226,-0.289,-2.844,,-0.51,-0.177,-0.739,-0.422
1993-07-25,-0.487,-0.505,-0.468,-0.237,-0.349,-2.295,,-0.487,-0.237,-0.794,-0.331
1993-07-26,-0.403,-0.474,-0.33,-0.204,-0.592,-1.417,,-0.403,-0.27,-0.628,-0.245
1993-07-27,-0.318,-0.467,-0.165,-0.147,-0.469,-0.374,,-0.318,-0.299,-0.469,-0.28
1993-07-28,-0.236,-0.395,-0.073,-0.06,-0.433,-0.028,,-0.236,-0.302,-0.258,-0.311
1993-07-29,-0.282,-0.412,-0.148,-0.052,-0.679,-0.355,,-0.282,-0.365,-0.193,-0.414
1993-07-30,-0.357,-0.419,-0.294,-0.11,-0.497,-0.854,,-0.357,-0.458,-0.172,-0.53
1993-07-31,-0.431,-0.492,-0.369,-0.241,-0.497,-1.002,,-0.431,-0.555,-0.322,-0.588
1993-08-01,-0.384,-0.491,-0.274,-0.228,-0.408,-0.048,,-0.384,-0.509,-0.314,-0.594
1993-08-02,-0.282,-0.485,-0.072,-0.17,-0.557,0.817,,-0.282,-0.353,-0.238,-0.744
1993-08-03,-0.3,-0.504,-0.092,-0.127,-0.605,0.263,,-0.3,-0.257,-0.339,-0.763
1993-08-04,-0.318,-0.571,-0.058,-0.128,-0.829,0.469,,-0.318,-0.208,-0.341,-0.821
1993-08-05,-0.235,-0.535,0.073,-0.128,-0.865,0.835,,-0.235,-0.189,-0.246,-0.656
1993-08-06,-0.216,-0.488,0.063,-0.164,-0.719,0.422,,-0.216,-0.234,-0.198,-0.48
1993-08-07,-0.263,-0.497,-0.023,-0.145,-0.681,-0.458,,-0.263,-0.279,-0.206,-0.391
1993-08-08,-0.308,-0.501,-0.111,-0.149,-0.677,-0.633,,-0.308,-0.32,-0.262,-0.349
1993-08-09,-0.316,-0.469,-0.158,-0.146,-0.57,0.09,,-0.316,-0.432,-0.254,-0.311
1993-08-10,-0.316,-0.432,-0.196,-0.147,-0.239,0.335,,-0.316,-0.496,-0.194,-0.365
1993-08-11,-0.375,-0.445,-0.303,-0.198,-0.257,-0.024,,-0.375,-0.542,-0.256,-0.408
1993-08-12,-0.346,-0.455,-0.235,-0.178,-0.487,-0.042,,-0.346,-0.51,-0.311,-0.335
1993-08-13,-0.298,-0.466,-0.125,-0.173,-0.736,0.371,,-0.298,-0.377,-0.373,-0.369
1993-08-14,-0.264,-0.428,-0.095,-0.239,-0.582,0.644,,-0.264,-0.225,-0.452,-0.347
1993-08-15,-0.242,-0.412,-0.067,-0.283,-0.516,0.24,,-0.242,-0.16,-0.445,-0.375
1993-08-16,-0.264,-0.419,-0.106,-0.281,-0.46,-0.552,,-0.264,-0.206,-0.486,-0.335
1993-08-17,-0.298,-0.397,-0.196,-0.255,-0.489,-1.421,,-0.298,-0.257,-0.468,-0.295
1993-08-18,-0.306,-0.363,-0.248,-0.29,-0.292,-2.139,,-0.306,-0.219,-0.446,-0.298
1993-08-19,-0.321,-0.348,-0.294,-0.275,-0.246,-2.639,,-0.321,-0.2,-0.234,-0.373
1993-08-20,-0.332,-0.353,-0.311,-0.218,-0.362,-2.917,,-0.332,-0.164,-0.216,-0.334
1993-08-21,-0.377,-0.396,-0.357,-0.151,-0.728,-2.395,,-0.377,-0.208,-0.334,-0.316
1993-08-22,-0.469,-0.456,-0.481,-0.22,-0.924,-2.137,,-0.469,-0.307,-0.585,-0.325
1993-08-23,-0.479,-0.495,-0.462,-0.271,-0.947,-2.11,,-0.479,-0.313,-0.721,-0.359
1993-08-24,-0.495,-0.53,-0.459,-0.339,-1.014,-2.422,,-0.495,-0.27,-0.71,-0.39
1993-08-25,-0.515,-0.597,-0.431,-0.351,-1.091,-2.206,,-0.515,-0.234,-0.748,-0.483
1993-08-26,-0.55,-0.685,-0.411,-0.373,-1.094,-2.292,,-0.55,-0.209,-0.793,-0.585
1993-08-27,-0.521,-0.663,-0.376,-0.298,-1.109,-2.288,,-0.521,-0.164,-0.765,-0.626
1993-08-28,-0.501,-0.69,-0.306,-0.286,-1.067,-2.116,,-0.501,-0.239,-0.699,-0.584
1993-08-29,-0.489,-0.724,-0.248,-0.281,-1.031,-0.678,,-0.489,-0.35,-0.711,-0.557
1993-08-30,-0.424,-0.725,-0.115,-0.257,-1.042,1.255,,-0.424,-0.408,-0.759,-0.504
1993-08-31,-0.468,-0.767,-0.162,-0.299,-0.919,1.224,,-0.468,-0.565,-0.821,-0.459
1993-09-01,-0.516,-0.753,-0.273,-0.363,-0.988,0.636,,-0.516,-0.611,-0.715,-0.573
1993-09-02,-0.527,-0.713,-0.335,-0.41,-0.998,-0.18,,-0.527,-0.445,-0.742,-0.705
1993-09-03,-0.547,-0.72,-0.37,-0.435,-0.667,-0.815,,-0.547,-0.326,-0.826,-0.676
1993-09-04,-0.522,-0.709,-0.329,-0.402,-0.573,0.129,,-0.522,-0.344,-0.735,-0.676
1993-09-05,-0.499,-0.712,-0.281,-0.358,-0.521,-0.124,,-0.499,-0.344,-0.678,-0.637
1993-09-06,-0.438,-0.726,-0.143,-0.298,-0.426,-0.714,,-0.438,-0.217,-0.508,-0.695
1993-09-07,-0.364,-0.689,-0.031,-0.266,-0.36,-0.496,,-0.364,-0.125,-0.48,-0.729
1993-09-08,-0.388,-0.645,-0.124,-0.29,-0.272,-0.855,,-0.388,-0.139,-0.624,-0.695
1993-09-09,-0.434,-0.614,-0.25,-0.266,-0.249,-1.75,,-0.434,-0.237,-0.558,-0.612
1993-09-10,-0.471,-0.635,-0.304,-0.227,-0.432,-2.811,,-0.471,-0.292,-0.449,-0.609
1993-09-11,-0.502,-0.664,-0.337,-0.182,-0.416,-3.188,,-0.502,-0.314,-0.431,-0.629
1993-09-12,-0.506,-0.65,-0.357,-0.169,-0.604,-2.92,,-0.506,-0.322,-0.463,-0.54
1993-09-13,-0.51,-0.658,-0.357,-0.199,-0.72,-2.468,,-0.51,-0.349,-0.457,-0.534
1993-09-14,-0.526,-0.704,-0.344,-0.251,-0.747,-2.574,,-0.526,-0.374,-0.506,-0.519
1993-09-15,-0.554,-0.754,-0.349,-0.278,-0.958,-3.257,,-0.554,-0.43,-0.518,-0.499
1993-09-16,-0.567,-0.767,-0.362,-0.233,-1.388,-3.694,,-0.567,-0.461,-0.501,-0.447
1993-09-17,-0.52,-0.711,-0.324,-0.157,-1.561,-3.402,,-0.52,-0.453,-0.448,-0.352
1993-09-18,-0.455,-0.675,-0.229,-0.117,-1.618,-2.43,,-0.455,-0.413,-0.409,-0.294
1993-09-19,-0.467,-0.651,-0.277,-0.109,-1.723,-2.351,,-0.467,-0.4,-0.355,-0.365
1993-09-20,-0.48,-0.618,-0.337,-0.128,-1.927,-2.51,,-0.48,-0.39,-0.395,-0.41
1993-09-21,-0.547,-0.618,-0.474,-0.146,-1.852,-2.704,,-0.547,-0.382,-0.61,-0.434
1993-09-22,-0.605,-0.666,-0.543,-0.165,-1.853,-1.957,,-0.605,-0.43,-0.727,-0.555
1993-09-23,-0.556,-0.656,-0.452,-0.12,-1.898,-1.116,,-0.556,-0.381,-0.704,-0.662
1993-09-24,-0.535,-0.666,-0.4,-0.12,-1.927,-0.878,,-0.535,-0.428,-0.649,-0.616
1993-09-25,-0.6,-0.699,-0.498,-0.217,-1.794,-1.508,,-0.6,-0.503,-0.789,-0.516
1993-09-26,-0.68,-0.794,-0.563,-0.248,-1.8,-2.179,,-0.68,-0.49,-0.817,-0.607
1993-09-27,-0.71,-0.869,-0.546,-0.281,-1.604,-1.954,,-0.71,-0.455,-0.816,-0.774
1993-09-28,-0.716,-0.945,-0.482,-0.304,-1.674,-0.997,,-0.716,-0.511,-0.838,-0.836
1993-09-29,-0.679,-0.942,-0.41,-0.318,-1.883,-1.163,,-0.679,-0.532,-0.911,-0.747
1993-09-30,-0.645,-0.924,-0.359,-0.323,-1.901,-1.171,,-0.645,-0.462,-0.895,-0.77
1993-10-01,-0.615,-0.874,-0.349,-0.27,-1.964,-0.931,,-0.615,-0.448,-0.772,-0.755
1993-10-02,-0.55,-0.755,-0.34,-0.242,-1.94,-0.689,,-0.55,-0.35,-0.856,-0.637
1993-10-03,-0.517,-0.687,-0.342,-0.194,-2.01,-0.817,,-0.517,-0.192,-0.809,-0.679
1993-10-04,-0.513,-0.642,-0.382,-0.118,-2.187,-1.326,,-0.513,-0.105,-0.646,-0.71
1993-10-05,-0.496,-0.54,-0.451,-0.14,-1.995,-1.455,,-0.496,-0.101,-0.568,-0.625
1993-10-06,-0.502,-0.542,-0.46,-0.106,-1.937,-1.33,,-0.502,-0.142,-0.609,-0.561
1993-10-07,-0.502,-0.622,-0.378,-0.121,-1.718,-1.305,,-0.502,-0.175,-0.599,-0.576
1993-10-08,-0.473,-0.665,-0.277,-0.168,-1.4,-0.669,,-0.473,-0.207,-0.505,-0.694
1993-10-09,-0.453,-0.714,-0.185,-0.205,-1.433,-0.021,,-0.453,-0.206,-0.338,-0.872
1993-10-10,-0.43,-0.713,-0.138,-0.215,-1.403,0.397,,-0.43,-0.111,-0.248,-1.04
1993-10-11,-0.395,-0.671,-0.111,-0.236,-1.588,-0.284,,-0.395,-0.061,-0.226,-0.995
1993-10-12,-0.4,-0.628,-0.165,-0.237,-1.966,-1.772,,-0.4,-0.014,-0.253,-0.918
1993-10-13,-0.411,-0.562,-0.256,-0.23,-2.286,-2.071,,-0.411,-0.051,-0.109,-0.925
1993-10-14,-0.397,-0.503,-0.288,-0.198,-2.138,-1.638,,-0.397,0.021,-0.125,-0.911
1993-10-15,-0.317,-0.416,-0.215,-0.172,-1.708,-0.722,,-0.317,0.117,-0.287,-0.72
1993-10-16,-0.266,-0.318,-0.213,-0.173,-1.758,-0.128,,-0.266,0.087,-0.333,-0.508
1993-10-17,-0.228,-0.261,-0.195,-0.146,-1.954,0.399,,-0.228,0.034,-0.292,-0.399
1993-10-18,-0.281,-0.328,-0.234,-0.141,-2.306,0.585,,-0.281,-0.096,-0.254,-0.487
1993-10-19,-0.373,-0.423,-0.322,-0.216,-2.753,0.325,,-0.373,-0.146,-0.535,-0.485
1993-10-20,-0.432,-0.529,-0.332,-0.189,-2.536,-0.185,,-0.432,-0.181,-0.598,-0.512
1993-10-21,-0.436,-0.596,-0.272,-0.107,-1.886,-0.116,,-0.436,-0.194,-0.475,-0.581
1993-10-22,-0.393,-0.609,-0.17,-0.055,-1.909,0.172,,-0.393,-0.203,-0.355,-0.56
1993-10-23,-0.36,-0.592,-0.122,0.013,-2.372,0.036,,-0.36,-0.136,-0.277,-0.6
1993-10-24,-0.369,-0.702,-0.026,0.017,-2.839,1.017,,-0.369,-0.105,-0.268,-0.801
1993-10-25,-0.372,-0.743,0.008,-0.033,-3.212,2.294,,-0.372,-0.179,-0.224,-0.889
1993-10-26,-0.377,-0.718,-0.028,-0.082,-3.414,2.028,,-0.377,-0.29,-0.224,-0.76
1993-10-27,-0.417,-0.77,-0.054,-0.108,-3.457,1.207,,-0.417,-0.325,-0.352,-0.63
1993-10-28,-0.428,-0.717,-0.131,-0.04,-3.38,0.136,,-0.428,-0.216,-0.329,-0.608
1993-10-29,-0.455,-0.765,-0.138,-0.007,-3.631,-0.54,,-0.455,-0.185,-0.379,-0.535
1993-10-30,-0.485,-0.832,-0.128,-0.028,-4.021,-0.821,,-0.485,-0.228,-0.356,-0.489
1993-10-31,-0.544,-0.882,-0.196,-0.112,-4.587,-1.263,,-0.544,-0.355,-0.323,-0.514
1993-11-01,-0.598,-0.94,-0.247,-0.096,-5.08,-1.629,,-0.598,-0.505,-0.412,-0.445
1993-11-02,-0.574,-0.863,-0.278,-0.104,-4.777,-1.817,,-0.574,-0.566,-0.336,-0.353
1993-11-03,-0.498,-0.728,-0.261,-0.111,-4.257,-2.2,,-0.498,-0.367,-0.245,-0.346
1993-11-04,-0.432,-0.596,-0.263,-0.051,-3.654,-2.332,,-0.432,-0.209,-0.158,-0.349
1993-11-05,-0.492,-0.67,-0.308,-0.046,-3.404,-2.218,,-0.492,-0.284,-0.276,-0.395
1993-11-06,-0.544,-0.756,-0.326,-0.026,-3.132,-1.939,,-0.544,-0.502,-0.369,-0.378
1993-11-07,-0.548,-0.83,-0.259,-0.025,-2.623,-1.536,,-0.548,-0.556,-0.512,-0.422
1993-11-08,-0.538,-0.896,-0.169,-0.029,-2.36,-1.14,,-0.538,-0.484,-0.64,-0.582
1993-11-09,-0.482,-0.87,-0.084,-0.018,-1.633,-0.529,,-0.482,-0.322,-0.697,-0.7
1993-11-10,-0.443,-0.85,-0.025,-0.037,-1.803,-0.074,,-0.443,-0.252,-0.842,-0.597
1993-11-11,-0.405,-0.822,0.024,-0.017,-1.988,0.414,,-0.405,-0.17,-0.955,-0.571
1993-11-12,-0.419,-0.775,-0.053,-0.028,-1.72,0.8,,-0.419,-0.065,-1.06,-0.698
1993-11-13,-0.449,-0.84,-0.048,-0.072,-1.696,1.271,,-0.449,0.001,-1.216,-0.747
1993-11-14,-0.508,-0.942,-0.062,-0.118,-2.157,1.357,,-0.508,-0.092,-1.317,-0.693
1993-11-15,-0.601,-1.096,-0.092,-0.147,-3.09,0.92,,-0.601,-0.21,-1.355,-0.768
1993-11-16,-0.684,-1.239,-0.115,-0.158,-2.992,0.574,,-0.684,-0.288,-1.353,-0.921
1993-11-17,-0.767,-1.39,-0.127,-0.126,-1.989,0.393,,-0.767,-0.385,-1.352,-1.073
1993-11-18,-0.766,-1.396,-0.119,-0.109,-1.535,0.492,,-0.766,-0.379,-1.238,-1.219
1993-11-19,-0.761,-1.41,-0.095,-0.089,-1.299,0.61,,-0.761,-0.427,-1.123,-1.198
1993-11-20,-0.745,-1.428,-0.043,-0.075,-0.922,0.637,,-0.745,-0.444,-1.09,-1.069
1993-11-21,-0.727,-1.387,-0.05,-0.104,-0.264,0.414,,-0.727,-0.464,-1.107,-0.988
1993-11-22,-0.7,-1.257,-0.128,-0.116,0.124,0.206,,-0.7,-0.495,-1.032,-0.969
1993-11-23,-0.621,-1.068,-0.163,-0.11,0.295,0.191,,-0.621,-0.471,-0.972,-0.805
1993-11-24,-0.561,-0.966,-0.146,-0.112,0.214,-0.166,,-0.561,-0.49,-0.932,-0.623
1993-11-25,-0.507,-0.898,-0.106,-0.077,-0.138,-0.364,,-0.507,-0.572,-0.806,-0.398
1993-11-26,-0.439,-0.803,-0.065,-0.029,-0.411,-0.389,,-0.439,-0.565,-0.692,-0.233
1993-11-27,-0.396,-0.663,-0.123,-0.039,-0.523,-0.76,,-0.396,-0.508,-0.683,-0.166
1993-11-28,-0.391,-0.619,-0.157,-0.039,-0.614,-1.165,,-0.391,-0.402,-0.734,-0.249
1993-11-29,-0.392,-0.646,-0.132,-0.025,-0.678,-1.361,,-0.392,-0.312,-0.728,-0.299
1993-11-30,-0.382,-0.641,-0.117,0.001,-0.848,-1.451,,-0.382,-0.229,-0.745,-0.223
1993-12-01,-0.38,-0.558,-0.198,0.007,-0.62,-1.714,,-0.38,-0.192,-0.813,-0.155
1993-12-02,-0.329,-0.45,-0.204,0.07,-1.261,-2.015,,-0.329,-0.034,-0.805,-0.102
1993-12-03,-0.283,-0.387,-0.175,0.1,-1.532,-2.333,,-0.283,0.112,-0.705,-0.148
1993-12-04,-0.311,-0.384,-0.237,0.069,-2.057,-2.442,,-0.311,0.168,-0.654,-0.289
1993-12-05,-0.385,-0.478,-0.289,0.046,-2.82,-2.326,,-0.385,0.045,-0.57,-0.406
1993-12-06,-0.408,-0.507,-0.306,0.006,-3.38,-1.921,,-0.408,-0.046,-0.344,-0.558
1993-12-07,-0.386,-0.542,-0.225,-0.022,-3.623,-1.543,,-0.386,-0.001,-0.185,-0.697
1993-12-08,-0.31,-0.458,-0.157,-0.048,-3.561,-1.193,,-0.31,0.072,-0.064,-0.689
1993-12-09,-0.246,-0.381,-0.107,-0.004,-3.282,-0.897,,-0.246,0.153,0.016,-0.703
1993-12-10,-0.295,-0.436,-0.15,0.0,-3.39,-0.804,,-0.295,0.103,-0.018,-0.829
1993-12-11,-0.347,-0.479,-0.212,-0.061,-3.085,-1.009,,-0.347,0.15,-0.157,-0.934
1993-12-12,-0.362,-0.531,-0.189,-0.1,-2.796,-0.954,,-0.362,0.154,-0.219,-0.942
1993-12-13,-0.421,-0.643,-0.193,-0.091,-3.395,-0.786,,-0.421,0.074,-0.245,-1.031
1993-12-14,-0.512,-0.775,-0.243,-0.154,-4.163,-0.778,,-0.512,0.048,-0.235,-1.276
1993-12-15,-0.453,-0.657,-0.243,-0.145,-4.192,-0.85,,-0.453,0.125,-0.168,-1.165
1993-12-16,-0.381,-0.544,-0.214,-0.135,-4.615,-0.653,,-0.381,0.134,-0.012,-1.018
1993-12-17,-0.39,-0.602,-0.173,-0.136,-5.299,-0.497,,-0.39,0.004,0.263,-1.064
1993-12-18,-0.384,-0.591,-0.171,-0.11,-5.904,-0.683,,-0.384,-0.139,0.495,-0.996
1993-12-19,-0.317,-0.437,-0.194,-0.113,-5.117,-0.587,,-0.317,-0.177,0.603,-0.834
1993-12-20,-0.298,-0.341,-0.253,-0.104,-4.768,-0.54,,-0.298,-0.149,0.525,-0.769
1993-12-21,-0.358,-0.419,-0.295,-0.116,-4.841,-0.673,,-0.358,-0.273,0.416,-0.746
1993-12-22,-0.41,-0.493,-0.324,-0.126,-4.676,-0.792,,-0.41,-0.434,0.22,-0.577
1993-12-23,-0.283,-0.316,-0.248,-0.144,-4.336,-0.48,,-0.283,-0.474,0.034,-0.041
1993-12-24,-0.243,-0.285,-0.199,-0.174,-3.669,-0.312,,-0.243,-0.489,-0.09,0.137
