date,nao,pna,epo,wpo,ao
1979-01-01,-1.361,0.675,1.329,0.809,-0.771
1979-01-02,-1.295,0.882,2.327,0.366,-0.995
1979-01-03,-1.488,1.031,3.326,-0.238,-1.473
1979-01-04,-1.084,0.977,3.69,-0.788,-1.3
1979-01-05,-0.19,0.515,3.777,-0.945,-0.552
1979-01-06,0.351,0.083,3.462,-0.974,-0.032
1979-01-07,0.4,0.039,2.752,-1.056,0.028
1979-01-08,0.178,0.448,2.472,-1.067,-0.193
1979-01-09,-0.142,1.079,2.417,-0.699,-0.606
1979-01-10,-0.479,1.405,1.885,-0.311,-1.006
1979-01-11,-0.589,1.021,1.586,-0.331,-1.152
1979-01-12,-0.397,0.273,1.162,0.118,-0.841
1979-01-13,-0.322,-0.3,0.765,0.47,-0.566
1979-01-14,-0.544,-0.62,0.545,0.77,-0.634
1979-01-15,-0.611,-0.376,0.402,1.036,-0.575
1979-01-16,-0.395,-0.269,0.353,1.374,-0.288
1979-01-17,-0.721,-0.224,0.36,1.51,-0.594
1979-01-18,-1.443,-0.041,0.397,1.374,-1.21
1979-01-19,-2.076,-0.193,0.38,0.988,-1.656
1979-01-20,-2.399,-0.307,0.503,1.004,-1.935
1979-01-21,-2.636,-0.291,0.648,1.528,-2.113
1979-01-22,-2.723,-0.4,0.563,1.687,-2.096
1979-01-23,-2.697,-0.518,0.397,1.664,-1.963
1979-01-24,-3.003,-0.478,0.449,1.432,-2.293
1979-01-25,-3.335,-0.31,0.405,1.051,-2.682
1979-01-26,-3.079,-0.252,0.065,0.324,-2.538
1979-01-27,-2.515,-0.475,-0.151,-0.232,-2.067
1979-01-28,-2.024,-0.812,-0.571,-0.749,-1.494
1979-01-29,-1.717,-1.094,-0.661,-1.002,-1.058
1979-01-30,-1.574,-1.494,-0.223,-0.941,-0.834
1979-01-31,-1.372,-1.677,0.46,-1.098,-0.676
1979-02-01,-1.344,-1.517,0.898,-1.134,-0.735
1979-02-02,-1.269,-1.568,0.836,-1.072,-0.684
1979-02-03,-1.034,-1.646,0.773,-0.785,-0.43
1979-02-04,-0.839,-1.583,0.68,-0.653,-0.237
1979-02-05,-0.782,-1.565,0.656,-0.978,-0.11
1979-02-06,-0.936,-1.469,0.53,-1.211,-0.146
1979-02-07,-1.041,-1.422,0.369,-1.31,-0.204
1979-02-08,-1.041,-1.273,0.882,-1.326,-0.334
1979-02-09,-0.896,-1.214,1.187,-1.318,-0.307
1979-02-10,-1.02,-1.066,1.354,-1.536,-0.526
1979-02-11,-0.988,-0.977,1.504,-1.424,-0.532
1979-02-12,-0.999,-1.0,1.376,-1.111,-0.475
1979-02-13,-1.062,-1.019,1.155,-0.932,-0.478
1979-02-14,-1.101,-0.89,1.167,-1.093,-0.461
1979-02-15,-0.555,-0.728,1.112,-1.023,0.046
1979-02-16,0.022,-0.613,0.886,-0.538,0.508
1979-02-17,0.102,-0.492,0.89,0.049,0.413
1979-02-18,0.106,-0.544,0.564,0.319,0.372
1979-02-19,0.464,-0.675,0.451,0.363,0.659
1979-02-20,0.573,-0.87,0.518,0.225,0.744
1979-02-21,0.341,-1.059,0.522,-0.213,0.562
1979-02-22,-0.109,-0.845,0.534,-0.339,0.108
1979-02-23,-0.492,-0.426,0.328,-0.285,-0.276
1979-02-24,-0.347,-0.28,0.353,-0.409,-0.135
1979-02-25,0.333,0.078,-0.138,-0.547,0.478
1979-02-26,1.022,0.148,-0.935,-0.78,1.127
1979-02-27,1.249,-0.287,-1.597,-1.315,1.386
1979-02-28,1.131,-0.291,-1.535,-1.515,1.185
1979-03-01,1.324,-0.068,-1.522,-1.094,1.165
1979-03-02,1.627,0.267,-2.05,-0.477,1.328
1979-03-03,1.457,0.799,-2.166,-0.183,1.059
1979-03-04,1.243,1.312,-1.638,0.046,0.773
1979-03-05,1.15,1.512,-1.121,0.357,0.698
1979-03-06,0.988,1.561,-0.552,0.464,0.532
1979-03-07,0.874,1.352,-0.313,0.247,0.415
1979-03-08,0.857,1.293,-0.015,0.058,0.24
1979-03-09,0.553,1.168,0.239,0.059,-0.196
1979-03-10,0.497,0.823,0.653,-0.144,-0.297
1979-03-11,0.244,0.779,1.019,-0.495,-0.587
1979-03-12,-0.383,0.899,1.551,-0.643,-1.185
1979-03-13,-0.756,0.917,1.969,-0.514,-1.515
1979-03-14,-0.86,0.878,1.659,-0.403,-1.515
1979-03-15,-1.42,0.78,1.115,-0.546,-1.916
1979-03-16,-2.197,0.693,0.548,-0.316,-2.457
1979-03-17,-2.766,0.629,-0.226,-0.315,-2.811
1979-03-18,-3.2,0.88,-0.659,-0.308,-3.041
1979-03-19,-2.696,1.167,-1.133,0.077,-2.509
1979-03-20,-1.997,0.942,-1.192,0.067,-1.783
1979-03-21,-1.348,0.712,-0.963,-0.048,-1.185
1979-03-22,-0.762,0.36,-0.564,0.042,-0.641
1979-03-23,-0.32,0.095,0.057,0.038,-0.298
1979-03-24,-0.16,-0.034,0.622,-0.391,-0.27
1979-03-25,-0.058,-0.163,1.043,-1.083,-0.383
1979-03-26,-0.067,-0.551,1.253,-1.205,-0.441
1979-03-27,-0.425,-0.681,1.009,-1.197,-0.78
1979-03-28,-0.424,-0.431,0.522,-0.999,-0.913
1979-03-29,-0.312,-0.295,-0.068,-0.841,-0.798
1979-03-30,-0.262,-0.209,-0.566,-0.945,-0.73
1979-03-31,-0.269,-0.14,-0.608,-1.282,-0.799
1979-04-01,-0.481,-0.173,-0.311,-1.181,-1.01
1979-04-02,-0.855,-0.396,-0.19,-0.77,-1.225
1979-04-03,-1.165,-0.533,0.139,-0.484,-1.361
1979-04-04,-1.035,-0.688,0.415,0.021,-1.151
1979-04-05,-0.95,-0.185,0.384,0.518,-1.046
1979-04-06,-1.099,0.58,0.381,0.782,-1.189
1979-04-07,-1.371,0.735,0.187,0.644,-1.376
1979-04-08,-1.795,0.356,-0.057,-0.003,-1.626
1979-04-09,-2.071,-0.125,0.032,-0.633,-1.84
1979-04-10,-2.085,-0.464,0.191,-0.709,-1.854
1979-04-11,-2.124,-0.566,-0.035,-0.373,-1.807
1979-04-12,-2.174,-0.739,-0.391,-0.461,-1.719
1979-04-13,-2.043,-0.938,-0.659,-0.979,-1.47
1979-04-14,-1.765,-0.854,-0.589,-1.231,-1.238
1979-04-15,-1.405,-0.458,-0.424,-0.684,-1.007
1979-04-16,-0.962,-0.271,-0.49,0.147,-0.656
1979-04-17,-0.634,-0.215,-0.414,0.693,-0.384
1979-04-18,-0.326,-0.315,-0.3,1.149,-0.099
1979-04-19,-0.226,-0.538,-0.122,1.248,0.063
1979-04-20,-0.145,-0.541,0.396,0.94,0.109
1979-04-21,0.227,-0.531,0.721,0.455,0.338
1979-04-22,0.853,-0.863,0.574,0.486,0.961
1979-04-23,0.901,-0.975,0.303,0.982,1.152
1979-04-24,0.666,-0.945,0.472,1.346,1.058
1979-04-25,0.454,-0.809,0.828,1.152,0.845
1979-04-26,0.207,-0.684,1.121,1.111,0.578
1979-04-27,0.034,-0.282,0.939,0.991,0.359
1979-04-28,-0.395,0.318,0.887,0.802,-0.084
1979-04-29,-0.872,0.554,1.163,0.812,-0.647
1979-04-30,-1.295,0.718,1.623,0.507,-1.153
1979-05-01,-1.596,0.887,2.09,0.175,-1.596
1979-05-02,-1.663,1.198,1.875,0.288,-1.812
1979-05-03,-1.414,1.703,1.496,0.189,-1.737
1979-05-04,-1.151,1.687,1.481,0.08,-1.54
1979-05-05,-1.227,1.242,1.274,-0.144,-1.499
1979-05-06,-1.391,0.653,0.906,-0.238,-1.412
1979-05-07,-1.522,0.148,0.58,-0.08,-1.439
1979-05-08,-1.377,-0.149,-0.123,0.114,-1.284
1979-05-09,-0.889,0.307,-0.814,0.1,-0.855
1979-05-10,-0.558,0.745,-0.824,-0.08,-0.66
1979-05-11,-0.679,1.061,-1.144,-0.07,-0.802
1979-05-12,-0.229,0.866,-1.735,-0.216,-0.338
1979-05-13,0.673,0.459,-2.219,-0.302,0.664
1979-05-14,1.195,0.17,-2.26,0.067,1.318
1979-05-15,1.081,0.33,-2.204,0.505,1.215
1979-05-16,0.618,0.429,-1.817,0.657,0.772
1979-05-17,0.363,-0.051,-1.319,0.234,0.526
1979-05-18,0.994,-0.733,-1.11,0.279,1.141
1979-05-19,1.105,-0.577,-1.281,1.486,1.328
1979-05-20,0.488,0.175,-1.007,1.621,0.664
1979-05-21,0.212,0.96,-0.301,0.974,0.147
1979-05-22,0.149,1.458,0.289,0.439,-0.121
1979-05-23,0.459,1.428,0.385,-0.009,0.238
1979-05-24,0.868,1.075,0.201,0.036,0.779
1979-05-25,0.852,0.876,0.221,0.185,0.682
1979-05-26,0.551,0.552,0.179,-0.136,0.377
1979-05-27,-0.083,0.297,-0.128,-0.672,-0.154
1979-05-28,-0.207,0.533,-0.594,-0.973,-0.318
1979-05-29,0.308,0.775,-1.404,-1.113,0.115
1979-05-30,0.581,0.463,-1.493,-1.26,0.492
1979-05-31,0.183,0.338,-1.179,-0.983,0.31
1979-06-01,0.182,0.132,-1.359,-0.077,0.437
1979-06-02,0.631,0.145,-1.556,0.743,0.904
1979-06-03,0.876,0.532,-0.96,1.151,1.135
1979-06-04,0.765,0.735,-0.031,1.459,0.97
1979-06-05,0.645,0.296,-0.064,0.925,0.86
1979-06-06,0.296,-0.319,0.086,0.169,0.592
1979-06-07,-0.029,-0.617,0.25,-0.058,0.338
1979-06-08,-0.008,-0.985,-0.068,-0.426,0.467
1979-06-09,0.47,-1.343,-0.331,-0.518,1.006
1979-06-10,1.142,-1.367,-0.22,-0.623,1.675
1979-06-11,1.405,-1.361,0.026,-1.191,1.857
1979-06-12,1.464,-1.657,-0.293,-1.603,1.922
1979-06-13,1.369,-1.991,-0.599,-1.416,1.853
1979-06-14,1.6,-1.993,-0.449,-0.842,1.884
1979-06-15,2.076,-2.013,-0.626,0.12,2.356
1979-06-16,2.132,-1.959,-0.735,1.065,2.482
1979-06-17,1.92,-1.678,-0.653,1.703,2.215
1979-06-18,1.6,-1.671,-0.302,1.524,1.812
1979-06-19,1.244,-2.119,0.231,0.65,1.43
1979-06-20,1.173,-2.304,0.453,0.171,1.258
1979-06-21,1.135,-1.812,0.531,0.363,1.06
1979-06-22,0.675,-1.059,0.735,0.386,0.499
1979-06-23,0.686,-0.897,1.019,0.039,0.402
1979-06-24,0.895,-0.873,0.956,0.019,0.589
1979-06-25,1.027,-0.583,0.377,-0.192,0.755
1979-06-26,1.412,-0.201,-0.095,-0.886,1.049
1979-06-27,1.878,-0.153,-0.443,-1.103,1.458
1979-06-28,1.555,-0.112,-0.843,-0.378,1.294
1979-06-29,0.806,0.294,-0.987,0.331,0.709
1979-06-30,0.342,0.525,-1.255,0.445,0.298
1979-07-01,0.018,0.139,-1.15,0.097,-0.012
1979-07-02,-0.105,0.078,-0.413,0.388,-0.248
1979-07-03,0.052,0.486,0.479,0.652,-0.268
1979-07-04,0.163,0.511,1.263,1.104,-0.231
1979-07-05,0.569,-0.692,1.519,1.689,0.405
1979-07-06,1.181,-2.189,1.172,0.918,1.252
1979-07-07,1.602,-2.639,1.048,-0.238,1.552
1979-07-08,1.511,-1.907,0.663,-0.371,1.269
1979-07-09,0.992,-0.91,0.306,0.093,0.694
1979-07-10,0.598,-0.157,0.526,0.114,0.201
1979-07-11,0.482,-0.069,0.733,0.004,-0.01
1979-07-12,0.395,-0.158,0.461,0.068,-0.173
1979-07-13,0.31,0.113,0.306,-0.02,-0.356
1979-07-14,0.215,0.552,0.434,-0.099,-0.484
1979-07-15,0.36,0.702,0.632,0.148,-0.253
1979-07-16,0.298,0.511,1.157,0.196,-0.234
1979-07-17,0.401,0.324,1.682,-0.054,-0.164
1979-07-18,0.43,-0.171,1.903,0.117,0.041
1979-07-19,0.289,-0.601,1.821,0.724,0.098
1979-07-20,-0.012,-0.436,1.042,1.221,-0.108
1979-07-21,-0.307,0.195,0.377,1.404,-0.343
1979-07-22,-0.381,0.745,0.07,1.656,-0.348
1979-07-23,-0.734,1.06,0.045,1.721,-0.637
1979-07-24,-1.341,1.04,0.403,1.333,-1.158
1979-07-25,-1.319,0.544,0.584,0.808,-1.016
1979-07-26,-0.623,-0.053,0.777,0.914,-0.316
1979-07-27,-0.026,-0.465,1.234,1.144,0.21
1979-07-28,0.272,-0.548,1.715,0.948,0.358
1979-07-29,0.148,-0.33,1.707,0.475,0.108
1979-07-30,-0.171,0.07,1.445,0.202,-0.281
1979-07-31,-0.366,0.489,1.038,0.512,-0.51
1979-08-01,-0.099,0.582,0.762,0.683,-0.165
1979-08-02,0.324,0.331,0.549,0.579,0.396
1979-08-03,0.472,-0.031,0.414,0.491,0.652
1979-08-04,0.704,-0.291,0.538,0.143,0.834
1979-08-05,0.966,-0.556,0.802,-0.208,1.021
1979-08-06,1.228,-0.76,0.998,-0.246,1.183
1979-08-07,1.204,-0.364,1.324,-0.19,0.929
1979-08-08,1.02,0.54,1.458,0.111,0.559
1979-08-09,0.699,1.338,1.37,0.283,0.119
1979-08-10,0.514,1.421,1.481,0.3,-0.05
1979-08-11,0.593,0.94,1.759,0.393,0.023
1979-08-12,0.808,0.761,1.615,0.666,0.153
1979-08-13,0.797,0.924,1.489,1.106,0.034
1979-08-14,0.498,1.217,1.629,1.509,-0.327
1979-08-15,0.656,1.205,1.726,1.833,-0.276
1979-08-16,0.792,1.371,1.494,2.012,-0.287
1979-08-17,0.535,1.734,1.595,1.831,-0.576
1979-08-18,-0.089,1.802,1.928,1.546,-1.059
1979-08-19,-0.854,1.66,2.211,1.437,-1.633
1979-08-20,-1.176,0.827,2.18,1.311,-1.675
1979-08-21,-1.37,0.651,2.058,0.808,-1.674
1979-08-22,-1.417,1.386,1.876,0.225,-1.839
1979-08-23,-1.035,1.539,1.706,0.077,-1.587
1979-08-24,-0.911,1.125,1.662,0.114,-1.521
1979-08-25,-1.411,0.385,2.156,-0.067,-1.891
1979-08-26,-1.488,-0.336,2.351,-0.782,-1.773
1979-08-27,-1.147,-0.502,1.915,-1.365,-1.436
1979-08-28,-0.851,-0.22,1.389,-1.41,-1.239
1979-08-29,-0.641,-0.439,0.956,-0.772,-0.856
1979-08-30,-0.645,-0.754,0.703,0.087,-0.564
1979-08-31,-0.958,-0.431,0.846,0.431,-0.869
1979-09-01,-1.435,0.179,0.964,0.205,-1.509
1979-09-02,-1.602,0.475,0.976,0.005,-1.712
1979-09-03,-1.472,0.276,0.753,-0.271,-1.507
1979-09-04,-1.148,0.239,0.888,-0.944,-1.375
1979-09-05,-0.779,0.197,1.579,-1.365,-1.239
1979-09-06,-0.226,0.192,2.171,-1.355,-0.75
1979-09-07,0.283,0.074,2.157,-1.263,-0.134
1979-09-08,0.574,0.582,1.566,-0.775,0.315
1979-09-09,0.957,1.196,0.805,-0.421,0.711
1979-09-10,1.043,1.557,0.182,-0.57,0.692
1979-09-11,0.697,1.986,-0.234,-0.932,0.24
1979-09-12,0.392,1.921,-0.322,-1.095,-0.233
1979-09-13,0.228,1.456,-0.269,-0.961,-0.514
1979-09-14,0.195,1.163,0.328,-0.751,-0.594
1979-09-15,0.543,1.15,0.961,-0.297,-0.332
1979-09-16,1.023,0.693,0.86,0.101,0.185
1979-09-17,1.33,0.112,0.454,0.543,0.658
1979-09-18,1.246,-0.018,0.197,0.9,0.831
1979-09-19,0.718,0.283,0.431,0.716,0.364
1979-09-20,0.245,0.882,0.615,0.831,-0.263
1979-09-21,0.721,1.067,0.45,1.127,0.117
1979-09-22,1.174,1.173,0.118,1.361,0.55
1979-09-23,1.249,0.951,0.211,1.787,0.705
1979-09-24,1.526,0.52,0.263,2.466,1.072
1979-09-25,1.517,0.525,0.061,2.609,1.1
1979-09-26,1.394,0.46,0.007,2.274,0.988
1979-09-27,1.008,0.396,-0.088,2.069,0.795
1979-09-28,0.539,0.911,-0.046,2.145,0.466
1979-09-29,0.115,1.958,0.167,1.818,-0.108
1979-09-30,-0.1,2.418,0.302,1.446,-0.462
1979-10-01,-0.177,2.14,0.478,1.063,-0.521
1979-10-02,-0.178,2.153,1.27,0.947,-0.629
1979-10-03,-0.297,2.179,1.024,1.519,-0.692
1979-10-04,-0.399,1.658,0.927,0.936,-0.612
1979-10-05,-0.545,0.885,1.862,0.556,-0.642
1979-10-06,-0.89,1.0,1.818,0.394,-0.968
1979-10-07,-1.072,1.754,1.989,-0.218,-1.349
1979-10-08,-1.175,2.385,1.865,0.36,-1.616
1979-10-09,-1.214,2.445,1.254,1.437,-1.595
1979-10-10,-1.196,2.001,1.496,1.063,-1.455
1979-10-11,-1.379,1.481,1.903,0.629,-1.573
1979-10-12,-1.575,0.876,1.841,0.301,-1.62
1979-10-13,-1.029,0.77,1.447,0.13,-1.054
1979-10-14,-0.756,1.597,1.165,0.069,-0.976
1979-10-15,-0.663,2.129,0.861,-0.179,-0.951
1979-10-16,0.349,1.797,-0.127,-0.285,0.107
1979-10-17,1.064,0.696,-0.474,-0.143,1.043
1979-10-18,1.271,-0.537,-0.261,-0.037,1.504
1979-10-19,1.253,-1.334,-0.503,-0.218,1.706
1979-10-20,0.844,-1.442,-0.574,0.18,1.384
1979-10-21,0.637,-0.976,-0.006,0.45,0.933
1979-10-22,0.82,-0.516,0.498,0.399,0.783
1979-10-23,1.005,-0.172,0.75,0.734,0.706
1979-10-24,0.413,0.353,1.067,1.034,0.031
1979-10-25,-0.026,0.75,1.632,1.014,-0.512
1979-10-26,0.169,0.592,1.507,1.087,-0.366
1979-10-27,0.463,0.305,0.752,1.183,-0.0
1979-10-28,0.439,0.223,0.446,1.142,0.05
1979-10-29,0.295,0.282,0.341,1.384,-0.027
1979-10-30,0.26,0.003,0.347,1.518,0.044
1979-10-31,0.01,-0.272,0.881,1.653,-0.148
1979-11-01,-0.346,-0.254,1.363,1.731,-0.491
1979-11-02,-0.286,-0.152,1.462,1.481,-0.457
1979-11-03,0.675,0.171,0.917,1.235,0.318
1979-11-04,1.103,0.111,0.481,0.704,0.802
1979-11-05,0.669,-0.005,1.309,0.342,0.414
1979-11-06,0.42,-0.209,2.037,0.491,0.101
1979-11-07,0.512,-0.078,1.68,0.601,0.198
1979-11-08,0.324,0.164,1.333,0.336,0.042
1979-11-09,0.157,0.015,1.044,0.098,-0.078
1979-11-10,0.258,-0.007,0.571,-0.264,-0.009
1979-11-11,0.624,0.001,0.299,-0.778,0.347
1979-11-12,1.025,-0.02,0.614,-1.202,0.675
1979-11-13,0.873,-0.297,1.701,-0.809,0.433
1979-11-14,0.537,-0.496,2.034,0.162,0.149
1979-11-15,0.29,-0.07,1.484,1.154,0.062
1979-11-16,0.599,0.067,0.684,1.446,0.481
1979-11-17,0.893,-0.456,-0.003,1.483,0.849
1979-11-18,0.304,-0.484,-0.084,1.338,0.329
1979-11-19,0.076,-0.013,-0.139,1.392,0.085
1979-11-20,0.024,0.591,-0.462,1.677,0.045
1979-11-21,0.004,0.899,-0.273,1.216,0.064
1979-11-22,-0.048,0.576,0.004,0.82,0.089
1979-11-23,-0.254,-0.239,0.468,0.192,0.167
1979-11-24,-0.344,-1.2,0.714,0.564,0.463
1979-11-25,0.05,-1.641,0.261,1.468,0.875
1979-11-26,0.243,-1.008,-0.076,1.511,0.846
1979-11-27,-0.244,0.295,0.791,0.835,0.089
1979-11-28,0.112,1.294,1.257,0.297,0.151
1979-11-29,0.503,1.153,1.469,-0.191,0.581
1979-11-30,1.141,0.16,1.503,0.045,1.372
1979-12-01,2.071,-0.784,0.366,1.223,2.395
1979-12-02,2.494,-1.493,-0.519,1.147,2.832
1979-12-03,2.461,-1.735,-0.637,0.941,2.863
1979-12-04,2.392,-1.9,-1.024,0.923,2.942
1979-12-05,2.084,-1.984,-1.074,0.193,2.75
1979-12-06,1.481,-1.578,-0.875,-0.467,2.154
1979-12-07,1.233,-1.133,-0.453,-0.743,1.697
1979-12-08,1.437,-1.044,-0.202,-0.971,1.76
1979-12-09,1.487,-1.257,-0.212,-1.298,1.828
1979-12-10,1.385,-1.358,-0.873,-1.686,1.832
1979-12-11,0.972,-0.991,-1.202,-1.927,1.376
1979-12-12,0.666,-0.367,-0.971,-2.038,0.869
1979-12-13,0.786,0.309,-0.577,-2.261,0.754
1979-12-14,0.909,0.397,0.12,-2.413,0.676
1979-12-15,0.634,0.544,0.876,-2.378,0.196
1979-12-16,0.569,1.044,1.136,-2.134,-0.153
1979-12-17,0.52,1.188,0.893,-1.607,-0.227
1979-12-18,-0.059,0.936,0.663,-1.008,-0.467
1979-12-19,-0.258,0.635,0.628,-0.644,-0.424
1979-12-20,0.311,-0.036,0.082,-0.307,0.236
1979-12-21,0.664,-0.802,-0.634,0.163,0.741
1979-12-22,0.351,-1.151,-0.62,0.461,0.601
1979-12-23,-0.094,-1.364,0.02,0.836,0.198
1979-12-24,-0.243,-1.29,0.055,1.616,0.104
1979-12-25,-0.261,-0.738,-0.195,1.977,0.046
1979-12-26,-0.179,-0.385,0.08,1.728,-0.018
1979-12-27,-0.164,-0.117,0.477,1.572,-0.07
1979-12-28,-0.62,0.135,1.064,1.083,-0.47
1979-12-29,-1.242,-0.085,1.4,0.689,-0.925
1979-12-30,-1.715,-0.103,1.624,0.161,-1.39
1979-12-31,-1.591,0.067,1.535,-0.147,-1.443
1980-01-01,-1.229,0.253,1.026,-0.476,-1.213
1980-01-02,-0.771,0.149,0.542,-0.826,-0.775
1980-01-03,-0.483,-0.396,0.539,-1.008,-0.42
1980-01-04,-0.604,-0.429,0.889,-0.902,-0.558
1980-01-05,-0.668,-0.758,1.313,-0.933,-0.593
1980-01-06,-0.68,-1.282,1.836,-1.625,-0.578
1980-01-07,-0.455,-1.692,2.057,-2.526,-0.292
1980-01-08,-0.099,-1.504,1.384,-3.198,0.066
1980-01-09,0.197,-1.134,0.595,-3.607,0.054
1980-01-10,0.225,-0.928,0.008,-3.665,-0.137
1980-01-11,-0.008,-0.554,-0.522,-3.104,-0.44
1980-01-12,-0.136,-0.149,-0.843,-2.155,-0.533
1980-01-13,-0.516,0.046,-1.077,-1.283,-0.722
1980-01-14,-1.194,0.277,-0.96,-0.75,-1.233
1980-01-15,-1.17,0.456,-1.323,-0.204,-1.114
1980-01-16,-0.727,0.493,-1.76,0.045,-0.557
1980-01-17,-0.366,0.633,-1.851,0.182,-0.115
1980-01-18,-0.479,1.025,-1.054,0.642,-0.33
1980-01-19,-0.627,1.268,-0.138,1.057,-0.656
1980-01-20,-0.783,1.22,0.555,0.915,-0.887
1980-01-21,-1.451,1.031,1.618,0.552,-1.534
1980-01-22,-2.122,0.668,1.84,0.43,-2.081
1980-01-23,-2.462,0.026,1.387,0.028,-2.21
1980-01-24,-2.594,-0.001,1.522,-0.507,-2.257
1980-01-25,-2.521,0.087,1.903,-0.718,-2.098
1980-01-26,-2.316,-0.011,1.871,-1.174,-1.937
1980-01-27,-2.224,-0.369,1.692,-1.811,-1.825
1980-01-28,-2.045,-0.468,1.058,-2.277,-1.657
1980-01-29,-1.778,-0.154,0.563,-2.197,-1.588
1980-01-30,-1.88,0.353,0.793,-2.012,-1.957
1980-01-31,-2.056,0.667,1.039,-1.927,-2.288
1980-02-01,-1.947,0.904,0.618,-1.292,-2.229
1980-02-02,-1.834,1.384,-0.01,-0.534,-2.108
1980-02-03,-1.557,1.695,-1.024,-0.087,-1.699
1980-02-04,-1.28,1.928,-1.344,-0.007,-1.416
1980-02-05,-1.204,2.006,-1.025,0.501,-1.347
1980-02-06,-1.21,1.704,-1.026,1.038,-1.166
1980-02-07,-1.307,1.445,-1.119,1.497,-1.114
1980-02-08,-1.312,1.196,-0.879,1.398,-1.103
1980-02-09,-1.387,1.314,-0.071,1.313,-1.29
1980-02-10,-1.596,1.599,0.835,1.129,-1.581
1980-02-11,-1.735,1.857,1.366,0.869,-1.822
1980-02-12,-1.711,1.636,1.519,0.548,-1.762
1980-02-13,-1.593,1.477,1.199,0.159,-1.548
1980-02-14,-1.322,1.285,0.772,-0.178,-1.211
1980-02-15,-0.849,1.207,0.842,-0.798,-0.844
1980-02-16,-0.219,1.329,0.85,-1.194,-0.442
1980-02-17,0.136,1.287,0.875,-1.146,-0.306
1980-02-18,0.302,1.119,0.863,-0.988,-0.181
1980-02-19,0.967,0.927,0.24,-0.564,0.564
1980-02-20,1.244,0.91,-0.189,-0.148,0.86
1980-02-21,1.256,1.19,-0.284,0.144,0.805
1980-02-22,1.205,1.528,-0.242,0.379,0.79
1980-02-23,1.385,1.8,0.036,0.578,0.94
1980-02-24,1.409,1.792,0.586,0.63,0.872
1980-02-25,1.007,1.62,1.335,0.466,0.506
1980-02-26,0.306,1.34,2.082,0.225,-0.066
1980-02-27,-0.166,1.188,2.199,-0.14,-0.471
1980-02-28,-0.378,1.281,1.963,-0.416,-0.592
1980-02-29,-0.604,1.16,1.261,-0.342,-0.651
1980-03-01,-0.827,1.007,1.109,-0.289,-0.817
1980-03-02,-0.417,0.961,1.457,-0.359,-0.574
1980-03-03,0.131,0.672,1.781,-0.246,-0.258
1980-03-04,0.571,0.472,1.255,0.073,0.075
1980-03-05,1.003,0.216,0.529,0.185,0.476
1980-03-06,1.102,-0.085,0.095,-0.02,0.563
1980-03-07,0.854,-0.145,0.144,-0.197,0.392
1980-03-08,1.132,-0.409,-0.068,-0.067,0.791
1980-03-09,1.155,-0.697,0.303,-0.048,0.817
1980-03-10,1.001,-0.874,0.532,-0.269,0.682
1980-03-11,0.984,-0.855,0.062,-0.5,0.639
1980-03-12,0.451,-0.847,0.18,-0.699,0.012
1980-03-13,0.196,-0.812,0.557,-0.607,-0.378
1980-03-14,0.203,-0.693,0.116,-0.153,-0.347
1980-03-15,-0.164,-0.246,-0.429,0.055,-0.682
1980-03-16,-0.616,0.098,-0.764,0.391,-1.07
1980-03-17,-0.954,0.278,-0.951,0.988,-1.23
1980-03-18,-1.275,0.441,-0.775,1.225,-1.285
1980-03-19,-1.808,0.573,-0.245,1.253,-1.596
1980-03-20,-2.353,0.769,0.306,1.457,-2.094
1980-03-21,-2.679,0.884,0.581,1.52,-2.483
1980-03-22,-2.782,0.677,0.412,1.238,-2.531
1980-03-23,-2.519,0.456,0.298,1.051,-2.267
1980-03-24,-2.215,0.391,-0.032,1.242,-1.994
1980-03-25,-1.907,0.443,-0.423,1.354,-1.678
1980-03-26,-1.472,0.478,-0.679,1.08,-1.331
1980-03-27,-1.053,0.691,-0.704,0.98,-1.059
1980-03-28,-0.718,0.728,-0.838,1.001,-0.779
1980-03-29,-0.559,0.925,-0.681,0.975,-0.667
1980-03-30,-0.535,0.658,-0.37,1.018,-0.582
1980-03-31,-0.379,0.294,-0.047,0.993,-0.372
1980-04-01,-0.256,0.413,0.434,1.367,-0.385
1980-04-02,-0.07,0.288,0.844,1.434,-0.298
1980-04-03,0.092,0.358,0.94,1.344,-0.189
1980-04-04,0.233,0.796,0.853,1.01,-0.193
1980-04-05,0.344,1.015,1.01,0.69,-0.217
1980-04-06,0.042,0.932,0.78,0.559,-0.417
1980-04-07,-0.141,1.06,0.478,0.651,-0.482
1980-04-08,-0.141,1.083,0.325,0.775,-0.427
1980-04-09,-0.1,0.866,0.007,0.463,-0.339
1980-04-10,0.064,0.651,-0.053,0.096,-0.122
1980-04-11,0.158,0.708,0.276,0.488,-0.012
1980-04-12,0.301,0.754,0.193,1.219,0.107
1980-04-13,0.749,0.517,-0.109,1.18,0.541
1980-04-14,1.255,0.69,0.1,0.81,0.934
1980-04-15,1.324,0.752,0.659,0.724,0.968
1980-04-16,1.33,0.603,0.777,1.203,1.033
1980-04-17,0.996,0.572,0.352,1.623,0.813
1980-04-18,0.466,0.781,0.209,1.375,0.272
1980-04-19,-0.123,0.619,0.4,1.378,-0.306
1980-04-20,-0.38,0.566,0.036,1.495,-0.53
1980-04-21,-0.279,0.701,-0.535,1.792,-0.473
