var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260630,249,90.22771084337349,90.1,87.8,88.8,91.2,93.24000000000001,85.7,97.2,5.440000000000012,90.20833333333333
tmax2m,20260701,249,97.96345381526103,97.7,94.6,95.7,99.9,101.72,90.6,105.3,7.1200000000000045,97.90833333333332
tmax2m,20260702,249,102.4301204819277,102.3,99.16,100.4,104.5,106.0,95.5,108.9,6.840000000000003,102.2
tmax2m,20260703,249,103.31847389558233,103.5,98.98,100.3,106.3,107.82000000000001,89.9,111.8,8.840000000000003,103.45833333333333
tmax2m,20260704,249,99.52248995983935,99.6,94.6,96.9,102.3,105.04,85.2,109.9,10.440000000000012,100.2
tmax2m,20260705,249,94.68313253012047,94.7,87.78,91.3,98.3,101.04,76.4,108.4,13.260000000000005,94.80833333333334
tmax2m,20260706,249,90.28313253012048,91.1,81.48,86.8,94.3,97.84,71.9,107.3,16.36,90.40833333333335
tmax2m,20260707,249,88.39156626506023,88.9,80.56,85.0,91.8,95.34,69.9,103.0,14.780000000000001,89.14999999999999
tmax2m,20260708,249,87.355421686747,87.3,80.78,83.6,90.8,94.6,71.2,102.1,13.819999999999993,87.27499999999999
tmax2m,20260709,249,86.89718875502008,86.6,79.4,83.1,90.8,95.02,71.0,100.3,15.61999999999999,86.84166666666668
tmax2m,20260710,249,89.40562248995984,89.6,82.8,85.8,92.9,96.42,70.6,102.8,13.620000000000005,89.81666666666666
tmax2m,20260711,249,90.03413654618474,90.6,82.6,86.1,93.9,97.42,72.7,105.2,14.820000000000007,90.45
tmax2m,20260712,249,91.06144578313253,90.8,84.86,87.2,94.2,97.8,74.6,107.0,12.939999999999998,91.29166666666667
tmax2m,20260713,249,90.43333333333334,90.4,81.9,87.3,94.7,97.3,75.0,107.0,15.399999999999991,90.75
tmax2m,20260714,249,89.9441767068273,90.1,82.88000000000001,85.7,93.7,97.3,74.8,109.0,14.419999999999987,89.76666666666667
tmax2m,20260715,52,90.38653846153846,91.1,83.29,86.25,94.3,97.98,72.4,102.3,14.689999999999998,91.25
tmin2m,20260630,249,69.10522088353414,70.0,65.9,67.2,70.9,71.5,64.0,73.7,5.599999999999994,68.59999999999998
tmin2m,20260701,249,73.08835341365462,73.3,70.4,71.9,74.6,75.7,66.3,77.7,5.299999999999997,72.98333333333333
tmin2m,20260702,249,78.69236947791165,79.4,74.0,76.0,81.1,82.4,69.5,85.6,8.400000000000006,78.46666666666665
tmin2m,20260703,249,79.94377510040161,80.0,76.9,78.3,81.9,83.1,71.0,86.1,6.199999999999989,79.925
tmin2m,20260704,249,77.04899598393574,77.1,72.78,75.1,79.1,81.2,68.6,83.8,8.420000000000002,76.78333333333335
tmin2m,20260705,249,74.55301204819276,74.5,71.2,72.8,76.6,78.1,64.0,80.2,6.8999999999999915,74.24166666666667
tmin2m,20260706,249,73.10803212851407,73.2,69.53999999999999,71.5,74.9,76.7,61.8,79.6,7.160000000000011,73.00000000000001
tmin2m,20260707,249,71.66064257028113,72.2,67.0,69.6,74.1,75.8,60.2,79.3,8.799999999999997,71.74166666666666
tmin2m,20260708,249,70.36305220883534,70.8,65.38000000000001,68.1,72.8,74.52,55.0,79.2,9.139999999999986,70.55833333333332
tmin2m,20260709,249,69.94698795180723,70.3,65.2,67.4,72.4,74.4,59.1,80.5,9.200000000000003,69.96666666666665
tmin2m,20260710,249,70.62208835341366,70.6,65.75999999999999,68.1,73.0,75.18,57.5,79.6,9.420000000000016,70.625
tmin2m,20260711,249,71.84136546184739,72.2,66.48,69.7,74.4,76.42,54.0,82.0,9.939999999999998,71.91666666666667
tmin2m,20260712,249,72.66265060240964,72.8,67.78,70.4,74.9,76.9,59.5,83.2,9.120000000000005,72.44166666666666
tmin2m,20260713,249,72.00642570281124,72.1,67.86,69.6,74.8,76.32000000000001,56.6,83.4,8.460000000000008,72.33333333333333
tmin2m,20260714,249,71.97148594377511,72.1,66.25999999999999,69.2,75.2,77.5,60.5,81.6,11.240000000000009,71.75
tmin2m,20260715,52,70.55576923076923,71.0,62.949999999999996,64.95,75.775,78.5,56.8,80.7,15.550000000000004,69.8
