utc,load,ens_p10,ens_p50,ens_p90,q10,q50,q90
2026-06-30 00:00:00+00:00,132272.75139108973,129743.24735565153,132272.75139108973,136566.3593113359,128798.30637080492,131327.8104062431,135621.41832648928
2026-06-30 00:05:00+00:00,132235.49545059577,129724.82755418142,132235.49545059577,136487.5934525255,128680.85371009086,131189.71012241338,135443.05327015955
2026-06-30 00:10:00+00:00,132176.34674778965,129675.81158347441,132176.34674778965,136376.59647715377,128560.23475284252,131054.18270227837,135258.9602346114
2026-06-30 00:15:00+00:00,132097.12325725047,129598.96438216296,132097.12325725047,136235.91133156826,128436.53390941094,130921.35367436765,135069.31054969755
2026-06-30 00:20:00+00:00,131999.64295355722,129497.05088887953,131999.64295355722,136068.08096211668,128309.83559014718,130791.34856721079,134874.27554527082
2026-06-30 00:25:00+00:00,131885.72381128906,129372.83604225657,131885.72381128906,135875.64831514665,128180.22420540234,130664.29290933743,134674.02655118404
2026-06-30 00:30:00+00:00,131757.183805025,129229.08478092654,131757.183805025,135661.15633700578,128047.78416552742,130540.31222927714,134468.73489729007
2026-06-30 00:35:00+00:00,131615.8409093442,129068.56204352186,131615.8409093442,135427.1479740417,127912.59988087352,130419.53205555954,134258.57191344167
2026-06-30 00:40:00+00:00,131463.5130988257,128894.03276867501,131463.5130988257,135176.16617260204,127774.75576179169,130302.07791671422,134043.70892949167
2026-06-30 00:45:00+00:00,131302.01834804862,128708.26189501843,131302.01834804862,134910.75387903448,127634.33621863296,130188.07534127079,133824.31727529285
2026-06-30 00:50:00+00:00,131133.17463159197,128514.01436118457,131133.17463159197,134633.45403968662,127491.42566174842,130077.64985775884,133600.5682806981
2026-06-30 00:55:00+00:00,130958.79992403489,128314.05510580588,130958.79992403489,134346.8096009061,127346.10850148911,129970.92699470796,133372.63327556016
2026-06-30 01:00:00+00:00,130780.71219995643,128111.14906751481,130780.71219995643,134053.36350904056,127198.46914820613,129868.03228064775,133140.68358973187
2026-06-30 01:05:00+00:00,130581.96107511439,127868.71020978843,130581.96107511439,133715.01216774524,127052.25195632057,129774.37526269228,132907.16653077918
2026-06-30 01:10:00+00:00,130347.13236969878,127556.41848377499,130347.13236969878,133301.0348795522,126909.62483411588,129693.07885274784,132673.20336389143
2026-06-30 01:15:00+00:00,130080.34836493705,127186.43780961375,130080.34836493705,132825.0489391244,126768.30752273666,129620.83862653248,132436.9763553566
2026-06-30 01:20:00+00:00,129785.73134205662,126770.93210744392,129785.73134205662,132300.6716411247,126626.01976332754,129554.35015976419,132196.66777146247
2026-06-30 01:25:00+00:00,129467.40358228494,126322.06529740476,129467.40358228494,131741.52028021595,126480.48129703304,129490.30902816099,131950.45987849712
2026-06-30 01:30:00+00:00,129129.48736684943,125852.00129963548,129129.48736684943,131161.21215106113,126329.4118649978,129425.4108074409,131696.53494274835
2026-06-30 01:35:00+00:00,128776.10497697753,125372.90403427536,128776.10497697753,130573.3645483231,126170.53120836637,129356.35107332193,131433.07523050415
2026-06-30 01:40:00+00:00,128411.37869389665,124896.93742146362,128411.37869389665,129991.59476666476,126001.55906828339,129279.82540152207,131158.2630080524
2026-06-30 01:45:00+00:00,128039.43079883423,124436.26538133947,128039.43079883423,129429.52010074903,125820.21518589338,129192.52936775937,130870.28054168103
2026-06-30 01:50:00+00:00,127664.38357301774,124003.05183404221,127664.38357301774,128900.75784523875,125624.21930234096,129091.15854775181,130567.31009767794
2026-06-30 01:55:00+00:00,127290.35929767459,123609.46069971105,127290.35929767459,128418.92529479689,125411.29115877073,128972.40851721744,130247.53394233107
2026-06-30 02:00:00+00:00,126921.4802540322,123267.6558984852,126921.4802540322,127997.6397440863,125179.15049632725,128832.97485187424,129909.13434192834
2026-06-30 02:05:00+00:00,126556.48886648465,122973.36775731416,126555.88560677998,127628.12396363287,124914.44753770005,128617.25799690752,129541.16861408167
2026-06-30 02:10:00+00:00,126189.67892681238,122709.579226301,126187.48525515907,127288.57834599573,124607.62361656236,128281.78166707532,129136.66725588906
2026-06-30 02:15:00+00:00,125818.49976732244,122469.33316031541,125814.0575822245,126973.0866188876,124262.08514053433,127841.42634245484,128699.77230286747
2026-06-30 02:20:00+00:00,125440.40072032192,122245.67241422716,125433.38097103135,126675.73251002122,123881.23851723602,127311.07250312321,128234.62579053383
2026-06-30 02:25:00+00:00,125052.83111811786,122031.63984290589,125043.23380463464,126390.5997471093,123468.4901542876,126705.60062915762,127745.36975440514
2026-06-30 02:30:00+00:00,124653.2402930173,121820.27830122136,124641.39446608943,126111.77205786458,123027.24645930919,126039.89120063523,127236.14622999834
2026-06-30 02:35:00+00:00,124239.0775773273,121604.63064404327,124225.64133845079,125833.33316999984,122560.9138399209,125328.82469763319,126711.09725283041
2026-06-30 02:40:00+00:00,123807.79230335492,121377.73972624133,123793.75280477376,125549.36681122775,122072.8987037429,124587.28160022869,126174.36485841832
2026-06-30 02:45:00+00:00,123356.83380340721,121132.64840268526,123343.50724811337,125253.9567092611,121566.60745839526,123830.1423884989,125630.09108227903
2026-06-30 02:50:00+00:00,122883.65140979124,120862.39952824474,122872.6830515247,124941.18659181255,121045.44651149814,123072.28754252096,125082.41795992949
2026-06-30 02:55:00+00:00,122385.69445481406,120560.03595778956,122379.05859806281,124605.14018659493,120512.82227067168,122328.59754237207,124535.48752688666
2026-06-30 03:00:00+00:00,121860.41227078272,120218.60054618934,121860.41227078272,124239.9012213209,119972.14114353596,121613.95286812935,123993.44181866753
2026-06-30 03:05:00+00:00,121277.78155974465,119812.33696790176,121288.27127545224,123830.03968124825,119390.32160107003,120887.27183013421,123437.95126104903
2026-06-30 03:10:00+00:00,120618.6987695532,119327.45611035734,120644.58071516371,123371.02187030921,118740.34822201877,120105.13361086586,122852.55584971377
2026-06-30 03:15:00+00:00,119896.99285122409,118774.95164788511,119942.74581895897,122873.27599422814,118034.72657565108,119278.90999860835,122244.20197503717
2026-06-30 03:20:00+00:00,119126.49275577322,118165.81725481412,119196.17181587988,122347.2302587295,117285.96223123594,118419.97278164566,121619.83602739467
2026-06-30 03:25:00+00:00,118321.02743421636,117511.04660547343,118418.26393496824,121803.3128695377,116506.56075804224,117539.69374826181,120986.40439716174
2026-06-30 03:30:00+00:00,117494.42583756933,116821.63337419207,117622.42740526595,121251.95203237711,115709.02772533892,116649.44468674081,120350.85347471377
2026-06-30 03:35:00+00:00,116660.51691684798,116108.57123529904,116822.06745581482,120703.57595297218,114905.86870239492,115760.59738536665,119720.12965042624
2026-06-30 03:40:00+00:00,115833.12962306807,115382.85386312346,116030.5893156567,120168.61283704732,114109.58925847916,114884.52363242338,119101.17931467458
2026-06-30 03:45:00+00:00,115026.09290724545,114655.47493199431,115261.39821383347,119657.4908903269,113332.69496286055,114032.59521619497,118500.94885783418
2026-06-30 03:50:00+00:00,114253.23572039595,113937.42811624068,114527.89937938692,119180.63831853539,112587.69138480806,113216.18392496544,117926.38467028055
2026-06-30 03:55:00+00:00,113528.38701353535,113239.70709019157,113843.49804135892,118748.48332739717,111887.08409359059,112446.66154701878,117384.43314238907
2026-06-30 04:00:00+00:00,112865.3757376795,112573.30552817605,113221.59942879133,118371.45412263666,111243.37865847709,111735.39987063904,116882.0406645352
2026-06-30 04:05:00+00:00,112238.74573269144,111916.25035827463,112643.55847370818,118042.32858850631,110634.1148232697,111054.38998968246,116407.16212007239
2026-06-30 04:10:00+00:00,111616.1748982772,111242.55601250958,112081.6166755595,117743.17261023773,110030.38548559631,110372.08853916235,115943.46994108876
2026-06-30 04:15:00+00:00,111001.19327521685,110557.1974211226,111535.50911452624,117468.34639502413,109435.02594546447,109694.56561909815,115491.48684106181
2026-06-30 04:20:00+00:00,110397.3309042906,109865.1495143553,111004.97087078926,117212.21015005863,108850.87150288165,109027.89132950942,115051.73553346911
2026-06-30 04:25:00+00:00,109808.11782627858,109171.38722244941,110489.73702452943,116969.12408253446,108280.75745785539,108378.13577041558,114624.7387317881
2026-06-30 04:30:00+00:00,109237.08408196094,108480.88547564654,109989.5426559277,116733.44839964474,107727.51911039316,107751.3690418362,114211.01914949634
2026-06-30 04:35:00+00:00,108687.75971211783,107798.61920418839,109504.12284516492,116499.54330858267,107193.99176050251,107153.66124379069,113811.09950007132
2026-06-30 04:40:00+00:00,108163.6747575294,107129.56333831661,109033.21267242199,116261.76901654142,106683.01070819095,106591.08247629862,113425.50249699054
2026-06-30 04:45:00+00:00,107668.35925897576,106478.69280827288,108576.54721787981,116014.48573071414,106197.41125346598,106069.70283937943,113054.75085373154
2026-06-30 04:50:00+00:00,107205.34325723711,105850.98254429887,108133.86156171926,115752.05365829401,105740.02869633512,105595.59243305265,112699.36728377182
2026-06-30 04:55:00+00:00,106778.15679309359,105251.40747663625,107704.89078412123,115468.83300647422,105313.69833680587,105174.82135733774,112359.87450058889
2026-06-30 05:00:00+00:00,106390.32990732533,104684.94253552666,107289.36996526664,115159.18398244792,104921.25547488575,104813.45971225423,112036.79521766027
2026-06-30 05:05:00+00:00,106040.40053613058,104131.68618039245,106883.9591860059,114817.68766894034,104560.87617163909,104498.20220381713,111734.36470972061
2026-06-30 05:10:00+00:00,105721.05174053008,103572.60522241061,106486.05850541173,114446.11155979677,104226.23701215023,104209.4656698605,111453.7322738536
2026-06-30 05:15:00+00:00,105427.03124853769,103013.97711945463,106096.51297099856,114049.59547889036,103913.42408245672,103943.90340813245,111190.79165706034
2026-06-30 05:20:00+00:00,105153.08678816735,102462.0793293981,105716.16763028072,113633.27925009435,103618.52346859605,103698.16871638103,110941.43660634187
2026-06-30 05:25:00+00:00,104893.9660874329,101923.18931011455,105345.86753077262,113202.30269728196,103337.62125660577,103468.91489235437,110701.5608686993
2026-06-30 05:30:00+00:00,104644.41687434823,101403.58451947756,104986.45771998861,112761.80564432642,103066.8035325234,103252.7952338005,110467.05819113363
2026-06-30 05:35:00+00:00,104399.18687692724,100909.54241536066,104638.7832454431,112316.9279151009,102802.1563823865,103046.46303846754,110233.82232064598
2026-06-30 05:40:00+00:00,104153.02382318383,100447.34045563742,104303.68915465043,111872.80933347864,102539.76589223256,102846.57160410355,109997.7470042374
2026-06-30 05:45:00+00:00,103900.67544113187,100023.25609818137,103982.02049512505,111434.58972333284,102275.71814809913,102649.77422845665,109754.72598890898
2026-06-30 05:50:00+00:00,103636.88945878524,99643.5668008661,103674.62231438125,111007.40890853675,102006.09923602373,102452.72420927486,109500.65302166174
2026-06-30 05:55:00+00:00,103356.41360415785,99314.55002156514,103382.33965993345,110596.40671296354,101726.99524204388,102252.07484430632,109231.42184949681
2026-06-30 06:00:00+00:00,103053.99560526357,99042.48321815205,103106.01757929604,110206.72296048643,101434.49225219715,102044.47943129907,108942.9262194152
2026-06-30 06:05:00+00:00,102715.02641724261,98801.194989413,102844.60858628745,109812.13978344436,101111.4291857687,101834.12669195663,108612.71912560207
2026-06-30 06:10:00+00:00,102335.59264607851,98562.64693193391,102595.60790182323,109390.19657093573,100751.13372541664,101627.24934612348,108230.50869236422
2026-06-30 06:15:00+00:00,101926.48549605008,98330.31600028797,102357.6746340633,108951.66903197297,100365.42510223793,101423.56668875912,107810.42136188522
2026-06-30 06:20:00+00:00,101498.49617143623,98107.67914904842,102129.46789116763,108507.3328755685,99966.12254732945,101222.79801482316,107366.58357634867
2026-06-30 06:25:00+00:00,101062.41587651579,97898.21333278842,101909.6467812962,108067.96381073477,99565.04529178809,101024.66261927511,106913.12177793813
2026-06-30 06:30:00+00:00,100629.03581556761,97705.39550608116,101696.87041260893,107644.3375464842,99174.01256671078,100828.87979707452,106464.16240883718
2026-06-30 06:35:00+00:00,100209.14719287056,97532.70262349983,101489.7978932658,107247.22979182917,98804.84360319441,100635.16884318093,106033.83191122941
2026-06-30 06:40:00+00:00,99813.54121270348,97383.61163961765,101287.08833142676,106887.4162557822,98469.35763233593,100443.24905255392,105636.2567272984
2026-06-30 06:45:00+00:00,99453.00907934524,97261.5995090078,101087.40083525177,106575.67264735565,98179.37388523218,100252.83972015299,105285.56329922771
2026-06-30 06:50:00+00:00,99138.3419970747,97170.14318624348,100889.39451290078,106322.77467556197,97946.71159298014,100063.66014093772,104995.87806920095
2026-06-30 06:55:00+00:00,98880.3311701707,97112.71962589788,100691.72847253375,106139.49804941357,97783.18998667666,99875.42960986766,104781.32747940169
2026-06-30 07:00:00+00:00,98689.7678029121,97092.8057825442,100493.06182231064,106036.61847792292,97700.62829741868,99687.86742190231,104656.03797201348
2026-06-30 07:05:00+00:00,98538.081576423,97096.48745021365,100286.04606490994,105982.15739070746,97665.79614342982,99490.03286702135,104582.31489513903
2026-06-30 07:10:00+00:00,98390.64421545387,97106.66617847625,100067.38319812204,105936.08158418906,97636.92025550782,99275.24566986306,104513.25000586017
2026-06-30 07:15:00+00:00,98249.15998972309,97122.04255521341,99841.80807277485,105897.08481758674,97613.00553361073,99049.61577737503,104449.14935982927
2026-06-30 07:20:00+00:00,98115.33316894906,97141.31716830643,99614.05553969616,105863.86085011953,97593.05687769657,98819.25313650482,104390.3190126987
2026-06-30 07:25:00+00:00,97990.86802285016,97163.19060563673,99388.86044971387,105835.10344100639,97576.07918772337,98590.26769420004,104337.06502012082
2026-06-30 07:30:00+00:00,97877.46882114476,97186.36345508565,99170.9576536558,105809.50634946638,97561.0773636492,98368.76939740826,104289.69343774798
2026-06-30 07:35:00+00:00,97776.8398335513,97209.53630453459,98965.08200234985,105785.76333471847,97547.0563054321,98160.86819307703,104248.51032123252
2026-06-30 07:40:00+00:00,97690.68532978813,97231.40974186489,98775.96834662386,105762.5681559817,97533.0209130301,97972.67402815394,104213.82172622684
