utc,total,p10,p90,CE,DOM,AEP,ATSI,AP,PS,PL,PE,BC,PEP,REST
2026-07-05 00:00:00+00:00,123164.26847916421,121667.5923164197,124660.94464190898,11728.504627542117,21261.254434065762,20325.014287738737,9213.604386557958,6279.9551497937555,8319.352225931438,5231.917853236555,6792.637772629544,4886.212287581613,4064.751527372164,25061.063926714563
2026-07-05 01:00:00+00:00,120085.32261897408,118588.64645622941,121581.99878171869,11527.413831444304,20827.411838694727,20119.893639741953,8987.071691727428,6161.014122356126,8052.255026072511,5198.376671796787,6361.759819657731,4685.967332650745,3953.683977749978,24210.47466708179
2026-07-05 02:00:00+00:00,116835.58285093488,115338.90668819015,118332.25901367943,11369.189827262835,20152.016232147802,19504.094253769785,8914.486011057259,6057.381209469591,7834.355324280625,5016.098710973886,6104.241497556296,4505.305734288348,3869.595325846842,23508.81872428162
2026-07-05 03:00:00+00:00,110699.73507378757,109203.05891104318,112196.41123653245,10850.892208171297,19188.275604789662,18812.953724074625,8463.474304085035,5735.650428539764,6992.660028538314,4889.087285702177,5705.427100056951,4180.818776703583,3536.2933945995046,22344.202218526654
2026-07-05 04:00:00+00:00,107041.24428948201,104262.00387372272,110026.83010440329,11061.563498625459,18118.017395669656,18286.99685400789,8341.562119346789,5550.469822784149,6751.981534461256,4831.628958817053,5597.9044646007,4060.352644495967,3537.808316961183,20902.958679711915
2026-07-05 05:00:00+00:00,99977.70165304362,97255.17307131812,102897.93219039438,10712.50670868712,17508.78044291268,16986.425181210547,7726.476909781917,5069.122804797119,6188.088163260833,4520.853849757809,5186.4440409680465,3801.1281465388615,3304.9945459327755,18972.880859195928
2026-07-05 06:00:00+00:00,93695.64135098341,91100.04236989205,96608.25397969724,9943.649382158117,16746.65840040014,15966.175034685712,7168.946849461449,4853.240427920009,5722.733317338833,4293.588053849627,4800.651005011843,3500.736073201158,3113.727026954333,17585.535780002185
2026-07-05 07:00:00+00:00,90495.6107725646,87945.2950566698,93306.71347338604,9450.432652952502,16399.524591097637,15369.46385117014,6946.806352070059,4656.373992873376,5466.861559844099,4198.987012863221,4603.070011673675,3400.642463226193,3031.051673378324,16972.396611415366
2026-07-05 08:00:00+00:00,88309.36051078688,85741.54990973267,91136.11990019007,9177.221292844366,16251.456631550609,15011.274833512294,6784.527508132438,4552.134171940101,5254.393476142537,4136.444344837571,4406.834044118631,3272.266517438695,2917.1804915793787,16545.62719869027
2026-07-05 09:00:00+00:00,87421.18019505216,84975.1371614634,90027.4454141874,8890.044623964655,16313.092851196267,14948.516846153803,6767.581531792144,4529.718686421276,5122.135766064139,4150.294786824783,4240.629889404912,3237.4217716590388,2901.535961456449,16320.207480114701
2026-07-05 10:00:00+00:00,87894.7534624165,85341.78002434254,90597.20827470435,8768.5956138466,16385.532494935625,15153.673981994843,6717.806075114781,4594.543939363541,5062.427217303022,4227.282496401246,4249.556870339177,3259.419236800661,2895.2950220825473,16580.62051423447
2026-07-05 11:00:00+00:00,88370.3543806703,85818.00847101842,91182.17693532917,8900.686012752863,16305.039660959028,15302.480764594065,6717.380573647859,4628.758063891912,5075.948273631402,4213.635506408037,4285.758615787015,3236.9122829336284,2985.529887909294,16718.224738155204
2026-07-05 12:00:00+00:00,89831.45970363513,87003.6841811655,93185.57182655318,8760.328398766553,16591.973153878844,15516.72704280695,6574.653841772223,4645.031830842475,5178.228716459999,4318.153054955771,4478.25860456198,3328.542705311921,3048.859536530017,17390.702817748406
2026-07-05 13:00:00+00:00,93804.23108898957,91139.03810157985,96817.41313635996,9070.791063071916,17235.60914899385,16249.078351207314,7063.852219821917,5027.2119955338485,5242.021438040722,4438.777407402954,4671.232854647101,3514.752709203891,3176.560158448883,18114.343742617184
2026-07-05 14:00:00+00:00,99275.0503292016,96547.53002251036,102415.7219806948,9356.216612657914,18180.538483110897,17148.707627262593,7652.5128185358435,5343.806626490635,5326.352688808811,4730.7926334816075,5153.666944146136,3777.9727528484786,3454.559592992437,19149.92354886624
2026-07-05 15:00:00+00:00,105427.20224670437,102120.85939383287,109035.4125223515,9998.51817875362,18881.746734270288,17924.37706463935,8109.074256639949,5897.231547196229,5688.805455216433,5126.5407833230465,5578.551978523303,4116.031952971439,3805.4919003042505,20300.832394866484
2026-07-05 16:00:00+00:00,112692.12302964918,109327.29262669412,116210.59556504333,10704.338546596908,20350.80043880624,19091.907861310756,8426.652971637483,6291.265533846677,6024.86359604168,5320.923819858263,5932.157751029171,4539.298864260792,4181.5225908555985,21828.39105540562
2026-07-05 17:00:00+00:00,117326.59896243032,113945.56711065248,121375.19886126978,10973.225301975901,20993.375935422053,19570.37913767431,8676.893533583916,6723.862146080858,6400.811344065723,5560.447750676155,6172.068181173312,4749.650903517537,4404.09947490481,23101.785253355738
2026-07-05 18:00:00+00:00,121821.32149704575,117994.60620875764,126011.46731752485,11301.22641679644,21905.86594070097,20253.647942623204,8889.474670188072,6967.781488683903,6667.840546700503,5614.976634586341,6393.898454649482,5010.800507879919,4545.013804056996,24270.795090179916
2026-07-05 19:00:00+00:00,124465.22222643402,120609.19339104171,128750.4577978598,11667.993404623865,22218.554998305604,20849.68632731232,8982.257450897461,7063.067867907919,6925.72432258003,5750.4518521274795,6473.181750083676,5148.888491217185,4589.380519518283,24796.03524186021
2026-07-05 20:00:00+00:00,126810.08590786521,122701.0343281808,131445.36559802698,11949.202091851592,22738.939262873642,21112.661501420553,9164.385962717595,7367.345159510241,7238.936841394601,5813.6506673720905,6517.488736016547,5244.75740480755,4700.378853798575,24962.33942610225
2026-07-05 21:00:00+00:00,128545.8719377034,124325.98070327169,133424.34901708906,12149.215942101395,22816.3827081745,21191.885484963906,9300.4073370037,7419.478358919122,7334.443705535807,5942.849332153453,6584.3606215404925,5444.578535098402,4755.949104431805,25606.320807780816
2026-07-05 22:00:00+00:00,129433.93497107735,125206.86514275365,134475.34903434847,12244.598705934979,22891.19079326876,21237.55511605037,9445.741861856612,7220.046383744699,7425.517492489764,5888.036077953451,6602.599701117181,5511.139609769705,4822.39195744304,26145.117271448795
2026-07-05 23:00:00+00:00,127684.21014663109,123314.6883883053,132776.03054805583,12406.874685400178,22240.49524741825,21037.369656843668,9203.31745752932,7093.443660512158,7215.668086365849,5676.512846453113,6505.242073733584,5468.854106948097,4875.806196854716,25960.62612857214
2026-07-06 00:00:00+00:00,124931.68914666945,120232.17804700132,130235.5340552484,12325.668508143535,21956.390694105026,20897.431237546974,9017.951704567931,6770.592264795184,6900.731984598725,5512.639337678715,6443.163250555618,5300.1793350351845,4643.086357162141,25163.85447248041
2026-07-06 01:00:00+00:00,121040.84263568831,116354.2996127255,126609.33216762253,12204.743075851318,21319.3581239745,20102.36957667339,8674.085137798607,6651.10351761824,6838.974305512799,5338.965076853821,6109.427120272551,5054.302756001992,4486.740951884241,24260.77299324683
2026-07-06 02:00:00+00:00,117581.98317994822,113037.40427589671,123039.44543074665,12105.948994551647,20539.904443222862,19724.913736869155,8323.79350998023,6563.148536147685,6542.611753813073,5188.67299320791,5894.8752926356665,4872.80357351982,4280.147765418252,23545.162580581924
2026-07-06 03:00:00+00:00,110732.12247431776,106089.23307088186,116301.25319044848,11535.914660588694,19562.740164495535,18480.50963709964,8076.314939182217,6064.296506002238,6325.914888731711,4826.48789508304,5469.128138995616,4553.553506669563,3926.713036900654,21910.549100568853
2026-07-06 04:00:00+00:00,105231.28510813501,101466.97126438453,109829.45015641242,11145.57714262436,18793.306741582157,17864.634725012816,7867.3845944851655,5759.342919107159,6040.112402030584,4595.313940109349,5127.455891872619,4162.4031799259255,3678.8141706563033,20196.939400728555
2026-07-06 05:00:00+00:00,99142.4211727095,95616.2219059837,103415.83836592238,10473.34269928319,18150.11955784313,16853.75324402985,7327.384368770688,5399.703181500604,5659.440846820099,4360.000676865077,4734.600948347128,3835.342692044441,3449.3872927639973,18899.345664441284
2026-07-06 06:00:00+00:00,94696.06705119515,91480.35236307533,98635.94365706388,9776.196313870794,17788.108472014348,16192.920497715068,7039.16150766774,5135.49461828883,5365.3111634485185,4259.119064005298,4502.552904232337,3614.561847967587,3240.0181837711466,17782.622478213485
2026-07-06 07:00:00+00:00,91625.94878770795,88571.66334060281,95292.04813275504,9442.321854894131,17349.423022605595,15729.170483506787,6831.504308890037,4957.776478908799,5179.550691974953,4167.629398288319,4384.441504155226,3377.3735329467063,3114.617989900673,17092.13952163673
2026-07-06 08:00:00+00:00,90451.12766053149,87464.05602728446,94005.8240635613,9163.04300972791,17395.825244819334,15613.359641197834,6794.007616638622,4854.89849257438,5072.478907863206,4094.03818628632,4333.1105927135195,3311.5164941712987,3061.3483381933315,16757.501136345752
2026-07-06 09:00:00+00:00,90339.61855245131,87460.09315139327,93843.21383539571,9136.870044033336,17339.048267105358,15348.369573174312,6787.4661575911205,4893.90893764401,5109.378211783004,4121.27163447024,4307.477867450369,3291.691267421477,3113.2753917052305,16890.861200072828
2026-07-06 10:00:00+00:00,92302.74437129518,89542.40714823846,95630.2923401268,9196.74080024241,17567.566977040773,15664.502088298981,6851.063282830807,5009.083969991336,5199.9917693736625,4299.802832986736,4440.363322482471,3396.757183385961,3316.690006710988,17360.18213795107
