utc,load,ens_p10,ens_p50,ens_p90,q10,q50,q90
2026-07-05 00:00:00+00:00,111760.93408083571,111760.93408083571,111760.93408083571,120228.93511419832,112765.59838589588,111422.51439151222,119890.51542487483
2026-07-05 00:05:00+00:00,111679.52120089883,111650.17882100464,111679.52120089883,120010.54873260795,112693.83930642428,111519.11026579709,119871.6082354471
2026-07-05 00:10:00+00:00,111593.21890183154,111531.48255306599,111593.21890183154,119787.22050448414,112610.96635822434,111599.64738012529,119830.7773643857
2026-07-05 00:15:00+00:00,111502.23663384446,111405.21612056321,111502.23663384446,119559.06713998111,112517.67945461761,111665.58562176558,119769.96259238846
2026-07-05 00:20:00+00:00,111406.78384714822,111271.75036703979,111406.78384714822,119326.20534925307,112414.67850892575,111718.38487798677,119691.10370015315
2026-07-05 00:25:00+00:00,111307.06999195351,111131.45613603917,111307.06999195351,119088.75184245428,112302.66343447035,111759.50503605766,119596.14046837752
2026-07-05 00:30:00+00:00,111203.30451847095,110984.7042711048,111203.30451847095,118846.82332973898,112182.33414457309,111790.40598324702,119487.01267775941
2026-07-05 00:35:00+00:00,111095.69687691118,110831.86561578017,111095.69687691118,118600.53652126138,112054.39055255557,111812.54760682367,119365.66010899653
2026-07-05 00:40:00+00:00,110984.45651748487,110673.31101360873,110984.45651748487,118350.00812717571,111919.5325717394,111827.38979405635,119234.02254278674
2026-07-05 00:45:00+00:00,110869.79289040262,110509.41130813397,110869.79289040262,118095.35485763622,111778.46011544621,111836.39243221388,119094.03975982776
2026-07-05 00:50:00+00:00,110751.91544587511,110340.5373428993,110751.91544587511,117836.69342279712,111631.87309699763,111841.01540856507,118947.6515408174
2026-07-05 00:55:00+00:00,110631.03363411296,110167.05996144822,110631.03363411296,117574.14053281267,111480.4714297153,111842.71861037864,118796.79766645347
2026-07-05 01:00:00+00:00,110507.35690532684,109989.35000732419,110507.35690532684,117307.81289783708,111324.95502692078,111842.96192492344,118643.41791743368
2026-07-05 01:05:00+00:00,110382.62344044258,109805.56695046063,110382.62344044258,117038.02849735155,111160.7384993709,111823.75969909912,118470.4822424113
2026-07-05 01:10:00+00:00,110257.40620860408,109613.59557906819,110257.40620860408,116764.6926015424,110983.12227454672,111768.46149740573,118262.21571238947
2026-07-05 01:15:00+00:00,110130.16684234905,109413.39471410617,110130.16684234905,116487.30285662162,110792.63499085631,111680.53003351268,118022.44079159087
2026-07-05 01:20:00+00:00,109999.36697421521,109204.9231765338,109999.36697421521,116205.3569088012,110589.80528670784,111563.42802108933,117754.97994423816
2026-07-05 01:25:00+00:00,109863.46823674031,108988.13978731039,109863.46823674031,115918.35240429307,110375.16180050932,111420.61817380511,117463.65563455403
2026-07-05 01:30:00+00:00,109720.93226246208,108763.00336739521,109720.93226246208,115625.78698930926,110149.2331706689,111255.56320532934,117152.29032676115
2026-07-05 01:35:00+00:00,109570.2206839182,108529.47273774755,109570.2206839182,115327.15831006168,109912.5480355947,111071.72582933142,116824.7064850822
2026-07-05 01:40:00+00:00,109409.79513364645,108287.50671932666,109409.79513364645,115021.96401276234,109665.63503369477,110872.56875948077,116484.72657373987
