utc,load,ens_p10,ens_p50,ens_p90,q10,q50,q90
2026-06-29 00:00:00+00:00,112027.94669114987,110004.31775641094,112027.94669114987,115628.0690718667,108460.34206248278,110483.97099722172,114084.09337793855
2026-06-29 00:05:00+00:00,112044.47305693099,110143.48531661743,112044.47305693099,116043.7025620878,108459.24450352356,110393.66746680794,114333.13454657063
2026-06-29 00:10:00+00:00,112058.25196643615,110259.51670812459,112058.25196643615,116404.1381098943,108456.01768254585,110307.04442172566,114554.14969676374
2026-06-29 00:15:00+00:00,112069.53318841771,110354.515218996,112069.53318841771,116713.00791717922,108450.7603833996,110224.89707660086,114748.35305023199
2026-06-29 00:20:00+00:00,112078.56649162805,110430.58413729527,112078.56649162805,116973.94418583563,108443.5713899348,110148.02064605954,114916.95882868944
2026-06-29 00:25:00+00:00,112085.6016448195,110489.82675108596,112085.6016448195,117190.57911775656,108434.54948600144,110077.21034472769,115061.18125385018
2026-06-29 00:30:00+00:00,112090.88841674445,110534.34634843159,112090.88841674445,117366.54491483503,108423.79345544943,110013.26138723132,115182.23454742826
2026-06-29 00:35:00+00:00,112094.67657615524,110566.2462173958,112094.67657615524,117505.47377896412,108411.40208212877,109956.96898819642,115281.33293113777
2026-06-29 00:40:00+00:00,112097.21589180421,110587.62964604213,112097.21589180421,117610.99791203687,108397.47414988941,109909.12836224896,115359.69062669277
2026-06-29 00:45:00+00:00,112098.75613244377,110600.59992243418,112098.75613244377,117686.74951594629,108382.10844258135,109870.53472401494,115418.52185580735
2026-06-29 00:50:00+00:00,112099.54706682624,110607.26033463549,112099.54706682624,117736.36079258543,108365.4037440545,109841.98328812039,115459.04084019556
2026-06-29 00:55:00+00:00,112099.838463704,110609.71417070967,112099.838463704,117763.46394384738,108347.45883815887,109824.26926919124,115482.46180157152
2026-06-29 01:00:00+00:00,112099.88009182939,110610.06471872026,112099.88009182939,117771.69117162512,108328.3725087444,109818.18788185353,115489.99896164927
2026-06-29 01:05:00+00:00,112077.74024893699,110569.91350872876,112077.74024893699,117715.17720276456,108302.11184264699,109822.27534868634,115468.27214340598
2026-06-29 01:10:00+00:00,112014.51618432082,110455.92184618201,112014.51618432082,117555.48944043991,108262.82754285868,109833.57599228289,115405.6759425549
2026-06-29 01:15:00+00:00,111915.00109407242,110277.78268222167,111915.00109407242,117307.40910103664,108210.8938174636,109850.64717729045,115306.0867399143
2026-06-29 01:20:00+00:00,111783.98817428335,110045.18896798934,111783.98817428335,116985.71740094022,108146.68487454596,109872.04626835628,115173.38091630244
2026-06-29 01:25:00+00:00,111626.27062104517,109767.83365462668,111626.27062104517,116605.19555653617,108070.57492218992,109896.3306301276,115011.43485253755
2026-06-29 01:30:00+00:00,111446.6416304494,109455.40969327529,111446.6416304494,116180.62478420994,107982.93816847967,109922.05762725169,114824.1249294379
2026-06-29 01:35:00+00:00,111249.89439858761,109117.61003507682,111249.89439858761,115726.78630034703,107884.14882149934,109947.78462437577,114615.32752782173
2026-06-29 01:40:00+00:00,111040.82212155133,108764.12763117292,111040.82212155133,115258.46132133294,107774.58108933314,109972.06898614709,114388.91902850728
2026-06-29 01:45:00+00:00,110824.21799543212,108404.6554327052,110824.21799543212,114790.43106355314,107654.60918006522,109993.46807721292,114148.77581231283
2026-06-29 01:50:00+00:00,110604.87521632152,108048.88639081529,110604.87521632152,114337.47674339314,107524.60730177978,110010.53926222048,113898.7742600566
2026-06-29 01:55:00+00:00,110387.5869803111,107706.51345664484,110387.5869803111,113914.37957723837,107384.94966256095,110021.83990581703,113642.79075255686
2026-06-29 02:00:00+00:00,110177.14648349238,107387.22958133547,110177.14648349238,113535.92078147439,107236.01047049293,110025.92737264984,113384.70167063184
2026-06-29 02:05:00+00:00,109960.30283871847,107069.9481541582,109959.94414580577,113179.61747675917,107006.36674321633,109946.77125818808,113067.55065508469
2026-06-29 02:10:00+00:00,109722.31878879838,106730.33980200108,109721.01445093399,112815.03687868934,106641.90287021273,109725.27163117124,112646.43991818296
2026-06-29 02:15:00+00:00,109465.75797475757,106373.23333243107,109463.11669058219,112445.03534605818,106168.95411732755,109385.38156615205,112143.33369794146
2026-06-29 02:20:00+00:00,109193.18403762148,106003.4575530153,109189.01015645546,112072.46923765902,105613.85575040636,108951.05413768323,111580.19623237505
2026-06-29 02:25:00+00:00,108907.16061841557,105625.84127132074,108901.45414025888,111700.19491228515,105002.94303529461,108446.24242031746,110978.99175949857
2026-06-29 02:30:00+00:00,108610.25135816526,105245.21329491447,108603.20793369759,111331.0687287299,104362.55123783782,107894.89948860744,110361.68451732687
2026-06-29 02:35:00+00:00,108305.01989789598,104866.40243136356,108297.03082847662,110967.94704578655,103719.01562388153,107320.97841710589,109750.2387438748
2026-06-29 02:40:00+00:00,107994.02987863321,104494.23748823504,107985.68211630118,110613.68622224843,103098.67145927118,106748.43228036551,109166.61867715717
2026-06-29 02:45:00+00:00,107679.84494140242,104133.54727309596,107671.92108887629,110271.14261690885,102527.85400985232,106201.214152939,108632.78855518883
2026-06-29 02:50:00+00:00,107365.02872722899,103789.16059351338,107358.50703790705,109943.17258856111,102032.89854147044,105703.2771093791,108170.71261598464
2026-06-29 02:55:00+00:00,107052.1448771384,103465.90625705433,107048.19925509863,109632.6324959985,101640.14031997102,105278.57422423844,107802.35509755944
2026-06-29 03:00:00+00:00,106743.7570321561,103168.61307128589,106743.7570321561,109342.37869801438,101375.9146111996,104951.05857206981,107549.68023792809
2026-06-29 03:05:00+00:00,106437.06392641799,102894.53197967683,106438.95469419121,109064.1016328017,101201.35861618267,104698.54126906976,107378.26990452694
2026-06-29 03:10:00+00:00,106127.40280845492,102635.96244614063,106126.77357155642,108788.6837591492,101056.19889153488,104478.33677449192,107235.37038171296
2026-06-29 03:15:00+00:00,105814.54509088465,102390.30605891132,105808.7834638179,108517.7694667438,100934.65473648398,104283.65317747457,107115.44253288179
2026-06-29 03:20:00+00:00,105498.26218632505,102154.9644062229,105486.55417054183,108253.00314527242,100830.9454502577,104107.69856715595,107012.94722142907
2026-06-29 03:25:00+00:00,105178.32550739392,101927.33907630942,105161.65549129437,107996.02918442199,100739.29033208378,103943.68103267436,106922.34531075049
2026-06-29 03:30:00+00:00,104854.5064667091,101704.8316574049,104835.65722564165,107748.49197387941,100653.90868118989,103784.80866316799,106838.09766424166
2026-06-29 03:35:00+00:00,104526.57647688837,101484.84373774336,104510.12917314992,107512.03590333162,100569.01979680381,103624.28954777516,106754.66514529832
2026-06-29 03:40:00+00:00,104194.30695054957,101264.77690555881,104186.64113338527,107288.3053624655,100478.84297815326,103455.33177563411,106666.50861731604
2026-06-29 03:45:00+00:00,103857.4693003105,101042.0327490853,103866.76290591391,107078.94474096801,100377.59752446593,103271.14343588312,106568.0889436905
2026-06-29 03:50:00+00:00,103515.83493878902,100814.01285655683,103552.06429030198,106885.59842852606,100259.50273496963,103064.93261766044,106453.86698781738
2026-06-29 03:55:00+00:00,103169.1752786029,100578.11881620742,103244.11508611568,106709.91081482655,100118.777908892,102829.90741010431,106318.30361309228
