utc,total,p10,p90,CE,DOM,AEP,ATSI,AP,PS,PL,PE,BC,PEP,REST
2026-06-29 00:00:00+00:00,118010.19590011187,116513.51973736708,119506.87206285636,15415.117943889809,19724.21914963777,20742.522075219767,9411.513229312583,6298.8060662522275,6347.666413796182,5237.412022406776,5287.625273839049,4232.448295915155,3746.914790830391,21565.950639012175
2026-06-29 01:00:00+00:00,115819.3990330052,114322.72287026045,117316.07519574973,15003.042441437163,19442.91683606334,20547.446350501017,9062.909319138404,6166.540547133523,6084.463217811951,5108.520697087628,5091.100868607247,4110.339266984277,3703.3765193005365,21498.74296894011
2026-06-29 02:00:00+00:00,113175.35558847651,111678.67942573199,114672.03175122126,14982.580662755088,18893.89573646891,20240.06830773538,8705.8782043535,6002.440858176231,5922.235903387111,5022.772414549612,5023.283886396573,4046.3962143559584,3591.5385938299346,20744.264806468214
2026-06-29 03:00:00+00:00,106847.3403432304,105350.66418048562,108344.0165059749,14513.146640452882,18255.2456960937,18902.002532161,8137.569344047323,5628.243581604757,5623.76998256258,4558.262270964083,4693.268263358316,3800.9192988336144,3336.086648669886,19398.82608448226
2026-06-29 04:00:00+00:00,100813.20404421129,98778.74826887263,103117.59170579303,14144.628591544402,17274.425617630233,17539.832364691825,7812.039779463905,5316.877405158787,5175.089125028664,4376.157834958606,4405.572152968652,3499.3393991921034,3111.2035717115655,18158.038201862535
2026-06-29 05:00:00+00:00,94170.37186744806,92169.96949239334,96266.94668426651,12913.81658788082,16311.30633986996,16839.832872930045,7385.571098735506,4926.581473031441,4859.046108951697,4080.363571644047,3967.0636542160814,3186.0481515604456,2849.802413278547,16850.939595349486
2026-06-29 06:00:00+00:00,89893.0236308557,87680.79917645475,92013.11863984517,12224.190224003996,15641.342870879638,16235.355375260893,7215.280958942981,4757.991598938591,4538.85649530974,3946.2999290464995,3707.0931894382006,2971.5543947053106,2669.3631940002056,15985.695400329654
2026-06-29 07:00:00+00:00,87404.01725361357,85291.63289835148,89593.55189487716,11707.397645906276,15684.568885833767,15841.213406059973,6880.203085344859,4609.083096346828,4345.214630597506,3801.3394593115017,3583.6107993803726,2856.822724274379,2580.7153278047617,15513.848192753358
2026-06-29 08:00:00+00:00,85523.01609799465,83452.11456263265,87755.14939496068,11343.982524831923,15531.43125957017,15438.44162179924,6703.703845408113,4566.360718073086,4241.503741768575,3772.1696721297385,3508.799847308066,2771.7762230515305,2545.5974830474916,15099.249161006723
2026-06-29 09:00:00+00:00,85967.51449451415,83885.99895517426,88236.03354604263,11193.88313999914,15543.189545027573,15558.585796522408,6739.314463097957,4640.127903710819,4257.9133428452205,3821.212786091225,3548.565217735603,2723.370180601642,2632.045429602755,15309.306689279805
