var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260628,249,81.37510040160642,81.5,78.7,80.0,83.0,84.1,72.4,86.4,5.3999999999999915,81.29166666666667
tmax2m,20260629,249,86.35943775100401,86.1,84.1,85.0,87.7,89.12,81.1,92.0,5.02000000000001,86.16666666666667
tmax2m,20260630,249,91.17710843373493,90.6,88.1,89.1,92.9,95.52,85.7,99.0,7.420000000000002,91.23333333333333
tmax2m,20260701,249,99.52128514056226,99.4,95.75999999999999,97.3,101.9,104.02,89.5,107.5,8.260000000000005,99.88333333333334
tmax2m,20260702,249,103.10883534136546,103.1,99.2,101.0,105.5,107.12,94.2,110.7,7.920000000000002,103.35833333333335
tmax2m,20260703,249,102.00401606425703,102.1,97.25999999999999,99.4,105.2,106.32000000000001,86.6,110.4,9.060000000000016,102.59166666666668
tmax2m,20260704,249,97.26907630522088,97.6,90.06,94.6,101.4,103.7,73.5,109.9,13.64,98.49166666666667
tmax2m,20260705,249,93.26626506024098,93.4,85.03999999999999,89.5,97.3,100.18,77.4,106.6,15.140000000000015,93.63333333333333
tmax2m,20260706,249,90.6706827309237,90.8,82.78,86.7,94.7,98.74000000000001,73.3,105.4,15.960000000000008,91.125
tmax2m,20260707,249,89.1979919678715,89.2,82.46,86.1,92.8,96.24000000000001,64.0,105.0,13.780000000000015,89.68333333333334
tmax2m,20260708,249,89.31646586345383,90.1,82.0,86.1,92.3,95.6,69.9,103.5,13.599999999999994,89.825
tmax2m,20260709,249,89.39116465863454,89.9,81.58,85.6,93.5,96.4,75.8,105.0,14.820000000000007,90.26666666666667
tmax2m,20260710,249,90.11004016064257,90.1,82.58,86.6,94.7,97.44000000000001,71.7,105.9,14.860000000000014,90.625
tmax2m,20260711,249,89.9690763052209,89.7,83.16,86.3,93.5,97.1,76.0,105.0,13.939999999999998,90.21666666666665
tmax2m,20260712,249,90.159437751004,90.1,83.58,86.9,93.8,96.92,69.2,107.2,13.340000000000003,90.13333333333334
tmax2m,20260713,52,90.59615384615383,91.6,83.45,87.975,93.55,98.22999999999999,73.7,101.4,14.779999999999987,90.7
tmin2m,20260628,249,68.48835341365461,68.3,67.0,67.6,69.3,70.1,64.6,71.3,3.0999999999999943,68.6
tmin2m,20260629,249,69.1570281124498,69.2,67.6,68.3,69.9,70.7,64.0,73.7,3.1000000000000085,69.175
tmin2m,20260630,249,69.66706827309237,70.0,66.7,68.1,71.2,72.2,63.8,74.8,5.5,69.52499999999999
tmin2m,20260701,249,75.18955823293173,75.3,70.56,73.0,77.5,79.14,67.4,83.9,8.579999999999998,75.17500000000001
tmin2m,20260702,249,80.08273092369477,80.4,76.16,78.2,82.1,83.64,69.5,88.8,7.480000000000004,80.33333333333334
tmin2m,20260703,249,79.5,79.8,74.9,77.9,81.5,83.12,70.1,86.4,8.219999999999999,79.875
tmin2m,20260704,249,76.38273092369478,76.6,72.1,74.1,78.7,80.82000000000001,64.4,84.1,8.720000000000013,76.64166666666667
tmin2m,20260705,249,74.02971887550201,74.1,69.7,72.1,76.2,78.0,62.2,84.7,8.299999999999997,73.94166666666666
tmin2m,20260706,249,72.81606425702812,73.1,68.48,71.2,75.1,76.7,59.5,80.3,8.219999999999999,72.875
tmin2m,20260707,249,72.04618473895583,72.4,67.9,70.3,74.2,75.8,58.2,81.4,7.8999999999999915,72.2
tmin2m,20260708,249,71.74779116465862,72.2,67.0,69.4,74.0,75.92000000000002,55.1,82.5,8.920000000000016,72.41666666666667
tmin2m,20260709,249,71.39999999999999,71.4,66.48,69.2,74.0,76.04,51.4,82.3,9.560000000000002,71.55
tmin2m,20260710,249,71.00522088353414,70.8,66.5,68.4,73.7,75.82000000000001,58.4,79.1,9.320000000000007,71.03333333333335
tmin2m,20260711,249,71.4582329317269,71.3,66.78,69.0,74.2,76.32000000000001,60.0,82.5,9.540000000000006,71.54166666666667
tmin2m,20260712,249,72.0112449799197,71.9,67.2,69.7,74.6,77.3,57.3,83.2,10.099999999999994,71.625
tmin2m,20260713,52,71.86153846153846,72.15,66.34,68.5,75.35,77.6,58.2,79.4,11.259999999999991,71.6
