var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260629,249,85.69116465863455,85.6,83.8,84.3,87.0,87.9,80.0,91.7,4.1000000000000085,85.61666666666667
tmax2m,20260630,249,89.65140562248996,89.3,87.0,88.1,91.0,92.9,85.0,96.0,5.900000000000006,89.40833333333335
tmax2m,20260701,249,98.22851405622491,97.8,94.2,96.0,100.5,102.7,91.2,106.1,8.5,98.60833333333333
tmax2m,20260702,249,102.32369477911648,102.3,98.78,100.4,104.3,105.52,96.0,109.1,6.739999999999995,102.63333333333333
tmax2m,20260703,249,102.79518072289157,103.1,98.78,100.6,105.4,106.6,92.3,110.0,7.819999999999993,103.35833333333333
tmax2m,20260704,249,98.4987951807229,98.7,92.75999999999999,95.5,101.9,104.6,83.0,108.2,11.840000000000003,99.56666666666666
tmax2m,20260705,249,93.37991967871486,93.5,85.8,90.2,96.6,100.62,75.8,108.0,14.820000000000007,94.075
tmax2m,20260706,249,90.33373493975904,90.5,82.0,86.2,94.6,98.34,73.7,106.6,16.340000000000003,92.13333333333333
tmax2m,20260707,249,88.41124497991969,88.9,80.52,84.2,92.8,96.2,72.8,101.6,15.680000000000007,88.97499999999998
tmax2m,20260708,249,88.28353413654618,89.0,80.3,84.1,92.2,95.32000000000001,68.7,102.5,15.02000000000001,89.04166666666669
tmax2m,20260709,249,88.8132530120482,88.9,80.5,84.1,93.3,97.14,68.9,104.1,16.64,89.375
tmax2m,20260710,249,90.63172690763051,91.1,82.18,86.6,94.9,98.3,74.4,107.3,16.11999999999999,91.77499999999999
tmax2m,20260711,249,90.46345381526103,90.4,82.7,86.1,94.4,97.52000000000001,73.3,105.7,14.820000000000007,90.97500000000001
tmax2m,20260712,249,90.46626506024096,90.3,83.75999999999999,86.4,94.7,97.6,75.1,103.4,13.840000000000003,91.26666666666667
tmax2m,20260713,249,89.8698795180723,89.3,83.82000000000001,86.1,93.3,97.1,71.0,106.3,13.279999999999987,89.69999999999999
tmax2m,20260714,52,90.13269230769228,90.5,82.82,87.1,94.25,96.38000000000001,74.2,107.0,13.560000000000016,90.5
tmin2m,20260629,249,68.6433734939759,68.5,67.56,68.0,69.3,70.02,64.5,72.0,2.4599999999999937,68.68333333333335
tmin2m,20260630,249,69.25943775100401,69.9,65.8,67.2,71.0,72.3,63.6,74.2,6.5,68.78333333333333
tmin2m,20260701,249,73.50281124497992,73.4,70.3,71.5,75.5,76.6,67.0,81.2,6.299999999999997,73.36666666666667
tmin2m,20260702,249,79.10120481927713,79.6,74.8,77.6,81.2,82.5,71.3,85.3,7.700000000000003,79.26666666666667
tmin2m,20260703,249,79.59277108433734,80.0,75.78,77.8,81.7,82.9,70.4,85.7,7.1200000000000045,79.92500000000001
tmin2m,20260704,249,76.32329317269077,76.2,72.38000000000001,74.3,78.3,80.0,70.0,83.0,7.61999999999999,76.34166666666667
tmin2m,20260705,249,74.2164658634538,74.0,70.72,72.4,75.8,78.0,67.4,82.8,7.280000000000001,74.22500000000001
tmin2m,20260706,249,72.71927710843373,72.6,69.2,71.0,74.8,76.6,63.4,81.8,7.3999999999999915,72.74166666666666
tmin2m,20260707,249,71.67349397590361,71.7,66.78,69.3,74.4,76.6,61.0,81.6,9.819999999999993,72.23333333333333
tmin2m,20260708,249,70.63654618473896,71.0,65.28,67.8,73.6,75.4,60.6,80.2,10.120000000000005,70.925
tmin2m,20260709,249,70.65140562248996,70.6,65.75999999999999,68.1,73.5,75.8,58.2,84.1,10.040000000000006,70.74166666666667
tmin2m,20260710,249,71.20642570281125,71.2,66.3,68.7,74.0,76.2,56.9,81.4,9.900000000000006,71.24166666666667
tmin2m,20260711,249,72.155421686747,72.1,67.48,69.5,74.6,76.7,61.1,83.8,9.219999999999999,72.1
tmin2m,20260712,249,71.86626506024095,72.1,67.2,69.3,74.4,76.56,62.3,81.4,9.36,71.90833333333333
tmin2m,20260713,249,71.78674698795182,71.7,67.36,69.3,73.9,76.22,62.2,82.8,8.86,71.92500000000001
tmin2m,20260714,52,71.8596153846154,71.5,65.8,69.025,75.35,76.9,60.0,86.1,11.100000000000009,71.80000000000001
