iso,valid_time,MW
APS,2026-06-02 00:00:00,354.2129413699002
APS,2026-06-02 01:00:00,349.25401211535103
APS,2026-06-02 02:00:00,267.1514145227601
APS,2026-06-02 03:00:00,282.02192991914546
APS,2026-06-02 04:00:00,302.71254025577986
APS,2026-06-02 05:00:00,296.57550092465874
APS,2026-06-02 06:00:00,326.38707028880293
APS,2026-06-02 07:00:00,321.5825335258867
APS,2026-06-02 08:00:00,301.0118917651249
APS,2026-06-02 09:00:00,254.88376442022252
APS,2026-06-02 10:00:00,182.12595591724448
APS,2026-06-02 11:00:00,134.19610189899126
APS,2026-06-02 12:00:00,72.21725633799139
APS,2026-06-02 13:00:00,5.068208431856184
APS,2026-06-02 14:00:00,0.0
APS,2026-06-02 15:00:00,0.0
APS,2026-06-02 16:00:00,7.189803733051966
APS,2026-06-02 17:00:00,11.056773939510341
APS,2026-06-02 18:00:00,6.80814397245582
APS,2026-06-02 19:00:00,13.068279319216249
APS,2026-06-02 20:00:00,43.13449192189184
APS,2026-06-02 21:00:00,52.79700561872119
APS,2026-06-02 22:00:00,36.787227594211934
APS,2026-06-02 23:00:00,132.40149532042446
APS,2026-06-03 00:00:00,121.58669212877511
APS,2026-06-03 01:00:00,323.8184139921917
APS,2026-06-03 02:00:00,433.1672906390087
APS,2026-06-03 03:00:00,253.0436282126959
APS,2026-06-03 04:00:00,77.09379168717493
APS,2026-06-03 05:00:00,156.30358613161334
APS,2026-06-03 06:00:00,292.07120726499335
APS,2026-06-03 07:00:00,268.3931120151094
APS,2026-06-03 08:00:00,263.2699349207003
APS,2026-06-03 09:00:00,185.0576391363541
APS,2026-06-03 10:00:00,41.809959971016426
APS,2026-06-03 11:00:00,40.81734159706238
APS,2026-06-03 12:00:00,92.18794504400879
APS,2026-06-03 13:00:00,67.56608495945325
APS,2026-06-03 14:00:00,28.687916225083143
APS,2026-06-03 15:00:00,1.046867231492942
APS,2026-06-03 16:00:00,1.7758002296055673
APS,2026-06-03 17:00:00,1.7967196583216265
APS,2026-06-03 18:00:00,2.507793418172996
APS,2026-06-03 19:00:00,16.354431644814724
APS,2026-06-03 20:00:00,23.552402348362577
APS,2026-06-03 21:00:00,154.92593692132706
APS,2026-06-03 22:00:00,44.90374228318868
APS,2026-06-03 23:00:00,60.09446699243692
APS,2026-06-04 00:00:00,68.34508092956715
Associated Electric,2026-06-02 00:00:00,305.90527642757496
Associated Electric,2026-06-02 01:00:00,329.50499335782615
Associated Electric,2026-06-02 02:00:00,451.9694085435136
Associated Electric,2026-06-02 03:00:00,543.7530336121406
Associated Electric,2026-06-02 04:00:00,480.3794004228447
Associated Electric,2026-06-02 05:00:00,646.4690557111991
Associated Electric,2026-06-02 06:00:00,645.6710558823037
Associated Electric,2026-06-02 07:00:00,620.1509617978026
Associated Electric,2026-06-02 08:00:00,659.5208049314916
Associated Electric,2026-06-02 09:00:00,607.515849208243
Associated Electric,2026-06-02 10:00:00,684.0399719925299
Associated Electric,2026-06-02 11:00:00,632.5192893722887
Associated Electric,2026-06-02 12:00:00,641.4305566431209
Associated Electric,2026-06-02 13:00:00,546.7892088940431
Associated Electric,2026-06-02 14:00:00,489.76178351986704
Associated Electric,2026-06-02 15:00:00,372.55015179972014
Associated Electric,2026-06-02 16:00:00,452.6279898462041
Associated Electric,2026-06-02 17:00:00,424.0928077543576
Associated Electric,2026-06-02 18:00:00,296.2756368217763
Associated Electric,2026-06-02 19:00:00,278.0179293211358
Associated Electric,2026-06-02 20:00:00,486.2447186705993
Associated Electric,2026-06-02 21:00:00,487.5557087357581
Associated Electric,2026-06-02 22:00:00,309.1170145604546
Associated Electric,2026-06-02 23:00:00,339.20677168290496
Associated Electric,2026-06-03 00:00:00,406.764047771618
Associated Electric,2026-06-03 01:00:00,270.233764458697
Associated Electric,2026-06-03 02:00:00,378.98135978318874
Associated Electric,2026-06-03 03:00:00,547.8702679557069
Associated Electric,2026-06-03 04:00:00,611.4647103853425
Associated Electric,2026-06-03 05:00:00,672.0892517429413
Associated Electric,2026-06-03 06:00:00,696.8526143973389
Associated Electric,2026-06-03 07:00:00,657.2617650366057
Associated Electric,2026-06-03 08:00:00,672.4597053492
Associated Electric,2026-06-03 09:00:00,641.0089539818525
Associated Electric,2026-06-03 10:00:00,707.8074056274774
Associated Electric,2026-06-03 11:00:00,673.6455624353607
Associated Electric,2026-06-03 12:00:00,628.8156045322414
Associated Electric,2026-06-03 13:00:00,550.4535667632252
Associated Electric,2026-06-03 14:00:00,447.3153600135017
Associated Electric,2026-06-03 15:00:00,507.9026504205179
Associated Electric,2026-06-03 16:00:00,506.5768720987814
Associated Electric,2026-06-03 17:00:00,527.1903214960215
Associated Electric,2026-06-03 18:00:00,506.25978287446827
Associated Electric,2026-06-03 19:00:00,442.907283687015
Associated Electric,2026-06-03 20:00:00,370.50639165915817
Associated Electric,2026-06-03 21:00:00,348.07398424030947
Associated Electric,2026-06-03 22:00:00,394.79977205933716
Associated Electric,2026-06-03 23:00:00,456.98755016674676
Associated Electric,2026-06-04 00:00:00,520.1685800636894
Avista,2026-06-02 00:00:00,66.12558646015383
Avista,2026-06-02 01:00:00,127.32369005893025
Avista,2026-06-02 02:00:00,87.4375218775862
Avista,2026-06-02 03:00:00,94.7293782588904
Avista,2026-06-02 04:00:00,82.42442846308516
Avista,2026-06-02 05:00:00,110.9767207700143
Avista,2026-06-02 06:00:00,122.59408190876447
Avista,2026-06-02 07:00:00,83.50397356453703
Avista,2026-06-02 08:00:00,64.5147320401035
Avista,2026-06-02 09:00:00,88.7510130559891
Avista,2026-06-02 10:00:00,64.97377151052608
Avista,2026-06-02 11:00:00,53.01889386697919
Avista,2026-06-02 12:00:00,56.29842911441659
Avista,2026-06-02 13:00:00,47.4001212979212
Avista,2026-06-02 14:00:00,25.123312847706405
Avista,2026-06-02 15:00:00,7.412829380297262
Avista,2026-06-02 16:00:00,1.422401271342985
Avista,2026-06-02 17:00:00,1.2105169411960768
Avista,2026-06-02 18:00:00,0.0
Avista,2026-06-02 19:00:00,0.5394016802930861
Avista,2026-06-02 20:00:00,2.773868232808801
Avista,2026-06-02 21:00:00,2.4283892290419793
Avista,2026-06-02 22:00:00,2.8413612560692214
Avista,2026-06-02 23:00:00,7.857304822740095
Avista,2026-06-03 00:00:00,83.91775319783444
Avista,2026-06-03 01:00:00,83.90169213638859
Avista,2026-06-03 02:00:00,63.089938009561315
Avista,2026-06-03 03:00:00,51.03891890673749
Avista,2026-06-03 04:00:00,63.1907918661515
Avista,2026-06-03 05:00:00,76.67373635620397
