iso,valid_time,MW
APS,2026-06-22 18:00:00,68.62672969078568
APS,2026-06-22 19:00:00,153.2415547106936
APS,2026-06-22 20:00:00,276.96860216218744
APS,2026-06-22 21:00:00,289.4475250155822
APS,2026-06-22 22:00:00,328.927784929235
APS,2026-06-22 23:00:00,327.47931442831174
APS,2026-06-23 00:00:00,376.6384628199971
APS,2026-06-23 01:00:00,398.04258887471445
APS,2026-06-23 02:00:00,366.8767225047068
APS,2026-06-23 03:00:00,336.19051630725045
APS,2026-06-23 04:00:00,389.89179492651937
APS,2026-06-23 05:00:00,420.57179431419326
APS,2026-06-23 06:00:00,410.3634661396688
APS,2026-06-23 07:00:00,379.3640616007648
APS,2026-06-23 08:00:00,322.79150205600513
APS,2026-06-23 09:00:00,280.9607052452251
APS,2026-06-23 10:00:00,214.5316196111284
APS,2026-06-23 11:00:00,187.89495779955922
APS,2026-06-23 12:00:00,116.77657380613351
APS,2026-06-23 13:00:00,124.8131042736972
APS,2026-06-23 14:00:00,28.469690272895527
APS,2026-06-23 15:00:00,25.53190132442584
APS,2026-06-23 16:00:00,60.40423161675578
APS,2026-06-23 17:00:00,94.7479712196982
APS,2026-06-23 18:00:00,106.05892018195269
APS,2026-06-23 19:00:00,103.0480583123859
APS,2026-06-23 20:00:00,92.07256489720122
APS,2026-06-23 21:00:00,277.56382826776144
APS,2026-06-23 22:00:00,194.61856355304693
APS,2026-06-23 23:00:00,108.42390068053118
APS,2026-06-24 00:00:00,161.05019771958806
APS,2026-06-24 01:00:00,191.16258349030943
APS,2026-06-24 02:00:00,255.85544398721694
APS,2026-06-24 03:00:00,101.41554942958997
APS,2026-06-24 04:00:00,70.91552397208076
APS,2026-06-24 05:00:00,49.33909417812306
APS,2026-06-24 06:00:00,14.534036031288137
APS,2026-06-24 07:00:00,20.77661750094864
APS,2026-06-24 08:00:00,28.93813424896277
APS,2026-06-24 09:00:00,20.721848313968064
APS,2026-06-24 10:00:00,24.40272681944762
APS,2026-06-24 11:00:00,35.686074830520674
APS,2026-06-24 12:00:00,66.39480168989193
APS,2026-06-24 13:00:00,6.856832334485162
APS,2026-06-24 14:00:00,0.5291828427227566
APS,2026-06-24 15:00:00,0.0
APS,2026-06-24 16:00:00,2.1997198142066217
APS,2026-06-24 17:00:00,22.25687799161558
APS,2026-06-24 18:00:00,50.56924097219571
Associated Electric,2026-06-22 18:00:00,57.20711721267671
Associated Electric,2026-06-22 19:00:00,28.735177178226845
Associated Electric,2026-06-22 20:00:00,4.185775540092103
Associated Electric,2026-06-22 21:00:00,11.676369566063592
Associated Electric,2026-06-22 22:00:00,22.482551767263182
Associated Electric,2026-06-22 23:00:00,17.556743224873262
Associated Electric,2026-06-23 00:00:00,22.19245917831137
Associated Electric,2026-06-23 01:00:00,51.361184514936674
Associated Electric,2026-06-23 02:00:00,93.46470126116107
Associated Electric,2026-06-23 03:00:00,103.92995144589699
Associated Electric,2026-06-23 04:00:00,88.01174222138123
Associated Electric,2026-06-23 05:00:00,93.92464024177923
Associated Electric,2026-06-23 06:00:00,97.79218198370224
Associated Electric,2026-06-23 07:00:00,127.07382862396634
Associated Electric,2026-06-23 08:00:00,153.64004452620028
Associated Electric,2026-06-23 09:00:00,242.93939663285155
Associated Electric,2026-06-23 10:00:00,296.46837658979723
Associated Electric,2026-06-23 11:00:00,328.13814899661503
Associated Electric,2026-06-23 12:00:00,230.91828715691668
Associated Electric,2026-06-23 13:00:00,79.13767400484771
Associated Electric,2026-06-23 14:00:00,43.57769168584769
Associated Electric,2026-06-23 15:00:00,49.943042152150774
Associated Electric,2026-06-23 16:00:00,108.65027987909716
Associated Electric,2026-06-23 17:00:00,183.84863790518753
Associated Electric,2026-06-23 18:00:00,117.28871111814388
Associated Electric,2026-06-23 19:00:00,8.225142753492294
Associated Electric,2026-06-23 20:00:00,93.29421343509006
Associated Electric,2026-06-23 21:00:00,13.35343250549608
Associated Electric,2026-06-23 22:00:00,368.1142577052109
Associated Electric,2026-06-23 23:00:00,324.5980640611393
Associated Electric,2026-06-24 00:00:00,284.8766072659829
Associated Electric,2026-06-24 01:00:00,109.16683006226083
Associated Electric,2026-06-24 02:00:00,35.87063203984832
Associated Electric,2026-06-24 03:00:00,53.462881851236624
Associated Electric,2026-06-24 04:00:00,90.42147992908629
Associated Electric,2026-06-24 05:00:00,85.15760964894132
Associated Electric,2026-06-24 06:00:00,68.46739201415751
Associated Electric,2026-06-24 07:00:00,80.39256173011331
Associated Electric,2026-06-24 08:00:00,48.90889206988343
Associated Electric,2026-06-24 09:00:00,36.04369676712175
Associated Electric,2026-06-24 10:00:00,117.60567678952155
Associated Electric,2026-06-24 11:00:00,132.8479771355286
Associated Electric,2026-06-24 12:00:00,77.94532038254935
Associated Electric,2026-06-24 13:00:00,122.14598062858285
Associated Electric,2026-06-24 14:00:00,131.83016897274607
Associated Electric,2026-06-24 15:00:00,196.18892327193907
Associated Electric,2026-06-24 16:00:00,172.63838859737075
Associated Electric,2026-06-24 17:00:00,335.85600365714356
Associated Electric,2026-06-24 18:00:00,269.45696708852626
Avista,2026-06-22 18:00:00,6.927333703477561
Avista,2026-06-22 19:00:00,6.568709998018487
Avista,2026-06-22 20:00:00,2.2113586409766253
Avista,2026-06-22 21:00:00,13.474908982142715
Avista,2026-06-22 22:00:00,16.048680416392838
Avista,2026-06-22 23:00:00,27.031403530237277
Avista,2026-06-23 00:00:00,61.14510801307224
Avista,2026-06-23 01:00:00,87.01713756110615
Avista,2026-06-23 02:00:00,43.15507669254159
Avista,2026-06-23 03:00:00,18.479282134536465
Avista,2026-06-23 04:00:00,83.07102238723702
Avista,2026-06-23 05:00:00,143.94483867387925
Avista,2026-06-23 06:00:00,176.81998558365956
Avista,2026-06-23 07:00:00,154.66192893459552
Avista,2026-06-23 08:00:00,145.96353661601017
Avista,2026-06-23 09:00:00,151.44340744454374
Avista,2026-06-23 10:00:00,145.9692643372191
Avista,2026-06-23 11:00:00,148.96145992810315
Avista,2026-06-23 12:00:00,212.8247647479476
Avista,2026-06-23 13:00:00,227.41320827916036
Avista,2026-06-23 14:00:00,211.73535550215078
Avista,2026-06-23 15:00:00,153.29114761152002
Avista,2026-06-23 16:00:00,121.08783388112738
Avista,2026-06-23 17:00:00,91.42242170708175
Avista,2026-06-23 18:00:00,78.36188441837643
Avista,2026-06-23 19:00:00,81.53806841359469
Avista,2026-06-23 20:00:00,99.76814900903119
Avista,2026-06-23 21:00:00,103.19412369892007
Avista,2026-06-23 22:00:00,81.75321479221957
Avista,2026-06-23 23:00:00,80.66925429513842
Avista,2026-06-24 00:00:00,110.04977597919249
Avista,2026-06-24 01:00:00,100.106036485795
Avista,2026-06-24 02:00:00,84.66901365491852
Avista,2026-06-24 03:00:00,88.49089681036848
Avista,2026-06-24 04:00:00,132.04507485320394
Avista,2026-06-24 05:00:00,160.507915851744
Avista,2026-06-24 06:00:00,142.7941135800499
Avista,2026-06-24 07:00:00,130.87575019349197
Avista,2026-06-24 08:00:00,120.54440237627742
Avista,2026-06-24 09:00:00,133.33141661306175
Avista,2026-06-24 10:00:00,152.1763170756702
Avista,2026-06-24 11:00:00,180.04494718166717
Avista,2026-06-24 12:00:00,175.3224304577579
Avista,2026-06-24 13:00:00,171.24472935971338
Avista,2026-06-24 14:00:00,144.5446099476961
Avista,2026-06-24 15:00:00,52.73608664552885
Avista,2026-06-24 16:00:00,22.429670469534816
Avista,2026-06-24 17:00:00,12.206541811432302
Avista,2026-06-24 18:00:00,9.870348980559044
BPA,2026-06-22 18:00:00,148.57085713112
BPA,2026-06-22 19:00:00,315.02637552277815
BPA,2026-06-22 20:00:00,340.6620115641862
BPA,2026-06-22 21:00:00,250.49584357106224
BPA,2026-06-22 22:00:00,279.48488127942454
BPA,2026-06-22 23:00:00,356.8954044164801
BPA,2026-06-23 00:00:00,361.98832721061757
BPA,2026-06-23 01:00:00,412.7121037662741
BPA,2026-06-23 02:00:00,486.80745351262516
BPA,2026-06-23 03:00:00,502.71471514669247
BPA,2026-06-23 04:00:00,661.054278413553
BPA,2026-06-23 05:00:00,696.3012563392793
BPA,2026-06-23 06:00:00,654.8840823789012
BPA,2026-06-23 07:00:00,490.2126647221639
BPA,2026-06-23 08:00:00,380.7787476168773
BPA,2026-06-23 09:00:00,363.77067613569847
BPA,2026-06-23 10:00:00,315.71888115471717
BPA,2026-06-23 11:00:00,205.02704338856736
BPA,2026-06-23 12:00:00,149.1913406028287
BPA,2026-06-23 13:00:00,158.07648984139308
BPA,2026-06-23 14:00:00,224.44055713660896
BPA,2026-06-23 15:00:00,159.47453642675018
BPA,2026-06-23 16:00:00,296.34510179616643
BPA,2026-06-23 17:00:00,483.0645850293058
BPA,2026-06-23 18:00:00,912.2285429097806
BPA,2026-06-23 19:00:00,1317.2807776050565
BPA,2026-06-23 20:00:00,1355.2235935437395
BPA,2026-06-23 21:00:00,1021.6049530870256
BPA,2026-06-23 22:00:00,789.140893527652
BPA,2026-06-23 23:00:00,550.3859205997884
BPA,2026-06-24 00:00:00,687.9961392134102
BPA,2026-06-24 01:00:00,596.9141717428391
BPA,2026-06-24 02:00:00,554.2995626054964
BPA,2026-06-24 03:00:00,493.95410588678305
BPA,2026-06-24 04:00:00,502.35444131140474
BPA,2026-06-24 05:00:00,488.0115905064607
BPA,2026-06-24 06:00:00,347.3641899348014
BPA,2026-06-24 07:00:00,256.9067638521676
BPA,2026-06-24 08:00:00,114.73451274941934
BPA,2026-06-24 09:00:00,54.325758092986284
BPA,2026-06-24 10:00:00,33.27315409720436
BPA,2026-06-24 11:00:00,37.198230920581494
BPA,2026-06-24 12:00:00,69.33912207208063
BPA,2026-06-24 13:00:00,101.6704045921788
BPA,2026-06-24 14:00:00,123.09600805819369
BPA,2026-06-24 15:00:00,62.56146320275437
BPA,2026-06-24 16:00:00,40.66133940346718
BPA,2026-06-24 17:00:00,24.122342475438867
BPA,2026-06-24 18:00:00,26.12465673411949
CAISO,2026-06-22 18:00:00,1281.2236281281087
CAISO,2026-06-22 19:00:00,556.2151214538425
CAISO,2026-06-22 20:00:00,470.17449815540806
CAISO,2026-06-22 21:00:00,800.7993390661233
CAISO,2026-06-22 22:00:00,1342.1565791309317
CAISO,2026-06-22 23:00:00,2123.403746945663
CAISO,2026-06-23 00:00:00,2938.799769016593
CAISO,2026-06-23 01:00:00,3008.713787735079
CAISO,2026-06-23 02:00:00,3129.3344525101575
CAISO,2026-06-23 03:00:00,4021.009482922207
CAISO,2026-06-23 04:00:00,5800.65886692435
CAISO,2026-06-23 05:00:00,5942.5788805575785
CAISO,2026-06-23 06:00:00,5260.186802878791
CAISO,2026-06-23 07:00:00,4624.470576542833
CAISO,2026-06-23 08:00:00,3717.2258601635044
CAISO,2026-06-23 09:00:00,3076.5192868564795
CAISO,2026-06-23 10:00:00,2951.297453176397
CAISO,2026-06-23 11:00:00,2670.819428382226
CAISO,2026-06-23 12:00:00,2303.6864664976524
CAISO,2026-06-23 13:00:00,1862.1361277661185
CAISO,2026-06-23 14:00:00,1400.777316594882
CAISO,2026-06-23 15:00:00,1171.8797080891882
CAISO,2026-06-23 16:00:00,1253.8327139852504
CAISO,2026-06-23 17:00:00,1368.7779162858603
CAISO,2026-06-23 18:00:00,2016.5791934725823
CAISO,2026-06-23 19:00:00,3311.3961647318324
CAISO,2026-06-23 20:00:00,4018.5488948418665
CAISO,2026-06-23 21:00:00,4408.403931534917
CAISO,2026-06-23 22:00:00,4261.487534145957
CAISO,2026-06-23 23:00:00,3954.9709241619908
CAISO,2026-06-24 00:00:00,4214.664301409639
CAISO,2026-06-24 01:00:00,5429.829177494598
CAISO,2026-06-24 02:00:00,4463.758093620311
CAISO,2026-06-24 03:00:00,3834.8303818695535
CAISO,2026-06-24 04:00:00,5425.543772348554
CAISO,2026-06-24 05:00:00,5522.106349355863
CAISO,2026-06-24 06:00:00,5491.8942288697945
CAISO,2026-06-24 07:00:00,5830.07836524287
CAISO,2026-06-24 08:00:00,5990.2640761783205
CAISO,2026-06-24 09:00:00,5085.00832805308
CAISO,2026-06-24 10:00:00,4143.862335450955
CAISO,2026-06-24 11:00:00,3882.867625081792
CAISO,2026-06-24 12:00:00,3851.142101812812
CAISO,2026-06-24 13:00:00,3805.517034293093
CAISO,2026-06-24 14:00:00,3416.750680197171
CAISO,2026-06-24 15:00:00,2493.8688886221103
CAISO,2026-06-24 16:00:00,2450.5946533219817
CAISO,2026-06-24 17:00:00,2092.9650494104644
CAISO,2026-06-24 18:00:00,1972.5528183591075
ERCOT,2026-06-22 18:00:00,13374.528519331368
ERCOT,2026-06-22 19:00:00,14026.182252477949
ERCOT,2026-06-22 20:00:00,12797.013404489775
ERCOT,2026-06-22 21:00:00,12445.174123702875
ERCOT,2026-06-22 22:00:00,12626.706969086124
ERCOT,2026-06-22 23:00:00,13991.884510168651
ERCOT,2026-06-23 00:00:00,16102.223327911252
ERCOT,2026-06-23 01:00:00,18781.716369904498
ERCOT,2026-06-23 02:00:00,23504.85285974814
ERCOT,2026-06-23 03:00:00,27418.534286989325
ERCOT,2026-06-23 04:00:00,28568.34503816493
ERCOT,2026-06-23 05:00:00,27797.702253298794
ERCOT,2026-06-23 06:00:00,27476.832092428293
ERCOT,2026-06-23 07:00:00,26413.430415143208
ERCOT,2026-06-23 08:00:00,25447.797649050633
ERCOT,2026-06-23 09:00:00,24668.80603604292
ERCOT,2026-06-23 10:00:00,23727.006336834453
ERCOT,2026-06-23 11:00:00,22462.050409872285
ERCOT,2026-06-23 12:00:00,21813.931801727635
ERCOT,2026-06-23 13:00:00,21120.740581864666
ERCOT,2026-06-23 14:00:00,20891.813378124905
ERCOT,2026-06-23 15:00:00,18698.96915842017
ERCOT,2026-06-23 16:00:00,16850.633944518577
ERCOT,2026-06-23 17:00:00,16029.885617639642
ERCOT,2026-06-23 18:00:00,16178.326927941911
ERCOT,2026-06-23 19:00:00,16919.20211283541
ERCOT,2026-06-23 20:00:00,19214.673701853982
ERCOT,2026-06-23 21:00:00,21215.53156655785
ERCOT,2026-06-23 22:00:00,23599.443710079966
ERCOT,2026-06-23 23:00:00,24908.18546612828
ERCOT,2026-06-24 00:00:00,27654.40019851324
ERCOT,2026-06-24 01:00:00,28803.70319244652
ERCOT,2026-06-24 02:00:00,29311.206024029227
ERCOT,2026-06-24 03:00:00,29587.717432462185
ERCOT,2026-06-24 04:00:00,30036.23895010863
ERCOT,2026-06-24 05:00:00,30389.776795844755
ERCOT,2026-06-24 06:00:00,30264.564979511684
ERCOT,2026-06-24 07:00:00,29064.175772658567
ERCOT,2026-06-24 08:00:00,28252.11371055857
ERCOT,2026-06-24 09:00:00,28474.97881237062
ERCOT,2026-06-24 10:00:00,28697.629671582938
ERCOT,2026-06-24 11:00:00,28861.92239104771
ERCOT,2026-06-24 12:00:00,26727.128238108806
ERCOT,2026-06-24 13:00:00,25233.196648117362
ERCOT,2026-06-24 14:00:00,23755.806369562393
ERCOT,2026-06-24 15:00:00,23334.709505546743
ERCOT,2026-06-24 16:00:00,19947.809980219343
ERCOT,2026-06-24 17:00:00,16953.843146171006
ERCOT,2026-06-24 18:00:00,15242.249468132984
El Paso Electric,2026-06-22 18:00:00,0.5542749801476257
El Paso Electric,2026-06-22 19:00:00,0.7791809743888397
El Paso Electric,2026-06-22 20:00:00,11.07617451733948
El Paso Electric,2026-06-22 21:00:00,11.942746612232323
El Paso Electric,2026-06-22 22:00:00,18.048679646216964
