region,valid_time,forecast_MW,cycle,lead_hours,actual_MW,curtailment_MW,forecast_minus_curtail_MW,error_after_curtail_MW,error_MW
CAISO,2026-06-23 15:00:00,1030.3967404715531,2026-06-23 00:00:00,15.0,2548.1428571428573,0.0,1030.3967404715531,-1517.7461166713042,-1517.7461166713042
CAISO,2026-06-23 16:00:00,1330.453297743678,2026-06-23 00:00:00,16.0,1817.0833333333333,0.0,1330.453297743678,-486.63003558965534,-486.63003558965534
CAISO,2026-06-23 17:00:00,1871.630249186165,2026-06-23 00:00:00,17.0,1556.75,0.0,1871.630249186165,314.880249186165,314.880249186165
CAISO,2026-06-23 18:00:00,1387.0789463722608,2026-06-23 06:00:00,12.0,1704.9166666666667,0.0,1387.0789463722608,-317.8377202944059,-317.8377202944059
CAISO,2026-06-23 19:00:00,2470.6161820825137,2026-06-23 06:00:00,13.0,1775.5833333333333,0.0,2470.6161820825137,695.0328487491804,695.0328487491804
CAISO,2026-06-23 20:00:00,3641.0560133596377,2026-06-23 06:00:00,14.0,1735.6666666666667,0.0,3641.0560133596377,1905.389346692971,1905.389346692971
CAISO,2026-06-23 21:00:00,4063.49656449539,2026-06-23 06:00:00,15.0,1847.0,0.0,4063.49656449539,2216.49656449539,2216.49656449539
CAISO,2026-06-23 22:00:00,4475.896842631796,2026-06-23 06:00:00,16.0,1861.1,0.0,4475.896842631796,2614.796842631796,2614.796842631796
CAISO,2026-06-23 23:00:00,5043.46844929789,2026-06-23 06:00:00,17.0,2019.5833333333333,0.0,5043.46844929789,3023.8851159645574,3023.8851159645574
CAISO,2026-06-24 00:00:00,3596.80282593648,2026-06-23 12:00:00,12.0,2358.333333333333,0.0,3596.80282593648,1238.469492603147,1238.469492603147
CAISO,2026-06-24 01:00:00,4127.446371834652,2026-06-23 12:00:00,13.0,2406.833333333333,0.0,4127.446371834652,1720.6130385013194,1720.6130385013194
CAISO,2026-06-24 02:00:00,3805.59163270526,2026-06-23 12:00:00,14.0,2429.25,0.0,3805.59163270526,1376.34163270526,1376.34163270526
CAISO,2026-06-24 03:00:00,3210.596823975419,2026-06-23 12:00:00,15.0,2715.4166666666665,0.0,3210.596823975419,495.1801573087523,495.1801573087523
CAISO,2026-06-24 04:00:00,3383.196076970376,2026-06-23 12:00:00,16.0,2961.5,0.0,3383.196076970376,421.696076970376,421.696076970376
CAISO,2026-06-24 05:00:00,2778.32829469734,2026-06-23 12:00:00,17.0,3063.25,0.0,2778.32829469734,-284.92170530266003,-284.92170530266003
CAISO,2026-06-24 06:00:00,3076.716849017868,2026-06-23 18:00:00,12.0,3114.25,0.0,3076.716849017868,-37.533150982132156,-37.533150982132156
CAISO,2026-06-24 07:00:00,3131.3007476703165,2026-06-23 18:00:00,13.0,3370.333333333333,0.0,3131.3007476703165,-239.03258566301656,-239.03258566301656
CAISO,2026-06-24 08:00:00,3531.1931073300952,2026-06-23 18:00:00,14.0,3220.8888888888887,0.0,3531.1931073300952,310.30421844120656,310.30421844120656
CAISO,2026-06-24 09:00:00,3440.1666321096955,2026-06-23 18:00:00,15.0,3025.25,0.0,3440.1666321096955,414.91663210969546,414.91663210969546
CAISO,2026-06-24 10:00:00,4170.865861027725,2026-06-23 18:00:00,16.0,3094.5,0.0,4170.865861027725,1076.3658610277253,1076.3658610277253
CAISO,2026-06-24 11:00:00,3199.133755053546,2026-06-23 18:00:00,17.0,3304.75,0.0,3199.133755053546,-105.61624494645412,-105.61624494645412
CAISO,2026-06-24 12:00:00,3154.7139370070804,2026-06-24 00:00:00,12.0,3382.4166666666665,0.0,3154.7139370070804,-227.7027296595861,-227.7027296595861
CAISO,2026-06-24 13:00:00,2919.600658128939,2026-06-24 00:00:00,13.0,3290.9166666666665,0.0,2919.600658128939,-371.3160085377276,-371.3160085377276
CAISO,2026-06-24 14:00:00,3052.6330672166464,2026-06-24 00:00:00,14.0,3022.1666666666665,0.0,3052.6330672166464,30.46640054997988,30.46640054997988
CAISO,2026-06-24 15:00:00,2657.5080423917007,2026-06-24 00:00:00,15.0,2720.0,0.0,2657.5080423917007,-62.491957608299344,-62.491957608299344
CAISO,2026-06-24 16:00:00,2708.4073085616315,2026-06-24 00:00:00,16.0,2251.75,0.0,2708.4073085616315,456.65730856163145,456.65730856163145
CAISO,2026-06-24 17:00:00,3196.2119118784462,2026-06-24 00:00:00,17.0,2434.75,0.0,3196.2119118784462,761.4619118784462,761.4619118784462
CAISO,2026-06-24 18:00:00,1861.217259819489,2026-06-24 06:00:00,12.0,2737.583333333333,0.0,1861.217259819489,-876.366073513844,-876.366073513844
CAISO,2026-06-24 19:00:00,2155.51715056422,2026-06-24 06:00:00,13.0,3085.1666666666665,0.0,2155.51715056422,-929.6495161024463,-929.6495161024463
CAISO,2026-06-24 20:00:00,2956.0715133354565,2026-06-24 06:00:00,14.0,3375.5,0.0,2956.0715133354565,-419.42848666454347,-419.42848666454347
CAISO,2026-06-24 21:00:00,4665.944738731221,2026-06-24 06:00:00,15.0,3760.0,0.0,4665.944738731221,905.9447387312212,905.9447387312212
CAISO,2026-06-24 22:00:00,3656.327966584904,2026-06-24 06:00:00,16.0,4130.166666666667,0.0,3656.327966584904,-473.8387000817629,-473.8387000817629
