ba_code,valid_time,MW
AECI,2026-06-21 06:00:00,190.663783622723
AECI,2026-06-21 07:00:00,450.18310995006306
AECI,2026-06-21 08:00:00,708.9967755891524
AECI,2026-06-21 09:00:00,661.5600183456846
AECI,2026-06-21 10:00:00,481.14387803764487
AECI,2026-06-21 11:00:00,654.5247697361293
AECI,2026-06-21 12:00:00,443.550966709225
AECI,2026-06-21 13:00:00,540.274355300818
AECI,2026-06-21 14:00:00,478.7683045451095
AECI,2026-06-21 15:00:00,145.9879028020475
AECI,2026-06-21 16:00:00,38.5690459549716
AECI,2026-06-21 17:00:00,107.84421949807567
AECI,2026-06-21 18:00:00,201.68665250976943
AECI,2026-06-21 19:00:00,403.82320625145576
AECI,2026-06-21 20:00:00,505.85204342235414
AECI,2026-06-21 21:00:00,608.2190259683305
AECI,2026-06-21 22:00:00,627.4402471898323
AECI,2026-06-21 23:00:00,572.7585011895568
AECI,2026-06-22 00:00:00,552.8925642270742
AECI,2026-06-22 01:00:00,608.8158802776177
AECI,2026-06-22 02:00:00,609.1585434331896
AECI,2026-06-22 03:00:00,531.7527583857172
AECI,2026-06-22 04:00:00,465.417684578928
AECI,2026-06-22 05:00:00,394.0783351602554
AECI,2026-06-22 06:00:00,547.8485553852812
AECI,2026-06-22 07:00:00,406.3378432177258
AECI,2026-06-22 08:00:00,485.23036926713786
AECI,2026-06-22 09:00:00,403.20739615387595
AECI,2026-06-22 10:00:00,298.4963889690676
AECI,2026-06-22 11:00:00,356.2023074921364
AECI,2026-06-22 12:00:00,357.16313178862674
AECI,2026-06-22 13:00:00,440.79631906231845
AECI,2026-06-22 14:00:00,321.0575928980656
AECI,2026-06-22 15:00:00,213.292381302948
AECI,2026-06-22 16:00:00,174.26832066810655
AECI,2026-06-22 17:00:00,167.4619780651891
AECI,2026-06-22 18:00:00,136.81996906513396
AECI,2026-06-22 19:00:00,77.36721876590298
AECI,2026-06-22 20:00:00,59.794404027159196
AECI,2026-06-22 21:00:00,46.958706067907386
AECI,2026-06-22 22:00:00,31.40795833559909
AECI,2026-06-22 23:00:00,32.21333883766641
AECI,2026-06-23 00:00:00,26.975290025337557
AECI,2026-06-23 01:00:00,77.22648947315162
AECI,2026-06-23 02:00:00,109.09956993838681
AECI,2026-06-23 03:00:00,107.83057081662312
AECI,2026-06-23 04:00:00,147.59173985039945
AECI,2026-06-23 05:00:00,233.34663680469555
AECI,2026-06-23 06:00:00,332.8696363345495
AVA,2026-06-21 06:00:00,263.46124432414683
AVA,2026-06-21 07:00:00,160.76593255912724
AVA,2026-06-21 08:00:00,98.3486268168755
AVA,2026-06-21 09:00:00,136.46956202563285
AVA,2026-06-21 10:00:00,153.47858956557255
AVA,2026-06-21 11:00:00,160.98881590923295
AVA,2026-06-21 12:00:00,150.53489691624827
AVA,2026-06-21 13:00:00,107.02921904465053
AVA,2026-06-21 14:00:00,60.24103523325605
AVA,2026-06-21 15:00:00,19.1888944750087
AVA,2026-06-21 16:00:00,6.888666696687229
AVA,2026-06-21 17:00:00,1.6848944245359598
AVA,2026-06-21 18:00:00,10.258119834501597
AVA,2026-06-21 19:00:00,75.72079202820022
AVA,2026-06-21 20:00:00,74.47344344695014
AVA,2026-06-21 21:00:00,59.32772143047327
AVA,2026-06-21 22:00:00,61.331221024667855
AVA,2026-06-21 23:00:00,56.39208424519813
AVA,2026-06-22 00:00:00,69.15970428973729
