iso,valid_time,MW
APS,2026-05-16 06:00:00,459.1693693694538
APS,2026-05-16 07:00:00,449.6827500388508
APS,2026-05-16 08:00:00,445.9585353462161
APS,2026-05-16 09:00:00,430.5542144896992
APS,2026-05-16 10:00:00,421.71566346627753
APS,2026-05-16 11:00:00,357.41062721652827
APS,2026-05-16 12:00:00,256.1751267266327
APS,2026-05-16 13:00:00,250.7159026950862
APS,2026-05-16 14:00:00,110.04379872970885
APS,2026-05-16 15:00:00,153.67281972139037
APS,2026-05-16 16:00:00,234.55156723221066
APS,2026-05-16 17:00:00,267.3957434327822
APS,2026-05-16 18:00:00,315.3440024813373
APS,2026-05-16 19:00:00,397.08563366270965
APS,2026-05-16 20:00:00,470.2525079950684
APS,2026-05-16 21:00:00,508.2840690149729
APS,2026-05-16 22:00:00,516.8474345166632
APS,2026-05-16 23:00:00,520.0626206336161
APS,2026-05-17 00:00:00,521.7901895244263
APS,2026-05-17 01:00:00,516.9463745134027
APS,2026-05-17 02:00:00,457.4790075031926
APS,2026-05-17 03:00:00,357.8306654140889
APS,2026-05-17 04:00:00,217.2993300772124
APS,2026-05-17 05:00:00,171.85737751609258
APS,2026-05-17 06:00:00,165.5829933389362
APS,2026-05-17 07:00:00,182.56584816712297
APS,2026-05-17 08:00:00,357.6951206001519
APS,2026-05-17 09:00:00,507.59934703021514
APS,2026-05-17 10:00:00,505.3956124348086
APS,2026-05-17 11:00:00,501.5311053683206
APS,2026-05-17 12:00:00,499.76050928906005
APS,2026-05-17 13:00:00,492.5728752862546
APS,2026-05-17 14:00:00,472.6927764393462
APS,2026-05-17 15:00:00,500.59033444845596
APS,2026-05-17 16:00:00,513.166892971674
APS,2026-05-17 17:00:00,518.5100460130044
APS,2026-05-17 18:00:00,516.0437976394455
APS,2026-05-17 19:00:00,519.818657892341
APS,2026-05-17 20:00:00,527.2360849891899
APS,2026-05-17 21:00:00,528.240334208163
APS,2026-05-17 22:00:00,528.4326430479084
APS,2026-05-17 23:00:00,528.4313246363466
APS,2026-05-18 00:00:00,528.612
APS,2026-05-18 01:00:00,528.612
APS,2026-05-18 02:00:00,528.4182667950437
APS,2026-05-18 03:00:00,517.9247504779587
APS,2026-05-18 04:00:00,518.446921164702
APS,2026-05-18 05:00:00,519.1098406376782
APS,2026-05-18 06:00:00,519.5545374730661
Associated Electric,2026-05-16 06:00:00,763.0814735629208
Associated Electric,2026-05-16 07:00:00,642.6101746057838
Associated Electric,2026-05-16 08:00:00,470.82231412642204
Associated Electric,2026-05-16 09:00:00,337.0999592256193
Associated Electric,2026-05-16 10:00:00,218.36591524495992
Associated Electric,2026-05-16 11:00:00,156.811072215307
Associated Electric,2026-05-16 12:00:00,272.0737412859154
Associated Electric,2026-05-16 13:00:00,294.8681577378385
Associated Electric,2026-05-16 14:00:00,286.61589572644317
Associated Electric,2026-05-16 15:00:00,398.09056610543615
Associated Electric,2026-05-16 16:00:00,391.41161688240044
Associated Electric,2026-05-16 17:00:00,543.0101424620563
Associated Electric,2026-05-16 18:00:00,561.2426488184559
Associated Electric,2026-05-16 19:00:00,602.3198806178024
Associated Electric,2026-05-16 20:00:00,649.2135178661621
Associated Electric,2026-05-16 21:00:00,696.5375720594741
Associated Electric,2026-05-16 22:00:00,695.3452052848681
Associated Electric,2026-05-16 23:00:00,718.5064490858691
Associated Electric,2026-05-17 00:00:00,756.1210105812428
Associated Electric,2026-05-17 01:00:00,774.1216752522133
Associated Electric,2026-05-17 02:00:00,782.255020244678
Associated Electric,2026-05-17 03:00:00,779.208858024058
Associated Electric,2026-05-17 04:00:00,782.3864763396584
Associated Electric,2026-05-17 05:00:00,776.5005614373173
Associated Electric,2026-05-17 06:00:00,735.8839919681922
Associated Electric,2026-05-17 07:00:00,691.8149941421342
Associated Electric,2026-05-17 08:00:00,366.94025433050405
Associated Electric,2026-05-17 09:00:00,242.827460579166
