var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260702,249,102.7586345381526,102.7,100.0,101.0,104.5,105.5,97.2,109.5,5.5,102.80000000000001
tmax2m,20260703,249,102.99638554216867,103.2,99.24,100.5,105.4,107.0,94.7,110.4,7.760000000000005,103.25
tmax2m,20260704,249,100.20401606425703,100.1,95.18,97.4,103.5,105.4,86.9,109.1,10.219999999999999,100.99166666666667
tmax2m,20260705,249,94.86305220883534,94.8,89.0,91.5,98.4,101.28,81.2,107.9,12.280000000000001,94.625
tmax2m,20260706,249,89.21887550200803,88.6,81.75999999999999,84.5,93.7,97.64,70.4,103.0,15.88000000000001,89.38333333333333
tmax2m,20260707,249,86.4574297188755,86.4,78.88000000000001,82.3,90.2,93.4,69.5,101.6,14.519999999999996,86.66666666666667
tmax2m,20260708,249,86.84016064257028,86.6,79.38000000000001,82.9,90.8,94.36,71.2,99.8,14.97999999999999,87.20833333333333
tmax2m,20260709,249,87.87590361445783,87.7,81.44,84.6,91.1,95.02,75.7,103.4,13.579999999999998,87.98333333333333
tmax2m,20260710,249,89.49277108433735,90.1,83.38000000000001,86.8,92.6,95.42,76.5,101.9,12.039999999999992,89.675
tmax2m,20260711,249,88.94538152610441,88.6,82.1,85.2,92.9,95.84,71.0,106.6,13.740000000000009,89.39999999999999
tmax2m,20260712,249,88.86626506024096,89.0,81.86,84.7,92.6,95.6,72.2,107.2,13.739999999999995,89.74166666666666
tmax2m,20260713,249,88.71365461847388,88.9,81.75999999999999,84.2,92.1,95.88000000000001,72.8,103.9,14.120000000000019,89.47500000000001
tmax2m,20260714,249,88.95582329317268,89.3,80.98,85.2,92.6,96.28,72.8,103.7,15.299999999999997,89.69166666666666
tmax2m,20260715,249,88.99036144578312,88.4,81.84,84.4,92.9,96.98,73.6,106.1,15.14,89.125
tmax2m,20260716,83,88.15903614457831,87.2,80.38,84.75,92.75,96.9,67.2,106.4,16.52000000000001,88.63333333333333
tmin2m,20260702,249,79.26465863453816,79.8,75.8,77.1,81.3,82.2,73.1,83.3,6.400000000000006,79.01666666666667
tmin2m,20260703,249,80.22771084337349,80.5,77.3,78.9,81.8,82.82000000000001,72.2,84.7,5.52000000000001,80.33333333333333
tmin2m,20260704,249,77.01566265060242,77.0,72.2,75.3,79.3,80.7,70.1,85.0,8.5,76.35
tmin2m,20260705,249,74.23815261044176,74.2,70.88000000000001,72.7,75.8,77.14,68.8,82.5,6.259999999999991,73.71666666666667
tmin2m,20260706,249,72.67469879518072,72.6,69.6,71.1,74.3,75.92,62.0,82.1,6.320000000000007,72.64166666666668
tmin2m,20260707,249,71.11365461847389,71.5,66.38000000000001,68.8,73.5,74.9,60.7,82.0,8.519999999999996,71.69166666666668
tmin2m,20260708,249,70.15542168674699,70.5,65.2,67.7,72.8,74.6,57.8,80.2,9.399999999999991,70.49166666666666
tmin2m,20260709,249,70.59357429718875,71.0,66.68,68.8,72.9,74.44000000000001,55.9,78.3,7.760000000000005,70.64999999999999
tmin2m,20260710,249,70.90923694779117,71.2,66.75999999999999,69.3,73.0,74.24000000000001,60.4,77.0,7.480000000000018,70.7
tmin2m,20260711,249,71.53493975903613,71.9,66.46,69.5,73.7,75.52,60.7,81.1,9.060000000000002,71.61666666666666
tmin2m,20260712,249,71.3437751004016,71.6,66.1,69.2,74.0,75.42,59.5,86.5,9.320000000000007,71.78333333333335
tmin2m,20260713,249,70.56626506024097,70.4,65.2,67.3,73.5,75.72,59.1,84.1,10.519999999999996,70.88333333333334
tmin2m,20260714,249,70.54578313253013,70.7,64.86,67.6,73.3,75.76,60.1,83.6,10.900000000000006,70.86666666666666
tmin2m,20260715,249,70.17951807228917,70.3,65.0,67.4,72.8,75.16,57.8,81.2,10.159999999999997,70.325
tmin2m,20260716,83,70.50481927710844,70.4,63.42,67.45,73.8,76.5,58.7,82.1,13.079999999999998,69.93333333333334
