utc,load,ens_p10,ens_p50,ens_p90,q10,q50,q90
2026-06-25 12:00:00+00:00,89511.52791953324,87678.23558737485,89511.52791953324,92901.61738311406,87417.97628522989,89251.26861738828,92641.3580809691
2026-06-25 12:05:00+00:00,89670.32081083453,87826.29347317865,89670.32081083453,93017.6156461712,87625.47550838017,89469.50159178453,92816.20611340503
2026-06-25 12:10:00+00:00,89829.588119141,87975.13484760428,89829.588119141,93130.54458361924,87834.17267698387,89688.62138760592,92987.43125675266
2026-06-25 12:15:00+00:00,89989.32783987978,88124.75409062399,89989.32783987978,93239.86554524979,88044.05849628056,89908.62300968415,93154.81385950785
2026-06-25 12:20:00+00:00,90149.53796847806,88275.14558221,90149.53796847806,93345.03988085437,88255.12367150978,90129.50146285095,93318.13427016641
2026-06-25 12:25:00+00:00,90310.21650036299,88426.30370233451,90310.21650036299,93445.52894022453,88467.35890791117,90351.25175193803,93477.17283722419
2026-06-25 12:30:00+00:00,90471.36143096171,88578.22283096971,90471.36143096171,93540.79407315177,88680.75491072428,90573.86888177713,93631.70990917704
2026-06-25 12:35:00+00:00,90632.97075570142,88730.89734808788,90632.97075570142,93630.29662942771,88895.30238518871,90797.34785719996,93781.52583452074
2026-06-25 12:40:00+00:00,90795.04247000923,88884.32163366117,90795.04247000923,93713.49795884386,89110.99203654403,91021.68368303824,93926.4009617512
2026-06-25 12:45:00+00:00,90957.57456931229,89038.49006766184,90957.57456931229,93789.85941119172,89327.81457002983,91246.87136412371,94066.11563936422
2026-06-25 12:50:00+00:00,91120.5650490378,89193.39703006209,91120.5650490378,93858.8423362629,89545.7606908857,91472.90590528809,94200.45021585563
2026-06-25 12:55:00+00:00,91284.0119046129,89349.03690083412,91284.0119046129,93919.90808384889,89764.82110435118,91699.7823113631,94329.18503972128
2026-06-25 13:00:00+00:00,91447.91313146474,89505.40405995016,91447.91313146474,93972.51800374128,89984.98651566589,91927.49558718047,94452.10045945701
2026-06-25 13:05:00+00:00,91610.20779229258,89661.73061529586,91610.20779229258,94016.52979285491,90210.21512690469,92157.88540568465,94567.32221867272
2026-06-25 13:10:00+00:00,91769.58948409044,89817.54221377826,91769.58948409044,94053.22400430264,90443.04945332356,92392.13518281413,94674.21672167623
2026-06-25 13:15:00+00:00,91927.18800372766,89973.27354390165,91927.18800372766,94084.19627217286,90681.35666993374,92629.25553789159,94774.42530801026
2026-06-25 13:20:00+00:00,92084.13314807355,90129.35929417041,92084.13314807355,94111.04223055404,90923.00395174649,92868.25709023977,94869.58931721747
2026-06-25 13:25:00+00:00,92241.55471399747,90286.23415308878,92241.55471399747,94135.35751353465,91165.85847377304,93108.15045918131,94961.35008884055
2026-06-25 13:30:00+00:00,92400.58249836872,90444.33280916112,92400.58249836872,94158.73775520307,91407.7874110247,93347.94626403898,95051.3489624222
2026-06-25 13:35:00+00:00,92562.34629805665,90604.0899508917,92562.34629805665,94182.77858964777,91646.65793851267,93586.65512413543,95141.2272775051
2026-06-25 13:40:00+00:00,92727.97590993058,90765.9402667849,92727.97590993058,94209.07565095721,91880.3372312482,93823.2876587934,95232.62637363192
2026-06-25 13:45:00+00:00,92898.60113085985,90930.318445345,92898.60113085985,94239.22457321982,92106.69246424256,94056.85448733559,95327.18759034539
2026-06-25 13:50:00+00:00,93075.3517577138,91097.65917507629,93075.3517577138,94274.82099052402,92323.59081250701,94286.36622908467,95426.55226718816
2026-06-25 13:55:00+00:00,93259.35758736172,91268.3971444831,93259.35758736172,94317.46053695829,92528.89945105278,94510.83350336335,95532.36174370295
2026-06-25 14:00:00+00:00,93451.748416673,91442.96704206977,93451.748416673,94368.73884661103,92720.48555489114,94729.26692949438,95646.2573594324
2026-06-25 14:05:00+00:00,93659.88867015569,91631.10447244553,93659.88867015569,94448.59937461777,92897.66087855726,94938.37079329482,95767.07091503381
2026-06-25 14:10:00+00:00,93887.62970051097,91838.6259144905,93887.62970051097,94571.26015547756,93062.74460217764,95137.2085595646,95892.53932931041
2026-06-25 14:15:00+00:00,94130.83169689767,92060.08736811538,94130.83169689767,94729.72869232408,93218.11503915052,95328.32961610066,96022.66161902397
2026-06-25 14:20:00+00:00,94385.35484847473,92290.04483323079,94385.35484847473,94917.01248829105,93366.15050287414,95514.28335069986,96157.43680093618
2026-06-25 14:25:00+00:00,94647.05934440099,92523.05430974737,94647.05934440099,95126.11904651215,93509.22930674673,95697.61915115912,96296.86389180881
2026-06-25 14:30:00+00:00,94911.80537383529,92753.6717975758,94911.80537383529,95350.0558701211,93649.72976416654,95880.8864052753,96440.9419084036
2026-06-25 14:35:00+00:00,95175.45312593659,92976.45329662669,95175.45312593659,95581.8304622516,93790.03018853179,96066.63450084538,96589.66986748225
2026-06-25 14:40:00+00:00,95433.86278986372,93185.95480681071,95433.86278986372,95814.45032603737,93932.50889324074,96257.41282566622,96743.0467858065
2026-06-25 14:45:00+00:00,95682.89455477557,93376.7323280385,95682.89455477557,96040.9229646121,94079.54419169162,96455.77076753475,96901.07168013809
2026-06-25 14:50:00+00:00,95918.40860983099,93543.34186022075,95918.40860983099,96254.25588110952,94233.51439728265,96664.25771424781,97063.74356723877
2026-06-25 14:55:00+00:00,96136.26514418892,93680.33940326807,96136.26514418892,96447.45657866329,94396.7978234121,96885.42305360237,97231.06146387022
2026-06-25 15:00:00+00:00,96332.3243470082,93782.28095709109,96332.3243470082,96613.53256040714,94571.77278347818,97121.81617339529,97403.02438679423
2026-06-25 15:05:00+00:00,96505.92604098319,93856.97326971687,96505.92604098319,96755.22312773694,94756.76883003357,97380.6875365005,97584.32006656013
2026-06-25 15:10:00+00:00,96661.8138237648,93917.81244777671,96661.8138237648,96882.26780247274,94948.48530548721,97664.68438492034,97778.3304117904
2026-06-25 15:15:00+00:00,96803.95354694672,93967.73852908777,96803.95354694672,96998.17441838449,95146.85520802178,97969.45127514457,97983.09570635637
2026-06-25 15:20:00+00:00,96936.31106212264,94009.69155146717,96936.31106212264,97106.45080924217,95351.81153581996,98290.6327636628,98196.65623412942
2026-06-25 15:25:00+00:00,97062.85222088621,94046.61155273205,97062.85222088621,97210.6048088158,95563.28728706444,98623.87340696466,98417.0522789809
2026-06-25 15:30:00+00:00,97187.54287483112,94081.43857069957,97187.54287483112,97314.1442508753,95781.2154599379,98964.8177615399,98642.32412478217
2026-06-25 15:35:00+00:00,97314.34887555106,94117.11264318683,97314.34887555106,97420.57696919068,96005.529052623,99309.11038387813,98870.51205540462
2026-06-25 15:40:00+00:00,97447.23607463969,94156.57380801097,97447.23607463969,97533.41079753189,96236.16106330242,99652.39583046903,99099.65635471961
2026-06-25 15:45:00+00:00,97590.1703236907,94202.76210298917,97590.1703236907,97656.15356966894,96473.04449015889,99990.31865780227,99327.79730659848
2026-06-25 15:50:00+00:00,97747.11747429777,94258.6175659385,97747.11747429777,97792.3131193718,96716.11233137504,100318.5234223675,99552.9751949126
2026-06-25 15:55:00+00:00,97922.04337805457,94327.08023467615,97922.04337805457,97945.39728041041,96965.29758513355,100632.65468065444,99773.23030353333
2026-06-25 16:00:00+00:00,98118.9138865548,94411.09014701925,98118.9138865548,98118.9138865548,97220.53324961713,100928.35698915269,99986.60291633206
2026-06-25 16:05:00+00:00,98345.6906269539,94547.52198866467,98345.6906269539,98321.2554181448,97489.48347788422,101213.03419718191,100188.32864816046
2026-06-25 16:10:00+00:00,98605.59947697865,94764.83624267908,98605.59947697865,98557.18193018917,97777.56392163425,101496.32882112202,100377.52341409335
2026-06-25 16:15:00+00:00,98895.50266407958,95053.35164293434,98895.50266407958,98824.75261846131,98081.33482701123,101777.24341805301,100558.04794833667
2026-06-25 16:20:00+00:00,99212.26241570727,95403.38692330227,99212.26241570727,99122.02667873447,98397.35644015926,102054.78054505488,100733.76298509646
2026-06-25 16:25:00+00:00,99552.74095931226,95805.26081765472,99552.74095931226,99447.06330678209,98722.18900722232,102327.94275920765,100908.52925857871
2026-06-25 16:30:00+00:00,99913.80052234516,96249.29205986348,99913.80052234516,99797.92169837742,99052.39277434454,102595.73261759139,101086.20750298942
