utc,total,p10,p90,CE,DOM,AEP,ATSI,AP,PS,PL,PE,BC,PEP,REST
2026-06-26 12:00:00+00:00,93417.08397645596,91920.40781371138,94913.76013920066,9663.749693368538,16788.044466734915,16392.456999134753,7433.277697702355,5273.425287451886,4953.022164413176,4640.599020176531,4334.4092833037985,3358.5189265420654,3157.997709614862,17421.582728013087
2026-06-26 13:00:00+00:00,97234.66440448223,95737.98824173762,98731.3405672269,10151.68455529163,17247.73371453419,16883.841847642292,7724.303817586829,5448.341132279541,5201.58749364548,4738.928812977703,4563.365251598607,3541.6305138691605,3407.3204966759636,18325.926768380836
2026-06-26 14:00:00+00:00,101081.61467917918,99584.93851643459,102578.29084192387,10651.796453024925,17865.925449926093,17436.724508294774,7985.82469386553,5648.735254624272,5347.138346356915,4993.880125014009,4911.137739252256,3792.3400348198397,3487.8212108080465,18960.290863192535
2026-06-26 15:00:00+00:00,105136.16501219844,103639.48884945372,106632.841174943,10888.020898973353,18505.68418859718,17996.544676431862,8224.219124074445,5903.503643481545,5597.816931461404,5195.090667940891,5126.460640291404,4034.2341639897036,3738.755791220641,19925.834285736015
2026-06-26 16:00:00+00:00,109557.41247912754,108060.736316383,111054.08864187228,11103.27905997061,19471.686169274726,18753.043930443553,8560.991313400937,6015.317985803186,5958.474059844764,5349.43155882821,5299.740542648149,4265.027075994002,4006.861815599394,20773.558967320016
2026-06-26 17:00:00+00:00,113927.43360092501,112430.75743818059,115424.10976366987,11202.447008743025,20192.5632871022,19243.53772661202,8832.542318135129,6280.533334625197,6291.545812149765,5489.28488717822,5591.440912505009,4712.321749075065,4312.025461092738,21779.191103706627
2026-06-26 18:00:00+00:00,117206.65580340952,115709.97964066471,118703.33196615399,11321.269704323333,21180.11240283762,19493.99894392677,9009.479850651433,6458.655213156984,6695.491835659426,5674.200595447315,5753.523803264686,4817.640540907559,4521.576342124216,22280.70657111019
2026-06-26 19:00:00+00:00,119816.88456865106,118320.2084059064,121313.56073139567,11276.074415507119,22460.334756205124,19707.393423784688,9024.60464215275,6525.084212505757,7164.6733366376875,5717.148210299184,5851.225945548239,5016.179867351346,4639.277049774773,22434.88870888439
2026-06-26 20:00:00+00:00,120940.23737344042,119443.56121069563,122436.9135361849,11303.581562291374,22489.598095818845,19640.702126442375,8994.839322998716,6575.258738286539,7344.206508424819,5758.036254663094,5995.096435200343,5208.032768590533,4904.943056628802,22725.942504095
2026-06-26 21:00:00+00:00,122399.89843804346,120903.22227529889,123896.57460078817,11447.271715088073,22828.139281331307,19489.841632557178,9067.500100058433,6626.507252889473,7439.378099844014,5783.992041020812,6093.489422353958,5339.070429484281,4948.711159562901,23335.997303853033
2026-06-26 22:00:00+00:00,123335.52442607385,121838.84826332946,124832.20058881874,11479.936726063313,22598.850804357022,19218.835342027814,9034.631567951104,6696.216674022188,7699.82943691772,5840.56322169916,6154.247077628233,5456.316316052007,5006.434601434659,24149.662657920653
2026-06-26 23:00:00+00:00,119998.18690472821,118501.51074198383,121494.86306747311,11377.795361568174,22055.324514661264,18875.529320378526,8799.589387854066,6615.378597579089,7407.720006753653,5709.2958445566355,5905.6645710083285,5139.458544941551,4837.291148364098,23275.13960706285
2026-06-27 00:00:00+00:00,117962.6070690603,116465.93090631571,119459.28323180499,11501.926449731312,21767.637557750935,19115.03932191132,8700.799665618832,6455.516093196237,7170.172793472714,5511.244511570304,5697.355635656894,4937.501446052843,4635.798878953745,22469.614715145173
2026-06-27 01:00:00+00:00,115475.46755683259,113978.79139408795,116972.14371957723,11408.070769523789,20996.875713347297,18665.350427722173,8529.38144816328,6433.205065885301,7005.407039128044,5417.054227255198,5569.590077225187,4780.45987243275,4485.547212147147,22184.525704002408
2026-06-27 02:00:00+00:00,113270.40036080834,111773.72419806353,114767.07652355281,11377.466912960877,20640.478030416085,18528.48231842537,8377.019158561796,6245.544653114344,6757.368290431516,5263.531508941229,5407.898476617147,4575.967747526726,4313.712337459007,21782.930926354253
