utc,total,p10,p90,CE,DOM,AEP,ATSI,AP,PS,PL,PE,BC,PEP,REST
2026-06-29 12:00:00+00:00,99966.32106339713,98469.64490065235,101462.99722614163,12489.826354411496,16853.793370604497,17940.987063510638,8142.068068037936,5463.578943649201,4938.9004995950345,4790.25235259083,4335.10515033564,3434.4854174261486,3262.513389556045,18314.810453679653
2026-06-29 13:00:00+00:00,103641.46995979258,102144.79379704785,105138.14612253713,13046.480788484934,17541.525975011857,18353.577274440384,8471.711515872412,5683.236418081814,5180.316294319875,4960.407495403909,4571.001598331929,3545.6161565210004,3397.9239046997413,18889.672538624713
2026-06-29 14:00:00+00:00,109166.37275292745,107669.69659018269,110663.04891567197,14357.868990358942,17849.98229028472,19207.20811046395,9098.86251518038,5929.985653588278,5435.430031274193,5160.634543553683,4907.559226162019,3682.895750760156,3604.0591841778983,19931.88645712322
2026-06-29 15:00:00+00:00,114822.44844811733,113325.77228537272,116319.124610862,15056.328912605164,18300.10351341663,20469.379812445877,9545.909814251412,6333.42849291433,5718.569668809916,5371.781645148088,5244.337339343013,3913.237884167983,3760.1067535748366,21109.264611440092
2026-06-29 16:00:00+00:00,121486.51615985512,119989.83999711058,122983.19232259986,16262.399192843319,18795.86071797054,21321.948872512836,10315.355907883042,6635.198774316906,6289.758698805227,5634.620834172921,5497.88425958151,4203.736013713959,3932.1848018986325,22597.568086156225
2026-06-29 17:00:00+00:00,128420.6389045883,126923.96274184373,129917.31506733301,17653.850481810103,19500.780599249185,22217.064410795556,10977.173342543078,7180.786672969412,6794.843461704017,5963.16458717552,5857.225354689078,4466.470997076571,4166.368897148066,23642.910099427743
2026-06-29 18:00:00+00:00,133034.60451932362,131537.92835657886,134531.28068206814,18707.54855194214,19791.722168437773,22877.83414696079,11132.155175289827,7516.060434557187,7133.1689622886815,6228.73302985998,6098.634252351859,4697.608226833036,4356.775901152869,24494.363669649472
2026-06-29 19:00:00+00:00,137266.53578877856,135769.85962603413,138763.2119515234,19348.64509939541,20219.15937011446,22997.198391817456,11454.797818856247,7734.731040574361,7533.4103774130235,6298.8035019773615,6289.278037734055,5051.751155783116,4493.386784352252,25845.374210760856
2026-06-29 20:00:00+00:00,139735.27198633214,138238.59582358727,141231.94814907655,19692.93075163382,20830.71517014316,23100.04266710362,11386.673946644776,7882.299447755496,7829.246091275677,6356.301082915283,6524.49686365078,5177.150010722454,4625.274715098793,26330.141239388267
2026-06-29 21:00:00+00:00,141792.31047265406,140295.6343099095,143288.9866353988,19959.493041980622,21166.449415246596,23144.81332695708,11519.04717655249,8038.685520162075,8070.532669315624,6421.549149674085,6632.169381389835,5308.855443855725,4811.035130604284,26719.68021691565
2026-06-29 22:00:00+00:00,142866.85429283525,141370.17813009056,144363.53045557984,20239.290447769585,21144.09355817478,23097.454073337678,11739.437746310705,7946.962897039747,8227.841047634894,6559.626131042549,6651.280760227399,5477.620648374663,4904.3835080182935,26878.86347490497
2026-06-29 23:00:00+00:00,142001.7959752875,140505.11981254275,143498.47213803203,20361.63565596814,20867.435218716324,23132.993224180962,11811.212044368174,7918.733630274999,8030.165179322504,6448.6540292705995,6378.414508807055,5399.799529545489,4805.344018228183,26847.408936605087
2026-06-30 00:00:00+00:00,139667.14400169114,138170.46783894624,141163.8201644355,20041.789572768845,20501.55073203203,22854.583240841916,11634.57174805114,7622.21266845911,7894.435680885097,6351.712374736061,6104.9172059271705,5219.52784517949,4610.550395994563,26831.292536815727
2026-06-30 01:00:00+00:00,136451.7617702115,134955.085607467,137948.43793295627,19838.67636141957,20209.927073537565,22631.07070641751,11447.894302334293,7555.826730926349,7639.20317398855,6149.423813806399,5815.133232384132,5032.680053790886,4329.707213985149,25802.219107621087
2026-06-30 02:00:00+00:00,132395.36520686277,130898.68904411816,133892.04136960744,19335.072540074587,19565.141574813464,22373.358166830953,11115.431566987063,7388.840898470431,7348.992212816954,5886.54353242836,5641.274234563626,4827.978699292336,4187.412004549493,24725.31977603553
2026-06-30 03:00:00+00:00,123837.27423442884,122340.59807168404,125333.95039717332,18774.131686953686,18544.630506521946,21041.38048675595,10639.76823528951,6883.01504154815,6581.989453177583,5405.536150749963,5277.164313607596,4367.561938083617,3743.616684570724,22578.479737170124
2026-06-30 04:00:00+00:00,114805.53952863232,112556.35252745818,117250.42767112597,17444.372146260965,17307.122925069103,20066.61859199019,9843.108322261538,6038.293005205221,5963.80611003828,5025.822069682238,4754.541598836966,3963.0853377938624,3382.864274358435,21015.905147135516
2026-06-30 05:00:00+00:00,106973.03751501549,104677.34261988319,109277.66440532767,16466.942105004076,16321.459347095646,19069.860609019244,9157.737688630372,5676.527509292695,5535.777976736988,4618.573007895371,4414.886781081444,3621.866697200475,3001.060554282073,19088.345238777118
