utc,total,p10,p90,CE,DOM,AEP,ATSI,AP,PS,PL,PE,BC,PEP,REST
2026-07-02 00:00:00+00:00,156197.02102036803,154700.34485762342,157693.6971831127,20421.854664992832,24505.264731387386,23503.35924846162,12847.418363694012,8330.758413413307,9548.36900951506,7102.528564269591,7674.068273557927,6141.277966412229,5606.324366169522,30515.79741849451
2026-07-02 01:00:00+00:00,153815.04182092575,152318.36565818122,155311.7179836705,20386.870388390475,24172.051965936953,23253.1742541259,12672.04739487638,8241.74551018985,9221.405027680592,6909.992454140461,7470.03902381009,5961.573883589582,5295.412431769764,30230.72948641568
2026-07-02 02:00:00+00:00,148183.16368602676,146686.48752328195,149679.83984877123,19893.864035748495,23253.51842958937,23019.409748045604,12212.583550288577,8049.870509829846,8912.052400698138,6666.557346590998,7116.026245728991,5694.055417902163,5025.000366246731,28340.225635357827
2026-07-02 03:00:00+00:00,139099.91071020157,137603.23454745678,140596.58687294606,19048.60212615911,21718.288476693248,21975.581780439712,11387.805903339664,7517.909944865039,7994.940456581192,6122.264921889919,6712.720251170697,5147.341933314014,4672.210658599694,26802.24425714928
2026-07-02 04:00:00+00:00,129405.59444838484,127002.18823584932,132123.27929738353,17475.408015472723,20885.25647940058,20545.326586252402,10757.224034692634,6819.494646924118,7623.748726564806,5656.495085449858,6294.217149517149,4800.636476449837,4328.259822530688,24219.52742513004
2026-07-02 05:00:00+00:00,121671.74050764223,118968.06174724954,124508.21963298207,15909.250500691815,19904.548142206408,19862.504238314355,9708.959955817787,6432.948903490124,7170.166198790084,5290.621272607941,5895.33670531544,4519.60487313536,4073.699397663025,22904.100319609886
2026-07-02 06:00:00+00:00,115301.02912622043,112495.62631334845,118476.7534150026,14887.526034510613,18577.139038333444,18965.642387262713,9071.459973125202,6170.187610446926,6712.820900804611,5007.231803541971,5595.994109363273,4232.177860282837,3916.613757226673,22164.235651322146
2026-07-02 07:00:00+00:00,111676.946703784,108675.96395926215,114686.82329057864,14746.021449708696,18278.13492962019,18082.40012905928,8797.04336121552,5902.252862222375,6468.693293506361,4756.801355821117,5471.853799527671,4089.7085696218633,3783.10381256396,21300.93314091696
2026-07-02 08:00:00+00:00,108578.2410834753,105457.29604192536,111762.2530492379,14260.200373175086,18118.669706905064,17278.353504674717,8512.024674650394,5816.608747533207,6090.842608224236,4727.918154261919,5323.690534089169,3769.2668706217382,3691.046724043077,20989.619185296684
2026-07-02 09:00:00+00:00,107011.88007723006,103554.34455869335,110573.70920305664,13699.127993171815,17905.31254529382,17161.542387333797,8384.139565772693,5603.802118090172,5974.018982570364,4688.6054349314345,5360.534336891484,3768.4831569383177,3726.766175000124,20739.547381236025
2026-07-02 10:00:00+00:00,107993.99472444504,104591.11111959528,111535.29073324561,13492.865405528883,18072.20830744746,17321.495012693045,8564.413281603463,5632.213906939238,5979.914652561049,4828.00799595107,5511.141375798036,3767.8904952681937,3907.6817505329363,20916.162540121666
2026-07-02 11:00:00+00:00,109715.81749919974,106675.58192587967,112912.6994274457,13756.438113867318,18125.45442156468,17862.748807386604,8562.675297585985,5762.774673054921,6073.425578887772,5286.286592256047,5583.782623747035,3885.0853283853216,4003.2854952756365,20813.860567188425
2026-07-02 12:00:00+00:00,114075.74092332067,111345.69753423866,116666.63428109977,14274.604319239463,18202.395833329967,18837.15660598735,9030.337758670188,6134.4649090400835,6387.485693474024,5747.008091814768,5986.328803594614,4205.618348083153,4158.972923330046,21111.367636756997
2026-07-02 13:00:00+00:00,119200.33196122247,116548.19048633287,122029.38421232936,14412.18647757461,18765.02074227733,19869.754479790765,9481.292743775548,6555.010560939876,6642.355024119082,6030.784452891,6312.307974219798,4351.687623734615,4329.940075013513,22449.99180688632
