utc,load,ens_p10,ens_p50,ens_p90,q10,q50,q90
2026-07-02 00:00:00+00:00,146421.02253745057,142884.26505498274,146421.02253745057,149290.68322852222,143129.62433967105,146666.38182213888,149536.04251321053
2026-07-02 00:05:00+00:00,146247.71666177912,142876.0528140368,146247.71666177912,149103.35085494161,143142.48348992414,146587.22801158426,149442.41576638762
2026-07-02 00:10:00+00:00,146071.75505320297,142852.28976362807,146071.75505320297,148906.29602771156,143153.20484693622,146500.68910930832,149333.60667160185
2026-07-02 00:15:00+00:00,145893.18464574605,142814.2864123998,145893.18464574605,148699.9046608204,143161.9827555473,146407.15237946593,149210.58498480485
2026-07-02 00:20:00+00:00,145712.05237343244,142763.3532689954,145712.05237343244,148484.56266825655,143169.0115605975,146307.00508621207,149074.32046194808
2026-07-02 00:25:00+00:00,145528.40517028616,142700.80084205832,145528.40517028616,148260.6559640084,143174.48560692687,146200.6344937016,148925.7828589831
2026-07-02 00:30:00+00:00,145342.2899703313,142627.9396402319,145342.2899703313,148028.5704620643,143178.59923937562,146088.42786608945,148765.94193186137
2026-07-02 00:35:00+00:00,145153.7537075918,142546.08017215956,145153.7537075918,147788.6920764127,143181.5468027838,145970.7724675306,148595.76743653452
2026-07-02 00:40:00+00:00,144962.8433160917,142456.5329464847,144962.8433160917,147541.4067210419,143183.52264199144,145848.05556217997,148416.22912895403
2026-07-02 00:45:00+00:00,144769.60572985507,142360.60847185066,144769.60572985507,147287.10030994035,143184.7211018387,145720.66441419243,148228.29676507146
2026-07-02 00:50:00+00:00,144574.08788290594,142259.61725690088,144574.08788290594,147026.15875709642,143185.3365271657,145588.98628772292,148032.9401008383
2026-07-02 00:55:00+00:00,144376.33670926833,142154.86981027873,144376.33670926833,146758.96797649848,143185.56326281247,145453.40844692642,147831.12889220612
2026-07-02 01:00:00+00:00,144176.39914296626,142047.67664062761,144176.39914296626,146485.91388213492,143185.59565361915,145314.3181559578,147623.83289512646
2026-07-02 01:05:00+00:00,143980.24356237866,141923.85801893528,143980.24356237866,146205.08980222032,143158.90654229384,145174.14238815877,147405.81830666357
2026-07-02 01:10:00+00:00,143791.54855804917,141770.1396335876,143791.54855804917,145914.30007364805,143082.19698227613,145033.43981780694,147171.2860552544
2026-07-02 01:15:00+00:00,143606.92638224876,141589.19011932492,143606.92638224876,145613.49712342475,142960.50363450326,144889.79526046116,146920.35799390965
2026-07-02 01:20:00+00:00,143422.98928724855,141383.67811088782,143422.98928724855,145302.63337855696,142798.8631599125,144740.79353168028,146653.1559756399
2026-07-02 01:25:00+00:00,143236.34952531953,141156.27224301666,143236.34952531953,144981.66126605138,142602.31221944108,144584.01944702308,146369.80185345584
2026-07-02 01:30:00+00:00,143043.61934873278,140909.64115045188,143043.61934873278,144650.53321291448,142375.88747402633,144417.05782204846,146070.41748036802
2026-07-02 01:35:00+00:00,142841.4110097593,140646.45346793398,142841.4110097593,144309.201646153,142124.6255846055,144237.49347231523,145755.1247093871
2026-07-02 01:40:00+00:00,142626.33676067018,140369.3778302034,142626.33676067018,143957.61899277344,141853.5632121158,144042.9112133822,145424.04539352376
2026-07-02 01:45:00+00:00,142395.00885373645,140081.08287200058,142395.00885373645,143595.73767978244,141567.73701749463,143830.89586080826,145077.3013857885
2026-07-02 01:50:00+00:00,142144.03954122914,139784.237228066,142144.03954122914,143223.51013418662,141272.1836616791,143599.0322301522,144715.01453919208
2026-07-02 01:55:00+00:00,141870.04107541934,139481.50953314,141870.04107541934,142840.88878299258,140971.93980560655,143344.9051369729,144337.30670674503
2026-07-02 02:00:00+00:00,141569.625708578,139175.56842196314,141569.625708578,142447.82605320693,140672.04211021427,143066.09939682914,143944.29974145806
2026-07-02 02:05:00+00:00,141208.13125197412,138849.66746832072,141208.0366227191,142007.82879670858,140343.45372641957,142716.39755113778,143503.4788422557
2026-07-02 02:10:00+00:00,140762.3807065012,138488.64216333508,140762.03660011935,141496.88364025613,139958.26786784217,142261.0104471594,142991.50205967695
2026-07-02 02:15:00+00:00,140246.21410886713,138097.53401775204,140245.51729344387,140933.66267317566,139523.21628947288,141714.66535921895,142422.25052415422
2026-07-02 02:20:00+00:00,139673.4714957799,137681.38454231745,139672.37035535794,140336.83798479315,139045.03074630268,141092.08956164104,141809.60536611985
2026-07-02 02:25:00+00:00,139057.99290394745,137245.2352477772,139056.48743852682,139725.08166443475,138530.4429933223,140408.01032875045,141167.44771600617
2026-07-02 02:30:00+00:00,138413.61837007772,136794.12764487715,138411.76019561564,139117.06580142648,137986.18478552267,139677.1549348719,140509.65870424555
2026-07-02 02:35:00+00:00,137754.18793087866,136333.10324436316,137752.08027928977,138531.46248509444,137418.9878778946,138914.2506543302,139850.11946127028
2026-07-02 02:40:00+00:00,137093.54162305818,135867.2035569811,137091.33934221425,137986.94380476465,136835.5840254289,138134.02476144995,139202.7111175128
2026-07-02 02:45:00+00:00,136445.51948332426,135401.47009347682,136443.42903705448,137502.18184976312,136242.7049831165,137351.20453055605,138581.31480340543
2026-07-02 02:50:00+00:00,135823.96154838486,134940.94436459616,135822.24101647557,137095.848709416,135647.08250594823,136580.51723597318,137999.81164938046
2026-07-02 02:55:00+00:00,135242.7078549479,134490.66788108504,135241.66693314275,136786.61647304927,135055.44834891497,135836.69015202607,137472.0827858703
2026-07-02 03:00:00+00:00,134715.5984397213,134055.68215368927,134715.5984397213,136593.15722998907,134474.53426700746,135134.4505530395,137012.00934330726
2026-07-02 03:05:00+00:00,134231.8584551362,133640.59441540096,134229.8691187972,136471.14730056995,133890.09041749523,134457.61363661799,136607.87273961378
2026-07-02 03:10:00+00:00,133768.99545925052,133242.83657089065,133759.75528458634,136362.8066297299,133285.27879228635,133779.79111256415,136235.06072161446
2026-07-02 03:15:00+00:00,133323.27309721275,132856.6871384218,133303.31268719854,136266.62274370008,132662.94889832943,133100.40502349986,135888.11391309506
2026-07-02 03:20:00+00:00,132890.95501417117,132476.424636258,132858.59707674372,136181.0831687116,132025.95024257337,132418.87741204695,135561.57293784132
