var,fdate,n,mean,median,p10,p25,p75,p90,min,max,spread_p90_p10,eqwt_median
tmax2m,20260626,249,88.70361445783132,88.8,85.4,86.7,90.8,92.2,81.0,94.6,6.799999999999997,89.125
tmax2m,20260627,249,81.55180722891566,81.1,77.3,79.0,83.7,86.68,72.2,95.8,9.38000000000001,81.07499999999999
tmax2m,20260628,249,83.87349397590361,83.9,79.96,81.6,86.1,88.4,74.0,93.5,8.440000000000012,83.95833333333333
tmax2m,20260629,249,87.18152610441767,87.0,83.58,85.2,89.0,91.06,79.4,98.2,7.480000000000004,87.46666666666665
tmax2m,20260630,249,92.46104417670684,91.7,88.18,89.6,95.1,98.0,78.7,104.6,9.819999999999993,92.68333333333334
tmax2m,20260701,249,98.89036144578314,99.2,93.75999999999999,97.1,101.9,103.94000000000001,75.7,107.3,10.180000000000021,99.61666666666667
tmax2m,20260702,249,100.96064257028112,101.7,93.42,98.4,104.9,107.02,84.1,109.3,13.599999999999994,102.2
tmax2m,20260703,249,99.28995983935742,99.4,93.5,96.0,103.2,106.1,79.8,110.4,12.599999999999994,99.91666666666667
tmax2m,20260704,249,94.52329317269077,95.0,86.6,91.1,98.9,101.64,76.6,107.0,15.040000000000006,94.80833333333332
tmax2m,20260705,249,90.20281124497993,90.4,82.46,86.1,95.0,97.76,72.6,107.9,15.300000000000011,90.47500000000001
tmax2m,20260706,249,89.21927710843373,89.7,81.2,84.7,93.7,97.3,71.6,107.9,16.099999999999994,89.96666666666665
tmax2m,20260707,249,88.98112449799198,89.0,81.56,84.8,92.8,96.98,64.5,105.0,15.420000000000002,89.56666666666666
tmax2m,20260708,249,89.4586345381526,89.6,83.1,85.6,93.5,96.44000000000001,67.2,103.7,13.340000000000018,89.88333333333334
tmax2m,20260709,249,89.47871485943777,89.3,82.36,85.7,93.3,97.64,71.0,105.7,15.280000000000001,90.53333333333335
tmax2m,20260710,249,90.38714859437752,90.6,82.72,85.9,94.4,98.2,72.3,112.5,15.480000000000004,90.79166666666667
tmax2m,20260711,52,92.65384615384613,93.3,83.24000000000001,87.7,98.2,101.53999999999999,74.8,102.5,18.299999999999983,92.85
tmin2m,20260626,249,69.3859437751004,69.4,67.56,68.6,70.4,70.9,65.0,74.4,3.3400000000000034,69.34166666666667
tmin2m,20260627,249,68.22610441767068,68.3,65.78,66.9,69.5,70.6,62.6,73.5,4.819999999999993,68.54166666666667
tmin2m,20260628,249,68.5413654618474,68.7,66.28,67.4,69.9,70.6,63.8,72.9,4.319999999999993,68.825
tmin2m,20260629,249,68.83975903614457,68.8,66.3,67.6,70.1,71.3,61.6,74.1,5.0,68.91666666666667
tmin2m,20260630,249,69.7140562248996,69.8,65.8,67.6,71.5,73.4,63.2,81.1,7.6000000000000085,69.90833333333335
tmin2m,20260701,249,75.3281124497992,75.6,69.7,72.1,78.7,80.7,63.2,83.8,11.0,75.5
tmin2m,20260702,249,78.65943775100402,79.6,73.03999999999999,76.2,81.7,82.8,60.2,86.6,9.760000000000005,79.16666666666667
tmin2m,20260703,249,77.59759036144578,78.2,72.4,74.9,80.7,82.1,62.3,84.5,9.699999999999989,77.24166666666669
tmin2m,20260704,249,74.61004016064257,74.8,69.82000000000001,72.2,77.2,79.4,63.8,85.2,9.579999999999998,74.6
tmin2m,20260705,249,72.43373493975903,72.7,66.8,70.1,75.1,77.1,60.7,83.2,10.299999999999997,72.38333333333334
tmin2m,20260706,249,71.70321285140561,71.7,66.58,69.2,74.5,76.7,60.2,83.4,10.120000000000005,71.39166666666667
tmin2m,20260707,249,71.44779116465864,71.8,65.9,68.6,74.2,76.42,56.4,84.1,10.519999999999996,71.33333333333333
tmin2m,20260708,249,71.39718875502007,71.6,65.9,68.4,74.2,76.16,59.5,83.8,10.259999999999991,71.35000000000001
tmin2m,20260709,249,71.42730923694778,71.5,66.46,68.8,74.0,76.2,61.1,88.6,9.740000000000009,71.22500000000001
tmin2m,20260710,249,71.60682730923695,71.5,66.1,68.6,74.6,77.36,59.5,85.6,11.260000000000005,71.84166666666667
tmin2m,20260711,52,73.78461538461538,74.2,66.82,68.9,78.425,81.19,60.4,84.1,14.370000000000005,73.44999999999999
