case_id,ylat,xlong,iy,ix,grid_lat,grid_lon
404388,32.2652,-98.208,298,877,32.274918,261.79654
406718,29.2836,-99.625,187,830,29.28786,260.38663
404812,31.874,-96.9561,283,916,31.873678,263.0311
406848,33.1558,-97.2547,331,907,33.162777,262.75116
400633,38.4025,-112.9881,563,451,38.393982,246.99976
406829,38.2883,-77.8406,582,1467,38.284286,282.1654
401281,43.2813,-72.5986,797,1565,43.278313,287.38797
403956,42.5781,-89.039,691,1130,42.578327,270.94708
400326,35.4028,-119.0381,490,253,35.39623,240.94882
400141,35.9807,-120.1023,519,227,35.988804,239.88222
400456,36.266,-119.1283,522,258,36.266315,240.8632
400983,37.2673,-120.4833,568,228,37.276306,239.51103
401066,34.5538,-117.3697,448,296,34.55205,242.6343
406335,36.4928,-119.469,532,250,36.47776,240.52423
405829,38.5769,-121.2946,621,217,38.585503,238.691
405972,36.1759,-119.5608,522,245,36.183903,240.44096
406307,35.696,-119.8085,506,233,35.687923,240.18022
400250,33.3422,-112.9199,378,422,33.3492,247.07758
400198,38.957,-104.8065,554,689,38.946785,255.20187
400922,39.9827,-104.941,593,688,39.99326,255.05803
403945,45.5599,-123.0715,884,239,45.566326,236.9318
404894,44.9303,-122.9369,860,236,44.92601,237.07173
406184,45.1029,-123.413,870,226,45.10989,236.60292
406217,34.986,-118.9041,474,254,34.983185,241.10281
400604,42.5859,-73.8654,763,1539,42.57765,286.14044
406822,29.2408,-95.4217,185,967,29.235405,264.5709
403890,38.0374,-86.789,530,1211,38.034462,273.20462
402416,42.2509,-71.9504,765,1593,42.24571,288.05835
401330,38.5172,-76.0206,602,1516,38.517548,283.9629
401155,34.5811,-78.9445,441,1463,34.587204,281.06006
401692,36.4181,-76.3667,524,1524,36.42023,283.61978
401168,36.1263,-80.7992,486,1397,36.11581,279.203
400767,35.0014,-78.1253,461,1484,34.998608,281.8681
402734,29.8902,-82.6868,247,1378,29.88016,277.30017
401657,36.055,-77.7422,502,1487,36.061356,282.2515
403226,42.1873,-76.8456,729,1463,42.17634,283.15576
402503,42.6115,-121.8626,769,241,42.606403,238.1551
401156,34.6014,-78.9718,441,1462,34.59259,281.028
401110,36.2908,-79.6236,499,1430,36.29401,280.3672
401202,35.2558,-107.2485,424,604,35.243885,252.74661
400536,34.6951,-118.0626,458,276,34.697437,241.92448
401452,37.1205,-120.3245,561,231,37.11326,239.66786
402328,41.8919,-72.9892,745,1569,41.90066,287.02484
403106,26.8589,-81.7265,140,1429,26.851845,278.28476
403029,27.6221,-80.7856,174,1455,27.6173,279.22507
401585,39.521,-87.1806,583,1194,39.507244,272.8293
401344,41.6863,-86.1217,667,1214,41.692616,273.8856
401489,41.5934,-71.0186,749,1624,41.59908,288.9743
402504,42.2376,-71.6861,767,1600,42.245544,288.3231
405263,39.4356,-76.2234,634,1503,39.438362,283.77942
401447,43.0998,-82.6997,732,1299,43.10045,277.28815
405224,42.3243,-83.6947,699,1277,42.314857,276.30542
401849,45.1149,-93.8139,777,996,45.12062,266.17755
402526,44.3962,-92.6091,752,1029,44.40991,267.37857
401790,31.2774,-89.3032,272,1161,31.26725,270.7112
401534,35.452,-79.1842,471,1449,35.45394,280.8051
401231,34.7126,-79.3021,443,1451,34.70403,280.68817
402131,34.5834,-79.0322,440,1460,34.576958,280.95743
402142,34.9616,-78.4708,458,1474,34.975334,281.52612
401586,36.4306,-79.3495,506,1437,36.442448,280.64264
401817,35.4757,-77.1114,485,1510,35.48003,282.8752
402079,34.8975,-77.7951,459,1495,34.883556,282.2075
402731,35.2204,-79.5183,461,1441,35.231983,280.48138
404245,35.5934,-79.0303,477,1453,35.590992,280.97433
403430,40.7252,-75.0601,688,1524,40.720493,284.94666
401598,39.5032,-74.9644,645,1537,39.510532,285.0247
401343,41.8014,-71.5585,752,1608,41.79772,288.45074
402496,41.4923,-71.6189,741,1609,41.505592,288.3752
402329,33.6144,-96.6903,348,924,33.617016,263.30145
402414,33.5008,-96.3763,344,934,33.506687,263.62268
403146,37.2689,-121.8611,578,189,37.26959,238.14636
402495,35.5909,-119.4048,499,244,35.57526,240.58965
404241,35.4709,-120.6351,504,207,35.464424,239.36124
402266,40.3858,-104.5496,607,700,40.39509,255.44147
401617,32.921,-106.0737,334,632,32.90977,253.94174
403107,36.2749,-115.9723,502,350,36.27626,244.01147
403899,42.1702,-73.0246,754,1565,42.162796,286.97076
405651,39.6875,-78.1088,631,1448,39.684444,281.87878
400442,34.9687,-79.2132,453,1452,34.962708,280.7849
400891,35.2007,-78.0847,469,1484,35.209297,281.9232
400760,34.9704,-77.9738,461,1489,34.970367,282.02878
403650,35.9224,-80.8392,479,1397,35.93022,279.16095
400177,40.5217,-75.0123,681,1527,40.51782,284.98996
401067,34.554,-117.3767,448,296,34.55205,242.6343
400209,32.1686,-107.7556,312,576,32.169052,252.2398
405255,38.9462,-76.0807,617,1511,38.942432,283.9144
405299,33.8791,-117.8887,427,275,33.877945,242.11552
400942,36.0169,-76.8816,506,1513,36.014095,283.1264
406321,42.8345,-73.8977,772,1536,42.832348,286.11786
405058,40.9362,-76.0399,689,1495,40.93135,283.95123
405504,34.0511,-117.4467,430,290,34.04436,242.56917
400210,35.6447,-105.2073,433,667,35.64604,254.79248
405423,38.8743,-77.0083,608,1486,38.858143,282.9997
405437,39.2309,-76.4703,625,1498,39.2327,283.5381
405280,40.5341,-74.2738,687,1547,40.54207,285.72998
402458,41.2943,-74.5541,712,1532,41.295177,285.43295
405163,33.9109,-118.0489,429,270,33.90075,241.94324
405150,33.4347,-111.983,376,451,33.422253,248.00905
405374,32.1648,-110.8163,324,480,32.159264,249.17468
405697,42.0996,-88.0305,676,1160,42.097954,271.98126
405698,41.7538,-87.7893,664,1168,41.75412,272.224
405149,39.7759,-86.0427,597,1225,39.78346,273.96558
405072,39.8766,-75.0083,658,1533,39.87687,284.99902
405183,40.2047,-74.5807,673,1542,40.20984,285.43555
405923,39.4806,-74.5161,647,1550,39.47703,285.48242
406274,34.0876,-117.5873,433,286,34.099957,242.42133
405151,33.4294,-112.0449,376,449,33.413807,247.94545
405771,35.444,-119.1867,493,249,35.44974,240.79713
405037,34.2093,-119.1344,448,240,34.215073,240.85446
405203,38.1343,-122.5756,615,177,38.14603,237.41708
406957,34.306,-89.9846,383,1130,34.307255,270.02756
406929,42.1553,-79.6029,712,1389,42.142876,280.3984
407252,34.0491,-117.4602,430,289,34.038574,242.53748
407277,36.2773,-119.3171,524,253,36.287212,240.685
406504,31.4576,-83.5583,301,1342,31.456009,276.45596
406911,34.2546,-84.8358,398,1287,34.245983,275.16318
406944,41.0351,-93.3295,626,1016,41.04182,266.67615
406946,32.849,-91.7887,325,1078,32.852642,268.21948
407142,39.6387,-77.793,631,1458,39.62758,282.22125
406562,44.2468,-69.8012,853,1627,44.252506,290.18765
407016,42.9746,-78.2063,750,1420,42.9773,281.78647
407259,41.5655,-83.6951,671,1281,41.553207,276.29715
407136,30.2046,-97.6686,221,894,30.21592,262.34012
406566,42.6494,-87.8452,697,1163,42.651745,272.1694
406577,43.1071,-88.227,713,1151,43.11302,271.79163
407158,36.299,-119.5001,526,248,36.307835,240.50668
407175,36.1225,-119.4477,519,248,36.12448,240.56198
407279,36.4533,-119.319,530,254,36.45078,240.67035
407125,35.528,-119.3107,497,247,35.5419,240.7018
406419,44.6617,-69.992,866,1618,44.65704,290.00882
406522,40.4791,-74.4383,684,1543,40.490566,285.5661
406962,43.2887,-77.8589,763,1427,43.27956,282.13916
406968,29.9485,-94.8534,212,985,29.942842,265.14386
407170,37.9693,-78.3983,567,1453,37.96748,281.58838
407004,37.5447,-76.6084,563,1508,37.54237,283.3915
406398,44.9427,-92.8558,772,1022,44.955242,267.15396
400855,35.0987,-79.7334,455,1436,35.09942,280.2816
400173,40.6841,-74.4044,691,1542,40.680077,285.59335
406391,40.9016,-74.0932,701,1548,40.90069,285.8892
404522,34.5096,-117.3873,447,295,34.519993,242.60938
406543,35.0008,-118.8983,475,254,35.00939,241.09523
406073,36.9028,-85.7169,492,1248,36.895397,274.2952
406369,43.9592,-69.7108,843,1633,43.948326,290.2909
404821,43.4352,-86.3526,730,1200,43.42119,273.65915
403532,34.9014,-77.7836,460,1495,34.909866,282.21448
400207,34.8328,-106.7722,407,617,34.82463,253.22958
404009,41.734,-71.5282,750,1609,41.738487,288.46533
405761,41.7626,-92.7155,654,1032,41.774326,267.29926
406876,39.8235,-84.9481,603,1255,39.838707,275.03738
404048,39.5955,-79.3883,620,1413,39.584755,280.6003
406237,44.3289,-69.8198,856,1626,44.337353,290.18518
405813,42.9644,-84.1436,721,1261,42.963646,275.8448
404934,44.5455,-94.2229,755,986,44.541355,265.76843
404422,42.9633,-73.5973,779,1542,42.973194,286.39648
404914,42.9672,-73.5712,779,1543,42.966286,286.432
406238,42.839,-77.7215,748,1434,42.845406,282.2736
406239,43.0274,-78.9239,748,1401,43.029037,281.08746
404174,34.493,-82.6741,417,1351,34.495434,277.3187
400913,34.9821,-117.892,467,284,34.981316,242.1153
404165,33.7556,-117.1986,418,295,33.7578,242.81049
404367,45.3831,-122.0791,870,262,45.371014,237.92125
400846,39.2961,-76.4898,627,1497,39.291363,283.51993
405759,44.3913,-75.4429,818,1481,44.39339,284.55853
400593,29.2717,-98.4455,186,868,29.278082,261.54776
404620,32.2006,-86.3302,316,1251,32.186314,273.6767
405582,41.4336,-71.8205,737,1604,41.439247,288.1627
404836,27.2907,-80.5442,163,1465,27.282425,279.45892
406249,30.2962,-83.3007,259,1356,30.288696,276.68784
400648,33.6761,-83.6767,382,1325,33.673615,276.30835
406817,32.1872,-82.5343,333,1369,32.189907,277.45502
403853,41.4552,-87.7516,653,1170,41.453766,272.25378
401057,39.6998,-86.3224,593,1217,39.702854,273.66986
400174,41.716,-70.9745,754,1624,41.728218,289.0255
403782,42.1476,-72.4982,757,1579,42.140606,287.48987
405811,38.9274,-76.7062,612,1494,38.915333,283.30087
405980,39.6287,-77.8746,631,1455,39.64474,282.11856
405652,38.9147,-76.6959,612,1494,38.915333,283.30087
404645,44.5408,-68.365,875,1660,44.54599,291.61935
403607,45.6502,-95.5331,795,951,45.639465,264.48392
403796,43.9176,-92.8625,733,1024,43.907513,267.15494
406858,39.278,-92.1464,562,1053,39.26658,267.8629
400594,36.2882,-78.989,503,1449,36.29916,281.01663
401294,35.1547,-79.6354,458,1438,35.168343,280.3652
400239,34.999,-84.1574,429,1304,35.007652,275.85663
400755,35.6554,-81.1838,467,1389,35.650448,278.82837
401122,36.4202,-77.1004,519,1503,36.415455,282.89655
404602,35.2313,-81.5648,450,1380,35.241753,278.43726
401211,40.5594,-74.7121,685,1535,40.569885,285.29984
404796,42.4345,-73.8098,758,1542,42.42698,286.19992
404987,42.2485,-73.7394,752,1545,42.25023,286.24985
405987,41.7558,-73.8742,733,1546,41.748592,286.1097
406084,43.0992,-75.7665,769,1484,43.095226,284.23752
405873,42.8239,-73.947,771,1534,42.819954,286.0376
404737,43.0614,-89.258,708,1123,43.05081,270.74792
400587,33.8911,-116.5431,419,316,33.902016,243.46855
403938,36.7346,-120.6147,549,219,36.71971,239.37564
404154,36.6479,-120.2462,544,229,36.655567,239.743
400187,40.5928,-105.1475,616,684,40.602543,254.8505
406164,38.6639,-107.9974,552,596,38.650883,252.0041
403758,43.319,-121.008,789,270,43.3267,238.99625
403885,45.3492,-122.4295,872,253,45.358604,237.5703
404808,42.0333,-72.5048,753,1580,42.02963,287.4859
403777,38.5365,-106.077,542,651,38.535965,253.92812
401158,35.3201,-81.7658,452,1373,35.3271,278.22098
400180,32.6606,-115.6607,368,333,32.651257,244.33278
405590,34.4008,-101.596,380,774,34.405926,258.41583
400691,30.9591,-103.3528,255,712,30.965992,256.65622
403765,42.109,-72.3382,757,1584,42.104378,287.66467
400415,42.6104,-72.4752,774,1575,42.610283,287.51566
403876,45.2679,-68.9898,896,1636,45.279625,290.99985
400969,34.9676,-78.3546,458,1478,34.95315,281.65475
403647,36.1485,-80.6565,488,1401,36.149284,279.3464
404143,36.4854,-78.9216,510,1449,36.48407,281.06354
400363,35.7949,-114.9649,479,377,35.809303,245.04318
401241,38.5484,-77.7801,592,1466,38.553654,282.20483
400761,32.1038,-110.8208,322,480,32.10619,249.1838
403604,35.1816,-106.8107,420,617,35.172928,253.18651
406647,41.2073,-87.9278,643,1166,41.19709,272.07346
406607,39.0444,-84.5831,575,1270,39.03484,275.42145
406430,40.6913,-74.1966,693,1548,40.69194,285.81766
406665,40.5813,-75.3552,681,1517,40.582558,284.6455
406243,39.2727,-76.5484,626,1495,39.27728,283.44415
406245,39.2732,-76.546,626,1495,39.27728,283.44415
403209,44.3629,-92.0224,751,1045,44.35898,267.97626
406657,42.9199,-76.6046,757,1463,42.910713,283.3846
402336,36.9894,-120.8783,561,214,36.99934,239.11136
406246,39.2733,-76.5444,626,1495,39.27728,283.44415
405057,40.5355,-74.3913,686,1544,40.536106,285.61804
400533,34.5092,-117.1538,445,302,34.507565,242.8467
400530,34.6551,-118.0511,456,276,34.644936,241.939
402573,41.8326,-71.9224,750,1598,41.820374,288.08353
402091,36.41,-77.0478,519,1505,36.403584,282.96188
403157,40.0911,-74.8086,667,1536,40.092663,285.1784
402459,43.9333,-75.8721,799,1474,43.941856,284.13672
403335,43.2014,-78.9485,754,1399,43.19788,281.0596
403336,43.0735,-74.3211,778,1522,43.08322,285.67535
402081,40.1527,-76.5813,657,1487,40.14054,283.41592
401492,35.8554,-119.0685,507,256,35.86055,240.9147
401493,35.8447,-119.0664,506,256,35.834335,240.92242
404519,33.0104,-116.8721,389,299,33.01858,243.1329
405541,41.328,-87.6109,649,1174,41.33513,272.38135
400439,41.6621,-71.0424,751,1623,41.658382,288.96017
404424,38.9006,-76.6869,612,1494,38.915333,283.30087
406244,39.2704,-76.5509,626,1495,39.27728,283.44415
404873,44.3166,-93.8953,747,995,44.317863,266.09512
400678,35.5178,-77.0879,487,1511,35.526672,282.92206
400896,36.4129,-79.3155,505,1438,36.410725,280.6689
401118,35.1787,-81.6651,447,1377,35.176018,278.32285
401124,36.2686,-77.0606,514,1505,36.2721,282.92502
401123,36.4173,-77.6556,515,1487,36.40373,282.34424
404869,43.0595,-75.9358,767,1480,43.068,284.07715
400402,36.2213,-119.8299,525,237,36.21092,240.15752
400451,33.597,-114.572,396,373,33.59416,245.42142
404518,33.2331,-117.0015,398,297,33.243725,243.00967
404859,35.4422,-119.0933,492,252,35.44238,240.90132
405565,34.0902,-117.3562,431,293,34.087936,242.65736
403354,42.2647,-72.0725,765,1589,42.275146,287.9184
401523,42.9533,-85.9012,714,1214,42.94787,274.09866
402951,45.4861,-92.8759,792,1020,45.492996,267.1163
403331,44.0902,-93.5541,739,1005,44.092304,266.45697
404529,31.4013,-89.5004,276,1154,31.390419,270.5037
401323,35.3521,-77.4713,478,1501,35.348774,282.53445
401675,34.762,-79.5026,444,1445,34.761986,280.5018
402139,34.9692,-79.9429,449,1430,34.97163,280.0502
402418,35.1485,-76.8098,475,1522,35.145817,283.1885
402238,35.6876,-78.0263,487,1482,35.694748,281.9834
401789,34.8158,-79.1948,448,1454,34.82009,280.81683
401597,40.5234,-74.8438,682,1532,40.51123,285.1706
402579,40.5389,-74.5317,685,1540,40.53671,285.47177
401788,44.0677,-121.2281,817,271,44.061104,238.76814
403142,40.1989,-76.161,662,1498,40.204353,283.8341
402705,34.6577,-82.5023,424,1355,34.664032,277.48465
402706,34.2745,-79.8862,424,1437,34.275146,280.11972
402470,45.7358,-90.4679,805,1082,45.735466,269.51526
401912,32.7934,-115.7815,374,331,32.798626,244.23254
401636,43.7981,-117.0629,781,377,43.78444,242.92459
402340,42.2391,-121.5856,754,244,42.23759,238.40298
401637,43.9991,-117.1005,789,378,44.000114,242.89806
406022,30.9342,-86.2452,270,1259,30.937222,273.75058
404024,42.3466,-90.011,680,1105,42.34162,270.00378
406328,39.2219,-76.4832,624,1498,39.20643,283.5302
404305,43.5455,-70.9074,819,1607,43.534958,289.10614
403897,44.4692,-93.1306,754,1015,44.482334,266.85687
401114,36.4224,-78.1524,513,1472,36.436462,281.83884
400489,34.5442,-79.2997,437,1453,34.535095,280.71378
400744,35.3132,-79.6921,463,1435,35.31606,280.29987
400486,34.966,-79.6101,451,1440,34.972973,280.38535
404419,35.8644,-79.5823,484,1435,35.87126,280.4341
404919,41.9268,-71.5782,756,1606,41.916176,288.4215
406903,31.0336,-96.9235,252,918,31.043152,263.08798
404866,43.6046,-73.1902,805,1547,43.613476,286.82355
400539,34.6008,-117.6423,452,288,34.61074,242.3507
400305,34.6544,-117.9733,456,279,34.662785,242.03474
400377,33.2462,-115.4971,389,343,33.256783,244.51552
401047,34.768,-117.3233,456,299,34.779697,242.67418
403627,40.1222,-122.1894,683,208,40.13707,237.82462
404167,33.6961,-117.2167,416,294,33.699543,242.79263
405005,35.0812,-119.3182,480,242,35.065144,240.67311
406841,37.361,-120.7194,573,222,37.366734,239.27177
403516,39.7674,-104.5897,584,697,39.77044,255.39833
404437,39.7522,-104.6656,583,695,39.73937,255.3311
403884,39.5861,-119.5232,644,276,39.57906,240.48132
403875,41.4381,-71.7791,737,1606,41.424397,288.23175
404665,42.0311,-72.5042,753,1580,42.02963,287.4859
405875,30.1094,-85.3954,243,1290,30.116581,274.59872
405603,27.6177,-80.7932,174,1454,27.622087,279.19562
401451,34.6,-117.9491,454,279,34.61027,242.04916
402567,41.9441,-71.8843,755,1598,41.94985,288.1332
402971,38.8524,-77.0092,608,1486,38.858143,282.9997
402605,39.2795,-75.6224,632,1521,39.273094,284.374
401485,30.1225,-83.561,252,1349,30.132383,276.4411
402109,26.6873,-81.3163,136,1443,26.68372,278.6727
404769,26.367,-81.044,126,1455,26.367727,278.9694
401346,33.3873,-82.131,379,1374,33.386196,277.85333
402575,33.8449,-83.6971,388,1324,33.83715,276.30536
404741,31.561,-84.894,299,1299,31.56864,275.11002
404216,42.0631,-89.4343,671,1121,42.063828,270.55557
404214,37.9025,-88.8772,519,1151,37.908978,271.1231
401592,40.0524,-85.7334,608,1232,40.05402,274.25845
401422,38.2712,-85.9853,542,1233,38.284416,274.0035
405436,29.9748,-90.7339,220,1119,29.973083,269.27945
403180,42.2043,-71.5294,767,1604,42.21565,288.4628
402886,42.427,-72.7687,765,1569,42.41996,287.21686
402307,42.2521,-71.4262,769,1607,42.24482,288.58783
402259,42.0983,-72.2907,757,1585,42.097103,287.69962
402887,42.0983,-72.2894,757,1585,42.097103,287.69962
402968,41.7837,-70.693,758,1631,41.7776,289.30896
402969,41.7825,-70.6907,758,1631,41.7776,289.30896
402970,41.7823,-70.6878,758,1631,41.7776,289.30896
402881,42.0577,-70.9828,766,1620,42.068672,289.0101
402879,44.0938,-93.7097,739,1001,44.096832,266.3076
403049,44.6694,-93.5052,761,1005,44.68206,266.49265
404225,45.6666,-95.4021,796,954,45.66444,264.59958
404687,44.2466,-92.5451,746,1031,44.246265,267.4415
401879,39.0949,-93.211,554,1023,39.093548,266.8057
401180,35.5108,-78.2907,479,1475,35.523277,281.7012
401392,35.4153,-78.6902,473,1464,35.425816,281.30435
401594,36.3932,-78.331,510,1467,36.385323,281.6541
401791,36.2664,-78.365,506,1467,36.279808,281.6265
401815,34.9614,-77.9804,461,1489,34.970367,282.02878
401545,34.3077,-78.2236,435,1487,34.297264,281.78677
401432,36.083,-79.243,494,1443,36.09347,280.76053
402090,35.8201,-77.308,496,1502,35.816387,282.6961
403082,35.7361,-78.3547,486,1472,35.724537,281.65192
402484,35.2996,-80.4963,458,1411,35.30523,279.49072
401367,36.1272,-77.4087,507,1496,36.140903,282.58057
401570,36.4692,-77.5975,518,1488,36.47696,282.3985
401544,34.9822,-79.2649,453,1450,34.973316,280.72046
401783,34.5445,-78.7518,441,1469,34.55469,281.25217
401612,35.362,-77.8959,476,1488,35.370964,282.10086
403201,42.8229,-73.8485,772,1537,42.825516,286.15335
401581,42.985,-76.06,763,1477,42.982037,283.9357
401700,42.5058,-76.2876,744,1475,42.49688,283.70462
403039,43.1033,-77.3454,760,1442,43.11427,282.65573
403325,42.8819,-73.8786,774,1536,42.88438,286.1365
404279,42.4521,-76.1218,743,1480,42.439835,283.8738
404280,42.4498,-76.122,743,1480,42.439835,283.8738
402717,43.0052,-74.1857,776,1526,43.004272,285.7995
404565,42.5394,-78.163,734,1425,42.528275,281.8435
402667,42.9944,-74.3144,775,1523,42.99839,285.68347
405757,44.4892,-75.2442,823,1485,44.498085,284.7493
406155,43.0172,-77.7986,754,1431,43.02026,282.21283
402607,40.141,-84.2305,617,1274,40.140976,275.7685
402928,41.4413,-71.7142,738,1607,41.442852,288.27625
401715,41.9861,-71.5848,758,1605,41.975395,288.40686
402929,41.5784,-71.2796,746,1617,41.57478,288.70193
402695,34.3373,-80.0813,425,1431,34.332127,279.934
406687,34.3709,-80.0252,427,1432,34.379906,279.97827
401794,35.1674,-88.645,418,1168,35.154774,271.36942
402338,36.6112,-77.2091,525,1498,36.602844,282.777
401784,44.4803,-73.1726,836,1539,44.472996,286.83765
401602,35.211,-119.3875,486,242,35.22221,240.62663
401741,35.315,-118.8103,485,259,35.30248,241.17976
402088,33.0196,-116.8606,389,299,33.01858,243.1329
404238,32.8255,-115.7753,375,331,32.824947,244.22626
405359,39.9149,-108.3851,600,590,39.91821,251.6024
403178,35.1526,-106.5471,418,625,35.14078,253.4553
401639,43.9627,-117.2588,789,374,43.97733,242.75217
402284,45.1686,-123.1351,870,233,45.161716,236.85843
402339,42.031,-121.6111,747,242,42.041615,238.39864
403681,27.792,-82.0001,173,1414,27.780642,278.01047
404770,26.4252,-81.0338,128,1455,26.4197,278.9799
404771,27.2563,-80.554,162,1465,27.256388,279.4535
400549,32.9797,-82.5919,362,1363,32.98402,277.41565
404967,32.3877,-81.8197,344,1390,32.38762,278.16998
404968,32.3877,-81.8166,344,1390,32.38762,278.16998
404969,33.3116,-82.0822,377,1376,33.32426,277.90607
404970,32.933,-84.2757,352,1311,32.931225,275.72195
404758,42.7211,-93.2064,688,1016,42.709724,266.7791
406276,40.892,-90.6676,625,1091,40.893925,269.3465
403771,41.8679,-70.9595,759,1623,41.864986,289.0422
404323,41.664,-70.877,753,1627,41.679394,289.119
404288,39.6857,-77.6436,634,1461,39.689377,282.34634
404705,42.4715,-86.0951,696,1211,42.477432,273.90753
404474,44.1028,-92.7452,740,1026,44.092487,267.24283
400821,38.2737,-94.3528,522,991,38.26592,265.65588
406819,32.5182,-89.7301,317,1143,32.51072,270.26828
400557,35.8683,-77.9542,494,1482,35.87917,282.03232
400560,34.4758,-79.0971,436,1459,34.476803,280.8994
400487,35.6281,-81.3264,465,1385,35.616333,278.68616
400559,35.9479,-78.2514,495,1473,35.956245,281.7464
401252,36.081,-78.3536,499,1469,36.084045,281.6436
400930,36.4312,-76.0842,526,1533,36.417133,283.92865
400561,34.7139,-79.3535,443,1450,34.709312,280.65607
400704,35.5419,-80.364,467,1414,35.528633,279.64304
400706,35.9504,-79.3614,488,1440,35.95078,280.62323
400708,35.5857,-81.3161,464,1385,35.5898,278.68036
400709,35.3054,-81.6969,452,1376,35.31332,278.31857
401030,35.3299,-78.6144,470,1467,35.330254,281.38123
401116,35.6634,-78.5215,483,1467,35.673126,281.4691
401127,36.1206,-79.5221,493,1435,36.109234,280.49225
401179,35.204,-78.6797,465,1466,35.203865,281.3154
400558,36.4611,-80.6006,500,1400,36.47229,279.38666
400860,35.299,-77.5547,476,1499,35.307777,282.45575
401113,35.0721,-78.808,459,1463,35.06195,281.17865
401171,35.8337,-80.5743,477,1405,35.83811,279.41058
401181,35.0585,-77.8525,465,1492,35.05859,282.15298
405897,36.2721,-78.6538,504,1459,36.271217,281.35092
405898,35.5316,-79.7864,470,1431,35.5218,280.21448
400993,39.9222,-74.8067,661,1538,39.922577,285.19516
401149,40.4566,-74.329,684,1546,40.470463,285.6691
401204,44.6721,-74.9499,831,1491,44.66757,285.0412
403530,42.8651,-77.0496,753,1452,42.87172,282.9582
406132,43.0643,-74.7291,775,1511,43.07809,285.25565
406133,42.2086,-73.9916,749,1539,42.21313,286.01117
406141,42.9825,-74.2736,775,1524,42.99168,285.7191
406146,42.5514,-77.9646,736,1430,42.55269,282.03738
406157,42.358,-77.3035,733,1449,42.36432,282.69098
400387,39.8618,-76.2217,649,1499,39.85692,283.76337
400087,40.7605,-75.2384,688,1519,40.75292,284.774
400275,39.8669,-75.6676,653,1515,39.861725,284.34283
403783,40.2156,-79.6453,642,1402,40.224415,280.37112
406741,40.9868,-76.7922,686,1474,40.98107,283.197
404017,41.7925,-71.5542,752,1608,41.79772,288.45074
406049,34.9524,-81.9842,437,1369,34.947094,278.00772
405599,31.3252,-97.0938,263,912,31.338442,262.9021
405010,43.5799,-72.9531,805,1553,43.571182,287.03833
405614,42.9502,-90.3286,702,1094,42.955246,269.66675
400277,33.6661,-114.6569,399,371,33.663475,245.34004
400982,37.2687,-120.4833,568,228,37.276306,239.51103
400124,37.6942,-105.9198,511,653,37.70817,254.09431
404956,37.3038,-108.5794,504,573,37.292297,251.41455
401078,39.9,-104.6734,589,695,39.900707,255.31468
401035,38.4973,-113.024,567,451,38.500366,246.97665
400628,37.8082,-113.0892,542,445,37.8083,246.91797
400629,38.023,-112.7303,548,456,38.017365,247.25465
400630,38.2893,-113.0091,559,450,38.28307,246.98892
404742,31.2268,-85.0753,286,1295,31.238264,274.93036
405681,31.8857,-84.0297,315,1324,31.89853,275.96094
404916,44.7942,-69.7359,873,1623,44.796684,290.2672
406216,35.9056,-78.1865,494,1475,35.918674,281.8046
405181,40.9208,-72.7431,712,1585,40.92917,287.2655
405678,39.4954,-83.0446,598,1311,39.48459,276.95288
405831,41.66,-84.2733,673,1265,41.66958,275.73743
406730,40.4418,-83.4664,631,1294,40.43463,276.5409
404656,36.9305,-79.2317,524,1437,36.918358,280.76154
400597,43.7911,-72.4976,816,1563,43.78463,287.5051
404481,37.1097,-120.2983,561,232,37.119873,239.70065
405958,36.6566,-119.5875,539,248,36.648335,240.40327
403911,45.2688,-122.3291,868,255,45.269665,237.68437
403904,41.9252,-88.6719,668,1143,41.92909,271.3394
406679,33.0068,-113.505,369,402,33.019638,246.49399
400084,40.8801,-83.3175,648,1295,40.883453,276.66824
400534,34.6438,-118.1621,457,273,34.653248,241.83601
402890,26.7579,-80.3354,145,1475,26.76545,279.6524
403090,40.7468,-92.4369,616,1041,40.73885,267.54858
403358,43.859,-91.3243,734,1065,43.869534,268.68237
401611,34.831,-79.121,449,1456,34.835815,280.88763
402661,35.3408,-79.9925,462,1426,35.335823,280.0019
401583,33.1654,-115.5406,386,341,33.167274,244.47125
401607,40.2299,-105.0311,602,686,40.23078,254.96194
403622,42.936,-77.4712,753,1440,42.94214,282.52814
401400,33.6372,-92.7034,353,1048,33.6498,267.30862
402659,27.9255,-81.7776,180,1420,27.936836,278.22342
402117,27.8708,-80.5268,185,1461,27.875252,279.46188
402118,27.2223,-80.543,161,1465,27.23035,279.44803
402590,27.4876,-80.4426,171,1467,27.481045,279.56146
401355,32.6254,-83.3788,345,1341,32.626095,276.6363
401875,32.2871,-81.2838,343,1408,32.277935,278.72742
401349,42.188,-72.3631,760,1582,42.19668,287.6241
401850,42.2595,-72.4003,762,1581,42.255783,287.6087
401922,41.8015,-70.551,760,1634,41.80593,289.43353
402501,42.2712,-72.2102,764,1586,42.271214,287.80347
403361,42.6018,-72.354,775,1578,42.61448,287.63113
402882,42.1467,-72.0044,761,1592,42.1495,287.9836
405270,39.4356,-76.2211,634,1503,39.438362,283.77942
402557,45.4043,-94.831,787,969,45.413216,265.16376
402771,44.9453,-94.0823,770,989,44.940384,265.90213
401402,36.1408,-80.6104,488,1402,36.144375,279.3792
402132,35.7332,-80.7636,472,1401,35.725216,279.24973
